form_key	n_sources	whitneyroots	mws	cslorig_etym	sanskritlex	mwderiv	whitneyroots_mw_L	whitneyroots_class	whitneyroots_homonym	whitneyroots_records	mws_whitney_id	mws_dcs_status	cslorig_oracle_pairs	sanskritlex_rows	mwderiv_rows	mwderiv_classes	slp1_native
leap	1	0	0	0	1	0				0			0	4	0		
leap, eḷult	1	0	0	0	1	0				0			0	1	0		
leave	1	0	0	0	1	0				0			0	2	0		
lepe	1	0	0	1	0	0				0			2	0	0		lepe
lepṛ	1	0	0	1	0	0				0			3	0	0		lepf
lick	1	0	0	0	1	0				0			0	2	0		
ligi	1	0	0	1	0	0				0			9	0	0		ligi
lih	4	1	1	1	0	1	182726	II	1	1	684	matched	89	0	3	VERB:V:1;m:f:n:1;m:1	lih
likh	4	1	1	1	0	1	182337	VI		1	681	matched	107	0	1	VERB:V:1	liK
limp	1	0	0	0	1	0				0			0	1	0		
lip	4	1	1	1	0	1	182615	I,VI		1	682	matched	51	0	1	VERB:V:1	lip
live	1	0	0	0	1	0				0			0	1	0		
liś	4	1	1	1	0	1	182704	IV,VI	1	1	683	matched	5	0	2	VERB:V:1;m:f:n:1	liS
liśa	2	0	0	1	0	1				0			12	0	1	NONE:1	liSa
liṅg	2	0	0	1	0	1				0			3	0	1	VERB:V:1	liNg
liṛt, ṭeigh	1	0	0	0	1	0				0			0	1	0		
loc	4	1	1	1	0	1	183561	I,X		1	696	unmatched	12	0	1	VERB:V:1	loc
locṛ	1	0	0	1	0	0				0			8	0	0		locf
lok	4	1	1	1	0	1	183229	I,X		1	695	matched	32	0	1	VERB:V:1	lok
lokṛ	1	0	0	1	0	0				0			93	0	0		lokf
lola	2	0	0	1	0	1				0			19	0	15	m:f:n:7;n:2;m:f#A:n:1;m:1;m:f#I:n:1	lola
loll, pant	1	0	0	0	1	0				0			0	1	0		
long	1	0	0	0	1	0				0			0	1	0		
look	1	0	0	0	1	0				0			0	1	0		
love	1	0	0	0	1	0				0			0	1	0		
loḍi	1	0	0	1	0	0				0			3	0	0		loqi
loḍṛ	1	0	0	1	0	0				0			2	0	0		loqf
loṣṭ	2	0	0	1	0	1				0			3	0	1	VERB:V:1	lozw
lubh	4	1	1	1	0	1	183010	IV,VI		1	692	matched	22	0	1	VERB:V:1	luB
lubha	1	0	0	1	0	0				0			9	0	0		luBa
lubi	1	0	0	1	0	0				0			7	0	0		lubi
luca	1	0	0	1	0	0				0			1	0	0		luca
luji	1	0	0	1	0	0				0			4	0	0		luji
lul	4	1	1	1	0	1	183058	I		1	693	matched	3	0	1	VERB:V:1	lul
lup	4	1	1	1	0	1	182956	IV,VI	1	1	691	matched	32	0	3	VERB:V:1;NONE:1;m:f:n:1	lup
luñc	4	1	1	1	0	1	182888	I		1	687	matched	10	0	1	VERB:V:1	luYc
luḍ	4	1	1	1	0	1	182922	I,VI		1	690	matched	13	0	1	VERB:V:1	luq
luṇṭ	3	1	0	1	0	1	182926	I,X		1			2	0	1	VERB:V:1	luRw
luṇṭh	2	0	0	1	0	1				0			6	0	1	VERB:V:1	luRW
luṇṭha	2	0	0	1	0	1				0			26	0	2	m:1;f:1	luRWa
luṭ	3	1	0	1	0	1	182902	I,IV,X	2	1			2	0	3	VERB:V:2;NONE:1	luw
luṭa	1	0	0	1	0	0				0			18	0	0		luwa
luṭh	4	1	1	1	0	1	182907,182908	I,VI,X	1,2	2	688,689	homonym_shared	12	0	2	VERB:V:2	luW
luṭha	1	0	0	1	0	0				0			13	0	0		luWa
luṭhi	1	0	0	1	0	0				0			1	0	0		luWi
luṭi	1	0	0	1	0	0				0			10	0	0		luwi
lā	4	1	1	1	0	1	182054	II	1	1	679	unmatched	3	0	3	f:2;VERB:V:1	lA
lābh	2	0	0	1	0	1				0			4	0	1	VERB:V:1	lAB
lābhe	1	0	0	1	0	0				0			1	0	0		lABe
lāchi	1	0	0	1	0	0				0			2	0	0		lACi
lāgh	2	0	0	1	0	1				0			1	0	1	VERB:V:1	lAG
lāghṛ	1	0	0	1	0	0				0			13	0	0		lAGf
lāja	2	0	0	1	0	1				0			9	0	5	m:f#A:1;n:1;f:1;m:1;ind:1	lAja
lāji	2	0	0	1	0	1				0			2	0	1	m:1	lAji
lāñch	4	1	1	1	0	1	182184	I		1	680	unmatched	1	0	1	VERB:V:1	lAYC
lī	4	1	1	1	0	1	182753	I,IV,IX	1	1	685,686	homonym_shared	160	0	2	VERB:V:1;f:1	lI
lū	4	1	1	1	0	1	183125	IX	1	1	694	matched	24	0	2	VERB:V:1;m:f:n:1	lU
lūñ	1	0	0	1	0	0				0			84	0	0		lUY
lūṣa	2	0	0	1	0	1				0			5	0	1	NONE:1	lUza
ma	2	0	0	1	0	1				0			5	0	10	m:4;n:3;NONE:2;f:1	ma
mabhra	1	0	0	1	0	0				0			6	0	0		maBra
mac	2	0	0	1	0	1				0			1	0	5	VERB:V:1;SEE:1;ICF:mad:1;m:f:n:1;n:1	mac
maca	1	0	0	1	0	0				0			6	0	0		maca
maci	1	0	0	1	0	0				0			10	0	0		maci
mad	4	1	1	1	0	1	155288	I,III,IV	2	1	545	matched	73	0	19	m:f:n:7;m:4;ind:3;VERB:V:2;LEXID=pron,STEM=asmad:1	mad
made	2	0	0	1	0	1				0			1	0	1	m:f:n:1	made
madhātuḥ	1	0	0	1	0	0				0			1	0	0		maDAtuH
madi	2	0	0	1	0	1				0			27	0	1	f:1	madi
madī	2	0	0	1	0	1				0			120	0	1	f:1	madI
maghi	1	0	0	1	0	0				0			8	0	0		maGi
magi	1	0	0	1	0	0				0			2	0	0		magi
mah	4	1	1	1	0	1	159151	I,X	1	1	547	matched	52	0	2	VERB:V:1;m:f:f#I:n:1	mah
mahi	2	0	0	1	0	1				0			6	0	30	m:f:n:10;m:8;f:4;ind:2;n:2	mahi
majj	4	1	1	1	0	1	154347	VI		1	539	matched	21	0	1	VERB:V:1	majj
makamakāya	2	1	0	0	0	1	153911			1			0	0	1	VERB:V:1	makamakAya
make	1	0	0	0	1	0				0			0	1	0		
make a noise	1	0	0	0	1	0				0			0	1	0		
make big or strong	1	0	0	0	1	0				0			0	1	0		
make strong	1	0	0	0	1	0				0			0	1	0		
make ṛirm	1	0	0	0	1	0				0			0	1	0		
makh	2	0	0	1	0	1				0			5	0	1	VERB:V:1	maK
makhi	1	0	0	1	0	0				0			3	0	0		maKi
maki	1	0	0	1	0	0				0			8	0	0		maki
makṣ	2	0	0	1	0	1				0			1	0	2	VERB:V:1;m:f:1	makz
mal	2	0	0	1	0	1				0			32	0	1	VERB:V:1	mal
mall	2	0	0	1	0	1				0			8	0	1	VERB:V:1	mall
mama	2	0	0	1	0	1				0			3	0	8	n:3;m:f:n:2;NONE:1;m:1;f:1	mama
man	4	1	1	1	0	1	156626	IV,VIII		1	546	matched	308	0	5	LEXID=pron,STEM=asmad:1;m:f#A:n:1;m:f#I:n:1;VERB:V:1;SEE:1	man
mand	3	1	0	1	0	1	157643,157684	I	1,2	2			10	0	2	VERB:V:2	mand
manth	2	0	0	1	0	1				0			55	0	2	VERB:V:2	manT
mantr	2	0	0	1	0	1				0			29	0	1	VERB:V:1	mantr
manu	2	0	0	1	0	1				0			28	0	39	m:18;n:7;f:6;m:f:n:5;NONE:1	manu
manuḥ	1	0	0	1	0	0				0			1	0	0		manuH
marc	2	0	0	1	0	1				0			4	0	1	VERB:V:1	marc
marca	1	0	0	1	0	0				0			3	0	0		marca
marddane	1	0	0	1	0	0				0			1	0	0		marddane
marj	2	0	0	1	0	1				0			28	0	1	VERB:V:1	marj
mark	2	0	0	0	1	1				0			0	2	1	NONE:1	
marva	1	0	0	1	0	0				0			1	0	0		marva
mas	2	0	0	1	0	1				0			4	0	2	VERB:V:1;NONE:1	mas
masj	1	0	0	1	0	0				0			1	0	0		masj
masja	1	0	0	1	0	0				0			4	0	0		masja
masjo	1	0	0	1	0	0				0			87	0	0		masjo
maska	1	0	0	1	0	0				0			2	0	0		maska
masī	2	0	0	1	0	1				0			12	0	1	f:1	masI
math	4	1	1	1	0	1	155187	I,IX	1	1	544	matched	39	0	3	VERB:V:1;m:f:n:1;m:1	maT
mathe	1	0	0	1	0	0				0			29	0	0		maTe
mathi	2	0	0	1	0	1				0			10	0	1	NONE:1	maTi
mati	2	0	0	1	0	1				0			5	0	43	m:22;m:f:n:7;f:5;n:4;ind:3	mati
matri	1	0	0	1	0	0				0			4	0	0		matri
mav	2	0	0	1	0	1				0			4	0	1	VERB:V:1	mav
mavya	1	0	0	1	0	0				0			59	0	0		mavya
maya	2	0	0	1	0	1				0			4	0	13	m:6;n:5;f:1;m:f:n:1	maya
mañc	3	0	1	1	0	1				0	540	unmatched	1	0	1	VERB:V:1	maYc
maś	2	0	0	1	0	1				0			1	0	1	VERB:V:1	maS
maśa	2	0	0	1	0	1				0			3	0	3	m:2;f:1	maSa
maḍi	1	0	0	1	0	0				0			63	0	0		maqi
maṃh	4	1	1	1	0	1	153892	I,X		1	538	unmatched	7	0	1	VERB:V:1	maMh
maṃth	1	0	0	1	0	0				0			1	0	0		maMT
maṅg	2	0	0	1	0	1				0			3	0	1	VERB:V:1	maNg
maṅk	2	0	0	1	0	1				0			1	0	1	VERB:V:1	maNk
maṇ	3	0	1	1	0	1				0	541	unmatched	40	0	1	VERB:V:1	maR
maṇḍ	4	1	1	1	0	1	154854	I		1	543	unmatched	2	0	1	VERB:V:1	maRq
maṇṭ	2	0	1	0	0	1				0	542	matched	0	0	1	VERB:V:1	
maṣ	2	0	0	1	0	1				0			9	0	1	VERB:V:1	maz
maṭh	2	0	0	1	0	1				0			3	0	1	VERB:V:1	maW
maṭhi	1	0	0	1	0	0				0			2	0	0		maWi
me	2	0	0	1	0	1				0			5	0	4	VERB:V:1;NONE:1;m:1;SEE:1	me
measure	1	0	0	0	1	0				0			0	1	0		
med	2	0	1	0	0	1				0	583	matched	0	0	2	VERB:V:2	
medh	2	0	0	1	0	1				0			2	0	2	VERB:V:2	meD
medhṛ	1	0	0	1	0	0				0			33	0	0		meDf
medṛ	1	0	0	1	0	0				0			1	0	0		medf
meth	2	0	0	1	0	1				0			1	0	1	VERB:V:1	meT
mevṛ	1	0	0	1	0	0				0			5	0	0		mevf
meṅ	1	0	0	1	0	0				0			25	0	0		meN
mi	4	1	1	1	0	1	164084	V	1	1	552,553	homonym_shared	23	0	2	VERB:V:2	mi
miccha	1	0	0	1	0	0				0			7	0	0		micCa
mid	4	1	1	1	0	1	164438	I,IV,X	2	1	557	unmatched	6	0	2	VERB:V:2	mid
midi	1	0	0	1	0	0				0			4	0	0		midi
midā	1	0	0	1	0	0				0			38	0	0		midA
midṛ	1	0	0	1	0	0				0			8	0	0		midf
migh	2	0	1	0	0	1				0	555	unmatched	0	0	1	NONE:1	
mih	4	1	1	1	0	1	164576	I	1	1	560	matched	43	0	2	VERB:V:1;f:1	mih
mikṣ	3	0	1	1	0	1				0	554	matched	3	0	2	VERB:V:1;SEE:1	mikz
mil	4	1	1	1	0	1	164465	VI		1	558	matched	94	0	1	VERB:V:1	mil
milk, derive	1	0	0	0	1	0				0			0	1	0		
mith	4	1	1	1	0	1	164311	I		1	556	matched	9	0	1	VERB:V:1	miT
mithṛ	1	0	0	1	0	0				0			10	0	0		miTf
mitra	2	0	0	1	0	1				0			14	0	102	m:38;m:f:n:22;n:19;f:14;NONE:3	mitra
mivi	1	0	0	1	0	0				0			3	0	0		mivi
miś	2	0	0	1	0	1				0			9	0	1	VERB:V:1	miS
miśr	2	0	0	1	0	1				0			14	0	1	VERB:V:1	miSr
miḷ	1	0	0	0	1	0				0			0	3	0		
miṣ	4	1	1	1	0	1	164547	VI	1	1	559	matched	30	0	2	VERB:V:2	miz
miṣu	1	0	0	1	0	0				0			4	0	0		mizu
mlai	3	1	0	1	0	1	168938	I		1			14	0	1	VERB:V:1	mlE
mleccha	2	0	0	1	0	1				0			34	0	15	n:5;m:5;m:f:n:2;f:2;m:f#I:1	mlecCa
mlech	4	1	1	1	0	1	168905	I,X		1	594	matched	1	0	1	VERB:V:1	mleC
mlevṛ	1	0	0	1	0	0				0			1	0	0		mlevf
mleṭṛ	1	0	0	1	0	0				0			11	0	0		mlewf
mluc	4	1	1	1	0	1	168901	I		1	592	unmatched	13	0	1	VERB:V:1	mluc
mlucu	1	0	0	1	0	0				0			9	0	0		mlucu
mluncu	1	0	0	1	0	0				0			6	0	0		mluncu
mlup	3	0	1	1	0	1				0	593	unmatched	1	0	1	NONE:1	mlup
mlā	1	0	1	0	0	0				0	591	matched	0	0	0		
mnā	4	1	1	1	0	1	168870	I		1	585	matched	31	0	1	VERB:V:1	mnA
mock	1	0	0	0	1	0				0			0	2	0		
mokṣ	4	1	1	1	0	1	168318	I,X		1	584	matched	20	0	1	VERB:V:1	mokz
mount	1	0	0	0	1	0				0			0	1	0		
move	1	0	0	0	1	0				0			0	3	0		
move about	1	0	0	0	1	0				0			0	1	0		
move crookedly	1	0	0	0	1	0				0			0	1	0		
move on	1	0	0	0	1	0				0			0	1	0		
move, stir	1	0	0	0	1	0				0			0	1	0		
mrad	4	1	1	1	0	1	168881	I		1	587	matched	3	0	1	VERB:V:1	mrad
mrada	2	0	0	1	0	1				0			9	0	1	NONE:1	mrada
mrakṣ	3	1	0	1	0	1	168873	I,X		1			23	0	1	VERB:V:1	mrakz
mreḍ	3	0	1	1	0	1				0	590	matched	3	0	1	VERB:V:1	mreq
mreḍṛ	1	0	0	1	0	0				0			1	0	0		mreqf
mreṭṛ	1	0	0	1	0	0				0			5	0	0		mrewf
mrit	3	0	1	1	0	1				0	588	matched	1	0	1	VERB:V:1	mrit
mruc	4	1	1	1	0	1	168891	I		1	589	matched	5	0	1	VERB:V:1	mruc
mrucu	1	0	0	1	0	0				0			11	0	0		mrucu
mruncu	1	0	0	1	0	0				0			2	0	0		mruncu
muc	4	1	1	1	0	1	165082	VI	2	1	564	matched	92	0	4	VERB:V:2;m:f:n:1;f:1	muc
muci	2	0	0	1	0	1				0			13	0	1	m:1	muci
mucā	1	0	0	1	0	0				0			1	0	0		mucA
mud	4	1	1	1	0	1	165450	I	2	1	566	matched	61	0	4	VERB:V:2;f:1;m:f:n:1	mud
muh	4	1	1	1	0	1	166006	IV	1	1	568	matched	65	0	2	VERB:V:1;SEE:1	muh
muja	1	0	0	1	0	0				0			10	0	0		muja
muji	1	0	0	1	0	0				0			1	0	0		muji
mur	2	0	0	1	0	1				0			6	0	4	NONE:2;VERB:V:1;m:1	mur
murch	3	1	0	1	0	1	165763	I		1			3	0	1	VERB:V:1	murC
murchā	1	0	0	1	0	0				0			9	0	0		murCA
murmur, speak	1	0	0	0	1	0				0			0	1	0		
murvī	1	0	0	1	0	0				0			4	0	0		murvI
musa	1	0	0	1	0	0				0			19	0	0		musa
musta	2	0	0	1	0	1				0			2	0	2	m:f:n:1;m:1	musta
mutilate	1	0	0	0	1	0				0			0	1	0		
muñja	2	0	0	1	0	1				0			5	0	21	m:12;m:f:n:3;m:f#I:n:2;n:1;NONE:1	muYja
muḍi	1	0	0	1	0	0				0			22	0	0		muqi
muṇa	1	0	0	1	0	0				0			3	0	0		muRa
muṣ	4	1	1	1	0	1	165859	I,IX,VI	2	1	567	matched	61	0	4	VERB:V:2;m:f:n:1;f:1	muz
muṭ	3	0	1	1	0	1				0	565	unmatched	6	0	1	VERB:V:1	muw
muṭa	2	0	0	1	0	1				0			19	0	1	m:n:1	muwa
muṭhi	1	0	0	1	0	0				0			12	0	0		muWi
myakṣ	4	1	1	1	0	1	168872	I		1	586	matched	7	0	1	VERB:V:1	myakz
mā	4	1	1	1	0	1	161693,161697	II,III,IV	2,3	2	548,549,550	homonym_shared	169	0	19	ind:7;f:4;VERB:V:2;SEE:2;n:1	mA
māghaḥ	1	0	0	1	0	0				0			2	0	0		mAGaH
māhṛ	1	0	0	1	0	0				0			5	0	0		mAhf
mākṣi	1	0	0	1	0	0				0			3	0	0		mAkzi
mālā	2	0	0	1	0	1				0			8	0	42	m:16;f:10;n:8;m:f:n:3;m:f#I:1	mAlA
mān	2	0	0	1	0	1				0			34	0	1	VERB:V:1	mAn
māntha	1	0	0	1	0	0				0			12	0	0		mAnTa
mārg	4	1	1	1	0	1	163363	I,X		1	551	matched	23	0	1	VERB:V:1	mArg
mārja	2	0	0	1	0	1				0			3	0	2	m:f:n:1;m:1	mArja
mārjj	1	0	0	1	0	0				0			1	0	0		mArjj
mārjja	1	0	0	1	0	0				0			1	0	0		mArjja
mī	4	1	1	1	0	1	164607	IX	1	1	561	matched	44	0	3	VERB:V:2;SEE:1	mI
mīl	4	1	1	1	0	1	164715	I		1	562	matched	17	0	1	VERB:V:1	mIl
mīmṛ	1	0	0	1	0	0				0			2	0	0		mImf
mīv	4	1	1	1	0	1	164724	I	1	1	563	matched	7	0	2	VERB:V:2	mIv
mīva	1	0	0	1	0	0				0			2	0	0		mIva
mū	3	0	1	1	0	1				0	569	unmatched	1	0	4	VERB:V:1;m:f:n:1;f:1;NONE:1	mU
mūl	2	0	0	1	0	1				0			24	0	1	VERB:V:1	mUl
mūrccha	1	0	0	1	0	0				0			1	0	0		mUrcCa
mūrch	2	0	1	0	0	1				0	570	matched	0	0	1	VERB:V:1	
mūtra	2	0	0	1	0	1				0			9	0	39	m:17;m:f:n:9;n:6;f:4;m:n:2	mUtra
mūṅ	1	0	0	1	0	0				0			8	0	0		mUN
mūṣ	2	0	0	1	0	1				0			1	0	2	VERB:V:1;m:f:1	mUz
mūṣa	2	0	0	1	0	1				0			3	0	2	m:f#A:f#I:1;m:f:n:1	mUza
mṛ	4	1	1	1	0	1	166607	I,VI		1	571,572	homonym_shared	35	0	1	VERB:V:1	mf
mṛc	2	0	1	0	0	1				0	574	matched	0	0	8	f:2;m:2;VERB:V:1;SEE:1;ICF:mfd:1	
mṛch	2	0	1	0	0	1				0	575	matched	0	0	1	VERB:V:1	
mṛd	4	1	1	1	0	1	167219	I,IX	1	1	579	matched	54	0	8	f:2;m:2;VERB:V:1;m:f:n:1;n:1	mfd
mṛdh	3	1	1	0	0	1	167410	I,VI	1	1	580	matched	0	0	2	VERB:V:1;f:1	mfD
mṛdhu	1	0	0	1	0	0				0			2	0	0		mfDu
mṛg	3	1	0	1	0	1	166791	IV,X		1			33	0	4	m:2;VERB:V:1;m:n:1	mfg
mṛj	4	1	1	1	0	1	167121	I,II,VI,X	1	1	576	matched	21	0	2	VERB:V:1;SEE:1	mfj
mṛjū	1	0	0	1	0	0				0			168	0	0		mfjU
mṛkṣ	3	0	1	1	0	1				0	573	matched	1	0	2	VERB:V:2	mfkz
mṛkṣa	2	0	0	1	0	1				0			2	0	1	m:1	mfkza
mṛś	4	1	1	1	0	1	167423	VI	1	1	581	matched	40	0	2	VERB:V:1;NONE:1	mfS
mṛḍ	4	1	1	1	0	1	167161	IX,VI,X		1	577	matched	18	0	1	VERB:V:1	mfq
mṛṇ	3	0	1	1	0	1				0	578	matched	2	0	2	VERB:V:1;NONE:1	mfR
mṛṇa	1	0	0	1	0	0				0			2	0	0		mfRa
mṛṣ	4	1	1	1	0	1	167430	I,IV,X	1	1	582	matched	42	0	3	VERB:V:2;NONE:1	mfz
mṛṣadhātor	1	0	0	1	0	0				0			1	0	0		mfzaDAtor
mṛṣu	1	0	0	1	0	0				0			2	0	0		mfzu
mṝ	2	0	0	1	0	1				0			8	0	1	VERB:V:1	mF
na	2	0	0	1	0	1				0			4	0	95	m:22;m:f:n:20;ind:15;SEE:11;f:9	na
nabh	4	1	1	1	0	1	103699	I,IV,IX	1	1	415	matched	8	0	3	VERB:V:1;m:f:1;m:1	naB
nabhogatau	1	0	0	1	0	0				0			2	0	0		naBogatO
nad	4	1	1	1	0	1	103308	I		1	413	matched	45	0	2	VERB:V:1;NONE:1	nad
nadi	2	0	0	1	0	1				0			37	0	3	m:2;m:f:n:1	nadi
nah	4	1	1	1	0	1	104854	IV	1	1	421	matched	45	0	2	VERB:V:1;NONE:1	nah
naj	2	0	0	1	0	1				0			1	0	1	VERB:V:1	naj
nakh	2	0	0	1	0	1				0			6	0	1	VERB:V:1	naK
nakka	1	0	0	1	0	0				0			7	0	0		nakka
nakṣ	4	1	1	1	0	1	102824	I		1	411	matched	10	0	1	VERB:V:1	nakz
nal	2	0	0	1	0	1				0			5	0	1	VERB:V:1	nal
nam	4	1	1	1	0	1	103825	I		1	416	matched	75	0	1	VERB:V:1	nam
namasya	2	0	0	1	0	1				0			1	0	2	VERB:N:1;m:f:n:1	namasya
nand	4	1	1	1	0	1	103420	I		1	414	matched	30	0	1	VERB:V:1	nand
napuṃsake	1	0	0	1	0	0				0			1	0	0		napuMsake
nard	4	1	1	1	0	1	104307	I		1	417	matched	30	0	1	VERB:V:1	nard
nas	3	0	1	1	0	1				0	420	matched	4	0	7	NONE:2;VERB:V:1;f:1;ind:1;n:1	nas
nay	2	0	0	1	0	1				0			1	0	1	VERB:V:1	nay
naś	4	1	1	1	0	1	104757,104760	I,IV	1,2	2	418,419	homonym_shared	53	0	3	VERB:V:2;m:f:n:1	naS
naḍ	2	0	0	1	0	1				0			7	0	10	f:3;n:2;VERB:V:1;ICF:naqa:1;m:1	naq
naṃd	1	0	0	1	0	0				0			1	0	0		naMd
naṃś	2	0	1	0	0	1				0	410	unmatched	0	0	1	VERB:V:1	
naṭ	4	1	1	1	0	1	103176	I		1	412	matched	52	0	1	VERB:V:1	naw
ned	3	0	1	1	0	1				0	434	matched	1	0	1	VERB:V:1	ned
neglect	1	0	0	0	1	0				0			0	1	0		
nena	1	0	0	1	0	0				0			1	0	0		nena
neneti	1	0	0	1	0	0				0			1	0	0		neneti
ni	2	0	0	1	0	1				0			12	0	356	m:f:n:90;m:70;SEE:53;NONE:33;n:31	ni
nid	2	0	0	1	0	1				0			3	0	2	VERB:V:1;f:1	nid
nidi	1	0	0	1	0	0				0			1	0	0		nidi
nigaraṇe	1	0	0	1	0	0				0			1	0	0		nigaraRe
nij	4	1	1	1	0	1	108251	II,III		1	425	matched	15	0	1	VERB:V:1	nij
nikṣ	3	0	1	1	0	1				0	424	matched	7	0	1	VERB:V:1	nikz
nimīlane	1	0	0	1	0	0				0			1	0	0		nimIlane
nind	4	1	1	1	0	1	108659	I		1	426	matched	10	0	1	VERB:V:1	nind
ninde	1	0	0	1	0	0				0			1	0	0		ninde
nipūrvvavṛ	1	0	0	1	0	0				0			1	0	0		nipUrvvavf
nivāsa	1	0	0	1	0	0				0			52	0	0		nivAsa
nivāse	1	0	0	1	0	0				0			1	0	0		nivAse
niś	2	0	0	1	0	1				0			3	0	33	m:f:n:15;f:5;m:5;NONE:2;m:f#A:n:1	niS
niṃs	3	0	1	1	0	1				0	423	matched	2	0	1	VERB:V:1	niMs
niṅ	1	0	0	1	0	0				0			1	0	0		niN
niṣ	2	0	0	1	0	1				0			11	0	207	m:f:n:103;f:22;m:21;m:f#A:n:21;n:16	niz
niṣk	2	0	0	1	0	1				0			5	0	1	VERB:V:1	nizk
niṣṭhā	2	0	0	1	0	1				0			2	0	1	VERB:P:1	nizWA
node	1	0	0	1	0	0				0			2	0	0		node
not heed	1	0	0	0	1	0				0			0	1	0		
note	1	0	0	0	1	0				0			0	1	0		
note, observe	1	0	0	0	1	0				0			0	2	0		
nourish	1	0	0	0	1	0				0			0	1	0		
nu	4	1	1	1	0	1	111762	II,VI	4	1	429,430	homonym_shared	29	0	7	m:2;VERB:V:2;NONE:2;ind:1	nu
nud	4	1	1	1	0	1	111772	VI	1	1	431	matched	42	0	2	VERB:V:1;m:f:n:1	nud
nuk	1	0	0	1	0	0				0			1	0	0		nuk
nād	1	0	0	1	0	0				0			1	0	0		nAd
nādhṛ	1	0	0	1	0	0				0			1	0	0		nADf
nāma	2	0	0	1	0	1				0			2	0	87	m:30;n:23;f:12;m:f:n:11;ind:5	nAma
nāmadhātuḥ	1	0	0	1	0	0				0			3	0	0		nAmaDAtuH
nāth	4	1	1	1	0	1	105448	I		1	422	matched	5	0	1	VERB:V:1	nAT
nāthṛ	1	0	0	1	0	0				0			12	0	0		nATf
nāśe	1	0	0	1	0	0				0			1	0	0		nASe
nī	4	1	1	1	0	1	111189	I	2	1	427	matched	140	0	72	m:f:n:24;m:14;f:10;m:f#A:n:6;SEE:6	nI
nīcagatau	1	0	0	1	0	0				0			1	0	0		nIcagatO
nīḍ	1	0	1	0	0	0				0	428	unmatched	0	0	0		
nṛ	3	0	1	1	0	1				0	432	unmatched	2	0	212	m:78;n:54;m:f:n:40;f:31;m:f#A:n:3	nf
nṛt	4	1	1	1	0	1	112031	IV	1	1	433	matched	16	0	2	VERB:V:1;f:1	nft
nṛtī	1	0	0	1	0	0				0			24	0	0		nftI
nṝ	2	0	0	1	0	1				0			7	0	1	VERB:V:1	nF
obstruct	1	0	0	0	1	0				0			0	2	0		
obtain	1	0	0	0	1	0				0			0	1	0		
oj	2	1	0	0	0	1	40621	I,X		1			0	0	1	VERB:V:1	oj
okh	2	1	0	0	0	1	40606	I		1			0	0	1	VERB:V:1	oK
okhṛ	1	0	0	1	0	0				0			2	0	0		oKf
olaḍi	1	0	0	1	0	0				0			33	0	0		olaqi
olaṇḍ	2	1	0	0	0	1	40721	I,VIII,X		1			0	0	1	VERB:V:1	olaRq
om	2	0	0	1	0	1				0			1	0	1	ind:1	om
open	1	0	0	0	1	0				0			0	1	0		
oppress	1	0	0	0	1	0				0			0	1	0		
overcome	1	0	0	0	1	0				0			0	1	0		
overpoṭer, injure	1	0	0	0	1	0				0			0	1	0		
oṇ	3	1	0	1	0	1	40663	I		1			2	0	1	VERB:V:1	oR
oṇṛ	1	0	0	1	0	0				0			10	0	0		oRf
oṛṛer	1	0	0	0	1	0				0			0	1	0		
pa	2	0	0	1	0	1				0			2	0	8	m:4;NONE:1;m:f#pA:f#pI:n:1;m:f:1;m:f:n:1	pa
pac	4	1	1	1	0	1	113414	I,IV	2	1	435	matched	66	0	9	VERB:V:2;n:2;m:f:n:1;SEE:1;ICF:pad:1	pac
paci	2	0	0	1	0	1				0			16	0	1	m:1	paci
pad	4	1	1	1	0	1	115170	IV	2	1	443	matched	254	0	23	m:7;f:4;n:4;SEE:3;VERB:V:2	pad
pai	2	0	0	1	0	1				0			20	0	1	VERB:V:1	pE
paiṇṛ	1	0	0	1	0	0				0			6	0	0		pERf
paj	4	1	1	1	0	1	113507			1	436	unmatched	1	0	4	VERB:V:1;SEE:1;ICF:pad:1;m:1	paj
pakṣ	2	0	0	1	0	1				0			44	0	1	VERB:V:1	pakz
pal	2	0	0	1	0	1				0			13	0	1	VERB:V:1	pal
pali	2	0	0	1	0	1				0			2	0	2	m:2	pali
palpūla	1	0	0	1	0	0				0			5	0	0		palpUla
palāya	1	0	0	1	0	0				0			1	0	0		palAya
pan	4	1	1	1	0	1	115833	I	2	1	444	matched	9	0	9	NONE:3;f:2;m:1;n:1;VERB:V:1	pan
pana	1	0	0	1	0	0				0			12	0	0		pana
parba	1	0	0	1	0	0				0			1	0	0		parba
pard	3	0	1	1	0	1				0	445	unmatched	3	0	1	VERB:V:1	pard
parda	2	0	0	1	0	1				0			16	0	1	m:1	parda
pardda	1	0	0	1	0	0				0			1	0	0		pardda
pari	2	0	0	1	0	1				0			15	0	1440	m:f:n:572;m:279;n:244;f:176;SEE:47	pari
parimāṇe	1	0	0	1	0	0				0			1	0	0		parimARe
parp	2	0	0	1	0	1				0			5	0	1	VERB:V:1	parp
parv	2	0	0	1	0	1				0			1	0	1	VERB:V:1	parv
parva	2	0	0	1	0	1				0			2	0	39	m:22;f:9;m:f:n:5;ICF:parvan:1;n:1	parva
parā	2	0	0	1	0	1				0			2	0	95	m:28;m:f:n:25;n:17;f:16;SEE:5	parA
parṇ	2	0	0	1	0	1				0			11	0	1	VERB:V:1	parR
pas	2	0	0	1	0	1				0			1	0	1	VERB:V:1	pas
