slp1	iast	pos	period_spread
caturdaSI	caturdaśī	f	3
palASa	palāśa	m	3
atyanta	atyanta	adj	5
gomaya	gomaya	mn	5
rAjarzi	rājarṣi	m	4
ABf	ābhṛ	v	2
prasTA	prasthā	v	6
durAtman	durātman	adj	4
ahaMkAra	ahaṁkāra	m	4
candana	candana	mn	6
tapoDana	tapodhana	adj	4
svatantra	svatantra	adj	2
BasmIBU	bhasmībhū	v	1
praRI	praṇī	v	4
Akfz	ākṛṣ	v	4
cUrRaka	cūrṇaka	n	1
alaMkf	alaṁkṛ	v	7
nakta	nakta	n	5
svara	svara	m	7
govinda	govinda	m	5
upavas	upavas	v	4
ASis	āśis	f	2
vyapoh	vyapoh	v	2
jayA	jayā	f	2
mahitva	mahitva	n	2
rahita	rahita	adj	4
hotrA	hotrā	f	1
uraga	uraga	mn	5
apahf	apahṛ	v	4
svarasa	svarasa	m	1
avatf	avatṛ	v	5
SaNkA	śaṅkā	f	4
viraha	viraha	m	4
gamay	gamay	v	2
mahant	mahant	m	3
Dfz	dhṛṣ	v	2
Sama	śama	m	4
vinyas	vinyas	v	4
saMskf	saṁskṛ	v	7
pariGa	parigha	m	3
anarTa	anartha	m	4
vigraha	vigraha	mn	5
sapary	sapary	v	2
anitya	anitya	adj	4
astrI	astrī	f	1
pradApay	pradāpay	v	3
arizwa	ariṣṭa	adj	3
vismaya	vismaya	m	5
anupAna	anupāna	n	1
maha	maha	adj	2
BaradvAja	bharadvāja	m	6
fRa	ṛṇa	n	4
Bftya	bhṛtya	m	5
BakzaRa	bhakṣaṇa	n	3
carman	carman	n	7
saNga	saṅga	m	5
raNga	raṅga	m	3
mADyaMdina	mādhyaṁdina	adj	1
agrya	agrya	adj	5
antaka	antaka	m	6
nidrA	nidrā	f	6
pradAna	pradāna	n	4
pippalI	pippalī	f	2
tavas	tavas	adj	2
kautuka	kautuka	n	3
brahmacarya	brahmacarya	n	6
SivA	śivā	f	4
vartay	vartay	v	6
kaMsa	kaṁsa	m	3
Sram	śram	v	6
nft	nṛt	v	5
pramAtf	pramātṛ	adj	1
pare	pare	v	2
saMjYita	saṁjñita	adj	3
ekIkf	ekīkṛ	v	2
Dur	dhur	f	2
samAyuj	samāyuj	v	6
raTI	rathī	adj	2
paruza	paruṣa	adj	4
tfpti	tṛpti	f	3
kaWina	kaṭhina	adj	2
aTarvan	atharvan	m	1
paYcaka	pañcaka	n	3
parRa	parṇa	mn	6
AhvA	āhvā	v	6
parameSvarI	parameśvarī	f	2
viSArada	viśārada	adj	4
nimba	nimba	m	2
meDa	medha	m	1
tApasa	tāpasa	m	5
utsah	utsah	v	3
viSiz	viśiṣ	v	5
trita	trita	m	2
tArA	tārā	f	6
Balla	bhalla	m	1
aDikAra	adhikāra	m	3
jIra	jīra	adj	2
vinirmuc	vinirmuc	v	4
yugma	yugma	n	4
ruj	ruj	mf	4
svizwakft	sviṣṭakṛt	adj	1
muzwi	muṣṭi	mf	6
mahArasa	mahārasa	mn	2
purohita	purohita	m	6
virAj	virāj	f	7
Bft	bhṛt	adj	5
yadu	yadu	m	3
visarga	visarga	m	2
janapada	janapada	m	4
vinASana	vināśana	adj	4
dAnu	dānu	fn	2
vyaT	vyath	v	4
nirIkz	nirīkṣ	v	5
izay	iṣay	v	2
kaNkuzWa	kaṅkuṣṭha	mn	2
anubrU	anubrū	v	1
kaYcuka	kañcuka	mf	2
navyas	navyas	adj	2
viruD	virudh	v	4
adrivat	adrivat	adj	2
krUra	krūra	adj	5
vyAp	vyāp	v	4
raTaMtara	rathaṁtara	n	1
rAji	rāji	f	1
ruSat	ruśat	adj	2
tyAga	tyāga	m	4
meDA	medhā	f	5
upaBoga	upabhoga	m	3
niSAmay	niśāmay	v	5
hft	hṛt	adj	2
yavizWa	yaviṣṭha	adj	2
vikraya	vikraya	m	3
vraRa	vraṇa	mn	2
saMkzepa	saṁkṣepa	m	3
Ir	īr	v	2
ezin	eṣin	adj	3
satI	satī	f	3
vfz	vṛṣ	v	6
sfYjaya	sṛñjaya	m	2
kan	kan	v	2
DArmika	dhārmika	adj	5
uras	uras	n	7
hiMsA	hiṁsā	f	3
lANgalI	lāṅgalī	f	2
prasU	prasū	v	7
jAmbavant	jāmbavant	m	1
niveSana	niveśana	n	3
hiraRyakaSipu	hiraṇyakaśipu	m	2
camasa	camasa	m	1
vinaya	vinaya	m	6
himavant	himavant	m	5
dvAr	dvār	f	5
kzam	kṣam	v	6
jaqa	jaḍa	adj	4
Avartay	āvartay	v	2
prARin	prāṇin	m	6
puruzottama	puruṣottama	m	4
caturdaSan	caturdaśan	adj	6
prasaNga	prasaṅga	m	4
tantu	tantu	m	5
sahAya	sahāya	m	5
taTAgata	tathāgata	m	2
koRa	koṇa	m	2
gAyatra	gāyatra	n	1
nipAtay	nipātay	v	5
samman	samman	v	4
pauMsya	pauṁsya	n	2
kAmarUpin	kāmarūpin	adj	2
prAyaScitti	prāyaścitti	f	1
DUpa	dhūpa	m	4
kanyakA	kanyakā	f	3
upapatti	upapatti	f	3
nakz	nakṣ	v	2
vAlukA	vālukā	f	1
ric	ric	v	2
nyAsa	nyāsa	m	4
vAlukAyantra	vālukāyantra	n	1
Acam	ācam	v	4
daMzwra	daṁṣṭra	mfn	5
asra	asra	n	3
vizvaYc	viṣvañc	adj	2
dUra	dūra	adj	7
johav	johav	v	2
viSrAnti	viśrānti	f	1
BrAtfvya	bhrātṛvya	m	1
tAqay	tāḍay	v	5
anuja	anuja	m	4
carAcara	carācara	n	3
tridoza	tridoṣa	mn	2
nArAca	nārāca	m	2
kiMnara	kiṁnara	mn	4
hAwaka	hāṭaka	n	1
yajamAna	yajamāna	m	3
aRu	aṇu	m	3
gairika	gairika	mfn	2
dvipad	dvipad	m	1
rADeya	rādheya	m	2
suvita	suvita	n	2
SravaRa	śravaṇa	n	5
yUTa	yūtha	mn	4
sidDacUrRa	siddhacūrṇa	n	1
mArutAtmaja	mārutātmaja	m	1
vikram	vikram	v	3
gfhasTa	gṛhastha	m	3
lokapAla	lokapāla	m	4
aNguli	aṅguli	mf	5
pravat	pravat	f	2
akzi	akṣi	n	6
vAsin	vāsin	adj	5
preta	preta	m	4
SoSuc	śośuc	v	2
laya	laya	m	3
ciYcA	ciñcā	f	1
aDyAtma	adhyātma	n	4
gaurava	gaurava	n	6
Ama	āma	mn	3
avya	avya	adj	2
aBiyA	abhiyā	v	1
darpa	darpa	m	5
dviviDa	dvividha	adj	3
ukzan	ukṣan	m	2
aNGri	aṅghri	m	3
kftavarman	kṛtavarman	m	2
varivas	varivas	n	2
aNka	aṅka	mn	6
utpAda	utpāda	m	3
mAtariSvan	mātariśvan	m	2
vistf	vistṛ	v	6
suvfkti	suvṛkti	f	2
avyakta	avyakta	n	4
muRqa	muṇḍa	mn	1
traizwuBa	traiṣṭubha	adj	1
naga	naga	m	4
miSray	miśray	v	2
vaizRava	vaiṣṇava	adj	3
sumanas	sumanas	adj	2
aSuBa	aśubha	adj	4
gIta	gīta	n	5
kuRqa	kuṇḍa	mn	3
viparyaya	viparyaya	m	3
BfNgarAja	bhṛṅgarāja	m	1
pfSni	pṛśni	f	2
vartin	vartin	adj	3
viGna	vighna	mn	6
sAday	sāday	v	1
snApay	snāpay	v	2
vijayA	vijayā	f	1
anumantray	anumantray	v	1
ahorAtra	ahorātra	mn	5
ri	ri	v	2
vawI	vaṭī	f	1
plu	plu	v	6
vAhinI	vāhinī	f	3
prAR	prāṇ	v	1
upakram	upakram	v	3
prahara	prahara	m	2
Adara	ādara	m	4
prakalpay	prakalpay	v	4
vitan	vitan	v	7
ADAra	ādhāra	m	4
sUtendra	sūtendra	mn	1
arasa	arasa	adj	1
saMgraha	saṁgraha	m	5
ftAvfD	ṛtāvṛdh	adj	2
kAraka	kāraka	adj	4
manuja	manuja	m	4
jAmi	jāmi	adj	2
tatpara	tatpara	adj	3
sruc	sruc	f	2
BAradvAja	bhāradvāja	m	2
suyoDana	suyodhana	m	2
girvaRas	girvaṇas	adj	2
janaka	janaka	m	6
aSru	aśru	mn	6
masfRa	masṛṇa	adj	1
puraMDi	puraṁdhi	f	2
DaraRI	dharaṇī	f	5
DAnyABra	dhānyābhra	n	1
dasma	dasma	m	2
krIqA	krīḍā	f	4
vraSc	vraśc	v	2
divAkara	divākara	m	5
pavana	pavana	m	6
sureSvarI	sureśvarī	f	2
saMhf	saṁhṛ	v	4
anAgata	anāgata	adj	4
anuga	anuga	adj	6
SatAvarI	śatāvarī	f	1
saMtap	saṁtap	v	7
saMhfz	saṁhṛṣ	v	2
pUjana	pūjana	n	4
mayoBu	mayobhu	adj	2
daSaguRa	daśaguṇa	adj	1
saMdfS	saṁdṛś	f	3
antaHpura	antaḥpura	n	5
BAj	bhāj	adj	5
KAd	khād	v	3
maGa	magha	mn	2
manIzin	manīṣin	adj	5
nala	nala	m	2
narya	narya	adj	2
vairAgya	vairāgya	mn	3
unmA	unmā	v	1
AkUti	ākūti	f	1
ajA	ajā	f	1
yAjyA	yājyā	f	1
vigam	vigam	v	6
uddiS	uddiś	v	6
saMjYaka	saṁjñaka	adj	2
yozA	yoṣā	f	2
upalaB	upalabh	v	6
vidUzaka	vidūṣaka	m	1
loman	loman	n	3
BfSa	bhṛśa	adj	3
ambuja	ambuja	mn	4
uparasa	uparasa	m	2
vivAda	vivāda	mn	2
duroRa	duroṇa	n	2
darSin	darśin	adj	5
prayAga	prayāga	mn	2
rajanI	rajanī	f	5
janiman	janiman	n	2
ramBA	rambhā	f	3
janus	janus	mn	2
aBimuKa	abhimukha	adj	6
kAka	kāka	m	4
niDana	nidhana	mn	5
anulepana	anulepana	n	3
tavizI	taviṣī	f	2
BArgava	bhārgava	m	4
vAsA	vāsā	f	1
stotra	stotra	n	5
sTAvara	sthāvara	adj	4
cira	cira	adj	6
melay	melay	v	2
sUtarAja	sūtarāja	m	1
vfka	vṛka	m	3
samyaksambudDa	samyaksambuddha	adj	2
kAminI	kāminī	f	3
raB	rabh	v	1
gAnDArI	gāndhārī	f	2
steya	steya	n	2
carita	carita	n	4
DU	dhū	v	5
apAmArga	apāmārga	m	1
maT	math	v	5
aruRa	aruṇa	adj	6
aBimantray	abhimantray	v	3
vArARasI	vārāṇasī	f	2
DAraRa	dhāraṇa	n	5
upaviS	upaviś	v	6
DArin	dhārin	adj	6
prabuD	prabudh	v	2
azwaguRa	aṣṭaguṇa	adj	2
aDipati	adhipati	m	6
viBUzay	vibhūṣay	v	6
jAnu	jānu	mn	5
pratyakza	pratyakṣa	adj	4
abDi	abdhi	m	2
drAvaRa	drāvaṇa	n	1
naB	nabh	v	2
skanDa	skandha	m	5
jAnakI	jānakī	f	2
SuBra	śubhra	adj	7
anuzwuB	anuṣṭubh	f	1
duzkara	duṣkara	adj	5
taTAviDa	tathāvidha	adj	2
Kadira	khadira	mn	2
anehas	anehas	adj	2
SoBay	śobhay	v	5
musalI	musalī	f	1
anyaka	anyaka	adj	2
saubala	saubala	m	1
nIti	nīti	f	3
AcCAday	ācchāday	v	2
nftama	nṛtama	adj	2
saYj	sañj	v	5
prArTay	prārthay	v	4
cAra	cāra	m	5
pradru	pradru	v	2
upayuj	upayuj	v	3
usriyA	usriyā	f	2
pattraka	pattraka	n	1
navya	navya	adj	2
kozWI	koṣṭhī	mf	1
vicakzaRa	vicakṣaṇa	adj	6
savyasAcin	savyasācin	m	2
maNgala	maṅgala	n	5
kawuka	kaṭuka	adj	2
viparIta	viparīta	adj	5
SAlA	śālā	f	3
mUrKa	mūrkha	adj	3
ayuta	ayuta	n	6
miSra	miśra	adj	5
Dfti	dhṛti	f	4
daSA	daśā	f	3
puzwi	puṣṭi	f	6
janasTAna	janasthāna	n	1
samarTa	samartha	adj	5
varRay	varṇay	v	4
Srama	śrama	m	6
bilva	bilva	m	3
anuvac	anuvac	v	1
vasuDA	vasudhā	f	5
avayava	avayava	m	4
niSci	niści	v	5
parI	parī	v	5
utpala	utpala	mn	6
BUBuj	bhūbhuj	m	1
pArzata	pārṣata	m	2
viSvAtman	viśvātman	m	2
BaNga	bhaṅga	m	4
prAv	prāv	v	2
apriya	apriya	adj	6
caRqa	caṇḍa	adj	3
mIQvas	mīḍhvas	adj	2
rakzA	rakṣā	f	5
pramA	pramā	v	2
vakz	vakṣ	v	2
sampiz	sampiṣ	v	1
ajAtaSatru	ajātaśatru	m	1
niryA	niryā	v	4
tritaya	tritaya	n	2
anDa	andha	adj	7
amlavetasa	amlavetasa	mn	1
agastya	agastya	mn	5
cAraRa	cāraṇa	fn	6
mayas	mayas	n	2
viBava	vibhava	m	4
Arti	ārti	f	4
cal	cal	v	6
skamBa	skambha	m	1
has	has	v	5
varAnanA	varānanā	f	2
Sap	śap	v	6
cAndrAyaRa	cāndrāyaṇa	n	3
lAkzA	lākṣā	f	2
paripracC	paripracch	v	3
daRqay	daṇḍay	v	2
preray	preray	v	3
SamI	śamī	f	2
sauvIra	sauvīra	mn	1
mAs	mās	m	5
sarzapa	sarṣapa	mfn	3
fD	ṛdh	v	2
BrU	bhrū	f	4
Danv	dhanv	v	2
vAhana	vāhana	n	5
niyoga	niyoga	m	3
cala	cala	adj	3
upasamADA	upasamādhā	v	1
sArTavAha	sārthavāha	m	2
guRay	guṇay	v	2
dAtf	dātṛ	adj	6
bahuviDa	bahuvidha	adj	4
mfqay	mṛḍay	v	2
puzpaka	puṣpaka	mn	1
candrArka	candrārka	mn	1
aBidAs	abhidās	v	1
maheSa	maheśa	m	1
BAvin	bhāvin	adj	3
veDaka	vedhaka	adj	1
haryata	haryata	adj	2
Ikz	īkṣ	v	4
kajjalI	kajjalī	f	1
Seva	śeva	adj	2
maDusUdana	madhusūdana	m	3
yAga	yāga	m	3
sani	sani	mf	2
vicAraRA	vicāraṇā	f	3
avi	avi	mf	1
puNKa	puṅkha	m	2
gotra	gotra	mn	6
BAjana	bhājana	n	5
aBiDAv	abhidhāv	v	3
kzuD	kṣudh	f	6
Danya	dhanya	adj	6
Api	āpi	m	2
brAhma	brāhma	adj	6
rAjAvarta	rājāvarta	mn	1
varman	varman	mn	5
garuqa	garuḍa	m	5
saMgam	saṁgam	v	6
anAdi	anādi	adj	3
yuvati	yuvati	f	4
gup	gup	v	7
plIhan	plīhan	m	2
varUTa	varūtha	n	2
prahi	prahi	v	5
pravAla	pravāla	mn	1
SuzRa	śuṣṇa	m	2
Kan	khan	v	3
pratIka	pratīka	n	2
praRaS	praṇaś	v	4
GawikA	ghaṭikā	f	1
BUz	bhūṣ	v	2
mata	mata	n	4
cAlay	cālay	v	1
Sf	śṛ	v	4
apadeSa	apadeśa	m	2
aSana	aśana	n	6
nASay	nāśay	v	7
AlaB	ālabh	v	1
caturviDa	caturvidha	adj	5
SAMtanava	śāṁtanava	m	2
sTAlikA	sthālikā	f	1
puway	puṭay	v	1
aBiBAz	abhibhāṣ	v	3
zowa	ṣoṭa	m	1
vazawkf	vaṣaṭkṛ	v	1
java	java	m	5
aNkola	aṅkola	mf	1
pfR	pṛṇ	v	2
pratijYA	pratijñā	f	4
pramuc	pramuc	v	3
vAraRa	vāraṇa	m	4
nIlalohita	nīlalohita	m	1
prasiD	prasidh	v	4
kaTana	kathana	n	2
aGnyA	aghnyā	f	1
Cattra	chattra	n	6
Brama	bhrama	m	2
sadman	sadman	n	2
aBimanyu	abhimanyu	m	2
Ayuzya	āyuṣya	n	2
kutsa	kutsa	m	2
itihAsa	itihāsa	mn	3
anuBU	anubhū	v	5
aBeda	abheda	m	2
mahan	mahan	n	2
nirBara	nirbhara	adj	1
rIti	rīti	f	1
navIyas	navīyas	adj	2
ucCizwa	ucchiṣṭa	n	4
anyatama	anyatama	adj	3
brahmahatyA	brahmahatyā	f	3
utsa	utsa	m	2
anugrah	anugrah	v	3
uda	uda	n	3
suKin	sukhin	adj	6
lepana	lepana	n	1
Ipsay	īpsay	v	4
SaSin	śaśin	m	6
jaWara	jaṭhara	mn	5
Agneya	āgneya	adj	5
SuRWI	śuṇṭhī	f	1
trivft	trivṛt	adj	1
upacAra	upacāra	m	4
Gfz	ghṛṣ	v	2
draviRas	draviṇas	n	2
aBinand	abhinand	v	4
avidyA	avidyā	f	3
arTay	arthay	v	1
AgAra	āgāra	n	1
kalay	kalay	v	2
tApay	tāpay	v	2
svaDAvat	svadhāvat	adj	2
liK	likh	v	4
pramuKa	pramukha	adj	5
durga	durga	n	5
gaBasti	gabhasti	m	2
aBivft	abhivṛt	v	2
prakzAlay	prakṣālay	v	4
SAKA	śākhā	f	7
medinI	medinī	f	6
dvApara	dvāpara	mn	2
jvAlA	jvālā	f	4
vIravat	vīravat	adj	2
dASaraTi	dāśarathi	m	2
gARqIva	gāṇḍīva	mn	2
vedi	vedi	f	5
yoDay	yodhay	v	2
puroqAS	puroḍāś	m	1
dam	dam	v	3
fj	ṛj	v	2
nfSaMsa	nṛśaṁsa	adj	2
geha	geha	mn	4
pIWI	pīṭhī	f	1
BrAj	bhrāj	v	4
vistAra	vistāra	m	4
kaRA	kaṇā	f	1
sattvaka	sattvaka	mn	1
sA	sā	v	2
vAda	vāda	m	5
pratigraha	pratigraha	m	3
apekzA	apekṣā	f	3
aBitap	abhitap	v	1
tAdfSa	tādṛśa	adj	5
vrIhi	vrīhi	m	4
tiryaYc	tiryañc	adj	6
ej	ej	v	1
prahf	prahṛ	v	5
SrAvay	śrāvay	v	3
vawa	vaṭa	m	3
niyut	niyut	f	2
aBizeka	abhiṣeka	m	6
udAra	udāra	adj	6
aDama	adhama	adj	7
ASA	āśā	f	6
SavizWa	śaviṣṭha	adj	2
kUwa	kūṭa	mn	5
mAnin	mānin	adj	4
mARikya	māṇikya	n	1
DAyyA	dhāyyā	f	1
dyUta	dyūta	n	5
Dairya	dhairya	n	5
ambA	ambā	f	2
mAndya	māndya	n	1
aDara	adhara	adj	5
roman	roman	n	6
payasvat	payasvat	adj	1
ujjvala	ujjvala	adj	4
hima	hima	adj	5
marya	marya	m	2
aBiBU	abhibhū	v	5
pinAkin	pinākin	m	2
sundara	sundara	adj	3
smara	smara	m	4
tridaSa	tridaśa	m	5
tretA	tretā	f	2
citti	citti	f	1
kzoBa	kṣobha	m	2
SilAjatu	śilājatu	mn	2
Asan	āsan	n	2
svADyAya	svādhyāya	m	4
kapAla	kapāla	mn	4
sAla	sāla	m	1
niKan	nikhan	v	2
jani	jani	f	2
ASIviza	āśīviṣa	m	3
jAgata	jāgata	adj	1
anuyA	anuyā	v	4
vicintay	vicintay	v	5
drapsa	drapsa	m	2
kftya	kṛtya	n	5
QAlay	ḍhālay	v	1
pAjas	pājas	n	2
keli	keli	mf	2
mAdrI	mādrī	f	2
hatya	hatya	n	2
nizkram	niṣkram	v	4
pawa	paṭa	mn	4
kunda	kunda	m	3
viSpati	viśpati	m	2
samAgama	samāgama	m	5
sadBAva	sadbhāva	m	2
madya	madya	n	3
vfzRya	vṛṣṇya	n	2
baBru	babhru	adj	1
vizad	viṣad	v	3
jaGana	jaghana	mn	4
ukz	ukṣ	v	3
BikzA	bhikṣā	f	3
sAyujya	sāyujya	n	2
pAta	pāta	m	5
aSoka	aśoka	m	5
veza	veṣa	m	5
stamB	stambh	v	3
fdDi	ṛddhi	f	4
vanDyA	vandhyā	f	1
sAD	sādh	v	2
SUlin	śūlin	m	1
viyoga	viyoga	m	3
mauktika	mauktika	mn	2
parigrah	parigrah	v	4
sauBadra	saubhadra	m	2
prARAyAma	prāṇāyāma	m	4
anantara	anantara	adj	6
maheSAnI	maheśānī	f	1
gAmin	gāmin	adj	5
pravIra	pravīra	m	2
pAcana	pācana	adj	1
janitf	janitṛ	m	2
sizAs	siṣās	v	2
haridrA	haridrā	f	2
vivAs	vivās	v	2
gocara	gocara	adj	4
mUlaka	mūlaka	mn	2
uruzy	uruṣy	v	2
vinad	vinad	v	2
meGanAda	meghanāda	m	1
adABya	adābhya	adj	2
avaman	avaman	v	3
Saunaka	śaunaka	m	3
leKya	lekhya	n	2
anAgas	anāgas	adj	2
pralaya	pralaya	m	3
kamp	kamp	v	4
matsara	matsara	adj	2
mUlya	mūlya	n	3
avatAra	avatāra	mn	3
grAhay	grāhay	v	2
nirRij	nirṇij	f	2
cIra	cīra	n	3
saMkalpa	saṁkalpa	m	5
caRaka	caṇaka	m	1
vatsala	vatsala	adj	5
jagatI	jagatī	f	2
mArIca	mārīca	mn	1
jayadraTa	jayadratha	m	2
dAyAda	dāyāda	m	2
dvaMdvay	dvaṁdvay	v	1
aSvAvat	aśvāvat	adj	2
prayojana	prayojana	n	3
saMraB	saṁrabh	v	3
DarA	dharā	f	3
majjan	majjan	m	3
mAyin	māyin	adj	3
Saktideva	śaktideva	m	1
vArttika	vārttika	m	1
devatya	devatya	adj	1
nigrah	nigrah	v	4
sUnftA	sūnṛtā	f	2
sumitrA	sumitrā	f	1
nivas	nivas	v	5
pAtAla	pātāla	mn	3
tryambaka	tryambaka	m	2
pradakziRa	pradakṣiṇa	adj	6
nisvana	nisvana	m	2
sarvajYa	sarvajña	adj	4
vajrI	vajrī	f	1
vaiSvadeva	vaiśvadeva	adj	2
marman	marman	n	5
praveSa	praveśa	m	4
rAjikA	rājikā	f	2
vyAhfti	vyāhṛti	f	2
Sruta	śruta	n	3
Srotriya	śrotriya	m	4
vallI	vallī	f	2
SarDas	śardhas	n	2
vivasvant	vivasvant	m	4
vedas	vedas	n	2
vAkucI	vākucī	f	1
buDna	budhna	mn	2
oMkAra	oṁkāra	m	4
prajAti	prajāti	f	1
vakzas	vakṣas	n	7
aGora	aghora	m	3
viSram	viśram	v	3
taruRa	taruṇa	adj	5
yamunA	yamunā	f	5
sauBAgya	saubhāgya	n	4
nirvap	nirvap	v	2
sarpAkzI	sarpākṣī	f	1
samudBava	samudbhava	m	4
abja	abja	n	3
Ada	āda	adj	1
rAvaRi	rāvaṇi	m	1
tejasvin	tejasvin	adj	2
sraj	sraj	f	6
umApati	umāpati	m	2
SyAma	śyāma	adj	6
kanikrad	kanikrad	v	2
vinI	vinī	v	4
jagadguru	jagadguru	m	1
SiKin	śikhin	m	3
akzita	akṣita	adj	1
jagannATa	jagannātha	m	2
agnizwoma	agniṣṭoma	m	2
bAlA	bālā	f	4
tomara	tomara	mn	2
prakawa	prakaṭa	adj	2
etAvat	etāvat	adj	6
avagam	avagam	v	3
Ceda	cheda	m	4
oka	oka	mn	2
kAntaloha	kāntaloha	n	1
arRas	arṇas	n	2
siMhanAda	siṁhanāda	m	1
mahAmati	mahāmati	adj	3
pawu	paṭu	mn	1
ahata	ahata	adj	1
SarmizWA	śarmiṣṭhā	f	1
saptaka	saptaka	n	1
AhavanIya	āhavanīya	m	1
pASupata	pāśupata	adj	1
manohara	manohara	adj	6
vartani	vartani	f	2
pauruza	pauruṣa	n	5
devayu	devayu	adj	2
granTa	grantha	m	2
DUrta	dhūrta	m	2
vIqu	vīḍu	adj	2
kfSa	kṛśa	adj	5
arSas	arśas	mn	2
bahula	bahula	adj	6
vyAhf	vyāhṛ	v	4
Atura	ātura	adj	5
preman	preman	mn	4
aj	aj	v	2
rADA	rādhā	f	1
hutASana	hutāśana	m	5
valaya	valaya	mn	4
aBimfS	abhimṛś	v	1
dyut	dyut	v	2
daB	dabh	v	2
Avaha	āvaha	adj	6
purogama	purogama	adj	4
sIsa	sīsa	n	2
Gftavat	ghṛtavat	adj	2
kruS	kruś	v	3
kaSyapa	kaśyapa	m	4
aBaya	abhaya	n	6
vyAGrI	vyāghrī	f	1
avakf	avakṛ	v	3
kilbiza	kilbiṣa	mn	4
mudga	mudga	m	1
stanay	stanay	v	1
nizev	niṣev	v	5
vfDa	vṛdha	adj	2
ranDay	randhay	v	2
ekAnta	ekānta	m	4
hary	hary	v	2
kAntA	kāntā	f	3
udBU	udbhū	v	4
praSasti	praśasti	f	2
sahasrAkza	sahasrākṣa	m	4
vacA	vacā	f	1
paTyA	pathyā	f	3
aSvatTAman	aśvatthāman	m	1
aDyayana	adhyayana	n	4
vaNkanAla	vaṅkanāla	fn	1
saptarzi	saptarṣi	m	1
rahas	rahas	n	3
kAkatuRqI	kākatuṇḍī	f	1
niroDa	nirodha	m	3
lajjA	lajjā	f	4
kArpAsa	kārpāsa	mn	2
dvijasattama	dvijasattama	m	3
AScarya	āścarya	n	4
DizaRA	dhiṣaṇā	f	2
aSuci	aśuci	adj	2
saMnipAta	saṁnipāta	m	2
vicarzaRi	vicarṣaṇi	adj	2
gATA	gāthā	f	3
svayamBu	svayambhu	m	5
nimna	nimna	adj	3
asu	asu	m	2
iDma	idhma	mn	1
kfpaRa	kṛpaṇa	adj	5
avaSeza	avaśeṣa	mn	2
izira	iṣira	adj	2
devatAti	devatāti	f	2
sAmya	sāmya	n	4
mezaSfNgI	meṣaśṛṅgī	f	1
syona	syona	adj	1
dvitaya	dvitaya	n	1
sruva	sruva	m	2
sasyaka	sasyaka	mn	2
vyuzwi	vyuṣṭi	f	2
vismi	vismi	v	5
sundarI	sundarī	f	4
gozWa	goṣṭha	m	2
Danvin	dhanvin	adj	3
kUrma	kūrma	m	4
SataguRa	śataguṇa	adj	1
Suzmin	śuṣmin	adj	2
unmad	unmad	v	4
kailAsa	kailāsa	m	6
haMsapAdI	haṁsapādī	f	1
niyuj	niyuj	v	6
saMvitti	saṁvitti	f	1
gavya	gavya	adj	3
Gawotkaca	ghaṭotkaca	m	2
paNkaja	paṅkaja	n	3
vimalA	vimalā	f	1
praBfti	prabhṛti	f	5
kovida	kovida	adj	5
Kecara	khecara	m	2
pUruza	pūruṣa	m	2
saMSraya	saṁśraya	m	3
prasTa	prastha	mn	2
bfhatI	bṛhatī	f	2
aDyakza	adhyakṣa	m	3
caRqikA	caṇḍikā	f	2
praRIti	praṇīti	f	2
ci	ci	v	5
prasAday	prasāday	v	5
nind	nind	v	5
capala	capala	mfn	3
vA	vā	v	5
anuBAva	anubhāva	m	4
kfzi	kṛṣi	f	3
vanaukas	vanaukas	m	2
padAti	padāti	m	1
evaMviDa	evaṁvidha	adj	6
AvaraRa	āvaraṇa	n	4
mahodara	mahodara	m	1
kirIwin	kirīṭin	m	2
zazwi	ṣaṣṭi	f	7
mahAdevI	mahādevī	f	3
jawA	jaṭā	f	6
Bramara	bhramara	m	2
samarDay	samardhay	v	1
caura	caura	m	3
nAsA	nāsā	f	4
anaquh	anaḍuh	m	1
BUpAla	bhūpāla	m	2
adruh	adruh	adj	2
budDimat	buddhimat	adj	5
Arogya	ārogya	n	4
sapti	sapti	m	2
parus	parus	n	1
Ardra	ārdra	adj	6
azwAdaSan	aṣṭādaśan	adj	4
BUti	bhūti	f	5
arhant	arhant	m	2
pautra	pautra	m	4
maMhizWa	maṁhiṣṭha	adj	2
janADipa	janādhipa	m	1
Ahvaya	āhvaya	m	3
eva	eva	m	2
nyAya	nyāya	m	5
navati	navati	f	2
nizWA	niṣṭhā	f	4
vamana	vamana	n	2
praBava	prabhava	m	6
rucira	rucira	adj	6
yavasa	yavasa	mn	2
yahva	yahva	adj	2
jayadeva	jayadeva	m	1
yAtrA	yātrā	f	4
SaNk	śaṅk	v	5
CAday	chāday	v	2
nivAray	nivāray	v	5
parIkz	parīkṣ	v	4
dayA	dayā	f	4
svalpa	svalpa	adj	3
vipaScit	vipaścit	adj	2
purAtana	purātana	adj	2
mfD	mṛdh	f	2
kapila	kapila	m	3
sampf	sampṛ	v	6
gadyARaka	gadyāṇaka	mn	1
dAqima	dāḍima	mfn	1
prAjApatya	prājāpatya	adj	3
vArzReya	vārṣṇeya	m	1
nftya	nṛtya	n	3
cAray	cāray	v	1
vfh	vṛh	v	2
nareSvara	nareśvara	m	3
parAmarSa	parāmarśa	m	1
ape	ape	v	4
BaR	bhaṇ	v	2
Avap	āvap	v	1
avaSezay	avaśeṣay	v	1
upasad	upasad	v	1
vasudeva	vasudeva	m	3
