hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form	verdict	rec_score	recommendation	review_note
leKAy	lekhāy	pw	96453	5-231-c	0	55	0		1		2	2	pwg;sch	1	0	variant-form-in-MW	4	add-check	
leKy	lekhy	pw	96460	5-232-a	0	48	0		1		1	1	pwg	0	0	variant-form-in-MW	0	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
lewy	leṭy	pw	96470	5-232-a	0	68	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
liNgasaMBUtA	liṅgasaṃbhūtā	pw	96232	5-226-a	0	73	0		0	liNgasamBUtA:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'liNgasamBUtA' (fold-twin - same lexeme or distinct word needs eyes)
liNgavarDinI	liṅgavardhinī	pw	96226	5-226-a	0	100	0		1	liNgavarDin:0.957	0	0		0	0	variant-form-in-MW	-1	low-priority	probable orthographic doublet of MW headword 'liNgavarDin' (0.957)
likkA	likkā	pw	96176	5-224-c	0	46	0		0	lIkkA:1.000	6	6	bur;pwg;shs;skd;vcp;yat	0	0	confirmed-missing	10	add-check	vowel-length/case variant of MW headword 'lIkkA' (fold-twin - same lexeme or distinct word needs eyes)
livI	livī	pw	96280	5-227-b	0	60	0		1	livi:1.000	0	0		0	0	variant-form-in-MW	-2	low-priority	vowel-length/case variant of MW headword 'livi' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
liwy	liṭy	pw	96249	5-226-b	0	55	0		1		1	1	pwg	0	1	variant-form-in-MW	0	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
lohitI	lohitī	pw	97016	5-239-b	0	77	0		1		0	0		0	0	variant-form-in-MW	-1	low-priority	
lohitaSavala	lohitaśavala	pw	96984	5-239-a	0	60	0		0		1	1	ap	0	0	confirmed-missing	2	check	
lohitapAdadeSa	lohitapādadeśa	pw	96967	5-239-a	0	82	0		0	lohitapAddeSa:0.963	1	1	pwg	0	0	confirmed-missing	1	check	probable orthographic doublet of MW headword 'lohitapAddeSa' (0.963)
lolUyam	lolūyam	pw	96855	5-237-c	0	118	0		1	lolUya:0.923	0	0		0	0	variant-form-in-MW	-1	low-priority	false-friend near form 'lolUya' (0.923) - different word, omission stands
lomasikA	lomasikā	pw	96826	5-237-b	0	103	0		0	lomASikA:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'lomASikA' (fold-twin - same lexeme or distinct word needs eyes)
lorAy	lorāy	pw	96838	5-237-b	0	45	0		1		1	1	pwg	0	0	variant-form-in-MW	0	check	
lulAyakAntA	lulāyakāntā	pw	96401	5-231-a	0	76	0		0		0	0		0	0	confirmed-missing	1	low-priority	
lulAyakanda	lulāyakanda	pw	96400	5-231-a	0	99	0		0		0	0		1	0	confirmed-missing	3	low-priority	
mAMsakIlaka	māṃsakīlaka	pw	85549	5-060-a	0	92	0		0		0	0		1	0	confirmed-missing	3	low-priority	
mAMsarohiRA	māṃsarohiṇā	pw	85587.3	5-060-b	0	23	0		1		0	0		0	0	variant-form-in-MW	-2	low-priority	
mAQI	māḍhī	pw	85724	5-062-a	0	49	0		1	mAQi:1.000	4	3	mw72;pwg;sch;skd	0	0	variant-form-in-MW	6	add-check	vowel-length/case variant of MW headword 'mAQi' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
mAdayitar	mādayitar	pw	85943	5-065-b	0	123	0		0		0	0		0	0	confirmed-missing	1	low-priority	
mAhIyala	māhīyala	pw	86736	5-076-b	0	166	0		0		0	0		0	0	confirmed-missing	1	low-priority	
mAlI	mālī	pw	47595.1	3-051-c	0	23	0		1	mAli:1.000	2	2	pe;skd	0	1	variant-form-in-MW	2	add-check	vowel-length/case variant of MW headword 'mAli' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
mAlIy	mālīy	pw	86577	5-074-c	0	62	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
mAlatItIrasaMBava	mālatītīrasaṃbhava	pw	86514	5-073-c	0	86	0		0	mAlatItIrasamBava:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'mAlatItIrasamBava' (fold-twin - same lexeme or distinct word needs eyes)
mAnaMpaca	mānaṃpaca	pw	86099	5-067-c	0	77	0		0	mAnampaca:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'mAnampaca' (fold-twin - same lexeme or distinct word needs eyes)
mAnasTalI	mānasthalī	pw	86164	5-068-c	0	63	0		0		2	1	mw72;pwg	0	0	confirmed-missing	5	add	
mAqAdruma	māḍādruma	pw	85719	5-062-a	0	81	0		0		0	0		0	0	confirmed-missing	1	low-priority	
mArdaNga	mārdaṅga	pw	86486	5-073-a	0	114	0		0	mardana:0.933	4	3	ben;bur;mw72;pwg	0	0	confirmed-missing	7	add-check	false-friend near form 'mardana' (0.933) - different word, omission stands
mArkara	mārkara	pw	86389	5-071-c	0	63	0		0	markara:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'markara' (fold-twin - same lexeme or distinct word needs eyes)
mAtaNgamakara	mātaṅgamakara	pw	85782	5-062-c	0	108	0		0	mAtaMgamakara:0.923	2	2	pwg;vcp	0	0	confirmed-missing	3	add-check	false-friend near form 'mAtaMgamakara' (0.923) - different word, omission stands
mAtaNgavedI	mātaṅgavedī	pw	209263.1	6-305-b	0	24	0		0		0	0		0	0	confirmed-missing	0	low-priority	
mAtaNgavedi	mātaṅgavedi	pw	209263	6-305-b	1	137	0		0		1	1	sch	0	0	confirmed-missing	3	check	
mAtay	mātay	pw	85785	5-063-a	0	92	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
mAtfmAtar	mātṛmātar	pw	85879	5-064-b	0	74	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
mAtrI	mātrī	pw	85919	5-065-a	0	70	0		1		2	2	bhs;lrv	0	1	variant-form-in-MW	3	add-check	
mAtuHsvasar	mātuḥsvasar	pw	85832.1	5-063-c	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
mAtuHzvasar	mātuḥṣvasar	pw	85832	5-063-c	0	77	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
mAtuli	mātuli	pw	85826	5-063-c	0	58	0		1	mAtulI:1.000	4	4	pwg;shs;wil;yat	0	0	variant-form-in-MW	6	add-check	vowel-length/case variant of MW headword 'mAtulI' (fold-twin - same lexeme or distinct word needs eyes)
mAzaSarAvin	māṣaśarāvin	pw	86621	5-075-a	0	86	0		0	mAzaSarAvi:0.952	1	1	pwg	0	0	confirmed-missing	1	check	probable orthographic doublet of MW headword 'mAzaSarAvi' (0.952)
mEnAkasvasar	mainākasvasar	pw	88979	5-108-c	0	77	0		0		0	0		0	0	confirmed-missing	1	low-priority	
mIlaha	mīlaha	pw	87077.1	5-081-c	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
mInARqI	mīnāṇḍī	pw	87105	5-082-a	0	73	0		1	mInAri:0.923	2	2	pwg;skd	0	1	variant-form-in-MW	3	add-check	false-friend near form 'mInAri' (0.923) - different word, omission stands
mInAstrIRa	mīnāstrīṇa	pw	87108	5-082-a	0	59	0		0		0	0		0	0	confirmed-missing	0	low-priority	
mOdgalyIya	maudgalyīya	pw	89198	5-111-c	0	59	0		0	mOdgalIya:0.947	2	1	mw72;pwg	0	0	confirmed-missing	2	add-check	false-friend near form 'mOdgalIya' (0.947) - different word, omission stands
mUrDawaka	mūrdhaṭaka	pw	87911	5-095-b	0	104	0		0		2	2	bhs;pwg	0	0	confirmed-missing	5	add	
mUzikAdant	mūṣikādant	pw	88076	5-097-c	0	69	0		1	mUzikAdanta:0.952	1	1	pwg	0	0	variant-form-in-MW	1	check	probable orthographic doublet of MW headword 'mUzikAdanta' (0.952)
maDUy	madhūy	pw	82597	5-018-b	0	64	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
maDuSreRI	madhuśreṇī	pw	82551	5-017-c	0	98	0		1	maDuSreRi:1.000	6	6	pwg;shs;skd;vcp;wil;yat	1	1	variant-form-in-MW	13	add-check	vowel-length/case variant of MW headword 'maDuSreRi' (fold-twin - same lexeme or distinct word needs eyes)
maDunetar	madhunetar	pw	82392	5-015-c	0	48	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
maDusy	madhusy	pw	82578	5-018-a	0	62	0		1	maDusya:0.923	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'maDusya' (0.923) - different word, omission stands
maDvasy	madhvasy	pw	82753	5-020-b	0	67	0		1	maDvasya:0.933	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'maDvasya' (0.933) - different word, omission stands
maKatrAtar	makhatrātar	pw	81435	5-002-a	0	104	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
maNktar	maṅktar	pw	81491	5-002-c	0	53	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
maRinda	maṇinda	pw	209233	6-305-a	1	131	0		0	maRIndra:0.933	1	1	sch	0	0	confirmed-missing	1	check	false-friend near form 'maRIndra' (0.933) - different word, omission stands
maRqUkamAtar	maṇḍūkamātar	pw	81910	5-008-c	0	225	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
maTIn	mathīn	pw	82087	5-011-b	0	79	0		1	maTin:1.000	1	1	pwg	0	0	variant-form-in-MW	1	check	vowel-length/case variant of MW headword 'maTin' (fold-twin - same lexeme or distinct word needs eyes)
maYjuzA	mañjuṣā	pw	81680	5-005-b	0	66	0		0	maYjUzA:1.000	5	5	ap;bur;fri;pwg;skd	0	0	confirmed-missing	9	add-check	vowel-length/case variant of MW headword 'maYjUzA' (fold-twin - same lexeme or distinct word needs eyes)
madaka	madaka	pw	82101	5-012-b	0	67	0		0	mAdaka:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'mAdaka' (fold-twin - same lexeme or distinct word needs eyes)
madakawa	madakaṭa	pw	82102	5-012-b	0	82	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
madanapAWaka	madanapāṭhaka	pw	82139	5-012-c	0	66	0		0		7	7	ben;lrv;pwg;shs;vcp;wil;yat	1	0	confirmed-missing	17	add	
madavfnda	madavṛnda	pw	82216	5-013-c	0	51	0		0		4	4	pwg;shs;wil;yat	0	0	confirmed-missing	8	add	
madrAy	madrāy	pw	82307	5-014-c	0	57	0		1	madrAya:0.923	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'madrAya' (0.923) - different word, omission stands
madrikAy	madrikāy	pw	82310	5-014-c	0	84	0		1	madrikAya:0.941	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'madrikAya' (0.941) - different word, omission stands
madvagIyi	madvagīyi	pw	82317.1	5-014-c	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
madvagya	madvagya	pw	82317.2	5-014-c	0	23	0		0	madvargya:0.941	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'madvargya' (0.941) - different word, omission stands
mady	mady	pw	82273	5-014-b	0	72	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
magaDy	magadhy	pw	81464	5-002-b	0	67	0		1	magaDya:0.923	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'magaDya' (0.923) - different word, omission stands
mahAcitrapawala	mahācitrapaṭala	pw	84286	5-043-b	0	62	0		0	mahAcitrapAwala:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'mahAcitrapAwala' (fold-twin - same lexeme or distinct word needs eyes)
mahAdvaMdva	mahādvaṃdva	pw	84416	5-045-a	0	70	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
mahAkarkaru	mahākarkaru	pw	215788.1	7-330-a	1	24	0		0	mahAkarkAru:1.000	1	1	sch	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'mahAkarkAru' (fold-twin - same lexeme or distinct word needs eyes)
mahAprItivegasaMBavamudrA	mahāprītivegasaṃbhavamudrā	pw	84623	5-047-b	0	111	0		0	mahAprItivegasamBavamudrA:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'mahAprItivegasamBavamudrA' (fold-twin - same lexeme or distinct word needs eyes)
mahAputrIy	mahāputrīy	pw	84569	5-046-c	0	74	0		1	mahAputrIya:0.952	1	1	pwg	0	0	variant-form-in-MW	1	check	probable orthographic doublet of MW headword 'mahAputrIya' (0.952)
mahAsaMmatIya	mahāsaṃmatīya	pw	85166	5-054-b	0	100	0		0	mahAsammatIya:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'mahAsammatIya' (fold-twin - same lexeme or distinct word needs eyes)
mahAsaMmata	mahāsaṃmata	pw	85165	5-054-b	0	71	0		0	mahAsammata:1.000	2	2	bhs;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'mahAsammata' (fold-twin - same lexeme or distinct word needs eyes)
mahAtiwiBi	mahātiṭibhi	pw	84349	5-044-a	0	77	0		1		0	0		0	0	variant-form-in-MW	-1	low-priority	
mahizAsuramajjotTa	mahiṣāsuramajjottha	pw	85329	5-056-b	0	85	0		0	mahizAsuramajjoTA:0.971	0	0		0	0	confirmed-missing	-1	low-priority	probable orthographic doublet of MW headword 'mahizAsuramajjoTA' (0.971)
mahizAsurasaMBava	mahiṣāsurasaṃbhava	pw	85331	5-056-b	0	91	0		0	mahizAsurasamBava:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'mahizAsurasamBava' (fold-twin - same lexeme or distinct word needs eyes)
mahizamaTanI	mahiṣamathanī	pw	85319	5-056-b	0	75	0		0		0	0		0	0	confirmed-missing	1	low-priority	
majjAra	majjāra	pw	81611	5-004-c	0	72	0		0	majjara:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'majjara' (fold-twin - same lexeme or distinct word needs eyes)
malahantar	malahantar	pw	83846	5-038-a	0	234	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
manI	manī	pw	82855	5-022-c	0	67	0		1	mAnI:1.000	0	0		0	0	variant-form-in-MW	-1	low-priority	vowel-length/case variant of MW headword 'mAnI' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
manayitar	manayitar	pw	82789	5-021-c	0	115	0		0		0	0		0	0	confirmed-missing	1	low-priority	
mandodarITa	mandodarītha	pw	83362	5-030-a	0	73	0		0		0	0		0	0	confirmed-missing	1	low-priority	
mandray	mandray	pw	83371	5-030-a	0	54	0		1	mandraya:0.933	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'mandraya' (0.933) - different word, omission stands
mantUy	mantūy	pw	83062	5-025-c	0	139	0		1	mantUya:0.923	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'mantUya' (0.923) - different word, omission stands
mantraRArha	mantraṇārha	pw	83086	5-026-a	0	53	0		0	mantraRAha:0.952	0	0		0	0	confirmed-missing	-2	low-priority	probable orthographic doublet of MW headword 'mantraRAha' (0.952)
maqurakanTa	maḍurakantha	pw	81709	5-005-c	0	115	0		0		0	0		0	0	confirmed-missing	1	low-priority	
marata	marata	pw	83529	5-032-a	0	43	0		0	marakta:0.923	9	8	ben;bur;lrv;mw72;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	16	add-check	false-friend near form 'marakta' (0.923) - different word, omission stands
martyendramAtar	martyendramātar	pw	83691	5-035-a	0	212	0		0		0	0		0	0	confirmed-missing	1	low-priority	
maruDvaja	marudhvaja	pw	83616	5-033-b	0	68	0		0	marudDvaja:0.947	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'marudDvaja' (0.947) - different word, omission stands
marusaMBava	marusaṃbhava	pw	83636	5-033-c	0	229	0		0	marusamBava:1.000	2	2	lrv;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'marusamBava' (fold-twin - same lexeme or distinct word needs eyes)
marutmant	marutmant	pw	83584	5-033-a	0	56	0		0	marutmat:0.941	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'marutmat' (0.941) - different word, omission stands
masAraka	masāraka	pw	84001.1	5-039-c	0	23	0		0		2	2	lrv;pwg	0	0	confirmed-missing	4	add	
matIyaMs	matīyaṃs	pw	81971	5-009-c	0	75	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
mataka	mataka	pw	81919	5-008-c	0	50	0		0	maTaka:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'maTaka' (fold-twin - same lexeme or distinct word needs eyes)
matizWa	matiṣṭha	pw	81968	5-009-c	0	71	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
mawAmawAy	maṭāmaṭāy	pw	81689	5-005-c	0	53	0		0	mawamawAya:0.947	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'mawamawAya' (0.947) - different word, omission stands
mazIDAnI	maṣīdhānī	pw	83986	5-039-c	0	52	0		0	mazIDanI:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'mazIDanI' (fold-twin - same lexeme or distinct word needs eyes)
mazpI	maṣpī	pw	82283.1	5-014-b	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
meDAy	medhāy	pw	88788	5-106-a	0	65	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
meDIyaMs	medhīyaṃs	pw	88799.1	5-106-b	0	23	0		0	meDIyas:0.933	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'meDIyas' (0.933) - different word, omission stands
meGasaMBava	meghasaṃbhava	pw	88662	5-104-c	0	78	0		0	meGasamBava:1.000	2	2	bhs;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'meGasamBava' (fold-twin - same lexeme or distinct word needs eyes)
mekalakanyA	mekalakanyā	pw	88562.1	5-103-b	0	23	0		0		4	4	ap;armh;lrv;pwg	1	1	confirmed-missing	10	add	
meruSiKaraDarakamAraBata	meruśikharadharakamārabhata	pw	88851	5-106-c	0	96	0		0		0	0		0	0	confirmed-missing	1	low-priority	
merudu	merudu	pw	88833	5-106-c	0	73	0		0		2	1	mw72;pwg	0	0	confirmed-missing	5	add	
merukadambaka	merukadambaka	pw	208128	5-263-c	1	66	0		0		1	1	sch	0	0	confirmed-missing	3	check	
merususaMBava	merususaṃbhava	pw	88857	5-107-a	0	95	0		0	merususamBava:1.000	2	2	bhs;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'merususamBava' (fold-twin - same lexeme or distinct word needs eyes)
mezAhvaya	meṣāhvaya	pw	88895	5-107-b	0	87	0		1	mezAhvayA:1.000	1	1	pwg	1	0	variant-form-in-MW	3	check	vowel-length/case variant of MW headword 'mezAhvayA' (fold-twin - same lexeme or distinct word needs eyes)
mezavizARikA	meṣaviṣāṇikā	pw	88882	5-107-b	0	70	0		0	mezavizaRikA:1.000	5	5	pwg;shs;skd;wil;yat	0	0	confirmed-missing	9	add-check	vowel-length/case variant of MW headword 'mezavizaRikA' (fold-twin - same lexeme or distinct word needs eyes)
mfdaNgaPalinI	mṛdaṅgaphalinī	pw	88442	5-102-a	0	111	0		0	mfdaMgaPalinI:0.923	4	4	ap;pwg;skd;vcp	1	1	confirmed-missing	9	add-check	false-friend near form 'mfdaMgaPalinI' (0.923) - different word, omission stands
mfduromavant	mṛduromavant	pw	88492	5-102-c	0	50	0		0	mfduromavat:0.957	1	1	pwg	0	0	confirmed-missing	0	check	probable orthographic doublet of MW headword 'mfduromavat' (0.957)
mfqaNkaRa	mṛḍaṅkaṇa	pw	88283	5-100-a	0	54	0		0		7	6	ben;bur;mw72;pwg;shs;wil;yat	0	0	confirmed-missing	14	add	
mftasvamoktar	mṛtasvamoktar	pw	88350	5-100-c	0	83	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
mfzArTakA	mṛṣārthakā	pw	88538.1	5-103-a	0	23	0		1	mfzArTaka:1.000	0	0		0	0	variant-form-in-MW	-2	low-priority	vowel-length/case variant of MW headword 'mfzArTaka' (fold-twin - same lexeme or distinct word needs eyes)
miTunAy	mithunāy	pw	86902	5-079-a	0	66	0		1	miTunAya:0.933	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'miTunAya' (0.933) - different word, omission stands
mits	mits	pw	86887	5-078-c	0	88	0		0		0	0		0	0	confirmed-missing	-1	low-priority	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
mlAnIya	mlānīya	pw	89289	5-113-b	0	80	0		0		0	0		0	0	confirmed-missing	1	low-priority	
mocastrAva	mocastrāva	pw	89051.2	5-109-c	0	23	0		0	mocasrAva:0.947	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'mocasrAva' (0.947) - different word, omission stands
mocastrut	mocastrut	pw	89051.3	5-109-c	0	23	0		0	mocasrut:0.941	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'mocasrut' (0.941) - different word, omission stands
modayantikA	modayantikā	pw	89081	5-110-a	0	205	0		0		3	2	ap;mw72;pwg	0	0	confirmed-missing	7	add	
mozwar	moṣṭar	pw	89106	5-110-b	0	56	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
muKI	mukhī	pw	87381	5-086-a	0	46	0		1		0	0		1	1	variant-form-in-MW	0	low-priority	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
muKaMpaca	mukhaṃpaca	pw	87315	5-085-a	0	50	0		0	muKampaca:1.000	2	2	lrv;pwg	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'muKampaca' (fold-twin - same lexeme or distinct word needs eyes)
muKasaMBava	mukhasaṃbhava	pw	87355	5-085-c	0	57	0		0	muKasamBava:1.000	2	2	lrv;pwg	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'muKasamBava' (fold-twin - same lexeme or distinct word needs eyes)
muRqarikA	muṇḍarikā	pw	87494	5-089-a	0	70	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
muRqinikA	muṇḍinikā	pw	87506	5-089-a	0	90	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
muYjanaka	muñjanaka	pw	87452	5-088-b	0	204	0		0		0	0		1	0	confirmed-missing	3	low-priority	
mudgavant	mudgavant	pw	87550	5-089-c	0	71	0		0	mudgavat:0.941	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'mudgavat' (0.941) - different word, omission stands
mukayI	mukayī	pw	87129.1	5-082-c	0	23	0		1		0	0		0	0	variant-form-in-MW	-2	low-priority	
muktAmAtar	muktāmātar	pw	87220	5-084-a	0	80	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
murmurIy	murmurīy	pw	87682	5-091-b	0	69	0		1	murmurIya:0.941	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'murmurIya' (0.941) - different word, omission stands
murucikA	murucikā	pw	220552	7-368-d	1	80	1	273,47	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
musuntikA	musuntikā	pw	220555	7-368-d	1	82	1	245,667	0		1	1	sch	0	0	confirmed-missing	5	check	
nABikUpikA	nābhikūpikā	pw	57851	3-195-b	0	80	0		0	nABikupikA:1.000	1	1	ap	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'nABikupikA' (fold-twin - same lexeme or distinct word needs eyes)
nAciketu	nāciketu	pw	57562	3-191-c	0	69	0		1		5	5	bur;inm;shs;wil;yat	0	0	variant-form-in-MW	9	add-check	
nAgakumArikA	nāgakumārikā	pw	57370	3-189-b	0	118	0		0		2	2	skd;vcp	1	1	confirmed-missing	7	add	
nAgasaMBava	nāgasaṃbhava	pw	57503	3-191-a	0	51	0		0	nAgasamBava:1.000	2	2	lrv;pwg	0	1	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'nAgasamBava' (fold-twin - same lexeme or distinct word needs eyes)
nAgavIwa	nāgavīṭa	pw	57495	3-191-a	0	57	0		0		7	6	lrv;mw72;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	14	add	
nAgavallikA	nāgavallikā	pw	57491	3-191-a	0	67	0		0		5	5	pwg;shs;skd;wil;yat	1	1	confirmed-missing	13	add	
nAkapfzWa	nākapṛṣṭha	pw	57341	3-189-a	0	109	0		0		3	3	cae;ccs;pwg	0	0	confirmed-missing	7	add	
nAlARqA	nālāṇḍā	pw	58068	3-198-b	0	50	0		0		0	0		0	0	confirmed-missing	0	low-priority	
nAnta	nānta	pw	57807	3-194-c	0	33	0		0		3	2	ap;mw72;pwg	1	0	confirmed-missing	8	add	
nApinaBARqa	nāpinabhāṇḍa	pw	218655	7-352-b	1	98	1	273,99	0		0	0		0	0	confirmed-missing	3	low-priority	
nArAla	nārāla	pw	58017	3-197-c	0	102	0		0		0	0		0	0	confirmed-missing	1	low-priority	
nArakIya	nārakīya	pw	57958	3-196-c	0	56	0		0		6	5	ap;ap90;bhs;lrv;mw72;pwg	1	0	confirmed-missing	14	add	
nArikelI	nārikelī	pw	58027.1	3-197-c	0	23	0		1	nArIkelI:1.000	2	2	lrv;sch	0	0	variant-form-in-MW	2	add-check	vowel-length/case variant of MW headword 'nArIkelI' (fold-twin - same lexeme or distinct word needs eyes)
nArikeli	nārikeli	pw	58027	3-197-c	0	65	0		1	nArIkelI:1.000	1	1	lrv	0	0	variant-form-in-MW	1	check	vowel-length/case variant of MW headword 'nArIkelI' (fold-twin - same lexeme or distinct word needs eyes)
nArnamani	nārnamani	pw	58051	3-198-a	0	72	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
nAsikyaka	nāsikyaka	pw	58163	3-199-b	0	47	0		0		5	4	mw72;pwg;shs;wil;yat	0	0	confirmed-missing	10	add	
nAsotTa	nāsottha	pw	58166	3-199-b	0	58	0		0	nasotTa:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'nasotTa' (fold-twin - same lexeme or distinct word needs eyes)
nESnya	naiśnya	pw	61319	3-243-b	0	70	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
nEruktika	nairuktika	pw	61271	3-242-c	0	55	0		0		3	2	mw72;pwg;vcp	0	0	confirmed-missing	6	add	
nEvaSEkzASEkza	naivaśaikṣāśaikṣa	pw	218931	7-354-c	1	186	1	95,10	0		1	1	sch	0	0	confirmed-missing	5	check	
nEzpeSikatva	naiṣpeśikatva	pw	61352	3-243-c	0	85	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
nEzya	naiṣya	pw	61356	3-243-c	0	73	0		0		0	0		0	0	confirmed-missing	1	low-priority	
nIcy	nīcy	pw	60538	3-233-b	0	92	0		1		1	1	pwg	0	1	variant-form-in-MW	1	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
nIhArAy	nīhārāy	pw	60821	3-237-a	0	56	0		1	nIhArAya:0.933	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'nIhArAya' (0.933) - different word, omission stands
nIlAparAjitA	nīlāparājitā	pw	60761.1	3-236-b	0	23	0		0		2	2	pwg;skd	0	0	confirmed-missing	4	add	
nIlAruRa	nīlāruṇa	pw	60771	3-236-b	0	82	0		0		2	2	lrv;pwg	0	0	confirmed-missing	5	add	
