pwkvn_k1	pwkvn_L	pc	tier	mahavy	in_pw	in_pwg	gloss_snippet
anAdAna	632	1-288-a	absent	N	Y	N	{#anAdAna#}¦ n. {%das Nichtempfangen%} MBH. 3,32,10.
anAdAna	10974	7-298-b	absent	N	Y	N	{#anAdAna#}¦ 1.
anAdarSaka	2155	2-289-a	absent	N	Y	N	{#anAdarSaka#}¦ m. N. pr. eines fabelhaften Berges KĀRAṆḌ. 91,14.
anAdarSaka	10973	7-298-b	absent	N	Y	N	{#anAdarSaka#} und {#anAdarSanA#}¦ 2.
anAdarSanA	2156	2-289-a	absent	N	Y	N	{#anAdarSanA#}¦ f. N. pr. einer Gandharva-Jungfrau KĀRAṆḌ. 4,16.
anAdarSanA	10973	7-298-b	absent	N	Y	N	{{Lbody=10973}}
anAdeSa	3550	3-250-a	absent	N	Y	Y	1. {#anAdeSa#}¦ m. auch {%kein Substitut%} P. 1,3,29, Sch.
anAdeSa	10986	7-298-b	absent	N	Y	Y	1. {#anAdeSa#}¦ I. 3.
anAdeSana	636	1-288-b	absent	N	Y	N	{#anAdeSana#}¦ n. {%Nichtangabe%} MAHĀBH. 2,311,b.
anAdeSana	10987	7-298-b	absent	N	Y	N	{#anAdeSana#}¦ 1.
anAdiSant	6183	5-242-c	absent	N	Y	N	{#anAdiSant#}¦ Adj. {%nicht vorschreibend, seine Einwilligung versagend%} HEM. PAR. 1,443.
anAdiSant	10982	7-298-b	absent	N	Y	N	{#anAdiSant#}¦ 5.
anAdiboDAyana	2158	2-289-a	absent	N	Y	N	{#anAdiboDAyana#}¦ Titel eines Werkes OPP. Cat. 1.
anAdiboDAyana	10979	7-298-b	absent	N	Y	N	{#anAdiboDAyana#}¦ 2.
anAdimaDyaniDana	3546	3-250-a	absent	N	Y	N	{#anAdimaDyaniDana#}¦ Adj. {%ohne Anfang, Mitte und Ende%} VIṢṆUS. 98,13. SUŚR. 1,18,19.
anAdimaDyaniDana	10980	7-298-b	absent	N	Y	N	{#anAdimaDyaniDana#} und {#anAdimaDyaparyanta#}¦ 3.
anAdimaDyaparyanta	3547	3-250-a	absent	N	Y	N	{#anAdimaDyaparyanta#}¦ Adj. dass. MBH. 13,14,194.
anAdimaDyaparyanta	10980	7-298-b	absent	N	Y	N	{{Lbody=10980}}
anAdita	10976	7-298-b	absent	N	Y	N	{#anAdita#}¦ Adj. {%von keinem Geräusch erfüllt, tonlos%} R. ed. Bomb. 4,43,33.
anAditya	2157	2-289-a	absent	N	Y	N	{#anAditya#}¦ Adj. {%sonnenlos, bewölkt%} VARĀH. BṚH. S. 2,9.
anAditya	10977	7-298-b	absent	N	Y	N	{#anAditya#}¦ 2.
anAdizwadevata	3548	3-250-a	absent	N	Y	N	{#anAdizwadevata#}¦ Adj. {%wo die Gottheit nicht angegeben ist%} MĀN. GṚHY. 2,10.
anAdizwadevata	10983	7-298-b	absent	N	Y	N	{#anAdizwadevata#}¦ 3.
anAdizwavfkza	5062	4-292-a	absent	N	Y	N	{#anAdizwavfkza#}¦ Adj. {%wofür das Holz eines bestimmten Baumes nicht vorgeschrieben ist%} ĀPAST. ŚR. 12,1,5.
anAdizwavfkza	10984	7-298-b	absent	N	Y	N	{#anAdizwavfkza#}¦ 4.
anAdyantatva	10988	7-298-b	absent	N	Y	N	{{Lbody=10988}}
anAgAmitva	10956	7-298-b	absent	N	Y	N	{{Lbody=10956}}
anAgamana	620	1-288-a	absent	N	Y	N	{#anAgamana#}¦ n. dass. PAÑCAT. 89,8.
anAgamana	10955	7-298-b	absent	N	Y	N	{#anAgamana#}¦ 1.
anAgrayaRa	621	1-288-a	absent	N	Y	N	{#anAgrayaRa#}¦ Adj. {%ohne die Libation%} Āgrayaṇa MUṆḌ. UP. 1,2,3.
anAgrayaRa	10957	7-298-b	absent	N	Y	N	{#anAgrayaRa#} und {#anANga#}¦ 1.
anAhuta	667	1-288-b	absent	N	Y	N	{#anAhuta#}¦ Adj. {%nicht aufgefordert. — eingeladen%}.
anAhuta	2167	2-289-a	absent	N	Y	N	2. {#anAhuta#}¦ Adj. {%nicht geopfert%} R. 1,13,10.
anAhuta	11060	7-298-d	absent	N	Y	N	{#anAhuta#}¦ 1. 2.
anAjIvya	3539	3-249-c	absent	N	Y	N	{#anAjIvya#}¦ Adj. {%keinen Lebensunterhalt gewährend, todt%} (Kapital) BṚHASP.
anAjIvya	10962	7-298-b	absent	N	Y	N	{#anAjIvya#}¦ 3.
anAjyaBojana	626	1-288-a	absent	N	Y	N	{#anAjyaBojana#}¦ Adj. {%wo es kein%} Ājya {%zu essen giebt%} HEMĀDRI 1,639,17.
anAjyaBojana	10963	7-298-b	absent	N	Y	N	{#anAjyaBojana#}¦ 1. {#anAQya#} 3.
anAkANkzya	610	1-288-a	absent	N	Y	N	{#anAkANkzya#}¦ n. {%das Nichtfordern einer Ergänzung%} P. 3,4,23.
anAkANkzya	10944	7-298-a	absent	N	Y	N	{#anAkANkzya#} und {#anAkASIkaraRa#}¦ 1.
anAkASIkaraRa	611	1-288-a	absent	N	Y	N	{#anAkASIkaraRa#}¦ n. {%das Nichtveröffentlichen%} SAṂHITOPAN. 36,5. 46,4.
anAkASIkaraRa	10944	7-298-a	absent	N	Y	N	{{Lbody=10944}}
anAkalana	8329	6-294-c	absent	N	Y	N	{#anAkalana#}¦ n. {%das Nicht-in-Betracht-Ziehen%} Schol. zu KAP. 1,37.
anAkalana	10942	7-298-a	absent	N	Y	N	{#anAkalana#}¦ 6.
anAkarRana	3536	3-249-c	absent	N	Y	N	{#anAkarRana#}¦ n. {%das Nichthören%} BĀLAR. 38,13.
anAkarRana	10941	7-298-a	absent	N	Y	N	{{Lbody=10941}}
anAkara	3535	3-249-c	absent	N	Y	N	{#anAkara#}¦ Adj. {%ohne Fundort,%} so v. a. {%nicht nachzuweisen%} Comm. zu GṚHYĀS. 2,29.
anAkara	10941	7-298-a	absent	N	Y	N	{#anAkara#} und {#anAkarRana#}¦ 3.
anAkasmika	2146	2-288-c	absent	N	Y	N	{#anAkasmika#}¦ Adj. {%nicht zufällig%} DAŚAK. (1925) 2,93,16.
anAkasmika	10943	7-298-a	absent	N	Y	N	{#anAkasmika#}¦ 2.
anAkftsnagatA	2148	2-288-c	absent	N	Y	N	{#anAkftsnagatA#}¦ f. N. pr. einer Nāga-Jungfrau KĀRAṆḌ. 4,4.
anAkftsnagatA	10946	7-298-a	absent	N	Y	N	{#anAkftsnagatA#}¦ 2.
anAkfzwa	612	1-288-a	absent	N	Y	N	{#anAkfzwa#}¦ Adj. {%nicht behäufelt%} (Korn).
anAkfzwa	10947	7-298-a	absent	N	Y	N	{#anAkfzwa#}¦ I. 1.
anAkrama	614	1-288-a	absent	N	Y	N	{#a/nAkrama#}¦ m. {%das nicht über Einen Kommen%} MAITR. S. 4,1,14.
anAkrama	10948	7-298-b	absent	N	Y	N	{{Lbody=10948}}
anAkramaRa	615	1-288-a	absent	N	Y	N	{#anAkramaRa#}¦ n. {%das Nichtbetreten%} Ind. St. 13,472.
anAkramaRa	10948	7-298-b	absent	N	Y	N	{{Lbody=10948}}
anAkramya	616	1-288-a	absent	N	Y	N	{#anAkramya#}¦ Adj. {%unerreichbar für%} (Gen.) KATHĀS. 72,337.
anAkramya	10948	7-298-b	absent	N	Y	N	{{Lbody=10948}}
anAkroSaka	2149	2-288-c	absent	N	Y	N	{#anAkroSaka#}¦ Adj. {%nicht schmähend, — schimpfend%} ŚĀṂKH. GṚHY. 4,12.
anAkroSaka	10949	7-298-b	absent	N	Y	N	{#anAkroSaka#}¦ 2.
anAkroSya	617	1-288-a	absent	N	Y	N	{#anAkroSya#}¦ Adj. {%den man nicht anfahren darf%} ĀPAST.
anAkroSya	10950	7-298-b	absent	N	Y	N	{#anAkroSya#}¦ 1.
anAkzipa	22132	7-385-b	absent	N	Y	N	{#anAkzipa#}¦ s. oben u. {#AnA˚#}.
anAlIQa	6188	5-242-c	absent	N	Y	N	{#anAlIQa#}¦ Adj. {%nicht beleckt%} RAGH. 10,46.
anAlIQa	11032	7-298-c	absent	N	Y	N	{#anAlIQa#}¦ 5.
anAlakzya	650	1-288-b	absent	N	Y	N	{#anAlakzya#}¦ Adj. {%unsichtbar%} KATHĀS. 88,52.
anAlakzya	11026	7-298-c	absent	N	Y	N	{#anAlakzya#}¦ 1.
anAlamBuka	2165	2-289-a	absent	N	Y	Y	{#anAlamBuka#}¦ KAP. S. 48,16.
anAlamBuka	11030	7-298-c	absent	N	Y	Y	{#anAlamBuka#}¦ I. 2.
anAlambam	3558	3-250-a	absent	N	Y	N	{#anAlambam#}¦ Absol. {%ohne zu stützen%} MĀN. GṚHY. 2,1.
anAlambam	11029	7-298-c	absent	N	Y	N	{#anAlambam#}¦ 3.
anAlambanatA	651	1-288-b	absent	N	Y	N	{{Lbody=651}}
anAlambanatA	11028	7-298-c	absent	N	Y	N	{#anAlambanatA#}¦ 1.
anAlasya	652	1-288-b	absent	N	Y	N	{#anAlasya#}¦ Adj. {%unverdrossen%} HEMĀDRI 1,552,11.
anAlasya	11031	7-298-c	absent	N	Y	N	{#anAlasya#}¦ I. 1.
anAleSa	5074	4-292-b	absent	N	Y	N	{#anAleSa/#}¦ m. {%das nicht auf die Weide Gehen%} TS. 5,1,5,5.
anAleSa	11033	7-298-c	absent	N	Y	N	{#anAleSa/#}¦ 4.
anAloka	653	1-288-b	absent	N	Y	N	{#anAloka#}¦ Adj. {%finster, dunkel%} MBH. 13,64,10.
anAloka	11034	7-298-d	absent	N	Y	N	{#anAloka#}¦ 1.
anAmA	643	1-288-b	absent	N	Y	Y	{#anAmA#}¦ HEMĀDRI 2,a,51,20.
anAmA	11006	7-298-c	absent	N	Y	Y	{#anAmA#}¦ I. 1.
anAmagfhIta	2162	2-289-a	absent	N	Y	N	{#anAmagfhIta#}¦ Adj. (ein Piṇḍa) {%bei dem der Name%} (des Ahnen) {%nicht ausgesprochen worden ist%} ĀPAST. ŚR. 1,9,5.
anAmagfhIta	11003	7-298-c	absent	N	Y	N	{#anAmagfhIta#} und {#anAmayastava#}¦ 2.
anAmarUpa	3553	3-250-a	absent	N	Y	N	{#anAmarUpa#}¦ Adj. {%ohne Namen und Gestalt%} VP. 4,1,26. BHĀG. P. 1,10,22.
anAmarUpa	11004	7-298-c	absent	N	Y	N	{#anAmarUpa#}¦ 3.
anAmarzamARa	5065	4-292-a	absent	N	Y	N	{#anAmarzamARa#}¦ Adj. {%Etwas nicht geduldig ertragend%} R. 4,12,38.
anAmarzamARa	11005	7-298-c	absent	N	Y	N	{#anAmarzamARa#}¦ 4.
anAmayastava	2163	2-289-a	absent	N	Y	N	{#anAmayastava#}¦ m. Titel eines Werkes OPP. Cat. 1.
anAmayastava	11003	7-298-c	absent	N	Y	N	{{Lbody=11003}}
anAmfzwa	645	1-288-b	absent	N	Y	N	{#anAmfzwa#}¦ Adj. {%unberührt%} DAŚAK. 74,16.
anAmfzwa	11009	7-298-c	absent	N	Y	N	{#anAmfzwa#}¦ 1.
anAmnAtamantra	5067	4-292-a	absent	N	Y	N	{#anAmnAtamantra#}¦ Adj. {%wofür ein bestimmter Spruch nicht überliefert ist%} ĀPAST. ŚR. 12,1,6.
anAmnAtamantra	11010	7-298-c	absent	N	Y	N	{#anAmnAtamantra#}¦ 4.
anAmukta	5066	4-292-a	absent	N	Y	N	{#anAmukta#}¦ Adj. {%nicht angelegt%} (ein Schmuck) Spr. 271, v. l.
anAmukta	11008	7-298-c	absent	N	Y	N	{#anAmukta#}¦ 4.
anAnamya	638	1-288-b	absent	N	Y	N	{#anAnamya#}¦ Adj. {%nicht zu biegen%} MBH. 1,185,9.
anAnamya	10989	7-298-b	absent	N	Y	N	{{Lbody=10989}}
anApadyamAna	3552	3-250-a	absent	N	Y	N	{#anApadyamAna#}¦ Adj. {%nicht zutreffend%} LĀṬY. 6,4,5.
anApadyamAna	10992	7-298-c	absent	N	Y	N	{#anApadyamAna#}¦ 3.
anApattika	10991	7-298-b	absent	N	Y	N	{{Lbody=10991}}
anApfzwa	5063	4-292-a	absent	N	Y	N	{#anApfzwa#}¦ Adj. {%worum man nicht gefragt hat%} BHĀG. P. 3,7,36.
anApfzwa	10993	7-298-c	absent	N	Y	N	{#anApfzwa#} und {#anApfzwakaTa#}¦ 4.
anApfzwakaTa	5064	4-292-a	absent	N	Y	N	{#anApfzwakaTa#}¦ Adj. {%ungefragt erzählend, — sprechend%} MĀRK. P. 20,20.
anApfzwakaTa	10993	7-298-c	absent	N	Y	N	{{Lbody=10993}}
anAplavamAna	2160	2-289-a	absent	N	Y	N	{#anAplavamAna#}¦ n. {%sich nicht badend, — waschend%} LĀṬY. 9,2,18.
anAplavamAna	10997	7-298-c	absent	N	Y	N	{#anAplavamAna#}¦ 2.
anApnuvant	2159	2-289-a	absent	N	Y	N	{#anApnuvant#}¦ Adj. {%nicht gelangend zu, — theilhaftig werdend%} RAGH. 2,73.
anApnuvant	10995	7-298-c	absent	N	Y	N	{#anApnuvant#}¦ 2.
anAptar	639	1-288-b	absent	N	Y	N	{#anAptar#}¦ Nom. {%der nicht theilhaftig wird%} ŚIŚ. 16,38.
anAptar	10994	7-298-c	absent	N	Y	N	{#anAptar#}¦ 1.
anArBava	6186	5-242-c	absent	N	Y	N	{#anArBava#}¦ Adj. s. u. {#anABu#} oben.
anArBava	11023	7-298-c	absent	N	Y	N	{#anArBava#}¦ 5.
anAraByavigarhija	11017	7-298-c	absent	N	Y	N	{#anAraByavigarhija#}¦ n. {%ein allgemein ausgesprochener Tadel%} JĀTAKAM. 26,26.
anArabDa	647	1-288-b	absent	N	Y	N	{#anArabDa#}¦ Adj. {%nicht begonnen%} BĀDAR. 4,1,15.
anArabDa	11016	7-298-c	absent	N	Y	N	{#anArabDa#}¦ 1.
anArdrakaramuKa	3556	3-250-a	absent	N	Y	N	{#anArdrakaramuKa#}¦ Adj. {%mit unbenetzten Händen und Gesicht%} VIṢṆUS. 68,35.
anArdrakaramuKa	11022	7-298-c	absent	N	Y	N	{#anArdrakaramuKa#} und {#anArdrapAda#}¦ 3.
anArdrapAda	3557	3-250-a	absent	N	Y	N	{#anArdrapAda#}¦ Adj. {%mit unbenetzten Füssen%} VIṢṆUS. 68,34.
anArdrapAda	11022	7-298-c	absent	N	Y	N	{{Lbody=11022}}
anArohaka	11021	7-298-c	absent	N	Y	N	{#anArohaka#}¦ Adj. {%ohne Reiter%} JĀTAKAM. 25.
anAropya	648	1-288-b	absent	N	Y	N	{#anAropya#}¦ Adj. {%nicht mit einer Sehne zu beziehen%} HARIV. 4504.
anAropya	11020	7-298-c	absent	N	Y	N	{#anAropya#}¦ 1.
anArudDa	8330	6-294-c	absent	N	Y	N	{#anArudDa#}¦ Adj. {%unbehindert%} AIT. BR. 8,24,6.
anArudDa	11018	7-298-c	absent	N	Y	N	{#anArudDa#}¦ 6.
anAryava	649	1-288-b	absent	N	Y	N	{#anAryava#}¦ n. {%Unehrenhaftigkeit%} ĀPAST. Vgl. {#Aryava#}.
anAryava	11024	7-298-c	absent	N	Y	N	{#anAryava#}¦ 1. Richtig {#anArjava#}.
anAsAdayamAna	11051	7-298-d	absent	N	Y	N	{#anAsAdayamAna#}¦ Adj. {%nicht findend%} R. ed. Bomb. 3,61,12.
anAsAdayant	8332	6-294-c	absent	N	Y	N	{#anAsAdayant#}¦ Adj. (f. {#˚ntI#}) {%nicht erlangend, — theilhaftig werdend%} 〔302,17〕.
anAsAdayant	11050	7-298-d	absent	N	Y	N	{#anAsAdayant#}¦ 6.
anAsTita	663	1-288-b	absent	N	Y	N	{#anAsTita#}¦ Adj. {%nicht eingenommen%} (Platz) BHĀG. P. 4,12,26.
anAsTita	11058	7-298-d	absent	N	Y	N	{#anAsTita#}, {#anAsmAka/#}, {#anAsvAdya#} und {#anAhanasya#}¦ 1.
anAsanayogavihita	6195	5-242-c	absent	N	Y	N	{#anAsanayogavihita#}¦ Adj. {%dem kein Sitz angeboten worden ist%} ĀPAST. 1,6,26.
anAsanayogavihita	11048	7-298-d	absent	N	Y	N	{#anAsanayogavihita#}¦ 5.
anAsavAKya	661	1-288-b	absent	N	Y	N	{#anAsavAKya#}¦ Adj. {%nicht Liqueur heissend%} KUMĀRAS. 1,31.
anAsavAKya	11049	7-298-d	absent	N	Y	N	{#anAsavAKya#}¦ 1.
anAseDa	8333	6-294-c	absent	N	Y	N	{#anAseDa#}¦ = {#nirAtaNka#} VALL. zu ŚIŚ. 19,44 nach HULTZSCH.
anAseDa	11054	7-298-d	absent	N	Y	N	{#anAseDa#}¦ 6.
anAsita	662	1-288-b	absent	N	Y	N	{#anAsita#}¦ Adj. {%dem man nicht obliegt%} R. 2,71,35. {#anASita#} v. l.
anAsita	11053	7-298-d	absent	N	Y	N	{#anAsita#}¦ 1.
anAstarita	11055	7-298-d	absent	N	Y	N	{#anAstarita#}¦ Adj. = {#anAntIrRa#} JĀTAKAM. 31.
anAstfta	8334	6-294-c	absent	N	Y	N	{#anAstfta#}¦ Adj. (f. {#A#}) {%unüberdeckt, bloss%} ({#SayyA#}) VP. 3,11,108.
anAstfta	11056	7-298-d	absent	N	Y	N	{#anAstfta#}¦ 6.
anAsvAdya	665	1-288-b	absent	N	Y	N	{#anAsvAdya#}¦ Adj. {%nicht schmackhaft%} (übertr.) SĀH. D. 117,4. Nom. abstr. {#˚tva#} n. 6.
anAsvAdya	11058	7-298-d	absent	N	Y	N	{{Lbody=11058}}
anAtmajYatA	10964	7-298-b	absent	N	Y	N	{{Lbody=10964}}
anAtmaparajYa	627	1-288-a	absent	N	Y	N	{#anAtmaparajYa#}¦ Adj. {%weder sich noch Andere kennend%} NAIṢ. 4,78.
anAtmaparajYa	10967	7-298-b	absent	N	Y	N	{#anAtmaparajYa#}¦ 1.
anAtmavedin	6182	5-242-c	absent	N	Y	N	{#anAtmavedin#}¦ Adv. {%sich selbst%} oder {%den%} Ātman {%nicht kennend%}. Nom. abstr. {#˚ditA#} f. ŚIŚ. 15,22.
anAtmavedin	10968	7-298-b	absent	N	Y	N	{#anAtmavedin#}¦ 5.
anAtyaya	629	1-288-a	absent	N	Y	N	{#anAtyaya#}¦ m. ĀPAST. fehlerhaft für {#anatyaya#}.
anAtyaya	10970	7-298-b	absent	N	Y	N	{#anAtyaya#}¦ 1.
anAvaSyakatva	654	1-288-b	absent	N	Y	N	{#anAvaSyakatva#}¦ n. {%keine Unumgänglickeit%} SĀH. D. 123,14.
anAvaSyakatva	11036	7-298-d	absent	N	Y	N	{#anAvaSyakatva#}¦ 1.
anAvartayant	6190	5-242-c	absent	N	Y	N	{#anAvartayant#}¦ Adj. {%nicht umdrehend%} ŚĀṄKH. ŚR. 16,1,20.
anAvartayant	11035	7-298-d	absent	N	Y	N	{{Lbody=11035}}
anAviHsraganulepa	656	1-288-b	absent	N	Y	N	{#anAviHsraganulepa#}¦ Adj. {%keine Kränze und keine Salbe zur Schau tragend%} ĀPAST. 1,32,5.
anAviHsraganulepa	11039	7-298-d	absent	N	Y	N	{{Lbody=11039}}
anAvigna	6191	5-242-c	absent	N	Y	N	{#anAvigna#}¦ Adj. {%nicht in Aufregung gerathen, — bestürzt%} HARIV. 4234.
anAvigna	11037	7-298-d	absent	N	Y	N	{#anAvigna#}¦ 5.
anAvizkurvant	655	1-288-b	absent	N	Y	N	{#anAvizkurvant#}¦ Adj. {%nicht kund thuend%} BĀDAR. 3,4,50.
anAvizkurvant	11039	7-298-d	absent	N	Y	N	{#anAvizkurvant#} und {#anAviHsraganulepa#}¦ 1.
anAyAnt	5073	4-292-a	absent	N	Y	N	{#anAyAnt#}¦ Adj. {%nicht zurückkommend%} (von einem Klystier) SUŚR. 2,214,19.
anAyAnt	11015	7-298-c	absent	N	Y	N	{{Lbody=11015}}
anAyAta	5072	4-292-a	absent	N	Y	N	{#anAyAta#}¦ Adj. {%nicht hinausgegangen aus%} (Abl.) RĀJAT. 8,2120. {%nicht zurückgekommen%} (von einem Klystier) SUŚR.
anAyAta	11015	7-298-c	absent	N	Y	N	{{Lbody=11015}}
anAya	3554	3-250-a	absent	N	Y	N	{#anAya#}¦ Adj. {%keine Staatsweisheit besitzend%} Spr. 1680.
anAya	11011	7-298-c	absent	N	Y	N	{#anAya#}¦ 3.
anAyamya	646	1-288-b	absent	N	Y	N	{#anAyamya#}¦ Adj. {%nicht zu spannen%} MBH. 1,6953. {#anAnamya#} v. l.
anAyamya	11014	7-298-c	absent	N	Y	N	{#anAyamya#}¦ 1.
anAyasita	5069	4-292-a	absent	N	Y	N	{#anAyasita#}¦ Adj. {%nicht in Bewegung gesetzt%} (Bogen) Spr. 2289.
anAyasita	11015	7-298-c	absent	N	Y	N	{#anAyasita#}, {#anAyasta#}, {#anAyAta#} und {#anAyAnt#}¦ 4.
anAyasta	5070	4-292-a	absent	N	Y	N	{#anAyasta#}¦ Adj. {%wobei man sich nicht anstrengt%}.
anAyasta	11015	7-298-c	absent	N	Y	N	{{Lbody=11015}}
anAyatikzama	2164	2-289-a	absent	N	Y	N	{#anAyatikzama#}¦ Adj. {%nicht erspriesslich für die Folge%} Spr. 198.
anAyatikzama	11013	7-298-c	absent	N	Y	N	{#anAyatikzama#}¦ 2.
anDaMBavizRu	2241	2-289-c	absent	N	Y	Y	{#anDaMBavizRu#}¦ HEM. PAR. 6,244.
anDaMBavizRu	6261	5-243-b	absent	N	Y	Y	{#anDaMBavizRu#}¦ (auch Nachtr. 2) ANARGHAR. 5,11. Nom. abstr. {#˚tA#} f. NAIṢ. 19,36.
anDaMBavizRu	11528	7-301-d	absent	N	Y	Y	{#anDaMBavizRu#}¦ I. 2. 5.
anDasvant	873	1-290-c	absent	N	Y	N	{#anDasvant#}¦ Adj. {%das Wort%} {#anDas#} {%enthaltend%} TĀṆḌYA-BR. 12,3,3.
anDasvant	11530	7-301-d	absent	N	Y	N	{#anDasvant#}¦ 1.
anErBftya	3631	3-250-c	absent	N	Y	N	{#anErBftya#}¦ n. MBH. 5,1667 fehlerhaft für {#anEBftya#}.
anErBftya	11429	7-301-a	absent	N	Y	N	{#anErBftya#}¦ 3.
anEraMmada	833	1-290-b	absent	N	Y	N	{#anEraMmada#}¦ Adj. {%nicht von Wetterleuchten kommend%} BĀLAR. 53,19.
anEraMmada	11428	7-301-a	absent	N	Y	N	{#anEraMmada#}¦ 1.
anEzaDa	835	1-290-b	absent	N	Y	N	{#anEzaDa#}¦ m. {%ein Anderer als%} Nala NAIṢ. 3,79.
anEzaDa	11430	7-301-a	absent	N	Y	N	{{Lbody=11430}}
anEzwika	8357	6-294-c	absent	N	Y	N	{#anEzwika#}¦ Adj. {%nicht zur%} Iṣṭi {%gehörend%}. Nom. abstr. {#tva#} n. Comm. zu ĀPAST. ŚR. 15,5,19.
anEzwika	11431	7-301-a	absent	N	Y	N	{#anEzwika#}¦ 6.
anIdfS	701	1-289-a	absent	N	Y	N	{#anIdfS#}¦ Adj. {%nicht gleichkommend, nachstehend%} NAIṢ. 1,61.
anIdfS	11152	7-299-b	absent	N	Y	N	{#anIdfS#}¦ 1.
anIdfgASaya	3592	3-250-b	absent	N	Y	N	{#anIdfgASaya#}¦ Adj. {%nicht von solcher Gesinnungsweise%} KIR. 2,28.
anIdfgASaya	11151	7-299-b	absent	N	Y	N	{#anIdfgASaya#}¦ 3.
anIdfgAtman	6206	5-243-a	absent	N	Y	N	{#anIdfgAtman#}¦ Adj. {%einzig in seiner Art%} ŚIŚ. 14,43.
anIdfgAtman	11150	7-299-b	absent	N	Y	N	{#anIdfgAtman#}¦ 5.
anIkatva	699	1-288-c	absent	N	Y	N	{#anIkatva#}¦ n. Nom. abstr. zu {#anIka#} 1〉 MAITR. S. 1,10,14.
anIkatva	11144	7-299-b	absent	N	Y	N	{#anIkatva#}¦ 1.
anIkzA	700	1-288-c	absent	N	Y	N	{#anIkzA#}¦ f. {%das Nichtsehen, nicht zu Gesicht Bekommen%} [Page1-289-a] NAIṢ. 6,43.
anIkzA	11148	7-299-b	absent	N	Y	N	{#anIkzA#}¦ 1.
anIpsanIya	11154	7-299-b	absent	N	Y	N	{#anIpsanIya#}¦ Adj. {%was man nicht wünschen darf%} R. ed. Bomb. 4,24,13.
anItiSAstrajYa	3591	3-250-b	absent	N	Y	N	{#anItiSAstrajYa#}¦ Adj. {%mit den Lehren der Staatsweisheit nicht vertraut%} Spr. 1395.
anItiSAstrajYa	11149	7-299-b	absent	N	Y	N	{#anItiSAstrajYa#}¦ 3.
anOSIra	841	1-290-b	absent	N	Y	N	{#anOSIra#}¦ Adj. {%ohne%} Auśīra-{%Salbe%}.
anOSIra	11438	7-301-b	absent	N	Y	N	{#anOSIra#}¦ 1.
anOpayika	839	1-290-b	absent	N	Y	N	{#anOpayika#}¦ Adj. {%unangemessen%}. Instr. in der Bed. eines Adv. NAIṢ. 5,115.
anOpayika	11436	7-301-b	absent	N	Y	N	{{Lbody=11436}}
anUQatA	807	1-290-a	absent	N	Y	N	{#anUQatA#}¦ f. {%das Nichtverheirathetsein einer Frau mit%} (im Comp. vorangehend) NAIṢ. 3,46.
anUQatA	11385	7-300-d	absent	N	Y	N	{#anUQatA#}¦ 1.
anUcyamAnatva	6241	5-243-b	absent	N	Y	N	{#anUcyamAnatva#}¦ n. {%das Studirtwerden%} ŚAṂK. zu BṚH. ĀR. UP. S. 3.
anUcyamAnatva	11383	7-300-d	absent	N	Y	N	{#anUcyamAnatva#}¦ 5.
anUnagariman	3619	3-250-c	absent	N	Y	N	{#anUnagariman#}¦ Adj. {%von nicht geringerer Würde als%} (Abl.) PR. P. vor 36.
anUnagariman	11390	7-300-d	absent	N	Y	N	{#anUnagariman#}¦ 3.
anUpareKA	811	1-290-a	absent	N	Y	N	{#anUpareKA#} und {#anUpavatI#}¦ f. N. pr. zweier Surāṅganā Ind. St. 15.
anUpareKA	11391	7-300-d	absent	N	Y	N	{#anUpareKA#}, {#anUpavatI#}, {#anUrjita#}¦ ({%elend, humilis%} JĀTAKAM. 9,43), {#anUrDvakarman#}, [Page7-301-a] {#anUrD
anUpavatI	811	1-290-a	absent	N	Y	N	{{Lbody=811}}
anUpavatI	11391	7-300-d	absent	N	Y	N	{{Lbody=11391}}
anUrDvakarman	813	1-290-a	absent	N	Y	N	{#anUrDvakarman#} n. und {#˚kriyA#} f.¦ {%keine Handlung nach oben%} P. 1,3,24 und Sch.
anUrDvakriyA	813	1-290-a	absent	N	Y	N	{{Lbody=813}}
anaBiBAzamARa	8319	6-294-b	absent	N	Y	N	{#anaBiBAzamARa#}¦ Adj. {%mit Jmd nicht redend%} BAUDH. 2,3,42.
anaBiBAzamARa	10841	7-297-c	absent	N	Y	N	{#anaBiBAzamARa#}¦ 6.
anaBiBava	568	1-287-b	absent	N	Y	N	{#anaBiBava#}¦ m. {%das Nichtunterliegen%} BĀDAR. 3,4,35.
anaBiBava	10840	7-297-c	absent	N	Y	N	{#anaBiBava#}¦ 1.
anaBiDAvant	3515	3-249-b	absent	N	Y	N	{#anaBiDAvant#}¦ Adj. {%nicht zur Hülfe eilend%} VIṢṆUS. 5,74.
anaBiDAvant	10829	7-297-c	absent	N	Y	N	{#anaBiDAvant#}¦ 3.
anaBiDUnvant	2134	2-288-c	absent	N	Y	N	{#anaBiDUnvant#}¦ Adj. {%nicht befächelnd%} ĀPAST. ŚR. 15,8,14.
anaBiDUnvant	10830	7-297-c	absent	N	Y	N	{#anaBiDUnvant#}¦ 2.
anaBiDfzRuvant	566	1-287-b	absent	N	Y	N	{#a/naBiDfzRuvant#}¦ Adj. {%nicht bezwingend%} MAITR. S. 1,10,14.
anaBiDfzRuvant	10831	7-297-c	absent	N	Y	N	{#a/naBiDfzRuvant#}¦ 1.
