mw_key1	covered_flag	heritage_entry_anchor
anvAkarzaka	0	
anvAkf	0	
anvAkfti	0	
anvAkram	0	
anvAkSAyam	0	
anvAKyA	1	DICO/3.html#anvaakhyaa
anvAKyAna	1	DICO/3.html#anvaakhyaana
anvAKyAyaka	0	
anvAgam	0	
anvAgA	0	
anvAcakz	0	
anvAcam	0	
anvAcaya	1	DICO/3.html#anvaacaya
anvAcayaSizwa	1	DICO/3.html#anvaacayazi.s.ta
anvAcita	0	
anvAcar	0	
anvAje	1	DICO/3.html#anvaaje
anvAtan	0	
anvAdA	0	
anvAdiS	0	
anvAdizwa	1	DICO/3.html#anvaadi.s.ta
anvAdeSa	1	DICO/3.html#anvaadeza
anvAdeSaka	1	DICO/3.html#anvaadezaka
anvADA	0	
anvADAna	0	
anvADi	0	
anvADeya	0	
anvADeyaka	0	
anvAhita	0	
anvADAv	0	
anvADI	0	
anvADya	0	
anvAnI	0	
anvAnu	0	
anvAntrya	0	
anvAp	0	
anvApadIna	0	
anvABaj	0	
anvABakta	0	
anvABU	0	
anvAyat	0	
anvAyatta	0	
anvAyAtya	0	
anvAyatana	0	
anvAraB	0	
anvAraBya	0	
anvAramBa	0	
anvAramBaRa	0	
anvAramBaRIyA	0	
anvAruh	0	
anvAroha	0	
anvArohaRa	0	
anvArohaRIya	0	
anvAlaB	0	
anvAlaBana	0	
anvAlamBana	0	
anvAloc	0	
anvAvap	0	
anvAvah	0	
anvAviS	0	
anvAvft	0	
anvAvftam	0	
anvASI	0	
anvASrita	0	
anvAs	1	DICO/3.html#anvaas
anvAsana	1	DICO/3.html#anvaasana
anvAsIna	0	
anvAsyamAna	0	
anvAsecana	0	
anvAsTA	0	
anvAsTAna	0	
anvAsTAya	0	
anvAhf	0	
anvAharaRa	0	
anvAhAra	0	
anvAhArya	1	DICO/3.html#anvaahaarya
anvAhAryaka	0	
anvAhAryapacana	1	DICO/3.html#anvaahaaryapacana
anvAhiRq	0	
anvAhve	0	
anvi	1	DICO/3.html#anvi
anvita	1	DICO/3.html#anvita
anvitArTa	0	
anviti	0	
anvIyamAna	0	
anvicCA	0	
anviD	0	
anviz	1	DICO/3.html#anvi.s
anvizwa	1	DICO/3.html#anvi.s.ta
anvizyamARa	0	
anveza	1	DICO/3.html#anve.sa
anvezaRa	1	DICO/3.html#anve.sa.na
anvezaka	0	
anvezin	1	DICO/3.html#anve.sin
anvezwf	0	
anvezwavya	0	
anvezya	0	
anvIkz	0	
anvIkzaka	0	
anvIkzaRa	0	
anvIkzA	1	DICO/3.html#anviik.saa
anvIkzitavya	0	
anvIta	0	
anvIpam	0	
anvf	0	
anvfcam	0	
anvfju	0	
anvfD	0	
anve	0	
anvetave	0	
ap	0	
apavat	0	
apaHsaMvarta	0	
apAMvatsa	0	
apAMnapAt	1	
apAMnaptf	0	
apAMgarBa	0	
aponaptf	0	
apAMnaptriya	0	
apAMnaptrIya	0	
aponaptriya	0	
aponaptrIya	0	
apAMnATa	0	
apAMniDi	0	
apAmpati	0	
appati	0	
apAmpitta	0	
appitta	0	
apkftsna	0	
apcara	1	DICO/4.html#apcara
apsaras	0	
aptya	0	
apya	0	
apsava	0	
apsavya	0	
apsA	0	
apsu	0	
ab	0	
apa	1	DICO/4.html#apa
apataram	0	
apakaRwaka	0	
apakaruRa	0	
apakalaNka	0	
apakalmaza	0	
apakaz	0	
apakazAya	0	
apakazAyatva	0	
apakAma	0	
apakIrti	0	
apakukzi	0	
apakuYja	0	
apakf	1	DICO/4.html#apak.r
apakaraRa	0	
apakartf	0	
apakarman	0	
apakAra	1	DICO/4.html#apakaara
apakAragir	0	
apakAraSabda	0	
apakAratA	0	
apakArArTin	0	
apakAraka	0	
apakArin	1	DICO/4.html#apakaarin
apakft	0	
apakfta	1	DICO/4.html#apak.rta
apakfti	0	
apakftya	0	
apakriyA	0	
apakartana	0	
apakfz	1	DICO/4.html#apak.r.s
apakarza	1	DICO/4.html#apakar.sa
apakarzasama	0	
apakarzaka	0	
apakarzaRa	0	
apakarzin	0	
apakfzwa	1	DICO/4.html#apak.r.s.ta
apakfzwacetana	0	
apakfzwajAti	0	
apakfzwatA	0	
apakfzwatva	0	
apakF	0	
apakoSa	0	
apakti	0	
apakva	1	DICO/4.html#apakva
apakvatA	0	
apakvabudDi	0	
apakvASin	0	
apakram	1	DICO/4.html#apakram
apakrama	0	
apakramamaRqala	0	
apakramaRa	0	
apakrAma	0	
apakramin	0	
apakrAnta	0	
apakrAntameDa	0	
apakrAnti	0	
apakrAmuka	0	
apakrI	0	
apakruS	0	
apakroSa	0	
apakza	0	
apakzatA	0	
apakzapAta	0	
apakzapAtin	0	
apakzapucCa	0	
apakzi	0	
apakzaya	0	
apakzita	0	
apakzIRa	0	
apakzip	0	
apakzipta	0	
apakzepaRa	0	
apaKyAti	1	DICO/4.html#apakhyaati
apagam	1	DICO/4.html#apagam
apaga	0	
apagata	1	DICO/4.html#apagata
apagatakAlaka	0	
apagatavyADi	0	
apagama	0	
apagamana	0	
apagara	1	DICO/4.html#apagara
apagarjita	0	
apagalBa	0	
apagA	0	
apagur	0	
apagAram	0	
apagoram	0	
apagoraRa	0	
apaguh	0	
apagUQa	0	
apagUhamAna	0	
apagoha	0	
apagF	1	DICO/4.html#apag.rr
apagopura	0	
apagE	0	
apagrah	0	
apagfhya	0	
apaGfRa	0	
apagrAma	1	DICO/4.html#apagraama
apaGaw	0	
apaGana	0	
apaGAta	0	
apaGAtaka	0	
apaGAtin	0	
apaGAwilA	0	
apaNka	0	
apaNkatA	0	
apaca	1	DICO/4.html#apaca
apacana	0	
apacamAna	0	
apacamAnaka	0	
apacar	1	DICO/4.html#apacar
apacarita	1	DICO/4.html#apacarita
apacAra	1	DICO/4.html#apacaara
apacArin	0	
apacAy	0	
apacAyaka	0	
apacAyita	0	
apacAyin	0	
vfdDApacAyitva	0	
apaci	0	
apacita	0	
apaciti	0	
apacitimat	0	
apacaya	0	
apacI	0	
apacetf	0	
apacikIrzA	0	
apacikIrzu	0	
apacit	0	
apacetas	0	
apacCad	0	
apacCattra	0	
apacCAya	0	
apacCid	1	DICO/4.html#apacchid#1
apacCeda	1	DICO/4.html#apaccheda
apacCedana	0	
apacyu	0	
apacyava	0	
apajAta	0	
apaji	0	
apajaya	0	
apajayya	0	
apajiGAMsu	0	
apajihIrzA	0	
apajihIrzu	0	
apajYA	0	
apajYAna	0	
apajya	0	
apajvara	0	
apaYcama	0	
apaYcayajYa	0	
apaYcIkfta	0	
apawAntara	0	
apawI	0	
apawIkzepa	0	
apawIkA	0	
apawu	0	
apawutA	0	
apawutva	0	
apaWa	0	
apaRqita	1	DICO/4.html#apa.n.dita
apaRya	0	
apataMsana	0	
apatakz	0	
apatanaDarmin	0	
apatanaDarmitva	0	
apatanIya	0	
apatanta	0	
apatantra	1	DICO/4.html#apatantra
apatantraka	1	DICO/4.html#apatantraka
apatAnaka	0	
apatAnakin	0	
apati	0	
apatiGnI	1	DICO/4.html#apatighnii
apatitA	0	
apatiputrA	0	
apativratA	0	
apatikA	0	
apatita	0	
apatitAnyonyatyAgin	0	
apatIrTa	0	
apaturIya	0	
apatuzAra	0	
apatuzAratA	0	
apatUla	0	
apatfp	0	
apatarpaRa	0	
apatAna	0	
apattra	0	
apatnIka	0	
apatya	1	DICO/4.html#apatya
apatyakAma	0	
apatyajIva	0	
apatyatA	1	DICO/4.html#apatyataa
apatyada	0	
apatyanATa	0	
apatyapaTa	0	
apatyapratyaya	0	
apatyavat	0	
apatyavikrayin	0	
apatyaSatru	0	
apatyasac	0	
apatyasneha	0	
apatyArTaSabda	0	
wa	0	
wakAra	1	DICO/28.html#.takaara
wavarga	1	DICO/28.html#.tavarga
wavargIya	0	
wakka	0	
wakkadeSa	0	
wakkadeSIya	0	
wakkarA	0	
wakkibudDa	0	
wakva	0	
wakvara	0	
wagara	0	
waNk	0	
waNka	1	DICO/28.html#.tafka
waNkawIka	0	
waNkapati	0	
waNkavat	0	
waNkaSAlA	0	
waNkaka	0	
waNkakapati	0	
waNkakaSAlA	0	
waNkaRa	0	
waNkaRakzAra	0	
waNkana	0	
waNkAnaka	0	
waMkAra	1	
waMkArarava	0	
waMkAravat	0	
waMkArita	0	
waMkfta	0	
waNga	0	
waNgaRa	0	
waNginI	0	
wawarIsUrya	0	
wawwanI	0	
wawwarI	0	
wawwura	0	
waRatkAra	0	
waRqana	0	
wal	0	
wala	0	
walana	0	
wasat	0	
wasiti	0	
wAka	0	
wANka	1	DICO/28.html#.taafka
wANkara	0	
wAMkAra	0	
wAMkfta	0	
wAt	0	
wApara	0	
wAra	0	
wAla	0	
wik	0	
wikka	0	
wikkikA	0	
wiwiBaka	0	
wiwila	0	
wiwwiBa	1	DICO/28.html#.ti.t.tibha
wiwwiBAsana	0	
wiwwiBaka	1	DICO/28.html#.ti.t.tibhaka
wiRwiRi	0	
wiRwiRikA	0	
wiRwiRIkA	0	
wiRWA	0	
wiRWiRi	0	
wiRqinikA	0	
wiRqiSa	0	
wip	0	
wippaRa	1	DICO/28.html#.tippa.na
wippaRI	0	
wippaRyASaya	0	
wippanI	0	
wiriwirA	0	
willA	0	
wIk	0	
wIkA	1	DICO/28.html#.tiikaa
wIkAsamuccaya	0	
wIkAsarvasva	0	
wIwa	0	
wIwiBa	0	
wIwiBasaras	0	
wItkAra	0	
wu	0	
wukkarI	0	
wuwuka	0	
wuRwuka	0	
wunAkA	0	
wupwIkA	1	DICO/28.html#.tup.tiikaa
wubduzI	0	
wulla	0	
weka	0	
wekArI	0	
weRwuka	0	
wepana	0	
wera	0	
werAkza	0	
weraka	0	
wowa	0	
wowI	0	
woqara	1	DICO/28.html#.to.dara
woqaraprakASa	0	
woqarAnanda	1	DICO/28.html#.to.daraananda
wopara	0	
wolakamAhAtmya	0	
wOk	0	
wOweSa	0	
wval	0	
wvala	0	
wvAla	0	
Wa	0	
WakAra	1	DICO/28.html#.thakaara
WakAraya	0	
WaMsarI	0	
Wakka	0	
Wakkana	0	
Wakkura	1	DICO/28.html#.thakkura
WaWaM	0	
WAtkAra	0	
WAra	0	
WiRWA	0	
WiRWAkarAla	0	
WunWupadDati	0	
Wetkfta	0	
Wepaka	0	
Wevaka	0	
WoRWapadDahati	0	
qa	0	
qakAra	1	DICO/28.html#.dakaara
qakkArI	0	
qaNkamAhAtmya	0	
qaNgara	0	
qaNgArI	0	
qap	0	
qam	0	
qama	0	
qamara	1	DICO/28.html#.damara
qamarin	1	DICO/28.html#.damarin
qamaru	1	DICO/28.html#.damaru
qamaruyantra	0	
qamaruka	0	
qamp	0	
qamb	1	DICO/28.html#.damb
qambara	1	DICO/28.html#.dambara
qambaranAman	0	
qambarasiMha	0	
qambura	0	
qamB	0	
qamBa	0	
qayana	0	
qalaka	0	
qalana	0	
qallaka	0	
qallana	0	
qavitTa	0	
qahAla	0	
qahu	0	
qahU	0	
qAka	1	DICO/28.html#.daaka
qAkinI	1	DICO/28.html#.daakinii
qAkinItva	0	
qAginI	0	
qAgineya	0	
qAgineyaka	0	
qAMkfti	0	
qANgarI	0	
qAtkfti	0	
qABI	0	
qAmara	1	DICO/28.html#.daamara
qAmaratva	0	
qAmaratantra	1	DICO/28.html#.daamaratantra
qAmaraBEravatantra	0	
qAmarava	0	
qAmBiwwa	0	
qAmBiwwatva	0	
qAla	0	
qAlacandra	0	
qAlima	0	
qAhala	0	
qAhalADISa	0	
qAhAla	0	
qAhuka	0	
qikkarikA	0	
qiNgara	0	
qiqimARaka	0	
qiRqika	0	
qiRqiBa	0	
qiRqima	1	DICO/28.html#.di.n.dima
qiRqimatva	0	
qiRqimeSvaratIrTa	0	
qiRqimARava	0	
qiRqira	0	
qiRqiramodaka	0	
qiRqIra	0	
qiRqiSa	0	
qitTa	1	DICO/28.html#.dittha
qitTatA	0	
qitTatva	1	DICO/28.html#.ditthatva
qip	0	
qimp	0	
qim	0	
qima	0	
qimba	1	DICO/28.html#.dimba
qimbayudDa	0	
qimbAhava	0	
qimbikA	0	
qimB	0	
qimBa	1	DICO/28.html#.dimbha
qimBacakra	0	
qimBAqimBa	0	
qimBaka	0	
qilli	1	DICO/28.html#.dilli
qillI	0	
qI	1	DICO/28.html#.dii
qIna	1	DICO/28.html#.diina
qInaqInaka	0	
ququBa	0	
quRqu	0	
quRquBa	1	DICO/28.html#.du.n.dubha
quRqura	0	
quRqula	0	
qunduka	0	
quRDi	0	
qumba	0	
qumbara	0	
qula	0	
quli	0	
qulikA	0	
qulI	0	
qulya	0	
qUlUvESvAnara	0	
qerikA	0	
qoqa	0	
qoqIyA	0	
qoqahI	0	
qoma	0	
qomba	1	DICO/28.html#.domba
qombulI	0	
qora	0	
qoraka	0	
qoraqI	0	
qolA	0	
qORquBa	0	
qval	0	
Qa	0	
QakAra	1	DICO/28.html#.dhakaara
Qakka	0	
QakkadeSIya	0	
Qakkana	0	
QakkArI	0	
QaNka	0	
QaqQara	0	
QaRwI	0	
QAmarA	0	
QArikA	0	
QAla	0	
QAlin	0	
QiRQiRikA	0	
QilI	0	
QillI	0	
QillikA	0	
QuQi	0	
QuRQ	0	
QuRQana	0	
QuRQi	1	DICO/28.html#.dhu.n.dhi
QuRQirAja	0	
QuRQirAjAKyAna	0	
QuRQikA	0	
QuRQita	0	
QeNka	0	
QeNkikA	0	
QeNkikAtAla	0	
QevvukA	0	
Qorasamudra	0	
QolAsamudra	0	
Qola	0	
QolasamudrikA	0	
QollarI	0	
QOk	0	
QOkana	1	DICO/28.html#.dhaukana
QOkita	0	
QlI	0	
Ra	0	
RakAra	1	DICO/28.html#.nakaara
Rya	0	
ta	0	
takAra	1	DICO/28.html#takaara
takAravipulA	0	
tapara	1	DICO/28.html#tapara
taparakaraRa	0	
tavarga	1	DICO/28.html#tavarga
tavargIya	0	
tatama	0	
tatara	0	
tatas	0	
taMs	0	
taMsu	0	
taMsuroDa	0	
tak	1	DICO/28.html#tak
takavAna	0	
taku	1	DICO/28.html#taku
takta	0	
takya	0	
takva	0	
takvan	0	
takvavI	0	
takvavIya	0	
taka	0	
takaraka	0	
takari	0	
takarI	1	DICO/28.html#takarii
takila	0	
takkola	0	
takman	0	
takmanASana	0	
takmanASanagaRa	0	
takra	1	DICO/28.html#takra
takrakurcikA	0	
takrapiRqa	0	
takraBaktA	0	
takraBid	0	
takramAMsa	0	
takrasAra	0	
takrAwa	0	
takrAhvA	0	
takz	1	DICO/28.html#tak.s
takza	0	
takzakarman	0	
takzaraTakAra	0	
takzavat	0	
takzaSila	0	
takzaSilAvatI	0	
takzAyaskAra	0	
takzaka	1	DICO/28.html#tak.saka
takzakIyA	0	
takzaRa	1	DICO/28.html#tak.sa.na
takzan	1	DICO/28.html#tak.san
takziRI	0	
takzitf	0	
takzya	0	
tagaqavallI	0	
tagara	1	DICO/28.html#tagara
tagarapAdika	0	
tagarapAdi	0	
tagarapura	0	
tagaravalli	0	
tagaraSiKin	0	
tagaraka	0	
tagarika	0	
taNk	0	
taNka	0	
taNg	0	
taNgaRa	0	
taNganaKatA	0	
taNgalva	0	
tacCabdatva	0	
tajja	0	
tajjaGanya	0	
tajvI	0	
taYc	0	
taYj	0	
taYjala	0	
taw	0	
tawa	1	DICO/28.html#ta.ta
tawadruma	0	
tawaBU	0	
tawasTa	1	DICO/28.html#ta.tastha
tawasTita	0	
tawAGAta	0	
tawaka	0	
tawAka	0	
tawAkinI	0	
tawAya	0	
tawinI	0	
tawinIpati	0	
tawya	0	
tawatawa	0	
tawatawasvana	0	
taq	1	DICO/28.html#ta.d
taqAkA	0	
taqi	0	
taqit	1	DICO/28.html#ta.dit
taqitkumAra	0	
taqitpati	0	
taqitpraBA	0	
taqitvat	0	
taqitas	0	
taqid	0	
taqidgarBa	0	
taqidvAsas	0	
taqin	0	
taqinmaya	0	
taqinmAlA	0	
taqinmAlAvalambin	0	
taqil	0	
taqillatA	0	
taqilleKA	0	
taqaga	0	
taqataqiti	0	
taqatkArin	0	
taqAka	1	DICO/28.html#ta.daaka
taqAkini	0	
taqAga	1	DICO/28.html#ta.daaga
taqAgada	0	
taqAgaBavanotsarga	0	
taqAgaBedaka	0	
taqAgavat	0	
taqiti	0	
taRq	0	
taRqa	0	
taRqavataRqa	0	
taRqaka	0	
taRqA	0	
taRqApracara	0	
taRqApratara	0	
taRqAlakzaRa	0	
taRqi	0	
taRqiputra	0	
taRqivAha	0	
taRqu	1	DICO/28.html#ta.n.du
taRqurIRa	0	
taRqula	1	DICO/28.html#ta.n.dula
taRqulakaRa	1	DICO/28.html#ta.n.dulaka.na
taRqulakaRqana	0	
taRqulakiRva	0	
taRqulakusumabaliprakAra	0	
taRqulakusumabalivikAra	0	
taRquladeva	0	
taRqulaPalA	0	
taRqulavEtAlika	0	
taRqulAmbu	0	
taRqulotTa	0	
taRqulodaka	0	
taRqulOGa	0	
taRqulika	0	
taRqulikASrama	0	
taRqulin	0	
taRqulIka	0	
taRqulIya	0	
taRqulIyaka	0	
taRqulu	0	
taRqulera	0	
taRqUlikASrama	0	
tat	0	
tata	1	DICO/28.html#tata#1
tatatata	0	
tatadruh	0	
tatAmaha	0	
tatanuzwi	0	
tatastya	0	
tati	0	
tatiDA	0	
tatiTa	0	
tato	0	
tatonidAna	0	
tatobfhatIka	0	
tatoBavat	0	
taturi	0	
tatkara	1	DICO/28.html#tatkara
tatkartavya	0	
tatkartf	0	
tatkarmakArin	0	
tatkArin	0	
tatkAla	1	DICO/28.html#tatkaala
tatkAlaDI	0	
tatkAlalavaRa	0	
tatkAlotpannaDI	0	
tatkAlIna	0	
tatkulIna	0	
tatkfte	0	
tatkriya	1	DICO/28.html#tatkriya
tatkzaRa	0	
tatkzaRikA	0	
tattaddeSIya	0	
tattulya	0	
tattftIya	0	
tattriBAgaka	0	
tattva	1	DICO/28.html#tattva
tattvakOmudI	0	
tattvacandra	0	
tattvacintAmaRi	1	DICO/28.html#tattvacintaama.ni
tattvajYa	0	
tattvajYAna	1	DICO/28.html#tattvaj~naana
tattvajYAnin	0	
tattvataraMgiRI	0	
tattvatas	0	
tattvatA	1	DICO/28.html#tattvataa
tattvatyaj	0	
tattvatrayamaya	0	
tattvadarSa	0	
tattvadarSin	0	
tattvadIpana	0	
tattvadfS	0	
tattvanikazagrAvan	0	
tattvaniScaya	0	
tattvanizWatA	0	
tattvanyAsa	0	
tattvaprakASa	1	DICO/28.html#tattvaprakaaza
tattvapraboDaprakaraRa	0	
tattvabindu	1	DICO/28.html#tattvabindu
tattvaboDa	1	DICO/28.html#tattvabodha
tattvaboDinI	1	DICO/28.html#tattvabodhinii
tattvaBAva	0	
tattvaBUta	0	
tattvamuktAvalI	1	DICO/28.html#tattvamuktaavalii
tattvavat	1	DICO/28.html#tattvavat
tattvavAdarahasya	0	
tattvavid	1	DICO/28.html#tattvavid
tattvavivitsA	0	
tattvaviveka	1	DICO/28.html#tattvaviveka
tattvavivekadIpana	0	
tattvaSambara	0	
tattvaSambaraka	0	
tattvaSudDi	0	
tattvasaMgraha	1	
tattvasatyaSAstra	0	
tattvasamAsa	1	DICO/28.html#tattvasamaasa
tattvasAgara	0	
tattvasAra	0	
tattvAKyAnopamA	0	
tattvADigata	0	
tattvApahnavarUpaka	0	
tattvABiyoga	0	
tattvArTa	1	DICO/28.html#tattvaartha
tattvArTakOmudI	0	
tattvArTavid	0	
tattvArTasUtra	1	DICO/28.html#tattvaarthasuutra
tattvAvaboDa	0	
tatpada	0	
tatpara	1	DICO/28.html#tatpara
tatparatA	1	DICO/28.html#tatparataa
tatparatva	1	DICO/28.html#tatparatva
tatparAyaRa	0	
tatpARini	0	
tatpuruza	1	DICO/28.html#tatpuru.sa
tatpuruzavaktra	0	
tatpUrva	1	DICO/28.html#tatpuurva
tatpUrvatA	0	
tatpUrvasaNga	0	
tatpfzWa	0	
tatprakAra	1	DICO/28.html#tatprakaara
tatprakfta	1	DICO/28.html#tatprak.rta
tatpratyayam	0	
tatpratyayatva	0	
tatpraTama	1	DICO/28.html#tatprathama
tatpraTamatas	0	
tatpraTamataram	0	
tatpraDAna	0	
tatpraBAte	0	
tatpraBfti	0	
tatpravaravat	0	
tatprepsu	0	
tatPala	1	DICO/28.html#tatphala
tatsaMskArArTatva	0	
tatsaMKyAka	0	
tatsad	1	DICO/28.html#tatsad
tatsadfSa	0	
tatsama	1	DICO/28.html#tatsama
tatsamanantaram	0	
tatsADukArin	0	
tatsina	0	
tatsTa	1	DICO/28.html#tatstha
tatsTatadaYjanatA	0	
tatsTAna	0	
tatspfzwin	0	
tac	0	
tacCIla	1	DICO/28.html#tacchiila
taj	0	
tajjalAn	0	
tajjaya	0	
tajjAtIya	0	
tajjAtIyaka	0	
tajjYa	0	
tatra	1	DICO/28.html#tatra
tatracakzurmanas	0	
tatratya	1	DICO/28.html#tatratya
tatraBava	0	
tatraBavat	1	DICO/28.html#tatrabhavat
tatraloka	1	DICO/28.html#tatraloka
tatravAsin	0	
tatraskanDa	0	
tatrasTa	0	
taTA	1	DICO/28.html#tathaa
taTAkaraRa	0	
taTAkAram	1	DICO/28.html#tathaakaaram
taTAkfta	1	DICO/28.html#tathaak.rta
taTAkratu	0	
taTAgata	1	DICO/28.html#tathaagata
taTAgatakoSaparipAlitA	0	
taTAgatagarBa	1	DICO/28.html#tathaagatagarbha
taTAgataguRajYAnAcintyavizayAvatAranirdeSa	0	
taTAgataguhyaka	0	
taTAgataBadra	1	DICO/28.html#tathaagatabhadra
taTAguRa	0	
taTAjAtIya	0	
taTAjAtIyaka	0	
taTAtA	1	DICO/28.html#tathaataa
taTAtva	1	DICO/28.html#tathaatva
taTApraBAva	0	
taTABavitavyatA	0	
taTABAva	1	DICO/28.html#tathaabhaava
taTABAvin	1	DICO/28.html#tathaabhaavin
taTABUta	1	DICO/28.html#tathaabhuuta
taTAmuKa	1	DICO/28.html#tathaamukha
taTAyatam	0	
taTArAja	0	
taTArUpa	1	DICO/28.html#tathaaruupa
taTArUpin	1	DICO/28.html#tathaaruupin
taTArTa	0	
taTArTatva	0	
taTArTavAc	0	
taTAvAdin	0	
taTAviDa	1	DICO/28.html#tathaavidha
taTAviDAna	0	
taTAvIrya	0	
taTAvrata	0	
taTASIla	0	
taTASIlasamAcAra	0	
taTAsvara	0	
taTotsAha	0	
taTopama	0	
taTya	1	DICO/28.html#tathya
taTyatas	0	
taTyavacana	0	
taTyavAdin	0	
tad	1	DICO/28.html#tad
tadatipAta	0	
tadanantara	1	DICO/28.html#tadanantara
tadanu	0	
tadanukfti	0	
tadanusaraRa	0	
tadanusaraRakrameRa	0	
tadanta	0	
tadanna	0	
tadanya	1	DICO/28.html#tadanya
tadanvaya	0	
tadapatya	0	
tadapatyatA	0	
tadapatyamaya	0	
tadapas	0	
tadapekza	0	
tadarTa	1	DICO/28.html#tadartha
tadarTatA	0	
tadarTaka	0	
tadarTIya	1	DICO/28.html#tadarthiiya
tadarDika	0	
tadarpaRa	0	
tadarha	0	
tadavaDi	0	
tadavasTa	0	
tadahe	0	
tadAkAra	0	
tadAkAraparijYAna	0	
tadAtmaka	0	
tadAdi	0	
tadAmuKa	0	
tadidarTa	0	
tadidAsIya	0	
tadizwi	0	
tadekacitta	0	
tadevopanizad	0	
tadokas	0	
tadojas	0	
tadgata	1	DICO/28.html#tadgata
tadguRa	0	
tadguRatva	0	
tadguRasaMvijYAna	0	
taddina	0	
tadduHKa	0	
taddevata	0	
taddevatAka	0	
taddevatya	0	
taddeSya	0	
taddEvata	0	
taddEvatya	0	
taddvitIya	0	
tadDana	0	
tadDarma	1	DICO/28.html#taddharma
tadDarman	0	
tadDarmatva	0	
tadDarmin	0	
tadDarmya	0	
tadDAraRa	0	
tadDita	1	DICO/28.html#taddhita
tadDitaQuRQI	0	
tadbanDu	0	
tadbala	0	
tadbalA	0	
tadbahu	0	
tadbahulavihArin	0	
tadBava	1	DICO/28.html#tadbhava
tadBAva	0	
tadBinna	0	
tadBUta	0	
tadrasa	0	
tadrAja	1	DICO/28.html#tadraaja
tadrUpa	1	DICO/28.html#tadruupa
tadrUpatva	0	
tadvacaHpratIta	0	
tadvat	1	DICO/28.html#tadvat
tadvattA	1	DICO/28.html#tadvattaa
tadvan	0	
tadvayas	1	DICO/28.html#tadvayas
tadvaSa	0	
tadvasati	1	DICO/28.html#tadvasati
tadvA	0	
tadvAcaka	0	
tadvikAra	0	
tadvid	1	DICO/28.html#tadvid
tadvidya	1	DICO/28.html#tadvidya
tadviDa	0	
tadviDatva	0	
tadvizaya	0	
tadvizayaka	0	
tadvIryavidvas	0	
tadvftti	0	
tadvrata	0	
tadam	0	
tadA	1	DICO/28.html#tadaa
tadAtva	0	
tadAtvamAtraSradDeya	0	
tadAnIM	0	
tadAnIMtana	0	
tadAnIMdugDa	0	
tadAnIm	1	DICO/28.html#tadaaniim
tadIya	1	DICO/28.html#tadiiya
tadIyasaNga	0	
tadriyaYc	0	
tadryaYc	0	
tan	0	
tannAmika	0	
tannASa	0	
tannimitta	1	DICO/28.html#tannimitta
tannimittatva	1	DICO/28.html#tannimittatva
tanmaDya	1	DICO/28.html#tanmadhya
tanmaDyasTa	0	
tanmanas	1	DICO/28.html#tanmanas
tanmaya	1	DICO/28.html#tanmaya
tanmayatA	1	DICO/28.html#tanmayataa
tanmayatva	1	DICO/28.html#tanmayatva
tanmayIBAva	0	
tanmAtra	1	DICO/28.html#tanmaatra
tanmAtratA	0	
tanmAtratva	0	
tanmAtrasarga	0	
tanmAtraka	0	
tanmAtrika	0	
tanmAnin	0	
tanmuKikayA	0	
tanmUla	0	
tanmUlatva	0	
tallakzaRa	0	
tadurI	0	
tanayitnu	1	DICO/28.html#tanayitnu
tanyatu	1	DICO/28.html#tanyatu
tanyu	0	
tanAdi	1	DICO/28.html#tanaadi
tatacihna	0	
tatatva	0	
tatapattrI	0	
tatavat	0	
tana	1	DICO/28.html#tana
tanabAla	0	
tanaya	1	DICO/28.html#tanaya
tanayaBavana	0	
tanayasaras	0	
tanayIkfta	0	
tanas	0	
tanikA	0	
tanitf	0	
taniman	1	DICO/28.html#taniman
tanizWa	1	DICO/28.html#tani.s.tha
tanIyas	1	DICO/28.html#taniiyas
tanu	1	DICO/28.html#tanu
tanukUpa	0	
tanukeSa	0	
tanukzIra	0	
tanugfha	0	
tanucCad	0	
tanucCada	0	
tanucCAya	0	
tanuja	1	DICO/28.html#tanuja
tanujatva	1	DICO/28.html#tanujatva
tanujanman	0	
tanujihvatA	0	
tanutara	0	
tanutA	0	
tanutyaj	0	
tanutyAga	0	
tanutra	0	
tanutravat	0	
tanutrARa	0	
tanutrin	0	
tanutva	0	
tanutvakka	0	
tanutvac	0	
tanutvaca	0	
tanudagDa	0	
tanudAna	0	
tanudIrGaGoRa	0	
tanuDI	0	
tanupattra	0	
tanupAdakzapAwana	0	
tanubala	0	
tanubIja	0	
tanuBava	0	
tanuBastrA	0	
tanuBAva	0	
tanuBUmi	0	
tanuBft	1	DICO/28.html#tanubh.rt
tanumat	0	
tanumaDya	1	DICO/28.html#tanumadhya
tanumaDyama	1	DICO/28.html#tanumadhyama
tanumUrti	0	
tanurasa	0	
tanuruh	0	
tanuruha	0	
tanulatA	0	
tanuvarman	0	
tanuvAta	0	
tanuvraRa	0	
tanuSarIra	0	
tanuSiras	0	
tanusatya	0	
tanusaMcAriRI	0	
tanusTAna	0	
tanuhrada	0	
tanUdara	0	
tanUdBava	0	
tanUna	0	
tanUrja	0	
tanuka	0	
tanula	0	
tanus	1	DICO/28.html#tanus
tanU	0	
tanUkaraRa	0	
tanUkartf	0	
tanUkf	0	
tanUkfta	0	
tanUBUta	0	
tanUkft	0	
tanUkfTa	0	
tanUja	0	
tanUjani	0	
tanUjanman	0	
tanUtala	0	
tanUtyaj	0	
tanUdUzi	0	
tanUdevatA	0	
tanUdeSa	0	
