mw_key1	covered_flag	heritage_entry_anchor
SUlahft	0	
SUlAgra	0	
SUlANka	0	
SUlADiropita	0	
SUlApAla	0	
SUlAri	0	
SUlAropaRa	0	
SUlAvataMsita	0	
SUleSvarI	0	
SUleSvarItIrTa	0	
SUlotKA	0	
SUlotTA	0	
SUlodyatakara	0	
SUlaka	0	
SUlavata	0	
SUlAkf	0	
SUlAkfta	0	
SUli	0	
SUlika	1	DICO/64.html#zuulika
SUlin	1	DICO/64.html#zuulin
SUlina	0	
SUlinI	0	
SUlinIkalpa	0	
SUlinIkavaca	0	
SUlinIdurgAdigbanDana	0	
SUlinImantrakalpa	0	
SUlinIviDAna	0	
SUlI	0	
SUlIka	0	
SUlya	1	DICO/64.html#zuulya
SUlyapAka	0	
SUlyamAMsa	0	
SUlvARa	0	
SUSujAna	0	
SUSuvas	0	
SUz	0	
SUza	0	
SUzaRi	0	
SUzya	0	
SfgAla	1	DICO/64.html#z.rgaala
SfNKala	1	DICO/64.html#z.rfkhala
SfNKalatA	1	DICO/64.html#z.rfkhalataa
SfNKalatva	1	DICO/64.html#z.rfkhalatva
SfNKalatodin	0	
SfNKalabadDa	0	
SfNKalaka	0	
SfNKalaya	0	
SfNKalA	1	DICO/64.html#z.rfkhalaa
SfNKalAkalApa	0	
SfNKalAdAman	0	
SfNKalApASa	0	
SfNKalAbanDa	1	DICO/64.html#z.rfkhalaabandha
SfNKalAbanDana	1	DICO/64.html#z.rfkhalaabandhana
SfNKalita	0	
SfNKalI	0	
SfNKARikA	0	
SfNga	1	DICO/64.html#z.rfga
SfNgakanda	0	
SfNgakUwa	0	
SfNgakoSa	0	
SfNgagiri	0	
SfNgagrAhikA	0	
SfNgaja	0	
SfNgajAha	0	
SfNgaDara	0	
SfNgapura	0	
SfNgaprahArin	0	
SfNgapriya	0	
SfNgaBuja	1	DICO/64.html#z.rfgabhuja
SfNgamaya	0	
SfNgamUla	0	
SfNgamohin	0	
SfNgaruha	0	
SfNgaroha	0	
SfNgavat	1	DICO/64.html#z.rfgavat
SfNgavarjita	0	
SfNgavAdya	0	
SfNgavAdyapriya	0	
SfNgavfz	0	
SfNgavera	1	DICO/64.html#z.rfgavera
SfNgaverakalka	0	
SfNgaveracUrRa	0	
SfNgaverapura	0	
SfNgaveramAhAtmya	0	
SfNgaverABamUlaka	0	
SfNgaSata	0	
SfNgasuKa	0	
SfNgAgrapraharaRABimuKa	0	
SfNgAntara	0	
SfNgABihita	0	
SfNgISvaratIrTa	0	
SfNgeSvara	0	
SfNgocCrAya	0	
SfNgotpAdana	0	
SfNgotpAdinI	0	
SfNgonnati	0	
SfNgonnatyaDikAra	0	
SfNgonnamana	0	
SfNgozRIza	0	
SfNgaka	1	DICO/64.html#z.rfgaka
SfNgalA	0	
SfNgAwa	1	DICO/64.html#z.rfgaa.ta
SfNgAwaka	1	DICO/64.html#z.rfgaa.taka
SfNgAya	0	
SfNgAra	1	DICO/64.html#z.rfgaara
SfNgArakalikA	0	
SfNgArakoSa	0	
SfNgArakOstuBa	0	
SfNgAragarva	0	
SfNgAragupta	0	
SfNgAracandrodaya	0	
SfNgAracezwA	0	
SfNgAracezwita	0	
SfNgArajanman	0	
SfNgArajIvana	0	
SfNgAratawinI	0	
SfNgArataraMgiRI	0	
SfNgAratA	0	
SfNgAratilaka	1	DICO/64.html#z.rfgaaratilaka
SfNgAradIpaka	0	
SfNgAradIpikA	0	
SfNgAraDArin	0	
SfNgArapadDati	0	
SfNgArapadya	0	
SfNgArapAvana	0	
SfNgArapiRqaka	0	
SfNgAraprakASa	1	DICO/64.html#z.rfgaaraprakaaza
SfNgAraprabanDadIpikA	0	
SfNgAraBAzita	0	
SfNgAraBUzaRa	0	
SfNgAraBedapradIpa	0	
SfNgAramaYjarI	0	
SfNgAramaRqapa	0	
SfNgArayoni	0	
SfNgArarasa	1	DICO/64.html#z.rfgaararasa
SfNgArarasamaRqana	0	
SfNgArarasavilAsa	0	
SfNgArarasAzwaka	0	
SfNgArarasodaya	0	
SfNgArarAjIvana	0	
SfNgAralajjA	0	
SfNgAralatA	0	
SfNgAralaharI	0	
SfNgAravat	0	
SfNgAravApikA	0	
SfNgAraviDi	0	
SfNgAraveza	0	
SfNgAravezABaraRa	0	
SfNgAravErAgyataraMgiRI	0	
SfNgAraSata	0	
SfNgAraSataka	1	DICO/64.html#z.rfgaarazataka
SfNgAraSUra	0	
SfNgAraSeKara	1	DICO/64.html#z.rfgaarazekhara
SfNgArasaptaSatI	0	
SfNgArasarasI	0	
SfNgArasarvasva	0	
SfNgArasahAya	0	
SfNgArasAra	0	
SfNgArasiMha	0	
SfNgArasuDAkara	0	
SfNgArasundarI	0	
SfNgArastabaka	0	
SfNgArahAra	0	
SfNgArAdirasa	0	
SfNgArABra	0	
SfNgArAmftalaharI	0	
SfNgArEkarasa	0	
SfNgAraka	1	DICO/64.html#z.rfgaaraka
SfNgAraRa	0	
SfNgArita	0	
SfNgArin	1	DICO/64.html#z.rfgaarin
SfNgArIya	0	
SfNgi	0	
SfNgiputra	0	
SfNgivara	0	
SfNgika	0	
SfNgiRa	1	DICO/64.html#z.rfgi.na
SfNgin	1	DICO/64.html#z.rfgin
SfNgI	1	DICO/64.html#z.rfgii
SfNgIkanaka	0	
SfNgIviza	0	
SfNgeri	1	DICO/64.html#z.rfgeri
SfNgerI	0	
SfNgeripura	0	
SfNgerimaWA	0	
SfNgya	0	
SfNGARikA	0	
Sfta	0	
SftakAma	0	
Sftatva	0	
SftapA	0	
SftapAka	0	
SftaSIta	0	
SftAtaNkya	0	
SftAvadAna	0	
SftozRa	0	
SftaM	0	
SftaMkartf	0	
SftaMkAra	0	
SftaMkfta	0	
SftaMkftya	0	
SfD	0	
SarDamAna	0	
SfdDa	0	
SfDu	0	
SfDU	0	
SfDyA	0	
SF	1	DICO/64.html#z.rr
Seku	0	
SekuzWa	0	
SeKara	1	DICO/64.html#zekhara
SeKaratA	0	
SeKarajyotis	0	
SeKaravyAKyA	0	
SeKarApIqayojana	1	DICO/64.html#zekharaapii.dayojana
SeKaraka	0	
SeKaraya	0	
SeKarAya	0	
SeKarita	0	
SeKarI	0	
SeKarIkf	0	
SeKarIBAva	0	
SeKarIBU	0	
Seqa	0	
Seqqa	0	
SeRavI	0	
SeRA	0	
Setya	0	
Sepa	1	DICO/64.html#zepa
SepaharzaRa	0	
Sepas	0	
Sepya	0	
SepyA	0	
SepyAvat	0	
SePa	1	DICO/64.html#zepha
SePaHstamBa	0	
SePas	0	
SepAna	1	DICO/64.html#zepaana
SepAla	0	
SePAli	0	
SePAlI	0	
SePAlikA	1	DICO/64.html#zephaalikaa
SemuzI	1	DICO/64.html#zemu.sii
SemuzImuz	1	DICO/64.html#zemu.siimu.s
Seya	0	
Seyya	0	
SeraBa	0	
SeraBaka	0	
Sel	0	
SelAya	0	
Selaga	0	
Selu	0	
Sev	0	
Seva	1	DICO/64.html#zeva
SevaDi	0	
SevaDipA	0	
Sevas	0	
SevAra	0	
SevfDa	0	
Sevya	0	
Sevaraka	0	
Sevala	0	
Sevaladatta	0	
Sevalendradatta	0	
Sevalika	0	
SevalinI	0	
Sevaliya	0	
Sevalila	0	
SevAla	0	
SevAlaGoza	0	
SevAlI	0	
SeSyita	0	
SeSvIyamAna	0	
SezakamalAkara	0	
SezakaraRa	0	
SezakArita	0	
SezakAla	0	
SezakfzRa	1	DICO/64.html#ze.sak.r.s.na
SezakriyA	0	
Sezagovinda	0	
SezacakrapARi	0	
SezacintAmaRi	0	
SezajAti	0	
Sezatas	0	
SezatA	0	
Sezatva	0	
SezatvavicAra	0	
Sezadeva	0	
SezaDarma	0	
SezanAga	0	
SezanArAyaRa	0	
Sezapati	0	
SezaBAga	0	
SezaBAva	1	DICO/64.html#ze.sabhaava
SezaBuj	0	
SezaBUta	0	
SezaBUzaRa	0	
SezaBojana	0	
SezaBojin	0	
SezarakzaRa	0	
SezaratnAkara	0	
SezarAtri	0	
SezarAmacandra	0	
SezarUpin	0	
Sezavat	1	DICO/64.html#ze.savat
SezavAkyArTacandrikA	0	
SezavistArapARqu	0	
SezaSarIra	0	
SezaSArNgaDara	0	
SezaSezin	0	
SezaSezitva	0	
SezaSeziBAva	0	
SezasaMhitA	0	
SezasaMgrahanAmamAlA	0	
SezasaMgrahasArodDAra	0	
SezasamuccayawIkA	0	
Sezahomaprayoga	0	
SezANkagaRanA	0	
SezAdri	1	DICO/64.html#ze.saadri
SezADikArIya	0	
SezAnanta	0	
SezAnanda	0	
SezAnna	0	
SezAryA	0	
SezAryAvyAKyAna	0	
SezAvacayana	0	
SezAvasTA	0	
SezAhi	0	
Sezaka	0	
SezaRa	0	
Sezas	0	
Sezin	0	
SezIBU	0	
Sezya	0	
SE	0	
SEkayatAyani	0	
SEki	0	
SEkya	1	DICO/64.html#zaikya
SEkyAyasa	0	
SEkyAyasamaya	0	
SEkza	0	
SEkzika	0	
SEkzya	0	
SEkzyaguRakrama	0	
SEkzita	0	
SEKa	0	
SEKAyani	0	
SEKAvata	0	
SEKAvatya	0	
SEKya	0	
SEKaRqa	0	
SEKaRqi	0	
SEKaRqina	0	
SEKarika	0	
SEKareya	0	
SEKina	0	
SEgrava	0	
SEGra	0	
SEGrya	0	
SEtikakza	0	
SEtibAheya	0	
SEtozma	0	
SEtozman	0	
SEtya	1	DICO/64.html#zaitya
SEtyamaya	0	
SEtyamayatva	0	
SEtyAyana	0	
SETilika	0	
SETilya	0	
SEneya	1	DICO/64.html#zaineya
SEnya	0	
SEpaTa	0	
SEPAlika	0	
SEba	1	DICO/64.html#zaiba
SEbika	0	
SEbya	1	DICO/64.html#zaibya
SEbala	0	
SEmbya	0	
SErasa	0	
SErasi	0	
SErika	0	
SErin	0	
SErIyaka	0	
SEreyaka	0	
SErIza	0	
SErIzaka	0	
SErIzi	0	
SErIzika	0	
SErzaGAtya	0	
SErzacCedika	0	
SErzAyaRa	0	
SErzika	0	
SErzya	0	
SEla	1	DICO/64.html#zaila
SElakawaka	0	
SElakanyA	0	
SElakampin	0	
SElakuYja	0	
SElakUwa	0	
SElaganDa	0	
SElagarBAhvA	0	
SElagATA	0	
SElaguru	0	
SElaja	0	
SElajAmantrin	0	
SElajana	0	
SElajAtA	0	
SElatanayA	0	
SElatanayAtAta	0	
SElatas	0	
SElatA	0	
SElatva	0	
SEladuhitf	0	
SElaDanvan	0	
SElaDara	0	
SElaDAtu	0	
SElaDAtuja	0	
SElaniryAsa	0	
SElapati	0	
SElapattra	0	
SElapaTa	0	
SElaputrI	1	DICO/64.html#zailaputrii
SElapura	1	DICO/64.html#zailapura
SElapuzpa	0	
SElapUrRArya	0	
SElapratimA	0	
SElaprasTa	0	
SElabAhu	0	
SElabIja	0	
SElaBitti	0	
SElaBeda	0	
SElamaya	1	DICO/64.html#zailamaya
SElamallI	0	
SElamUla	0	
SElamfga	0	
SElayaTa	0	
SElaranDra	0	
SElarAj	0	
SElarAja	0	
SElarAjaduhitf	0	
SElarAjasutA	0	
SElarugRa	0	
SElavanopapanna	0	
SElavara	0	
SElavalkalA	0	
SElavAlukA	0	
SElavAsa	0	
SElaSiKara	0	
SElaSiKA	0	
SElaSibira	0	
SElaSfNga	0	
SElaSeKara	0	
SElasaMDi	0	
SElasamBava	0	
SElasamBUta	0	
SElasarvajYa	0	
SElasAra	0	
SElasutA	0	
SElasutAkAnta	0	
SElasutAcaraRarAgayoni	0	
SElasutApati	0	
SElasetu	0	
SElAMSa	0	
SElAMSadeSa	0	
SElAKya	0	
SElAgra	0	
SElANga	0	
SElANgadeSa	0	
SElAja	0	
SElAwa	0	
SElADArA	0	
SElADipa	0	
SElADirAja	0	
SElADirAjatanayA	0	
SElABa	0	
SElAlaya	0	
SElAsana	0	
SElAsanodBava	0	
SElAsA	0	
SElAhva	0	
SElendra	1	DICO/64.html#zailendra
SElendrajA	0	
SElendraduhitf	0	
SElendrasutA	0	
SElendrasTa	0	
SEleSa	0	
SEleSaliNga	0	
SEleSyavasTA	0	
SElodA	0	
SElodBavA	0	
SElaka	0	
SElAvatya	0	
SElika	0	
SElI	0	
SEleya	0	
SEleyaganDi	0	
SEleyaka	0	
SEleyika	0	
SElya	0	
SElAda	0	
SElAdi	0	
SElAla	0	
SElAli	0	
SElAlibrAhmana	0	
SElAliyuvan	0	
SElAlin	0	
SElikya	0	
SElina	0	
SElini	0	
SElIjYApaka	0	
SElUta	0	
SElUza	1	DICO/64.html#zailuu.sa
SElUzaka	0	
SElUzi	0	
SElUzika	0	
SEleScaya	0	
SEva	1	DICO/64.html#zaiva
SEvakalpadruma	0	
SEvatattvaprakASa	0	
SEvatattvAmfta	0	
SEvatantra	1	DICO/64.html#zaivatantra
SEvatA	0	
SEvatAtparyasaMgraha	0	
SEvadarSana	0	
SEvaDarmamaRqana	0	
SEvanagara	0	
SEvanavadaSaprakaraRa	0	
SEvapaYcaka	0	
SEvapariBAzA	0	
SEvapurARa	1	DICO/64.html#zaivapuraa.na
SEvapUjAviDAna	0	
SEvaBAzya	0	
SEvavAyavIyapurARa	0	
SEvavEzRava	0	
SEvavEzRavapratizWAprayoga	0	
SEvavEzRavamatamaRqana	0	
SEvavEzRavavAda	0	
SEvavEzRavavAdArTa	0	
SEvaSAstra	0	
SEvasarvasva	0	
SEvasarvasvasAra	0	
SEvasidDAntadIpikA	0	
SEvasidDAntaSeKara	0	
SEvasidDAntasaMgraha	0	
SEvasidDAntasAra	0	
SEvasidDAntasArAvalI	0	
SEvAgama	1	DICO/64.html#zaivaagama
SEvAzwaka	0	
SEvAhnika	0	
SEvagava	0	
SEvapASupata	0	
SEvapura	0	
SEvarUpya	0	
SEvAyana	0	
SEvi	0	
SEvya	0	
SEvala	1	DICO/64.html#zaivala
SEvalavat	0	
SEvalita	0	
SEvalin	0	
SEvalya	0	
SEvAla	0	
SEvAlavajra	0	
SEvAlaka	0	
SEvAlin	0	
SEvAlIya	0	
SEvAkavi	0	
SESava	1	DICO/64.html#zaizava
SESavayOvanIya	0	
SESavya	0	
SESika	0	
SESira	0	
SESiraSAKA	0	
SESirAstra	0	
SESirAyaRa	0	
SESiri	0	
SESirika	0	
SESirIya	0	
SESirIyaSAKA	0	
SESirIyaka	0	
SESireya	0	
SESunAga	0	
SESunAri	0	
SESunAli	0	
SESupAla	0	
SESupAli	0	
SESumAra	0	
SESnya	0	
SEza	0	
SEzika	1	DICO/64.html#zai.sika
SEziri	0	
SEzyopADyAyikA	0	
SEsIka	0	
SEsIta	0	
So	1	DICO/64.html#zo
SoMs	0	
SoMsAmas	0	
SoMsAvas	0	
SoMsAva	0	
Sokakara	0	
Sokakarzita	0	
SokacarcA	0	
SokacCid	0	
Sokaja	1	DICO/64.html#zokaja
Sokatara	0	
SokaduHKasamanvita	0	
SokanASa	0	
SokanASana	0	
Sokanihata	0	
SokapaNka	0	
SokaparAyaRa	0	
Sokaparipluta	0	
SokapAtrAtman	0	
SokaBaNga	0	
SokaBAra	0	
Sokamaya	0	
SokamUrCita	0	
SokarugRa	0	
SokalAlasa	0	
Sokavat	1	DICO/64.html#zokavat
Sokavartavya	0	
Sokavikala	0	
SokavinASana	0	
SokavinASin	0	
SokavivarDana	0	
Sokavihvala	0	
SokasaMvignamAnasa	0	
SokasaMtapta	1	
SokasaMtaptamAnasa	0	
SokasAgara	0	
SokasTAna	0	
SokahArI	0	
SokAkula	0	
SokAgAra	0	
SokAgni	0	
SokAgnisaMtapta	0	
SokAtiga	0	
SokAtisAra	0	
SokAnala	0	
SokAnuSoka	0	
SokAntara	0	
SokAnvita	0	
SokApanuda	1	DICO/64.html#zokaapanuda
SokApanoda	0	
SokApaha	0	
SokApahartf	0	
SokABiBUta	0	
SokArAtiBayatrARa	0	
SokAri	0	
SokArta	1	DICO/64.html#zokaarta
SokArti	1	DICO/64.html#zokaarti
SokAvizwa	0	
SokAveSa	0	
SokEkamaya	0	
SokotpAdana	0	
SokodBava	0	
SokonmaTitacittAtman	0	
Sokopahata	0	
Soca	0	
Socana	0	
SocanIya	1	DICO/64.html#zocaniiya
SocanIyatA	0	
Socayat	0	
Socayitf	0	
Soci	0	
Socitavya	0	
Sociz	0	
SocizkeSa	0	
Socizmat	0	
SocizWa	0	
Socis	1	DICO/64.html#zocis
Socya	1	DICO/64.html#zocya
SocyatA	0	
Socyaka	0	
SokI	0	
SowIrya	0	
SoQa	0	
SoR	0	
SoRa	1	DICO/64.html#zo.na
SoRakarRa	0	
SoRaJiRwikA	0	
SoRaJiRwI	0	
SoRatA	0	
SoRanada	0	
SoRapattra	0	
SoRapadma	0	
SoRapadmaka	0	
SoRapura	0	
SoRapuzpaka	0	
SoRapuzpI	0	
SoRaprasTa	0	
SoRaBadra	0	
SoRamaRI	0	
SoRaratna	0	
SoRavajra	0	
SoRaSAli	0	
SoRasaMgama	0	
SoRasamBava	0	
SoRahaya	0	
SoRADara	0	
SoRAprasTa	0	
SoRAmbu	0	
SoRASman	0	
SoRASva	0	
SoRottarA	0	
SoRopala	0	
SoRaka	0	
SoRAka	0	
SoRAya	0	
SoRAyita	0	
SoRita	1	DICO/64.html#zo.nita
SoRitacandana	0	
SoRitatva	0	
SoRitapa	1	DICO/64.html#zo.nitapa
SoRitapAraRA	0	
SoRitapitta	0	
SoRitapittavat	0	
SoRitapura	1	DICO/64.html#zo.nitapura
SoRitapriyA	0	
SoRitabinduvarzin	0	
SoRitamAMsasAra	0	
SoRitamehin	0	
SoRitavarRana	0	
SoRitavarRanIya	0	
SoRitavarzin	0	
SoRitaSarkarA	0	
SoRitasAhvaya	0	
SoRitasnAta	0	
SoRitAkza	0	
SoRitAKya	0	
SoRitAdigDa	0	
SoRitABizyanda	0	
SoRitAmaya	0	
SoRitArbuda	0	
SoRitArSas	0	
SoRitArSin	0	
SoRitASin	0	
SoRitAhvaya	0	
SoRitokzita	0	
SoRitotpala	0	
SoRitotpAdaka	0	
SoRitoda	0	
SoRitopala	0	
SoRitOGa	0	
SoRitin	0	
SoRiman	0	
SoRI	0	
SoRIpuramAhAtmya	0	
SoRIkf	0	
SoRqa	0	
SoRqI	0	
SoTa	0	
SoTakft	0	
SoTaGnI	0	
SoTajit	0	
SoTajihma	0	
SoTaroga	0	
SoTaSatra	0	
SoTahft	0	
SoTAri	0	
SoTaka	0	
SoDapattra	1	DICO/64.html#zodhapattra
SoDaka	1	DICO/64.html#zodhaka
SoDana	1	DICO/64.html#zodhana
SoDanaka	1	DICO/64.html#zodhanaka
SoDanI	0	
SoDanIbIja	0	
SoDanIya	1	DICO/64.html#zodhaniiya
SoDayitavya	0	
SoDayitf	0	
SoDita	1	DICO/64.html#zodhita
SoDin	1	DICO/64.html#zodhin
SoDya	0	
SonAya	0	
Sonita	0	
SoPa	1	DICO/64.html#zopha
SoPaGnI	0	
SoPanASana	0	
SoPahArin	0	
SoPahft	0	
SoPAri	0	
SoPita	0	
SoPin	0	
SoBakft	1	DICO/64.html#zobhak.rt
SoBajAta	0	
SoBaka	0	
SoBaTa	0	
SoBana	1	DICO/64.html#zobhana
SoBanavatI	0	
SoBanavAha	0	
SoBanavyUha	0	
SoBanAcarita	0	
SoBanaka	0	
SoBanika	0	
SoBanIya	0	
SoBayitf	0	
SoBase	0	
SoBA	1	DICO/64.html#zobhaa
SoBAkara	0	
SoBAkaraBawwa	0	
SoBAkaramitra	0	
SoBAYjana	0	
SoBAYjanaka	0	
SoBAmaya	0	
SoBAvatI	0	
SoBAsiMha	0	
SoBAka	0	
SoBAya	0	
SoBita	1	DICO/64.html#zobhita
SoBin	1	DICO/64.html#zobhin
SoBizWa	0	
SoBuSuBa	0	
SOBuSuBa	0	
SoSuByamAna	0	
Som	0	
SolI	0	
SoSucat	0	
SoSucAna	0	
SoSucyamAna	0	
SoSoMsAvas	0	
SozasamBava	0	
SozApahA	0	
Sozaka	0	
SozaRa	1	DICO/64.html#zo.sa.na
SozaRIya	0	
Sozayitavya	0	
Sozayitf	0	
Sozita	0	
Sozitasaras	0	
Sozin	0	
Sozu	0	
Sozya	0	
SozyantI	0	
Sos	0	
SOka	1	DICO/64.html#zauka
SOki	0	
SOkeya	0	
SOkara	0	
SOkta	0	
SOktika	0	
SOktikeya	0	
SOkteya	0	
SOkra	0	
SOkrAyaRa	0	
SOkri	0	
SOkreya	0	
SOkrya	0	
SOkla	0	
SOklya	0	
SOklikeya	0	
SONga	0	
SONgAyani	0	
SONgi	0	
SONgIputra	0	
SONgIya	0	
SONgeya	0	
SONgya	0	
SOca	1	DICO/64.html#zauca
SOcakalpa	0	
SOcakUpa	0	
SOcatas	0	
SOcatva	0	
SOcavat	0	
SOcaviDi	0	
SOcasaMgrahavivfti	0	
SOcAcamanaviDi	0	
SOcAcAra	0	
SOcAcArapadDati	0	
SOcepsu	0	
SOcaka	0	
SOcakIya	0	
SOcika	0	
SOcikarRika	0	
SOcin	0	
SOcivfkzi	0	
SOceya	0	
SOcadraTa	0	
SOcAdireya	0	
SOw	0	
SOwa	0	
SOwIra	0	
SOwIratA	0	
SOwIrya	0	
SOq	0	
SOqa	0	
SORqarya	0	
SORqIra	0	
SORqIratA	0	
SORqIrya	0	
SORqa	1	DICO/64.html#zau.n.da
SORqatA	0	
SORqaka	0	
SORqAyana	0	
SORqAyanya	0	
SORqi	1	DICO/64.html#zau.n.di
SORqika	1	DICO/64.html#zau.n.dika
SORqikAgAra	0	
SORqikeya	0	
SORqin	0	
SORqIka	0	
SORqeya	0	
SORqrin	0	
SOdDAkzara	0	
SOdDodani	0	
SOdra	1	DICO/64.html#zaudra
SOdrAyaRa	0	
SOdrAyaRaBakta	0	
SOdrakAyaRa	0	
SODikA	0	
SOna	1	DICO/64.html#zauna
SOnaHSepa	1	DICO/64.html#zauna.hzepa
SOnaHSepi	0	
SOnika	0	
SOnikaSAstra	0	
SOnaka	1	DICO/64.html#zaunaka
SOnakakalpasUtra	0	
SOnakakArikA	0	
SOnakagfhyapariSizwa	0	
SOnakagfhyasUtra	0	
SOnakapaYcasUtra	0	
SOnakayajYa	0	
SOnakasUtra	0	
SOnakasmfti	0	
SOnakATarvaRasUtra	0	
SOnakAraRyaka	0	
SOnakopanizad	0	
SOnakAyana	0	
SOnaki	0	
SOnakin	1	DICO/64.html#zaunakin
SOnakIputra	0	
SOnakIya	1	DICO/64.html#zaunakiiya
SOnakIyacaturADyAyikA	0	
SOnakIyacaraRa	0	
SOnakIyaprayoga	0	
SOnakIyasvarAzwaka	0	
SOnahotra	0	
SOnahotri	0	
SOnAyana	0	
SOnAsIrya	0	
SOBa	0	
SOBAyana	0	
SOBAyani	0	
SOBAyanya	0	
SOBaneya	0	
SOBAYjana	0	
SOBika	0	
SOBrAyaRa	0	
SOBrAyaRaBakta	0	
SOBreya	1	DICO/64.html#zaubhreya
SOBrya	0	
SOra	1	DICO/64.html#zaura
SOradevya	0	
SOrasena	1	DICO/64.html#zaurasena
SOrasenikA	0	
SOrasenya	0	
SOri	1	DICO/64.html#zauri
SOridatta	0	
SOrisUnu	0	
SOrya	1	DICO/64.html#zaurya
SOryakaraRa	0	
SOryakarman	0	
SOryanagara	0	
SOryarASi	0	
SOryavat	0	
SOryavarDana	0	
SOryavrata	0	
SOryasAgara	0	
SOryAdimat	0	
SOryonmAdin	0	
SOryopArjita	0	
SOryOdaryaSfNgAramaya	0	
SOraRa	0	
SOrpa	0	
SOrpaRAyya	0	
SOrpika	0	
SOla	0	
SOlAyana	0	
SOlika	0	
SOlka	0	
SOlkaSAlika	0	
SOlkAyani	0	
SOlkika	1	DICO/64.html#zaulkika
SOlkikeya	0	
SOlPa	0	
SOlba	0	
SOlbAyana	0	
SOlbika	0	
SOva	1	DICO/64.html#zauva
SOvadaMzwra	0	
SOvana	1	DICO/64.html#zauvana
SOvani	0	
SOvaneya	0	
SOvahAna	0	
SOvAdaMzwra	0	
SOvApada	0	
SOvAvatAna	0	
SOvAvatAnika	0	
SOvAviDa	0	
SOvastika	0	
SOvastikatva	0	
SOzira	0	
SOzkala	0	
SOzkula	0	
SOzkAsya	0	
Scand	0	
Scandra	1	DICO/64.html#zcandra
Scam	0	
Scar	0	
Scut	1	DICO/64.html#zcut#1
Scutita	1	DICO/64.html#zcutita
Scota	1	DICO/64.html#zcota
Scotana	1	DICO/64.html#zcotana
ScotanmayUKa	0	
Scoti	0	
Scyut	0	
SnaT	0	
SnaTana	0	
SnaTita	0	
SnaTitf	0	
Snaptra	0	
Snam	1	DICO/64.html#znam
SnA	1	DICO/64.html#znaa
SnABASnOzwIya	0	
Snu	1	DICO/64.html#znu
Snuzwi	0	
SnOzwa	0	
SnOzwIgava	0	
Snyaptra	0	
Sman	0	
SmaSayana	0	
SmaSa	0	
SmaSA	0	
SmaSAna	1	DICO/64.html#zmazaana
SmaSAnakaraRa	0	
SmaSAnakAlikA	0	
SmaSAnakAlI	0	
SmaSAnakAlIkavaca	0	
SmaSAnakAlImantra	0	
SmaSAnagocara	0	
SmaSAnacit	0	
SmaSAnanilaya	0	
SmaSAnanivAsin	0	
SmaSAnapati	0	
SmaSAnapAla	0	
SmaSAnaBAj	0	
SmaSAnaBEravI	0	
SmaSAnalozwa	0	
SmaSAnavartin	0	
SmaSAnavAwa	0	
SmaSAnavAsin	0	
SmaSAnavITI	0	
SmaSAnavetAla	0	
SmaSAnaveSman	0	
SmaSAnavErAgya	0	
SmaSAnaSUla	0	
SmaSAnasADana	0	
SmaSAnasumanas	0	
SmaSAnAgni	0	
SmaSAnADivyatikrama	0	
SmaSAnAlaya	0	
SmaSAnAlayavAsin	0	
SmaSAnika	0	
SmASAnika	0	
SmaSAru	1	DICO/64.html#zmazaaru
SmaSru	1	DICO/64.html#zmazru
SmaSrukara	0	
SmaSrukarman	0	
SmaSrujAta	0	
SmaSruDara	0	
SmaSruDArin	0	
SmaSrupravfdDi	0	
SmaSrumuKI	0	
SmaSruyajYopavItin	0	
SmaSruvat	0	
SmaSruvarDaka	0	
SmaSruSeKara	0	
SmaSruRa	0	
SmaSrula	1	DICO/64.html#zmazrula
SmaSrUya	0	
Smasi	0	
SmIl	0	
SmIla	0	
SmIlita	0	
Sme	0	
Smetra	0	
Syan	1	DICO/64.html#zyan
SyAna	0	
SyAparRa	0	
SyAparRIya	0	
SyAparReya	0	
SyApIya	0	
SyAma	1	DICO/64.html#zyaama
SyAmakaNgu	0	
SyAmakaRWa	0	
SyAmakandA	0	
SyAmakarRa	1	DICO/64.html#zyaamakar.na
SyAmakARqA	0	
SyAmagranTi	0	
SyAmacawaka	0	
SyAmajayanta	0	
SyAmajit	0	
SyAmatA	1	DICO/64.html#zyaamataa
SyAmatva	1	DICO/64.html#zyaamatva
SyAmadAsa	0	
SyAmadeva	0	
SyAmapattra	0	
SyAmaPena	0	
SyAmaPenatA	0	
SyAmaBawwa	0	
SyAmaBAs	0	
SyAmamuKa	0	
SyAmaruci	0	
SyAmalatA	1	DICO/64.html#zyaamalataa
SyAmavarRa	1	DICO/64.html#zyaamavar.na
SyAmavarRatva	0	
SyAmavallI	0	
SyAmavrata	0	
SyAmaSabala	0	
SyAmaSiMSapA	0	
SyAmasAra	0	
SyAmasAhSaMkara	0	
SyAmasujayanta	0	
SyAmasundara	0	
SyAmANga	0	
SyAmAcArya	0	
SyAmAmlI	0	
SyAmAruRa	1	DICO/64.html#zyaamaaru.na
SyAmArya	0	
SyAmAvadAta	0	
SyAmekzu	0	
SyAmaka	1	DICO/64.html#zyaamaka
SyAmala	1	DICO/64.html#zyaamala
SyAmalacUqA	0	
SyAmalatva	1	DICO/64.html#zyaamalatva
SyAmaladevI	0	
SyAmalANgI	0	
SyAmalekzu	0	
SyAmalaka	0	
SyAmalakacUqA	0	
SyAmalA	0	
SyAmalAgItA	0	
SyAmalAdaRqaka	0	
SyAmalAnavaratna	0	
SyAmalAmantrasADana	0	
