hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form
kunduma	kunduma	pw	28660	2-075-c	0	75	0		0		1	1	pwg	0	0
kupAla	kupāla	pw	28687	2-076-a	0	87	0		0		0	0		0	0
kupyaMjara	kupyaṃjara	pw	28700	2-076-a	0	92	0		0		0	0		0	0
kuqmalAgradant	kuḍmalāgradant	pw	28398	2-072-b	0	101	0		1	kuqmalAgradanta:0.966	0	0		0	0
kurAha	kurāha	pw	29010.1	2-080-a	0	23	0		0	kugraha:0.923	1	1	vcp	0	0
kurAla	kurāla	pw	29010	2-080-a	0	81	0		0	kuRAla:1.000	5	4	mw72;pwg;shs;wil;yat	0	0
kuraWa	kuraṭha	pw	28988	2-079-c	0	85	0		0	kurawa:1.000	0	0		0	0
kurapI	kurapī	pw	28993	2-079-c	0	68	0		0	kuRapI:1.000	0	0		0	0
kurkurIy	kurkurīy	pw	29080	2-080-c	0	68	0		1	kurkurIya:0.941	1	1	pwg	0	0
kuruRqavfdDi	kuruṇḍavṛddhi	pw	29037	2-080-b	0	63	0		0		0	0		0	0
kurukuci	kurukuci	pw	216225	7-333-b	1	99	1	127,50	0		2	2	bhs;sch	0	0
kurukuru	kurukuru	pw	29019	2-080-a	0	95	0		0		0	0		0	0
kuruvIraka	kuruvīraka	pw	29066	2-080-c	0	209	0		0		0	0		0	0
kusi	kusi	pw	29533	2-086-a	0	66	0		1	kuSi:1.000	1	1	krm	0	0
kusmay	kusmay	pw	29618	2-086-c	0	64	0		1	kusmaya:0.923	1	1	pwg	0	0
kusumavant	kusumavant	pw	29568	2-086-b	0	194	0		0	kusumavat:0.947	1	1	pwg	0	0
kusumy	kusumy	pw	29600	2-086-c	0	51	0		1	kusumya:0.923	1	1	pwg	0	0
kutsanIya	kutsanīya	pw	216183	7-333-a	1	95	1	132	0		2	2	bhs;sch	0	0
kuvaRi	kuvaṇi	pw	29343	2-083-c	0	92	0		0	kuvarI:1.000	0	0		0	0
kuveRi	kuveṇi	pw	29398	2-084-b	0	66	0		1	kuveRI:1.000	1	1	vcp	0	0
kuvi	kuvi	pw	29383	2-084-a	0	93	0		1		0	0		0	0
kuviRA	kuviṇā	pw	29386	2-084-a	0	61	0		0	kuvIRA:1.000	0	0		0	0
kuwIy	kuṭīy	pw	28333	2-071-b	0	68	0		1		1	1	pwg	0	0
kuwakaRWa	kuṭakaṇṭha	pw	207062	5-252-b	1	106	0		0	kUwakAra:0.941	1	1	sch	0	0
kuwilacitta	kuṭilacitta	pw	28311	2-071-b	0	67	0		0		0	0		0	0
kuwimaha	kuṭimaha	pw	216160	7-332-d	1	90	1	229	0	kuwImaha:1.000	1	1	sch	0	0
kuwumbay	kuṭumbay	pw	28341	2-071-c	0	65	0		1	kuwumbaya:0.941	1	1	pwg	0	0
kuwunI	kuṭunī	pw	28338	2-071-c	0	72	0		0		6	5	ap;ap90;lrv;mw72;pwg;vcp	0	0
kuwwihArikA	kuṭṭihārikā	pw	28362	2-072-a	0	71	0		0		11	10	ap;ap90;bur;lrv;mw72;pwg;shs;skd;vcp;wil;yat	0	0
kuzWahantar	kuṣṭhahantar	pw	29517	2-085-c	0	338	0		0		1	1	pwg	0	0
kuzuB	kuṣubh	pw	29498	2-085-b	0	48	0		0		0	0		0	0
kzAmimant	kṣāmimant	pw	32437	2-123-b	0	84	0		0	kzAmimat:0.941	0	0		0	0
kzEtayatAyani	kṣaitayatāyani	pw	33050	2-131-c	0	77	0		0		0	0		0	0
kzEtayata	kṣaitayata	pw	33049	2-131-c	0	67	0		0		2	2	pwg;vcp	0	0
kzIrIy	kṣīrīy	pw	32701	2-127-c	0	59	0		1	kzIrIya:0.923	1	1	pwg	0	0
kzIrasaMBava	kṣīrasaṃbhava	pw	32675	2-127-c	0	70	0		0	kzIrasamBava:1.000	0	0		0	0
kzIrasy	kṣīrasy	pw	32682	2-127-c	0	79	0		1	kzIrasya:0.933	1	1	pwg	0	0
kzIravidAri	kṣīravidāri	pw	32661.1	2-127-b	0	23	0		1	kzIravidArI:1.000	0	0		0	0
kzaRatu	kṣaṇatu	pw	32194	2-120-a	0	58	0		0	kzaRAt:0.923	8	7	bur;lrv;mw72;pwg;shs;vcp;wil;yat	0	0
kzamitar	kṣamitar	pw	32352	2-122-b	0	63	0		0	kzamita:0.933	1	1	pwg	0	0
kzetrasaMBUta	kṣetrasaṃbhūta	pw	32956	2-130-c	0	92	0		0	kzetrasamBUta:1.000	1	1	pwg	0	0
kzetrasaMBava	kṣetrasaṃbhava	pw	32955	2-130-c	0	240	0		0	kzetrasamBava:1.000	1	1	pwg	0	0
kziprapAMkin	kṣiprapāṃkin	pw	32563	2-126-b	0	78	0		0	kziprapAkin:0.957	0	0		0	0
kziptaka	kṣiptaka	pw	32548	2-126-a	0	63	0		0	kzipaka:0.933	0	0		0	0
kzmAyitar	kṣmāyitar	pw	33145	2-132-c	0	56	0		0	kzmAyita:0.941	1	1	pwg	0	0
kzottar	kṣottar	pw	33081	2-132-a	0	56	0		0		1	1	pwg	0	0
kzuRaka	kṣuṇaka	pw	32721	2-128-a	0	57	0		0	kzuraka:1.000	1	1	bhs	0	0
kzubDaka	kṣubdhaka	pw	32868	2-129-b	0	68	0		0		0	0		0	0
kzudraGAlI	kṣudraghālī	pw	32746	2-128-b	0	99	0		0		0	0		0	0
kzudracirBiwA	kṣudracirbhiṭā	pw	32750	2-128-b	0	82	0		0	kzudracirBitA:0.923	2	2	pwg;skd	0	0
kzudrakAravelli	kṣudrakāravelli	pw	32738.1	2-128-b	0	23	0		1	kzudrakAravellI:1.000	0	0		0	0
kzudvant	kṣudvant	pw	32844	2-129-a	0	51	0		0	kzudvat:0.933	1	1	pwg	0	0
lAYCavI	lāñchavī	pw	96045	5-223-b	0	75	0		0		0	0		0	0
lAYCikA	lāñchikā	pw	96045.1	5-223-b	0	23	0		0		0	0		0	0
lAlay	lālay	pw	96107	5-224-a	0	105	0		0		1	1	pwg	0	0
lAvU	lāvū	pw	96154.1	5-224-b	0	23	0		1	lAvu:1.000	0	0		0	0
lAvukI	lāvukī	pw	96154.2	5-224-b	0	23	0		0		0	0		0	0
lAwy	lāṭy	pw	96053	5-223-b	0	96	0		0		0	0		0	0
lInay	līnay	pw	96295	5-228-b	0	102	0		1		0	0		0	0
lOhakAri	lauhakāri	pw	97059	5-240-a	0	71	0		1	lohakArI:1.000	1	1	pwg	0	0
lOhitaDvajya	lauhitadhvajya	pw	97077	5-240-a	0	87	0		0	lOhitaDvaja:0.957	1	1	pwg	0	0
lUnIy	lūnīy	pw	96422	5-231-b	0	53	0		1		1	1	pwg	0	0
laNgUla	laṅgūla	pw	95601	5-214-b	0	50	0		1	lANgUla:1.000	7	6	ben;bur;mw72;pwg;shs;wil;yat	0	0
laNgaka	laṅgaka	pw	95596	5-214-b	0	50	0		0	laNGaka:1.000	4	3	ben;bhs;mw72;pwg	0	0
laYjApay	lañjāpay	pw	95636	5-215-b	0	52	0		0		0	0		0	0
lakzmaRaka	lakṣmaṇaka	pw	95323	5-210-b	0	103	0		0	lakzaRaka:0.947	0	0		0	0
lamBam	lambham	pw	95795	5-219-b	0	49	0		1		2	1	mw72;pwg	0	0
lambAviSvayasO	lambāviśvayasau	pw	95782	5-219-a	0	113	0		0	lambAviSvavayasO:0.933	0	0		0	0
lapanA	lapanā	pw	220863	7-371-d	1	95	1	127,59	1	lapana:1.000	1	1	sch	0	0
lavARaka	lavāṇaka	pw	95944	5-221-c	0	76	0		0	lAvARaka:1.000	5	4	mw72;pwg;shs;wil;yat	0	0
lavaNgakalikA	lavaṅgakalikā	pw	95882	5-220-c	0	80	0		0	lavaMgakalikA:0.923	4	4	ap;pwg;skd;vcp	0	0
lavaNgalatA	lavaṅgalatā	pw	95883	5-221-a	0	108	0		0		1	1	skd	0	0
lavaRIy	lavaṇīy	pw	95926	5-221-b	0	68	0		1	lavaRIya:0.933	1	1	pwg	0	0
lavaRasy	lavaṇasy	pw	95913	5-221-b	0	61	0		1	lavaRasya:0.941	1	1	pwg	0	0
lavay	lavay	pw	95938	5-221-b	0	54	0		1		1	1	pwg	0	0
lawy	laṭy	pw	95649	5-215-c	0	54	0		1		1	1	pwg	0	0
leKAy	lekhāy	pw	96453	5-231-c	0	55	0		1		2	2	pwg;sch	0	0
leKy	lekhy	pw	96460	5-232-a	0	48	0		1		1	1	pwg	0	0
lewy	leṭy	pw	96470	5-232-a	0	68	0		1		1	1	pwg	0	0
liNgasaMBUtA	liṅgasaṃbhūtā	pw	96232	5-226-a	0	73	0		0	liNgasamBUtA:1.000	1	1	pwg	0	0
liNgavarDinI	liṅgavardhinī	pw	96226	5-226-a	0	100	0		1	liNgavarDin:0.957	0	0		0	0
likkA	likkā	pw	96176	5-224-c	0	46	0		0	lIkkA:1.000	6	6	bur;pwg;shs;skd;vcp;yat	0	0
livI	livī	pw	96280	5-227-b	0	60	0		1	livi:1.000	0	0		0	0
liwy	liṭy	pw	96249	5-226-b	0	55	0		1		1	1	pwg	0	0
lohitI	lohitī	pw	97016	5-239-b	0	77	0		1		0	0		0	0
lohitaSavala	lohitaśavala	pw	96984	5-239-a	0	60	0		0		1	1	ap	0	0
lohitapAdadeSa	lohitapādadeśa	pw	96967	5-239-a	0	82	0		0	lohitapAddeSa:0.963	1	1	pwg	0	0
lolUyam	lolūyam	pw	96855	5-237-c	0	118	0		1	lolUya:0.923	0	0		0	0
lomasikA	lomasikā	pw	96826	5-237-b	0	103	0		0	lomASikA:1.000	1	1	pwg	0	0
lorAy	lorāy	pw	96838	5-237-b	0	45	0		1		1	1	pwg	0	0
lulAyakAntA	lulāyakāntā	pw	96401	5-231-a	0	76	0		0		0	0		0	0
lulAyakanda	lulāyakanda	pw	96400	5-231-a	0	99	0		0		0	0		0	0
mAMsakIlaka	māṃsakīlaka	pw	85549	5-060-a	0	92	0		0		0	0		0	0
mAMsarohiRA	māṃsarohiṇā	pw	85587.3	5-060-b	0	23	0		1		0	0		0	0
mAQI	māḍhī	pw	85724	5-062-a	0	49	0		1	mAQi:1.000	4	3	mw72;pwg;sch;skd	0	0
mAdayitar	mādayitar	pw	85943	5-065-b	0	123	0		0		0	0		0	0
mAhIyala	māhīyala	pw	86736	5-076-b	0	166	0		0		0	0		0	0
mAlI	mālī	pw	47595.1	3-051-c	0	23	0		1	mAli:1.000	2	2	pe;skd	0	0
mAlIy	mālīy	pw	86577	5-074-c	0	62	0		1		1	1	pwg	0	0
mAlatItIrasaMBava	mālatītīrasaṃbhava	pw	86514	5-073-c	0	86	0		0	mAlatItIrasamBava:1.000	1	1	pwg	0	0
mAnaMpaca	mānaṃpaca	pw	86099	5-067-c	0	77	0		0	mAnampaca:1.000	1	1	pwg	0	0
mAnasTalI	mānasthalī	pw	86164	5-068-c	0	63	0		0		2	1	mw72;pwg	0	0
mAqAdruma	māḍādruma	pw	85719	5-062-a	0	81	0		0		0	0		0	0
mArdaNga	mārdaṅga	pw	86486	5-073-a	0	114	0		0	mardana:0.933	4	3	ben;bur;mw72;pwg	0	0
mArkara	mārkara	pw	86389	5-071-c	0	63	0		0	markara:1.000	1	1	pwg	0	0
mAtaNgamakara	mātaṅgamakara	pw	85782	5-062-c	0	108	0		0	mAtaMgamakara:0.923	2	2	pwg;vcp	0	0
mAtaNgavedI	mātaṅgavedī	pw	209263.1	6-305-b	0	24	0		0		0	0		0	0
mAtaNgavedi	mātaṅgavedi	pw	209263	6-305-b	1	137	0		0		1	1	sch	0	0
mAtay	mātay	pw	85785	5-063-a	0	92	0		1		1	1	pwg	0	0
mAtfmAtar	mātṛmātar	pw	85879	5-064-b	0	74	0		0		1	1	pwg	0	0
mAtrI	mātrī	pw	85919	5-065-a	0	70	0		1		2	2	bhs;lrv	0	0
mAtuHsvasar	mātuḥsvasar	pw	85832.1	5-063-c	0	23	0		0		0	0		0	0
mAtuHzvasar	mātuḥṣvasar	pw	85832	5-063-c	0	77	0		0		1	1	pwg	0	0
mAtuli	mātuli	pw	85826	5-063-c	0	58	0		1	mAtulI:1.000	4	4	pwg;shs;wil;yat	0	0
mAzaSarAvin	māṣaśarāvin	pw	86621	5-075-a	0	86	0		0	mAzaSarAvi:0.952	1	1	pwg	0	0
mEnAkasvasar	mainākasvasar	pw	88979	5-108-c	0	77	0		0		0	0		0	0
mIlaha	mīlaha	pw	87077.1	5-081-c	0	23	0		0		0	0		0	0
mInARqI	mīnāṇḍī	pw	87105	5-082-a	0	73	0		1	mInAri:0.923	2	2	pwg;skd	0	0
mInAstrIRa	mīnāstrīṇa	pw	87108	5-082-a	0	59	0		0		0	0		0	0
mOdgalyIya	maudgalyīya	pw	89198	5-111-c	0	59	0		0	mOdgalIya:0.947	2	1	mw72;pwg	0	0
mUrDawaka	mūrdhaṭaka	pw	87911	5-095-b	0	104	0		0		2	2	bhs;pwg	0	0
mUzikAdant	mūṣikādant	pw	88076	5-097-c	0	69	0		1	mUzikAdanta:0.952	1	1	pwg	0	0
maDUy	madhūy	pw	82597	5-018-b	0	64	0		1		1	1	pwg	0	0
maDuSreRI	madhuśreṇī	pw	82551	5-017-c	0	98	0		1	maDuSreRi:1.000	6	6	pwg;shs;skd;vcp;wil;yat	0	0
maDunetar	madhunetar	pw	82392	5-015-c	0	48	0		0		1	1	pwg	0	0
maDusy	madhusy	pw	82578	5-018-a	0	62	0		1	maDusya:0.923	1	1	pwg	0	0
maDvasy	madhvasy	pw	82753	5-020-b	0	67	0		1	maDvasya:0.933	1	1	pwg	0	0
maKatrAtar	makhatrātar	pw	81435	5-002-a	0	104	0		0		1	1	pwg	0	0
maNktar	maṅktar	pw	81491	5-002-c	0	53	0		0		1	1	pwg	0	0
maRinda	maṇinda	pw	209233	6-305-a	1	131	0		0	maRIndra:0.933	1	1	sch	0	0
maRqUkamAtar	maṇḍūkamātar	pw	81910	5-008-c	0	225	0		0		1	1	pwg	0	0
maTIn	mathīn	pw	82087	5-011-b	0	79	0		1	maTin:1.000	1	1	pwg	0	0
maYjuzA	mañjuṣā	pw	81680	5-005-b	0	66	0		0	maYjUzA:1.000	5	5	ap;bur;fri;pwg;skd	0	0
madaka	madaka	pw	82101	5-012-b	0	67	0		0	mAdaka:1.000	0	0		0	0
madakawa	madakaṭa	pw	82102	5-012-b	0	82	0		0		2	2	pwg;vcp	0	0
madanapAWaka	madanapāṭhaka	pw	82139	5-012-c	0	66	0		0		7	7	ben;lrv;pwg;shs;vcp;wil;yat	0	0
madavfnda	madavṛnda	pw	82216	5-013-c	0	51	0		0		4	4	pwg;shs;wil;yat	0	0
madrAy	madrāy	pw	82307	5-014-c	0	57	0		1	madrAya:0.923	1	1	pwg	0	0
madrikAy	madrikāy	pw	82310	5-014-c	0	84	0		1	madrikAya:0.941	1	1	pwg	0	0
madvagIyi	madvagīyi	pw	82317.1	5-014-c	0	23	0		0		0	0		0	0
madvagya	madvagya	pw	82317.2	5-014-c	0	23	0		0	madvargya:0.941	0	0		0	0
mady	mady	pw	82273	5-014-b	0	72	0		1		1	1	pwg	0	0
magaDy	magadhy	pw	81464	5-002-b	0	67	0		1	magaDya:0.923	1	1	pwg	0	0
mahAcitrapawala	mahācitrapaṭala	pw	84286	5-043-b	0	62	0		0	mahAcitrapAwala:1.000	0	0		0	0
mahAdvaMdva	mahādvaṃdva	pw	84416	5-045-a	0	70	0		0		1	1	pwg	0	0
mahAkarkaru	mahākarkaru	pw	215788.1	7-330-a	1	24	0		0	mahAkarkAru:1.000	1	1	sch	0	0
mahAprItivegasaMBavamudrA	mahāprītivegasaṃbhavamudrā	pw	84623	5-047-b	0	111	0		0	mahAprItivegasamBavamudrA:1.000	1	1	pwg	0	0
mahAputrIy	mahāputrīy	pw	84569	5-046-c	0	74	0		1	mahAputrIya:0.952	1	1	pwg	0	0
mahAsaMmatIya	mahāsaṃmatīya	pw	85166	5-054-b	0	100	0		0	mahAsammatIya:1.000	1	1	pwg	0	0
mahAsaMmata	mahāsaṃmata	pw	85165	5-054-b	0	71	0		0	mahAsammata:1.000	2	2	bhs;pwg	0	0
mahAtiwiBi	mahātiṭibhi	pw	84349	5-044-a	0	77	0		1		0	0		0	0
mahizAsuramajjotTa	mahiṣāsuramajjottha	pw	85329	5-056-b	0	85	0		0	mahizAsuramajjoTA:0.971	0	0		0	0
mahizAsurasaMBava	mahiṣāsurasaṃbhava	pw	85331	5-056-b	0	91	0		0	mahizAsurasamBava:1.000	1	1	pwg	0	0
mahizamaTanI	mahiṣamathanī	pw	85319	5-056-b	0	75	0		0		0	0		0	0
majjAra	majjāra	pw	81611	5-004-c	0	72	0		0	majjara:1.000	0	0		0	0
malahantar	malahantar	pw	83846	5-038-a	0	234	0		0		1	1	pwg	0	0
manI	manī	pw	82855	5-022-c	0	67	0		1	mAnI:1.000	0	0		0	0
manayitar	manayitar	pw	82789	5-021-c	0	115	0		0		0	0		0	0
mandodarITa	mandodarītha	pw	83362	5-030-a	0	73	0		0		0	0		0	0
mandray	mandray	pw	83371	5-030-a	0	54	0		1	mandraya:0.933	1	1	pwg	0	0
mantUy	mantūy	pw	83062	5-025-c	0	139	0		1	mantUya:0.923	1	1	pwg	0	0
mantraRArha	mantraṇārha	pw	83086	5-026-a	0	53	0		0	mantraRAha:0.952	0	0		0	0
maqurakanTa	maḍurakantha	pw	81709	5-005-c	0	115	0		0		0	0		0	0
marata	marata	pw	83529	5-032-a	0	43	0		0	marakta:0.923	9	8	ben;bur;lrv;mw72;pwg;shs;vcp;wil;yat	0	0
martyendramAtar	martyendramātar	pw	83691	5-035-a	0	212	0		0		0	0		0	0
maruDvaja	marudhvaja	pw	83616	5-033-b	0	68	0		0	marudDvaja:0.947	0	0		0	0
marusaMBava	marusaṃbhava	pw	83636	5-033-c	0	229	0		0	marusamBava:1.000	2	2	lrv;pwg	0	0
marutmant	marutmant	pw	83584	5-033-a	0	56	0		0	marutmat:0.941	1	1	pwg	0	0
masAraka	masāraka	pw	84001.1	5-039-c	0	23	0		0		2	2	lrv;pwg	0	0
matIyaMs	matīyaṃs	pw	81971	5-009-c	0	75	0		0		1	1	pwg	0	0
mataka	mataka	pw	81919	5-008-c	0	50	0		0	maTaka:1.000	1	1	pwg	0	0
matizWa	matiṣṭha	pw	81968	5-009-c	0	71	0		0		1	1	pwg	0	0
mawAmawAy	maṭāmaṭāy	pw	81689	5-005-c	0	53	0		0	mawamawAya:0.947	1	1	pwg	0	0
mazIDAnI	maṣīdhānī	pw	83986	5-039-c	0	52	0		0	mazIDanI:1.000	0	0		0	0
mazpI	maṣpī	pw	82283.1	5-014-b	0	23	0		0		0	0		0	0
meDAy	medhāy	pw	88788	5-106-a	0	65	0		0		1	1	pwg	0	0
meDIyaMs	medhīyaṃs	pw	88799.1	5-106-b	0	23	0		0	meDIyas:0.933	0	0		0	0
meGasaMBava	meghasaṃbhava	pw	88662	5-104-c	0	78	0		0	meGasamBava:1.000	2	2	bhs;pwg	0	0
mekalakanyA	mekalakanyā	pw	88562.1	5-103-b	0	23	0		0		4	4	ap;armh;lrv;pwg	0	0
meruSiKaraDarakamAraBata	meruśikharadharakamārabhata	pw	88851	5-106-c	0	96	0		0		0	0		0	0
merudu	merudu	pw	88833	5-106-c	0	73	0		0		2	1	mw72;pwg	0	0
merukadambaka	merukadambaka	pw	208128	5-263-c	1	66	0		0		1	1	sch	0	0
merususaMBava	merususaṃbhava	pw	88857	5-107-a	0	95	0		0	merususamBava:1.000	2	2	bhs;pwg	0	0
mezAhvaya	meṣāhvaya	pw	88895	5-107-b	0	87	0		1	mezAhvayA:1.000	1	1	pwg	0	0
mezavizARikA	meṣaviṣāṇikā	pw	88882	5-107-b	0	70	0		0	mezavizaRikA:1.000	5	5	pwg;shs;skd;wil;yat	0	0
mfdaNgaPalinI	mṛdaṅgaphalinī	pw	88442	5-102-a	0	111	0		0	mfdaMgaPalinI:0.923	4	4	ap;pwg;skd;vcp	0	0
mfduromavant	mṛduromavant	pw	88492	5-102-c	0	50	0		0	mfduromavat:0.957	1	1	pwg	0	0
mfqaNkaRa	mṛḍaṅkaṇa	pw	88283	5-100-a	0	54	0		0		7	6	ben;bur;mw72;pwg;shs;wil;yat	0	0
mftasvamoktar	mṛtasvamoktar	pw	88350	5-100-c	0	83	0		0		1	1	pwg	0	0
mfzArTakA	mṛṣārthakā	pw	88538.1	5-103-a	0	23	0		1	mfzArTaka:1.000	0	0		0	0
miTunAy	mithunāy	pw	86902	5-079-a	0	66	0		1	miTunAya:0.933	1	1	pwg	0	0
mits	mits	pw	86887	5-078-c	0	88	0		0		0	0		0	0
mlAnIya	mlānīya	pw	89289	5-113-b	0	80	0		0		0	0		0	0
mocastrAva	mocastrāva	pw	89051.2	5-109-c	0	23	0		0	mocasrAva:0.947	0	0		0	0
mocastrut	mocastrut	pw	89051.3	5-109-c	0	23	0		0	mocasrut:0.941	0	0		0	0
modayantikA	modayantikā	pw	89081	5-110-a	0	205	0		0		3	2	ap;mw72;pwg	0	0
mozwar	moṣṭar	pw	89106	5-110-b	0	56	0		0		1	1	pwg	0	0
muKI	mukhī	pw	87381	5-086-a	0	46	0		1		0	0		0	0
muKaMpaca	mukhaṃpaca	pw	87315	5-085-a	0	50	0		0	muKampaca:1.000	2	2	lrv;pwg	0	0
muKasaMBava	mukhasaṃbhava	pw	87355	5-085-c	0	57	0		0	muKasamBava:1.000	2	2	lrv;pwg	0	0
muRqarikA	muṇḍarikā	pw	87494	5-089-a	0	70	0		0		1	1	pwg	0	0
muRqinikA	muṇḍinikā	pw	87506	5-089-a	0	90	0		0		1	1	pwg	0	0
muYjanaka	muñjanaka	pw	87452	5-088-b	0	204	0		0		0	0		0	0
mudgavant	mudgavant	pw	87550	5-089-c	0	71	0		0	mudgavat:0.941	1	1	pwg	0	0
mukayI	mukayī	pw	87129.1	5-082-c	0	23	0		1		0	0		0	0
muktAmAtar	muktāmātar	pw	87220	5-084-a	0	80	0		0		1	1	pwg	0	0
murmurIy	murmurīy	pw	87682	5-091-b	0	69	0		1	murmurIya:0.941	1	1	pwg	0	0
murucikA	murucikā	pw	220552	7-368-d	1	80	1	273,47	0		2	2	bhs;sch	0	0
musuntikA	musuntikā	pw	220555	7-368-d	1	82	1	245,667	0		1	1	sch	0	0
nABikUpikA	nābhikūpikā	pw	57851	3-195-b	0	80	0		0	nABikupikA:1.000	1	1	ap	0	0
nAciketu	nāciketu	pw	57562	3-191-c	0	69	0		1		5	5	bur;inm;shs;wil;yat	0	0
nAgakumArikA	nāgakumārikā	pw	57370	3-189-b	0	118	0		0		2	2	skd;vcp	0	0
nAgasaMBava	nāgasaṃbhava	pw	57503	3-191-a	0	51	0		0	nAgasamBava:1.000	2	2	lrv;pwg	0	0
nAgavIwa	nāgavīṭa	pw	57495	3-191-a	0	57	0		0		7	6	lrv;mw72;pwg;shs;vcp;wil;yat	0	0
nAgavallikA	nāgavallikā	pw	57491	3-191-a	0	67	0		0		5	5	pwg;shs;skd;wil;yat	0	0
nAkapfzWa	nākapṛṣṭha	pw	57341	3-189-a	0	109	0		0		3	3	cae;ccs;pwg	0	0
nAlARqA	nālāṇḍā	pw	58068	3-198-b	0	50	0		0		0	0		0	0
nAnta	nānta	pw	57807	3-194-c	0	33	0		0		3	2	ap;mw72;pwg	0	0
nApinaBARqa	nāpinabhāṇḍa	pw	218655	7-352-b	1	98	1	273,99	0		0	0		0	0
nArAla	nārāla	pw	58017	3-197-c	0	102	0		0		0	0		0	0
nArakIya	nārakīya	pw	57958	3-196-c	0	56	0		0		6	5	ap;ap90;bhs;lrv;mw72;pwg	0	0
nArikelI	nārikelī	pw	58027.1	3-197-c	0	23	0		1	nArIkelI:1.000	2	2	lrv;sch	0	0
nArikeli	nārikeli	pw	58027	3-197-c	0	65	0		1	nArIkelI:1.000	1	1	lrv	0	0
nArnamani	nārnamani	pw	58051	3-198-a	0	72	0		1		1	1	pwg	0	0
nAsikyaka	nāsikyaka	pw	58163	3-199-b	0	47	0		0		5	4	mw72;pwg;shs;wil;yat	0	0
nAsotTa	nāsottha	pw	58166	3-199-b	0	58	0		0	nasotTa:1.000	0	0		0	0
nESnya	naiśnya	pw	61319	3-243-b	0	70	0		0		1	1	pwg	0	0
nEruktika	nairuktika	pw	61271	3-242-c	0	55	0		0		3	2	mw72;pwg;vcp	0	0
nEvaSEkzASEkza	naivaśaikṣāśaikṣa	pw	218931	7-354-c	1	186	1	95,10	0		1	1	sch	0	0
nEzpeSikatva	naiṣpeśikatva	pw	61352	3-243-c	0	85	0		0		1	1	pwg	0	0
nEzya	naiṣya	pw	61356	3-243-c	0	73	0		0		0	0		0	0
nIcy	nīcy	pw	60538	3-233-b	0	92	0		1		1	1	pwg	0	0
nIhArAy	nīhārāy	pw	60821	3-237-a	0	56	0		1	nIhArAya:0.933	1	1	pwg	0	0
nIlAparAjitA	nīlāparājitā	pw	60761.1	3-236-b	0	23	0		0		2	2	pwg;skd	0	0
nIlAruRa	nīlāruṇa	pw	60771	3-236-b	0	82	0		0		2	2	lrv;pwg	0	0
nIlakaRWaka	nīlakaṇṭhaka	pw	60631	3-235-a	0	76	0		0	nIlakaRWAkza:0.957	0	0		0	0
nIlasinduka	nīlasinduka	pw	60748	3-236-b	0	203	0		0	nIlasinDuka:1.000	0	0		0	0
naMzwar	naṃṣṭar	pw	56121	3-172-a	0	66	0		0		1	1	pwg	0	0
naSitar	naśitar	pw	57254	3-187-b	0	79	0		0	nASita:0.923	1	1	pwg	0	0
nacyuta	nacyuta	pw	56375	3-174-c	0	35	0		0	nayuta:0.923	3	2	mw72;pwg;vcp	0	0
nadIkukuwwikA	nadīkukuṭṭikā	pw	56465	3-176-a	0	56	0		0		0	0		0	0
nagaraDanasaMDArAma	nagaradhanasaṃdhārāma	pw	56307.1	3-174-a	0	23	0		0	nagaraDanasaMGArAma:0.947	0	0		0	0
nagaraGAtaka	nagaraghātaka	pw	56303	3-174-a	0	67	0		0		0	0		0	0
nagnaMBavizRu	nagnaṃbhaviṣṇu	pw	56359	3-174-b	0	64	0		0	nagnamBavizRu:1.000	4	4	ap;ap90;lrv;pwg	0	0
nakrarAja	nakrarāja	pw	56180.1	3-172-c	0	23	0		1	nakrarAj:0.941	2	2	pwg;vcp	0	0
nakulAQyA	nakulāḍhyā	pw	204927	3-264-c	1	122	0		0		4	4	pwg;sch;skd;vcp	0	0
nalya	nalya	pw	57060	3-185-a	0	49	0		0	nAlya:1.000	2	2	pwg;vcp	0	0
nanandar	nanandar	pw	56509.1	3-176-b	0	23	0		0		1	1	pwg	0	0
nandy	nandy	pw	56618	3-178-b	0	52	0		0		1	1	pwg	0	0
naqvant	naḍvant	pw	56425	3-175-a	0	65	0		0	naqvat:0.923	1	1	pwg	0	0
nar	nar	pw	56816	3-181-c	0	56	0		1	nAr:1.000	4	4	ccs;fri;gra;pwg	0	0
narAli	narāli	pw	56932	3-183-a	0	69	0		0		0	0		0	0
naraMmanya	naraṃmanya	pw	56879	3-182-b	0	130	0		0	narammanya:1.000	2	2	pwg;sch	0	0
narakavartman	narakavartman	pw	218584	7-351-d	1	102	0		0		1	1	sch	0	0
narmAlI	narmālī	pw	207534	5-257-b	1	74	0		0		1	1	sch	0	0
nasatta	nasatta	pw	57301	3-188-a	0	51	0		0		2	2	pwg;vcp	0	0
navAlAbu	navālābu	pw	204935	3-264-c	1	127	0		0		1	1	sch	0	0
navaPalA	navaphalā	pw	57143	3-185-c	0	70	0		0		0	0		0	0
navaraNgaka	navaraṅgaka	pw	57161	3-186-a	0	60	0		0		0	0		0	0
nawAnDikA	naṭāndhikā	pw	56397.1	3-175-a	0	23	0		0		0	0		0	0
