dcs_band	kind	slp1	iast
1	nominal	kladaTu	kladathu
1	nominal	klami	klami
1	nominal	klamu	klamu
1	nominal	kleSatama	kleśatama
1	nominal	klinnatA	klinnatā
1	nominal	klizwavattara	kliṣṭavattara
1	nominal	kloka	kloka
1	nominal	klukan	klukan
1	nominal	kmarac	kmarac
1	nominal	knUyI	knūyī
1	nominal	knopi	knopi
1	nominal	koNkaReSvara	koṅkaṇeśvara
1	nominal	koRAlaka	koṇālaka
1	nominal	koRagiri	koṇagiri
1	nominal	koRatA	koṇatā
1	nominal	koRavAsana	koṇavāsana
1	nominal	koRavega	koṇavega
1	nominal	koSARqaka	kośāṇḍaka
1	nominal	koSAgAraparvataka	kośāgāraparvataka
1	nominal	kodravika	kodravika
1	nominal	kohanatIrTamAhAtmyavarRana	kohanatīrthamāhātmyavarṇana
1	nominal	kokUj	kokūj
1	nominal	kokUy	kokūy
1	nominal	kokalikA	kokalikā
1	nominal	kokanandana	kokanandana
1	nominal	kokilAbila	kokilābila
1	nominal	kokilAnanda	kokilānanda
1	nominal	kokilapriyA	kokilapriyā
1	nominal	kolAnelAvana	kolānelāvana
1	nominal	kolISa	kolīśa
1	nominal	kolISaka	kolīśaka
1	nominal	kolaPala	kolaphala
1	nominal	kolagirikA	kolagirikā
1	nominal	kolakAkula	kolakākula
1	nominal	kolakarRI	kolakarṇī
1	nominal	kolambakarRa	kolambakarṇa
1	nominal	kolapAlikA	kolapālikā
1	nominal	kolipattra	kolipattra
1	nominal	kollagira	kollagira
1	nominal	komaWaka	komaṭhaka
1	nominal	komaka	komaka
1	nominal	komalapattraka	komalapattraka
1	nominal	kondeya	kondeya
1	nominal	kopavya	kopavya
1	nominal	koraNgaka	koraṅgaka
1	nominal	koravallI	koravallī
1	nominal	kowISvarI	koṭīśvarī
1	nominal	kowItIrTa	koṭītīrtha
1	nominal	koweSvarI	koṭeśvarī
1	nominal	kowima	koṭima
1	nominal	kowiveDaka	koṭivedhaka
1	nominal	kozWiyantraka	koṣṭhiyantraka
1	nominal	kozaDAnya	koṣadhānya
1	nominal	krAT	krāth
1	nominal	krAmikA	krāmikā
1	nominal	krAmin	krāmin
1	nominal	krAmuka	krāmuka
1	nominal	krAntaka	krāntaka
1	nominal	krAntf	krāntṛ
1	nominal	krIMkAra	krīṃkāra
1	nominal	krOYcalohita	krauñcalohita
1	nominal	krOYcapAdI	krauñcapādī
1	nominal	krOqI	krauḍī
1	nominal	krOqIkanyA	krauḍīkanyā
1	nominal	krUraGozaka	krūraghoṣaka
1	nominal	krUradaMzwraka	krūradaṃṣṭraka
1	nominal	krUrasena	krūrasena
1	nominal	krUravallI	krūravallī
1	nominal	kra	kra
1	nominal	kradviz	kradviṣ
1	nominal	krakaRWaka	krakaṇṭhaka
1	nominal	kramaSIrza	kramaśīrṣa
1	nominal	kramasaMDAraRa	kramasaṃdhāraṇa
1	nominal	kramatara	kramatara
1	nominal	kramikatA	kramikatā
1	nominal	kramukacCada	kramukacchada
1	nominal	kramukaprasUna	kramukaprasūna
1	nominal	krandAla	krandāla
1	nominal	kratuMjaya	kratuṃjaya
1	nominal	krimiSaNKa	krimiśaṅkha
1	nominal	krimidantaka	krimidantaka
1	nominal	krimijalaja	krimijalaja
1	nominal	kriminidAna	kriminidāna
1	nominal	kriminud	kriminud
1	nominal	krimisU	krimisū
1	nominal	krimisusPuwikA	krimisusphuṭikā
1	nominal	krimivAriruha	krimivāriruha
1	nominal	krimivfkza	krimivṛkṣa
1	nominal	kriyatA	kriyatā
1	nominal	kroDabIja	krodhabīja
1	nominal	kroDaka	krodhaka
1	nominal	kroDanI	krodhanī
1	nominal	kroDavat	krodhavat
1	nominal	kroSaPalA	krośaphalā
1	nominal	kroSinI	krośinī
1	nominal	krozwuGaRwikA	kroṣṭughaṇṭikā
1	nominal	krozwujihvA	kroṣṭujihvā
1	nominal	krozwukaSIrzaka	kroṣṭukaśīrṣaka
1	nominal	krozwukamUlaka	kroṣṭukamūlaka
1	nominal	krozwumanas	kroṣṭumanas
1	nominal	ksa	ksa
1	nominal	kuCavi	kuchavi
1	nominal	kuDya	kudhya
1	nominal	kuMTurara	kuṃthurara
1	nominal	kuNkumA	kuṅkumā
1	nominal	kuNkumacUqaka	kuṅkumacūḍaka
1	nominal	kuRWaDAna	kuṇṭhadhāna
1	nominal	kuRaYjI	kuṇañjī
1	nominal	kuRap	kuṇap
1	nominal	kuRapoka	kuṇapoka
1	nominal	kuRqArikA	kuṇḍārikā
1	nominal	kuRqIpraBa	kuṇḍīprabha
1	nominal	kuRqakayantraka	kuṇḍakayantraka
1	nominal	kuRqaleSvaratIrTamAhAtmyavarRana	kuṇḍaleśvaratīrthamāhātmyavarṇana
1	nominal	kuRqapuzpa	kuṇḍapuṣpa
1	nominal	kuRqavarAwaka	kuṇḍavarāṭaka
1	nominal	kuRqayantraka	kuṇḍayantraka
1	nominal	kuRqikera	kuṇḍikera
1	nominal	kuRqinac	kuṇḍinac
1	nominal	kuRwarikA	kuṇṭarikā
1	nominal	kuSAleKa	kuśālekha
1	nominal	kuSAlikA	kuśālikā
1	nominal	kuSAmraka	kuśāmraka
1	nominal	kuSAwA	kuśāṭā
1	nominal	kuSabda	kuśabda
1	nominal	kuSaka	kuśaka
1	nominal	kuSalIkartf	kuśalīkartṛ
1	nominal	kuSapattra	kuśapattra
1	nominal	kuSardDika	kuśarddhika
1	nominal	kuSastUla	kuśastūla
1	nominal	kuSastra	kuśastra
1	nominal	kuSatIrTa	kuśatīrtha
1	nominal	kuSiMSipA	kuśiṃśipā
1	nominal	kuSikataru	kuśikataru
1	nominal	kuSikzita	kuśikṣita
1	nominal	kuSimbivallI	kuśimbivallī
1	nominal	kuWAraCinnikA	kuṭhārachinnikā
1	nominal	kuWAramuKa	kuṭhāramukha
1	nominal	kuWerAdi	kuṭherādi
1	nominal	kuYcikipattrikA	kuñcikipattrikā
1	nominal	kuYcitANga	kuñcitāṅga
1	nominal	kuYjaka	kuñjaka
1	nominal	kuberAditIrTacatuzwayamAhAtmyavarRana	kuberāditīrthacatuṣṭayamāhātmyavarṇana
1	nominal	kuberatA	kuberatā
1	nominal	kuberatuNga	kuberatuṅga
1	nominal	kubereSa	kubereśa
1	nominal	kubereSvara	kubereśvara
1	nominal	kubjABra	kubjābhra
1	nominal	kubjapuzpA	kubjapuṣpā
1	nominal	kubjeSvara	kubjeśvara
1	nominal	kucElI	kucailī
1	nominal	kucI	kucī
1	nominal	kucalaBeda	kucalabheda
1	nominal	kucarA	kucarā
1	nominal	kucelikA	kucelikā
1	nominal	kuddAlika	kuddālika
1	nominal	kuditikA	kuditikā
1	nominal	kugrAmin	kugrāmin
1	nominal	kuhAqa	kuhāḍa
1	nominal	kuhUravA	kuhūravā
1	nominal	kuhalIkurvanI	kuhalīkurvanī
1	nominal	kuhukaMvikA	kuhukaṃvikā
1	nominal	kujIvita	kujīvita
1	nominal	kujambukA	kujambukā
1	nominal	kukUlaka	kukūlaka
1	nominal	kukkuSa	kukkuśa
1	nominal	kukkurUwa	kukkurūṭa
1	nominal	kukkuramardana	kukkuramardana
1	nominal	kukkurapAda	kukkurapāda
1	nominal	kukkuwakroqa	kukkuṭakroḍa
1	nominal	kukkuwapAdika	kukkuṭapādika
1	nominal	kukuRa	kukuṇa
1	nominal	kukuwwI	kukuṭṭī
1	nominal	kukzimant	kukṣimant
1	nominal	kukzimat	kukṣimat
1	nominal	kukzivant	kukṣivant
1	nominal	kulAva	kulāva
1	nominal	kulIrA	kulīrā
1	nominal	kulaMkara	kulaṃkara
1	nominal	kulajit	kulajit
1	nominal	kulapattra	kulapattra
1	nominal	kulapattraka	kulapattraka
1	nominal	kulevara	kulevara
1	nominal	kulikA	kulikā
1	nominal	kulitTA	kulitthā
1	nominal	kulitTakA	kulitthakā
1	nominal	kulvIkAra	kulvīkāra
1	nominal	kumArAnvezaRa	kumārānveṣaṇa
1	nominal	kumAratilakA	kumāratilakā
1	nominal	kumAreSa	kumāreśa
1	nominal	kumAreSvaratIrTamAhAtmyavarRana	kumāreśvaratīrthamāhātmyavarṇana
1	nominal	kumArotpatti	kumārotpatti
1	nominal	kumBaqikA	kumbhaḍikā
1	nominal	kumBasI	kumbhasī
1	nominal	kumBasTApanaka	kumbhasthāpanaka
1	nominal	kumBastrI	kumbhastrī
1	nominal	kumBayonikA	kumbhayonikā
1	nominal	kumBikaraYja	kumbhikarañja
1	nominal	kumBinIPala	kumbhinīphala
1	nominal	kumBipuwa	kumbhipuṭa
1	nominal	kumBivetasa	kumbhivetasa
1	nominal	kumIna	kumīna
1	nominal	kumaRi	kumaṇi
1	nominal	kumbi	kumbi
1	nominal	kumudAhArI	kumudāhārī
1	nominal	kumudaganDinI	kumudagandhinī
1	nominal	kumudodBava	kumudodbhava
1	nominal	kumunda	kumunda
1	nominal	kunara	kunara
1	nominal	kundamAna	kundamāna
1	nominal	kundana	kundana
1	nominal	kundarukI	kundarukī
1	nominal	kunduka	kunduka
1	nominal	kuntaveDaka	kuntavedhaka
1	nominal	kupUruza	kupūruṣa
1	nominal	kupippala	kupippala
1	nominal	kuqaCI	kuḍachī
1	nominal	kuqaka	kuḍaka
1	nominal	kuqmalA	kuḍmalā
1	nominal	kuqmalIBU	kuḍmalībhū
1	nominal	kuqmalat	kuḍmalat
1	nominal	kuquhuYjika	kuḍuhuñjika
1	nominal	kuqumbarI	kuḍumbarī
1	nominal	kurUwaka	kurūṭaka
1	nominal	kuraNganABikA	kuraṅganābhikā
1	nominal	kuraNginI	kuraṅginī
1	nominal	kurac	kurac
1	nominal	kurawakA	kuraṭakā
1	nominal	kurejA	kurejā
1	nominal	kuriNginI	kuriṅginī
1	nominal	kurkurItIrTamAhAtmyavarRana	kurkurītīrthamāhātmyavarṇana
1	nominal	kurkuwaka	kurkuṭaka
1	nominal	kuruNgiRI	kuruṅgiṇī
1	nominal	kurujit	kurujit
1	nominal	kurumant	kurumant
1	nominal	kurumardaka	kurumardaka
1	nominal	kururin	kururin
1	nominal	kurusTiti	kurusthiti
1	nominal	kuruvAhaka	kuruvāhaka
1	nominal	kuruvindA	kuruvindā
1	nominal	kuruwAvi	kuruṭāvi
1	nominal	kusUta	kusūta
1	nominal	kusaMbanDin	kusaṃbandhin
1	nominal	kusalila	kusalila
1	nominal	kusumARqaka	kusumāṇḍaka
1	nominal	kusumASin	kusumāśin
1	nominal	kusumBakA	kusumbhakā
1	nominal	kusumamodinI	kusumamodinī
1	nominal	kusumeSvaratIrTamAhAtmyavarRana	kusumeśvaratīrthamāhātmyavarṇana
1	nominal	kutAlI	kutālī
1	nominal	kutApa	kutāpa
1	nominal	kutTA	kutthā
1	nominal	kutala	kutala
1	nominal	kutilI	kutilī
1	nominal	kutomuKa	kutomukha
1	nominal	kutsitANgI	kutsitāṅgī
1	nominal	kutsitAmba	kutsitāmba
1	nominal	kutumbA	kutumbā
1	nominal	kuvArtikA	kuvārtikā
1	nominal	kuvalASvaka	kuvalāśvaka
1	nominal	kuvikalpa	kuvikalpa
1	nominal	kuvit	kuvit
1	nominal	kuwArac	kuṭārac
1	nominal	kuwajAPala	kuṭajāphala
1	nominal	kuwajavallI	kuṭajavallī
1	nominal	kuwajodBava	kuṭajodbhava
1	nominal	kuwakAsTi	kuṭakāsthi
1	nominal	kuwalamastaka	kuṭalamastaka
1	nominal	kuwana	kuṭana
1	nominal	kuwiGawa	kuṭighaṭa
1	nominal	kuwwira	kuṭṭira
1	nominal	kuyAga	kuyāga
1	nominal	kuzWIkaraRa	kuṣṭhīkaraṇa
1	nominal	kuzWaSvitrakfminidAna	kuṣṭhaśvitrakṛminidāna
1	nominal	kuzWadozApahA	kuṣṭhadoṣāpahā
1	nominal	kuzWaganDika	kuṣṭhagandhika
1	nominal	kuzWakfntana	kuṣṭhakṛntana
1	nominal	kuzWanASanI	kuṣṭhanāśanī
1	nominal	kuzWaroganidAna	kuṣṭharoganidāna
1	nominal	kuzWatodana	kuṣṭhatodana
1	nominal	kuzi	kuṣi
1	nominal	kuzkuRqa	kuṣkuṇḍa
1	nominal	kuzmARqakI	kuṣmāṇḍakī
1	nominal	kuzmARqikA	kuṣmāṇḍikā
1	nominal	kvATana	kvāthana
1	nominal	kvaRaka	kvaṇaka
1	nominal	kvacittva	kvacittva
1	nominal	kzAlaka	kṣālaka
1	nominal	kzAlinI	kṣālinī
1	nominal	kzAmatara	kṣāmatara
1	nominal	kzApaRa	kṣāpaṇa
1	nominal	kzArAgnikarmaviDi	kṣārāgnikarmavidhi
1	nominal	kzAramUzA	kṣāramūṣā
1	nominal	kzArapAkaviDi	kṣārapākavidhi
1	nominal	kzArapattrI	kṣārapattrī
1	nominal	kzArasUtraka	kṣārasūtraka
1	nominal	kzArasvarjin	kṣārasvarjin
1	nominal	kzAratrika	kṣāratrika
1	nominal	kzAravat	kṣāravat
1	nominal	kzArayuga	kṣārayuga
1	nominal	kzIRabalIya	kṣīṇabalīya
1	nominal	kzIRaka	kṣīṇaka
1	nominal	kzIRavAriPala	kṣīṇavāriphala
1	nominal	kzIbaka	kṣībaka
1	nominal	kzIrAlasaka	kṣīrālasaka
1	nominal	kzIraDArAvrata	kṣīradhārāvrata
1	nominal	kzIraSrezWa	kṣīraśreṣṭha
1	nominal	kzIraganDA	kṣīragandhā
1	nominal	kzIraganDikA	kṣīragandhikā
1	nominal	kzIrakzetra	kṣīrakṣetra
1	nominal	kzIramArjArI	kṣīramārjārī
1	nominal	kzIranAlI	kṣīranālī
1	nominal	kzIranAlikA	kṣīranālikā
1	nominal	kzIranIraDi	kṣīranīradhi
1	nominal	kzIrasAgarakanyakA	kṣīrasāgarakanyakā
1	nominal	kzIrasalila	kṣīrasalila
1	nominal	kzIratraya	kṣīratraya
1	nominal	kzIravahA	kṣīravahā
1	nominal	kzIravaka	kṣīravaka
1	nominal	kzIravfkzaBava	kṣīravṛkṣabhava
1	nominal	kzIrikApuzpaka	kṣīrikāpuṣpaka
1	nominal	kzIrikapItana	kṣīrikapītana
1	nominal	kzIroDija	kṣīrodhija
1	nominal	kzOdrI	kṣaudrī
1	nominal	kzOdravatI	kṣaudravatī
1	nominal	kzOmavat	kṣaumavat
1	nominal	kzOmeya	kṣaumeya
1	nominal	kzUraka	kṣūraka
1	nominal	kzaRIBU	kṣaṇībhū
1	nominal	kzaRadAcarI	kṣaṇadācarī
1	nominal	kzakzakzaH	kṣakṣakṣaḥ
1	nominal	kzamASAntipara	kṣamāśāntipara
1	nominal	kzamAnATa	kṣamānātha
1	nominal	kzamApAlI	kṣamāpālī
1	nominal	kzamaRO	kṣamaṇau
1	nominal	kzamaka	kṣamaka
1	nominal	kzamatara	kṣamatara
1	nominal	kzamiti	kṣamiti
1	nominal	kzapaRIBU	kṣapaṇībhū
1	nominal	kzarA	kṣarā
1	nominal	kzariti	kṣariti
1	nominal	kzataSukra	kṣataśukra
1	nominal	kzatajit	kṣatajit
1	nominal	kzatakzama	kṣatakṣama
1	nominal	kzatraMjaya	kṣatraṃjaya
1	nominal	kzatriRI	kṣatriṇī
1	nominal	kzatriyAtmajA	kṣatriyātmajā
1	nominal	kzayAhvA	kṣayāhvā
1	nominal	kzayavat	kṣayavat
1	nominal	kze	kṣe
1	nominal	kzemadarSa	kṣemadarśa
1	nominal	kzemarudra	kṣemarudra
1	nominal	kzemavApa	kṣemavāpa
1	nominal	kzemogratIrTa	kṣemogratīrtha
1	nominal	kzepiRI	kṣepiṇī
1	nominal	kzetrIBU	kṣetrībhū
1	nominal	kzetrajAva	kṣetrajāva
1	nominal	kzetrakarmaka	kṣetrakarmaka
1	nominal	kzetravAstuka	kṣetravāstuka
1	nominal	kzetravarRa	kṣetravarṇa
1	nominal	kzetravftti	kṣetravṛtti
1	nominal	kzetriyac	kṣetriyac
1	nominal	kzili	kṣili
1	nominal	kzipi	kṣipi
1	nominal	kziprakAritara	kṣiprakāritara
1	nominal	kziptacittatA	kṣiptacittatā
1	nominal	kzitikiwwa	kṣitikiṭṭa
1	nominal	kzitipAlaka	kṣitipālaka
1	nominal	kzmADipa	kṣmādhipa
1	nominal	kzmApaRa	kṣmāpaṇa
1	nominal	kzmAtalorvaSI	kṣmātalorvaśī
1	nominal	kzmAyI	kṣmāyī
1	nominal	kzoRIDara	kṣoṇīdhara
1	nominal	kzoRinAga	kṣoṇināga
1	nominal	kzodin	kṣodin
1	nominal	kzuBna	kṣubhna
1	nominal	kzudrADAnyAka	kṣudrādhānyāka
1	nominal	kzudrAmlI	kṣudrāmlī
1	nominal	kzudrAmla	kṣudrāmla
1	nominal	kzudraSAmA	kṣudraśāmā
1	nominal	kzudracirBawA	kṣudracirbhaṭā
1	nominal	kzudradurAlamBA	kṣudradurālambhā
1	nominal	kzudrakA	kṣudrakā
1	nominal	kzudrakaRwA	kṣudrakaṇṭā
1	nominal	kzudrakaRwarikA	kṣudrakaṇṭarikā
1	nominal	kzudramAtf	kṣudramātṛ
1	nominal	kzudraparRI	kṣudraparṇī
1	nominal	kzudrarogapratizeDa	kṣudrarogapratiṣedha
1	nominal	kzudrarogavijYAnIya	kṣudrarogavijñānīya
1	nominal	kzudrataRqulA	kṣudrataṇḍulā
1	nominal	kzudravArI	kṣudravārī
1	nominal	kzudviboDaka	kṣudvibodhaka
1	nominal	kzullama	kṣullama
1	nominal	kzupAbiDanfpaparABavavarRana	kṣupābidhanṛpaparābhavavarṇana
1	nominal	kzupadaDIcisaMvAda	kṣupadadhīcisaṃvāda
1	nominal	kzupopodaka	kṣupopodaka
1	nominal	kzurapattrI	kṣurapattrī
1	nominal	kzutkArI	kṣutkārī
1	nominal	kzuva	kṣuva
1	nominal	kzuvaka	kṣuvaka
1	nominal	kzva	kṣva
1	nominal	kzveqitaka	kṣveḍitaka
1	nominal	kzvidi	kṣvidi
1	nominal	lABakAma	lābhakāma
1	nominal	lAGavavat	lāghavavat
1	nominal	lANgalIka	lāṅgalīka
1	nominal	lANgulin	lāṅgulin
1	nominal	lAjapuzpaka	lājapuṣpaka
1	nominal	lAkula	lākula
1	nominal	lAlAkanda	lālākanda
1	nominal	lAlAwya	lālāṭya
1	nominal	lAlap	lālap
1	nominal	lAlasIBU	lālasībhū
1	nominal	lAlayitf	lālayitṛ
1	nominal	lAvAkzaka	lāvākṣaka
1	nominal	lAvaRyA	lāvaṇyā
1	nominal	lAvana	lāvana
1	nominal	lAwaparRa	lāṭaparṇa
1	nominal	lIlAvilAsa	līlāvilāsa
1	nominal	lIlAvrata	līlāvrata
1	nominal	lIlaka	līlaka
1	nominal	lInA	līnā
1	nominal	lIyana	līyana
1	nominal	lOhaBekI	lauhabhekī
1	nominal	lOhaviSudDida	lauhaviśuddhida
1	nominal	lOhikya	lauhikya
1	nominal	lOlI	laulī
1	nominal	lOlikI	laulikī
1	nominal	lURa	lūṇa
1	nominal	lUlaka	lūlaka
1	nominal	laBi	labhi
1	nominal	laGuSelu	laghuśelu
1	nominal	laGucandana	laghucandana
1	nominal	laGukaRwakArI	laghukaṇṭakārī
1	nominal	laGukandarasa	laghukandarasa
1	nominal	laGulokeSvara	laghulokeśvara
1	nominal	laGupuwa	laghupuṭa
1	nominal	laGutama	laghutama
1	nominal	laNGanI	laṅghanī
1	nominal	laNGanabfMhaRIya	laṅghanabṛṃhaṇīya
1	nominal	laNkAlampawa	laṅkālampaṭa
1	nominal	laNkAtikA	laṅkātikā
1	nominal	laNkAvarRA	laṅkāvarṇā
1	nominal	laSruti	laśruti
1	nominal	laSunI	laśunī
1	nominal	laSunakzIra	laśunakṣīra
1	nominal	laSunavallI	laśunavallī
1	nominal	laSunavallarI	laśunavallarī
1	nominal	labDatama	labdhatama
1	nominal	lac	lac
1	nominal	lagara	lagara
1	nominal	lajjAhvI	lajjāhvī
1	nominal	lajjAlI	lajjālī
1	nominal	lajjikA	lajjikā
1	nominal	lakuleSvara	lakuleśvara
1	nominal	lakzAkza	lakṣākṣa
1	nominal	lakzaRatara	lakṣaṇatara
1	nominal	lakzmISvara	lakṣmīśvara
1	nominal	lakzmIdAnaviDinirUpaRa	lakṣmīdānavidhinirūpaṇa
1	nominal	lakzmInArAyaRapura	lakṣmīnārāyaṇapura
1	nominal	lakzmaRagupta	lakṣmaṇagupta
1	nominal	lakzmyarcananirUpaRa	lakṣmyarcananirūpaṇa
1	nominal	lalAwatilaka	lalāṭatilaka
1	nominal	lalajjihvA	lalajjihvā
1	nominal	lalallA	lalallā
1	nominal	lalitikA	lalitikā
1	nominal	lamBin	lambhin
1	nominal	lambAkzI	lambākṣī
1	nominal	lambAy	lambāy
1	nominal	lambahasta	lambahasta
1	nominal	lambaromA	lambaromā
1	nominal	lambasI	lambasī
1	nominal	lampikA	lampikā
1	nominal	lapi	lapi
1	nominal	lasatPala	lasatphala
1	nominal	latAgfhaka	latāgṛhaka
1	nominal	latAgra	latāgra
1	nominal	latAhvA	latāhvā
1	nominal	latAkarkawikA	latākarkaṭikā
1	nominal	latAtAla	latātāla
1	nominal	latAvfScika	latāvṛścika
1	nominal	lavaRAgniBA	lavaṇāgnibhā
1	nominal	lavaRAra	lavaṇāra
1	nominal	lavaRAy	lavaṇāy
1	nominal	lavaRaBeda	lavaṇabheda
1	nominal	lavaRadvaya	lavaṇadvaya
1	nominal	lavaRamedas	lavaṇamedas
1	nominal	lavaRatrika	lavaṇatrika
1	nominal	laveqikA	laveḍikā
1	nominal	lawvAka	laṭvāka
1	nominal	lawwUzaka	laṭṭūṣaka
1	nominal	layAkala	layākala
1	nominal	layAmfta	layāmṛta
1	nominal	layIkaraRa	layīkaraṇa
1	nominal	layIkfti	layīkṛti
1	nominal	layasidDi	layasiddhi
1	nominal	leKaSAwaka	lekhaśāṭaka
1	nominal	leKyarogapratizeDa	lekhyarogapratiṣedha
1	nominal	leSaSaH	leśaśaḥ
1	nominal	lehIBU	lehībhū
1	nominal	lehikA	lehikā
1	nominal	lelIna	lelīna
1	nominal	lelin	lelin
1	nominal	lelinaka	lelinaka
1	nominal	liKi	likhi
1	nominal	liKikA	likhikā
1	nominal	liNgAdri	liṅgādri
1	nominal	liNgArcanaviDi	liṅgārcanavidhi
1	nominal	liNgIBU	liṅgībhū
1	nominal	liNganASapratizeDa	liṅganāśapratiṣedha
1	nominal	liNgaparvata	liṅgaparvata
1	nominal	liNgasTApana	liṅgasthāpana
1	nominal	liNgavArAhatIrTamAhAtmyavarRana	liṅgavārāhatīrthamāhātmyavarṇana
1	nominal	liRqa	liṇḍa
1	nominal	lihAlaka	lihālaka
1	nominal	lilaNGayizu	lilaṅghayiṣu
1	nominal	lilakzayizu	lilakṣayiṣu
1	nominal	lipsitA	lipsitā
1	nominal	liptamUzikA	liptamūṣikā
1	nominal	loBA	lobhā
1	nominal	loBatA	lobhatā
1	nominal	loDraSUka	lodhraśūka
1	nominal	loDrapuzpiRI	lodhrapuṣpiṇī
1	nominal	loQara	loḍhara
1	nominal	loRaka	loṇaka
1	nominal	loRakakzAra	loṇakakṣāra
1	nominal	loRamfd	loṇamṛd
1	nominal	loRamftsnA	loṇamṛtsnā
1	nominal	lohASavaktra	lohāśavaktra
1	nominal	lohAri	lohāri
1	nominal	lohArizwa	lohāriṣṭa
1	nominal	lohAvarta	lohāvarta
1	nominal	lohaGna	lohaghna
1	nominal	lohakAntika	lohakāntika
1	nominal	lohakiwwaka	lohakiṭṭaka
1	nominal	lohanAlI	lohanālī
1	nominal	lohanAman	lohanāman
1	nominal	lohaniBa	lohanibha
1	nominal	lohaniryAsa	lohaniryāsa
1	nominal	lohaparpawikA	lohaparpaṭikā
1	nominal	lohaveDa	lohavedha
1	nominal	lohaviSudDikft	lohaviśuddhikṛt
1	nominal	lohavizWA	lohaviṣṭhā
1	nominal	lohitaganDAsyatA	lohitagandhāsyatā
1	nominal	lohitakzarA	lohitakṣarā
1	nominal	lohitakzayA	lohitakṣayā
1	nominal	lohitarAjin	lohitarājin
1	nominal	lohitatara	lohitatara
1	nominal	lohocCizwa	lohocchiṣṭa
1	nominal	lohotTa	lohottha
1	nominal	lokajihva	lokajihva
1	nominal	lokaprasAdinI	lokaprasādinī
1	nominal	lokayitf	lokayitṛ
1	nominal	lokottaratA	lokottaratā
1	nominal	lokottaratama	lokottaratama
1	nominal	lolANga	lolāṅga
1	nominal	lolodDftakarA	loloddhṛtakarā
1	nominal	lolup	lolup
1	nominal	lomaSaPalA	lomaśaphalā
1	nominal	lomaSakaRwA	lomaśakaṇṭā
1	nominal	lomaSamUlikA	lomaśamūlikā
1	nominal	lomaSapuzpA	lomaśapuṣpā
1	nominal	lomapAmavinASinI	lomapāmavināśinī
1	nominal	lomaparRI	lomaparṇī
1	nominal	loqA	loḍā
1	nominal	lowaReSvaratIrTamAhAtmyavarRana	loṭaṇeśvaratīrthamāhātmyavarṇana
1	nominal	lowwAmAriza	loṭṭāmāriṣa
1	nominal	luNkeSa	luṅkeśa
1	nominal	luNkeSvaratIrTamAhAtmyavarRana	luṅkeśvaratīrthamāhātmyavarṇana
1	nominal	luYci	luñci
1	nominal	lubDakI	lubdhakī
1	nominal	lubDatama	lubdhatama
1	nominal	lumbin	lumbin
1	nominal	lupti	lupti
1	nominal	lyu	lyu
1	nominal	mADavasenA	mādhavasenā
1	nominal	mADumehika	mādhumehika
1	nominal	mAGaKecarI	māghakhecarī
1	nominal	mAMsalA	māṃsalā
1	nominal	mAMsalaPala	māṃsalaphala
1	nominal	mAMsasarpis	māṃsasarpis
1	nominal	mAMsavivarDanI	māṃsavivardhanī
1	nominal	mAMsodBava	māṃsodbhava
1	nominal	mAMsyAhvayA	māṃsyāhvayā
1	nominal	mANgalaSAstra	māṅgalaśāstra
1	nominal	mANgalyA	māṅgalyā
1	nominal	mANgalyaka	māṅgalyaka
1	nominal	mANgu	māṅgu
1	nominal	mARIcaka	māṇīcaka
1	nominal	mARikyaSrezWin	māṇikyaśreṣṭhin
1	nominal	mARqUra	māṇḍūra
1	nominal	mARqavyaSUlAropaRavarRana	māṇḍavyaśūlāropaṇavarṇana
1	nominal	mARqavyatIrTamAhAtmyavarRana	māṇḍavyatīrthamāhātmyavarṇana
1	nominal	mARqukeya	māṇḍukeya
1	nominal	mAYjarika	māñjarika
1	nominal	mAYjizWamehin	māñjiṣṭhamehin
1	nominal	mAcella	mācella
1	nominal	mAcireRa	mācireṇa
1	nominal	mAcizA	māciṣā
1	nominal	mAgaDaSreRya	māgadhaśreṇya
1	nominal	mAgaDikAdi	māgadhikādi
1	nominal	mAgaDotTita	māgadhotthita
1	nominal	mAheSamata	māheśamata
1	nominal	mAheSvarya	māheśvarya
1	nominal	mAhendravijaya	māhendravijaya
1	nominal	mAhizakArzika	māhiṣakārṣika
1	nominal	mAhizapaYcaka	māhiṣapañcaka
1	nominal	mAkzikAhvayA	mākṣikāhvayā
1	nominal	mAlArjuna	mālārjuna
1	nominal	mAlAy	mālāy
1	nominal	mAlavARaka	mālavāṇaka
1	nominal	mAlinISvara	mālinīśvara
1	nominal	mAlukAparRa	mālukāparṇa
1	nominal	mAluyAsarpa	māluyāsarpa
1	nominal	mAlyaSePAlI	mālyaśephālī
1	nominal	mAlyaka	mālyaka
1	nominal	mAmad	māmad
1	nominal	mAnacUqA	mānacūḍā
1	nominal	mAnakandaka	mānakandaka
1	nominal	mAnanAyikA	mānanāyikā
1	nominal	mAnasahradA	mānasahradā
1	nominal	mAnasavegaka	mānasavegaka
1	nominal	mAnitf	mānitṛ
1	nominal	mAqadruma	māḍadruma
1	nominal	mArIzA	mārīṣā
1	nominal	mArakkara	mārakkara
1	nominal	mAraputrabrahman	māraputrabrahman
1	nominal	mAravijaya	māravijaya
1	nominal	mArgamitri	mārgamitri
1	nominal	mArgavat	mārgavat
1	nominal	mArgeSvara	mārgeśvara
1	nominal	mArjAralalitaka	mārjāralalitaka
