dcs_band	kind	slp1	iast
3	verb-deriv	SaMsay	śaṃsay
3	verb-deriv	Sezay	śeṣay
3	verb-deriv	Socay	śocay
3	bija/letter	SrIM	śrīṃ
3	bija/letter	Y	ñ
3	verb-deriv	aBiGAray	abhighāray
3	prefixed-verb?	aBiSram	abhiśram
3	verb-deriv	aBicintay	abhicintay
3	verb-deriv	aBicoday	abhicoday
3	verb-deriv	aBihAray	abhihāray
3	verb-deriv	aBikAmay	abhikāmay
3	verb-deriv	aBinirvartay	abhinirvartay
3	verb-deriv	aBipAlay	abhipālay
3	verb-deriv	aBipIqay	abhipīḍay
3	verb-deriv	aBipUray	abhipūray
3	verb-deriv	aBiprasAday	abhiprasāday
3	verb-deriv	aBirocay	abhirocay
3	verb-deriv	aBisampUjay	abhisampūjay
3	verb-deriv	aBitAqay	abhitāḍay
3	verb-deriv	aBivAray	abhivāray
3	verb-deriv	aBivarDay	abhivardhay
3	verb-deriv	aBivezway	abhiveṣṭay
3	verb-deriv	aBizecay	abhiṣecay
3	verb-deriv	aByanujYApay	abhyanujñāpay
3	verb-deriv	aByarTay	abhyarthay
3	verb-deriv	aByarcay	abhyarcay
3	verb-deriv	aByarday	abhyarday
3	verb?	aByavakf	abhyavakṛ
3	prefixed-verb?	aDimuc	adhimuc
3	verb-deriv	aDiropay	adhiropay
3	prefixed-verb?	aDivah	adhivah
3	bija/letter	aY	añ
3	verb-deriv	aYjay	añjay
3	infl?	akurvat	akurvat
3	verb-deriv	anuBAvay	anubhāvay
3	prefixed-verb?	anuSiz	anuśiṣ
3	verb-deriv	anuSrAvay	anuśrāvay
3	verb-deriv	anucintay	anucintay
3	verb-deriv	anudarSay	anudarśay
3	prefixed-verb?	anugup	anugup
3	verb-deriv	anujYApay	anujñāpay
3	verb-deriv	anukIrtay	anukīrtay
3	verb-deriv	anumAnay	anumānay
3	verb-deriv	anumantray	anumantray
3	verb-deriv	anumoday	anumoday
3	verb-deriv	anunAday	anunāday
3	verb-deriv	anupAlay	anupālay
3	verb-deriv	anupAyay	anupāyay
3	verb-deriv	anuprezay	anupreṣay
3	verb-deriv	anuraYjay	anurañjay
3	verb-deriv	anusAray	anusāray
3	prefixed-verb?	anusIv	anusīv
3	verb-deriv	anuvAsay	anuvāsay
3	verb-deriv	anuvarRay	anuvarṇay
3	verb-deriv	anuvartay	anuvartay
3	verb-deriv	anvezay	anveṣay
3	verb-deriv	apasAray	apasāray
3	prefixed-verb?	apasmf	apasmṛ
3	verb-deriv	apavAhay	apavāhay
3	verb-deriv	apavarjay	apavarjay
3	verb-deriv	arhay	arhay
3	verb-deriv	atipAtay	atipātay
3	verb-deriv	atipIqay	atipīḍay
3	verb-deriv	atisAray	atisāray
3	verb-deriv	ativAhay	ativāhay
3	verb-deriv	avaBAsay	avabhāsay
3	verb-deriv	avaGawway	avaghaṭṭay
3	verb-deriv	avaSezay	avaśeṣay
3	verb-deriv	avacAray	avacāray
3	verb-deriv	avacCAday	avacchāday
3	prefixed-verb?	avadf	avadṛ
3	verb-deriv	avaguRWay	avaguṇṭhay
3	verb-deriv	avakalpay	avakalpay
3	verb-deriv	avalambay	avalambay
3	verb-deriv	avamAnay	avamānay
3	verb-deriv	avanAmay	avanāmay
3	verb-deriv	avapIqay	avapīḍay
3	verb-deriv	avasAday	avasāday
3	verb-deriv	avasTApay	avasthāpay
3	verb-deriv	avasecay	avasecay
3	verb-deriv	bADay	bādhay
3	verb-deriv	bfMhay	bṛṃhay
3	verb?	buBUz	bubhūṣ
3	verb?	buBukz	bubhukṣ
3	bija/letter	cCaH	cchaḥ
3	verb-deriv	calay	calay
3	verb-deriv	carcay	carcay
3	verb-deriv	cetay	cetay
3	verb-deriv	cezway	ceṣṭay
3	verb-deriv	citay	citay
3	verb-deriv	coray	coray
3	verb-deriv	cyAvay	cyāvay
3	verb-deriv	dAhay	dāhay
3	verb-deriv	dIkzay	dīkṣay
3	verb-deriv	dIpay	dīpay
3	verb-deriv	damay	damay
3	verb?	diDiz	didhiṣ
3	verb?	didfkz	didṛkṣ
3	verb?	dits	dits
3	bija/letter	drIM	drīṃ
3	bija/letter	drOM	drauṃ
3	verb-deriv	dvaMdvay	dvaṃdvay
3	verb-deriv	dyotay	dyotay
3	verb-deriv	eray	eray
3	verb-deriv	ezay	eṣay
3	verb-deriv	garhay	garhay
3	verb-deriv	gavezay	gaveṣay
3	indecl?	girijatu	girijatu
3	verb?	guRIkf	guṇīkṛ
3	verb-deriv	guRWay	guṇṭhay
3	verb?	gurukf	gurukṛ
3	verb-deriv	hApay	hāpay
3	verb-deriv	hAray	hāray
3	bija/letter	hEM	haiṃ
3	bija/letter	hIM	hīṃ
3	bija/letter	hOM	hauṃ
3	verb?	hiMkf	hiṃkṛ
3	verb-deriv	hiMsay	hiṃsay
3	verb-deriv	hlAday	hlāday
3	bija/letter	hrAM	hrāṃ
3	verb-deriv	hrAsay	hrāsay
3	bija/letter	hrEM	hraiṃ
3	bija/letter	hrUM	hrūṃ
3	bija/letter	hraH	hraḥ
3	bija/letter	hraM	hraṃ
3	bija/letter	iY	iñ
3	infl?	jAgrant	jāgrant
3	verb-deriv	jYApay	jñāpay
3	verb-deriv	jamBay	jambhay
3	verb-deriv	jaray	jaray
3	verb-deriv	jiGfkzay	jighṛkṣay
3	verb?	jigIz	jigīṣ
3	verb?	jihAs	jihās
3	verb?	jihIrz	jihīrṣ
3	verb?	jijYAs	jijñās
3	verb-deriv	jvalay	jvalay
3	verb-deriv	jvaray	jvaray
3	bija/letter	k	k
3	verb-deriv	kaRqay	kaṇḍay
3	verb-deriv	kalkay	kalkay
3	verb-deriv	karzay	karṣay
3	indecl?	katicid	katicid
3	bija/letter	klIM	klīṃ
3	verb-deriv	kleSay	kleśay
3	verb-deriv	kleday	kleday
3	verb-deriv	kopay	kopay
3	verb-deriv	krAmay	krāmay
3	bija/letter	krIM	krīṃ
3	verb-deriv	krIqay	krīḍay
3	verb-deriv	kroDay	krodhay
3	verb-deriv	kuYcay	kuñcay
3	indecl?	kutaScana	kutaścana
3	indecl?	kutaScid	kutaścid
3	indecl?	kutracid	kutracid
3	verb-deriv	kuwway	kuṭṭay
3	verb-deriv	kvATay	kvāthay
3	bija/letter	kzEM	kṣaiṃ
3	bija/letter	kzIM	kṣīṃ
3	bija/letter	kzaM	kṣaṃ
3	verb-deriv	kzamay	kṣamay
3	bija/letter	l	l
3	verb-deriv	lamBay	lambhay
3	verb-deriv	leKay	lekhay
3	verb-deriv	lehay	lehay
3	verb?	lips	lips
3	verb-deriv	loBay	lobhay
3	verb-deriv	lolay	lolay
3	verb-deriv	lopay	lopay
3	verb-deriv	loqay	loḍay
3	bija/letter	m	m
3	verb-deriv	mAday	māday
3	verb-deriv	mArgay	mārgay
3	verb-deriv	mArjay	mārjay
3	verb-deriv	mIlay	mīlay
3	verb?	mImAMs	mīmāṃs
3	verb-deriv	maday	maday
3	verb-deriv	mahay	mahay
3	verb-deriv	majjay	majjay
3	verb-deriv	marjay	marjay
3	verb-deriv	marzay	marṣay
3	indecl?	matu	matu
3	verb-deriv	mfqay	mṛḍay
3	verb-deriv	moday	moday
3	verb?	muKIkf	mukhīkṛ
3	verb?	mumUrz	mumūrṣ
3	verb-deriv	nAmay	nāmay
3	verb-deriv	namay	namay
3	verb-deriv	nanday	nanday
3	verb-deriv	nartay	nartay
3	verb-deriv	niHsAray	niḥsāray
3	verb-deriv	niScAray	niścāray
3	verb-deriv	nibarhay	nibarhay
3	verb-deriv	nidarSay	nidarśay
3	prefixed-verb?	nigf	nigṛ
3	verb-deriv	nimIlay	nimīlay
3	verb-deriv	nimajjay	nimajjay
3	verb-deriv	nimantray	nimantray
3	verb-deriv	ninAday	nināday
3	prefixed-verb?	ninIz	ninīṣ
3	verb-deriv	nipIqay	nipīḍay
3	verb-deriv	nirBartsay	nirbhartsay
3	verb-deriv	nirDAray	nirdhāray
3	verb-deriv	nirIkzay	nirīkṣay
3	verb-deriv	niravaSezay	niravaśeṣay
3	prefixed-verb?	nirjan	nirjan
3	verb-deriv	niroDay	nirodhay
3	verb-deriv	nirunDay	nirundhay
3	verb-deriv	nirvAhay	nirvāhay
3	verb-deriv	nirvApay	nirvāpay
3	verb-deriv	nirvAsay	nirvāsay
3	verb-deriv	nirvarRay	nirvarṇay
3	verb-deriv	nirvartay	nirvartay
3	verb-deriv	niryAtay	niryātay
3	verb-deriv	niyamay	niyamay
3	verb-deriv	nizUday	niṣūday
3	verb-deriv	nizecay	niṣecay
3	verb-deriv	niziYcay	niṣiñcay
3	verb-deriv	nizkAsay	niṣkāsay
3	verb-deriv	nizkvATay	niṣkvāthay
3	verb-deriv	nizpAday	niṣpāday
3	verb-deriv	nizpIqay	niṣpīḍay
3	verb-deriv	noday	noday
3	verb-deriv	nyAsay	nyāsay
3	verb-deriv	pAWay	pāṭhay
3	verb-deriv	pAvay	pāvay
3	prefixed-verb?	parABid	parābhid
3	verb-deriv	parIkzay	parīkṣay
3	verb-deriv	pariBAvay	paribhāvay
3	verb-deriv	pariDApay	paridhāpay
3	verb-deriv	pariSoDay	pariśodhay
3	verb-deriv	pariSozay	pariśoṣay
3	verb-deriv	paribfMhay	paribṛṃhay
3	verb-deriv	paricintay	paricintay
3	verb-deriv	paridIpay	paridīpay
3	prefixed-verb?	paridIv	paridīv
3	verb-deriv	paridevay	paridevay
3	verb-deriv	parihApay	parihāpay
3	prefixed-verb?	parijf	parijṛ
3	prefixed-verb?	pariklid	pariklid
3	prefixed-verb?	parikzan	parikṣan
3	verb-deriv	parilepay	parilepay
3	verb-deriv	parimArjay	parimārjay
3	verb-deriv	parimarday	parimarday
3	verb-deriv	parinirvApay	parinirvāpay
3	verb-deriv	paripAcay	paripācay
3	verb-deriv	paripIqay	paripīḍay
3	verb-deriv	paripUjay	paripūjay
3	verb-deriv	paripUray	paripūray
3	verb-deriv	parisAntvay	parisāntvay
3	verb-deriv	parisrAvay	parisrāvay
3	verb-deriv	paritApay	paritāpay
3	verb-deriv	paritozay	paritoṣay
3	prefixed-verb?	paritras	paritras
3	verb-deriv	parivartay	parivartay
3	verb-deriv	parivezway	pariveṣṭay
3	verb-deriv	parizecay	pariṣecay
3	verb-deriv	plAvay	plāvay
3	verb-deriv	poTay	pothay
3	verb-deriv	pozay	poṣay
3	verb-deriv	prASay	prāśay
3	verb?	prAduzkf	prāduṣkṛ
3	indecl?	prAptu	prāptu
3	verb?	prAvizkf	prāviṣkṛ
3	verb-deriv	praDarzay	pradharṣay
3	verb-deriv	praDmApay	pradhmāpay
3	verb-deriv	praGAtay	praghātay
3	verb-deriv	praRASay	praṇāśay
3	verb-deriv	praSAmay	praśāmay
3	verb-deriv	praSamay	praśamay
3	verb-deriv	praboDay	prabodhay
3	verb-deriv	pracAlay	pracālay
3	verb-deriv	praccyAvay	praccyāvay
3	verb-deriv	pracintay	pracintay
3	verb-deriv	pradIpay	pradīpay
3	verb-deriv	pradUzay	pradūṣay
3	verb-deriv	pradrAvay	pradrāvay
3	verb-deriv	praharzay	praharṣay
3	verb-deriv	prahlAday	prahlāday
3	verb-deriv	prajYApay	prajñāpay
3	verb-deriv	prajYapay	prajñapay
3	verb-deriv	prajanay	prajanay
3	verb-deriv	prakAray	prakāray
3	verb-deriv	prakaTay	prakathay
3	verb-deriv	prakampay	prakampay
3	verb-deriv	prakopay	prakopay
3	verb-deriv	praloBay	pralobhay
3	verb-deriv	pramApay	pramāpay
3	verb-deriv	pramarday	pramarday
3	verb-deriv	prapAday	prapāday
3	verb-deriv	prapIqay	prapīḍay
3	verb-deriv	prapUray	prapūray
3	verb-deriv	prapezay	prapeṣay
3	verb-deriv	prasADay	prasādhay
3	verb-deriv	prasTApay	prasthāpay
3	verb-deriv	pratApay	pratāpay
3	verb-deriv	pratAray	pratāray
3	prefixed-verb?	pratf	pratṛ
3	verb-deriv	pratiboDay	pratibodhay
3	verb-deriv	pratipAlay	pratipālay
3	verb-deriv	pratipIqay	pratipīḍay
3	prefixed-verb?	pratipf	pratipṛ
3	verb-deriv	pratisAray	pratisāray
3	verb-deriv	prativAray	prativāray
3	verb-deriv	prativeday	prativeday
3	verb-deriv	pratizeDay	pratiṣedhay
3	verb-deriv	pratyarcay	pratyarcay
3	verb-deriv	pratyarpay	pratyarpay
3	verb-deriv	pravAday	pravāday
3	verb-deriv	pravAray	pravāray
3	verb-deriv	pravAsay	pravāsay
3	verb-deriv	praveday	praveday
3	prefixed-verb?	pravip	pravip
3	prefixed-verb?	pravisf	pravisṛ
3	verb-deriv	pravrAjay	pravrājay
3	verb-deriv	pravyaTay	pravyathay
3	verb?	preps	preps
3	verb-deriv	prokzay	prokṣay
3	verb-deriv	protsAhay	protsāhay
3	verb-deriv	puway	puṭay
3	bija/letter	r	r
3	bija/letter	raM	raṃ
3	verb-deriv	raRay	raṇay
3	verb-deriv	rakzay	rakṣay
3	verb-deriv	ranDay	randhay
3	verb-deriv	recay	recay
3	verb-deriv	roDay	rodhay
3	verb-deriv	rohay	rohay
3	verb-deriv	rozay	roṣay
3	verb?	s	s
3	verb-deriv	sPoway	sphoṭay
3	verb-deriv	sTagay	sthagay
3	verb-deriv	sUday	sūday
3	verb-deriv	saMBAzay	saṃbhāṣay
3	verb-deriv	saMCAday	saṃchāday
3	verb-deriv	saMDAray	saṃdhāray
3	verb-deriv	saMDukzay	saṃdhukṣay
3	verb-deriv	saMSamay	saṃśamay
3	verb-deriv	saMSoDay	saṃśodhay
3	verb-deriv	saMSrAvay	saṃśrāvay
3	verb-deriv	saMcAray	saṃcāray
3	verb-deriv	saMcUrRay	saṃcūrṇay
3	verb-deriv	saMcoday	saṃcoday
3	verb-deriv	saMdIpay	saṃdīpay
3	verb-deriv	saMdUzay	saṃdūṣay
3	verb-deriv	saMgrAhay	saṃgrāhay
3	verb-deriv	saMharzay	saṃharṣay
3	verb-deriv	saMjIvay	saṃjīvay
3	verb-deriv	saMjanay	saṃjanay
3	verb-deriv	saMkIrtay	saṃkīrtay
3	verb-deriv	saMkaTay	saṃkathay
3	verb-deriv	saMkocay	saṃkocay
3	verb-deriv	saMkrAmay	saṃkrāmay
3	verb-deriv	saMkzoBay	saṃkṣobhay
3	prefixed-verb?	saMlip	saṃlip
3	verb-deriv	saMloqay	saṃloḍay
3	verb-deriv	saMmAnay	saṃmānay
3	verb-deriv	saMmArjay	saṃmārjay
3	verb-deriv	saMmiSray	saṃmiśray
3	verb-deriv	saMmohay	saṃmohay
3	verb-deriv	saMnAday	saṃnāday
3	verb-deriv	saMnipAtay	saṃnipātay
3	verb-deriv	saMnivAray	saṃnivāray
3	verb-deriv	saMnivartay	saṃnivartay
3	verb-deriv	saMniveSay	saṃniveśay
3	prefixed-verb?	saMpaS	saṃpaś
3	verb-deriv	saMparivAray	saṃparivāray
3	verb-deriv	saMpezay	saṃpeṣay
3	verb-deriv	saMpradarSay	saṃpradarśay
3	verb-deriv	saMpraharzay	saṃpraharṣay
3	verb-deriv	saMprakASay	saṃprakāśay
3	verb-deriv	saMprakIrtay	saṃprakīrtay
3	verb-deriv	saMpravAray	saṃpravāray
3	verb-deriv	saMprayojay	saṃprayojay
3	verb-deriv	saMprezay	saṃpreṣay
3	verb-deriv	saMprokzay	saṃprokṣay
3	prefixed-verb?	saMpuw	saṃpuṭ
3	verb?	saMpuwIkf	saṃpuṭīkṛ
3	verb-deriv	saMrADay	saṃrādhay
3	verb-deriv	saMsADay	saṃsādhay
3	verb-deriv	saMsAray	saṃsāray
3	prefixed-verb?	saMsIv	saṃsīv
3	verb-deriv	saMskAray	saṃskāray
3	verb-deriv	saMsnApay	saṃsnāpay
3	verb-deriv	saMstamBay	saṃstambhay
3	verb-deriv	saMsveday	saṃsveday
3	verb-deriv	saMtApay	saṃtāpay
3	verb-deriv	saMtAqay	saṃtāḍay
3	verb-deriv	saMtAray	saṃtāray
3	prefixed-verb?	saMtf	saṃtṛ
3	verb-deriv	saMtozay	saṃtoṣay
3	verb-deriv	saMvAday	saṃvāday
3	verb-deriv	saMvAhay	saṃvāhay
3	verb-deriv	saMvAray	saṃvāray
3	verb-deriv	saMvarDay	saṃvardhay
3	verb-deriv	saMvartay	saṃvartay
3	verb-deriv	saMveSay	saṃveśay
3	verb-deriv	saMveday	saṃveday
3	verb-deriv	saMvezway	saṃveṣṭay
3	verb-deriv	saMyAjay	saṃyājay
3	verb-deriv	saMyoDay	saṃyodhay
3	verb-deriv	samAdApay	samādāpay
3	verb-deriv	samAjYApay	samājñāpay
3	verb-deriv	samAlakzay	samālakṣay
3	verb-deriv	samAliNgay	samāliṅgay
3	verb-deriv	samAlokay	samālokay
3	verb-deriv	samAloqay	samāloḍay
3	verb-deriv	samAmantray	samāmantray
3	verb-deriv	samAnAyay	samānāyay
3	verb-deriv	samApay	samāpay
3	prefixed-verb?	samApf	samāpṛ
3	verb-deriv	samArADay	samārādhay
3	verb-deriv	samAropay	samāropay
3	prefixed-verb?	samAsAt	samāsāt
3	verb-deriv	samAvartay	samāvartay
3	verb-deriv	samAveSay	samāveśay
3	infl?	samAyat	samāyat
3	verb-deriv	samIray	samīray
3	verb-deriv	samSozay	samśoṣay
3	verb-deriv	samaByarcay	samabhyarcay
3	verb-deriv	samanujYApay	samanujñāpay
3	verb-deriv	samarDay	samardhay
3	verb-deriv	samarcay	samarcay
3	verb-deriv	samarday	samarday
3	verb?	samavakf	samavakṛ
3	verb-deriv	samboDay	sambodhay
3	verb-deriv	sammIlay	sammīlay
3	verb-deriv	sammantray	sammantray
3	verb-deriv	sampIqay	sampīḍay
3	verb-deriv	sampUray	sampūray
3	verb-deriv	sampraDAray	sampradhāray
3	verb-deriv	sampravartay	sampravartay
3	verb-deriv	samuccAray	samuccāray
3	verb-deriv	samudIray	samudīray
3	verb-deriv	samutTApay	samutthāpay
3	verb-deriv	samutpAday	samutpāday
3	verb-deriv	samutpAway	samutpāṭay
3	verb-deriv	samuttAray	samuttāray
3	verb-deriv	samuttejay	samuttejay
3	prefixed-verb?	samuttf	samuttṛ
3	verb-deriv	sevay	sevay
3	verb?	sizAs	siṣās
3	verb-deriv	skanday	skanday
3	verb-deriv	smAray	smāray
3	verb-deriv	snapay	snapay
3	verb-deriv	snehay	snehay
3	verb-deriv	sparSay	sparśay
3	verb-deriv	srAvay	srāvay
3	verb-deriv	sraMsay	sraṃsay
3	verb-deriv	stanay	stanay
3	verb-deriv	svaday	svaday
3	verb-deriv	tarjay	tarjay
3	verb-deriv	tarkay	tarkay
3	verb?	titIrz	titīrṣ
3	verb?	titikz	titikṣ
3	verb-deriv	tolay	tolay
3	verb-deriv	tulay	tulay
3	verb-deriv	tvaray	tvaray
3	verb-deriv	tyAjay	tyājay
3	bija/letter	uJ	ujh
3	verb-deriv	uccAway	uccāṭay
3	verb-deriv	udBAvay	udbhāvay
3	verb-deriv	udGAway	udghāṭay
3	verb-deriv	udGozay	udghoṣay
3	verb-deriv	uddIpay	uddīpay
3	verb-deriv	uddyotay	uddyotay
3	prefixed-verb?	udgf	udgṛ
3	verb-deriv	udvAhay	udvāhay
3	verb-deriv	udvAsay	udvāsay
3	verb-deriv	udvartay	udvartay
3	verb-deriv	udvejay	udvejay
3	verb-deriv	udyojay	udyojay
3	verb-deriv	ullAsay	ullāsay
3	verb-deriv	ullaNGay	ullaṅghay
3	verb-deriv	unmAday	unmāday
3	verb-deriv	unnAmay	unnāmay
3	verb-deriv	unnamay	unnamay
3	bija/letter	uoM	uoṃ
3	verb-deriv	upAmantray	upāmantray
3	verb-deriv	upArjay	upārjay
3	verb-deriv	upAvartay	upāvartay
3	verb-deriv	upaDAray	upadhāray
3	verb-deriv	upaSamay	upaśamay
3	prefixed-verb?	upaSikz	upaśikṣ
3	verb-deriv	upaSozay	upaśoṣay
3	verb-deriv	upabfMhay	upabṛṃhay
3	verb-deriv	upadarSay	upadarśay
3	verb-deriv	upahAray	upahāray
3	verb-deriv	upajanay	upajanay
3	verb-deriv	upakalpay	upakalpay
3	verb-deriv	upamantray	upamantray
3	verb-deriv	upanAhay	upanāhay
3	verb-deriv	upanAmay	upanāmay
3	verb-deriv	upanimantray	upanimantray
3	verb-deriv	upapIqay	upapīḍay
3	verb-deriv	upasADay	upasādhay
3	verb-deriv	upasAday	upasāday
3	verb-deriv	upasTApay	upasthāpay
3	verb-deriv	upavAsay	upavāsay
3	verb-deriv	upavarRay	upavarṇay
3	verb-deriv	upaveSay	upaveśay
3	verb-deriv	upayojay	upayojay
3	verb-deriv	utkleSay	utkleśay
3	verb-deriv	utpIqay	utpīḍay
3	verb-deriv	utsAday	utsāday
3	verb-deriv	utsAray	utsāray
3	verb-deriv	uttAray	uttāray
3	verb-deriv	uttejay	uttejay
3	infl?	vAGant	vāghant
3	verb-deriv	vAmay	vāmay
3	verb-deriv	vIjay	vījay
3	verb-deriv	vIqay	vīḍay
3	verb-deriv	vamay	vamay
3	verb?	vawIkf	vaṭīkṛ
3	verb?	vawakIkf	vaṭakīkṛ
3	verb?	vazawkf	vaṣaṭkṛ
3	verb-deriv	veSay	veśay
3	verb-deriv	vepay	vepay
3	infl?	vfDavat	vṛdhavat
3	verb-deriv	viBAjay	vibhājay
3	verb-deriv	viDAray	vidhāray
3	verb-deriv	viDvaMsay	vidhvaṃsay
3	verb-deriv	viGawway	vighaṭṭay
3	verb-deriv	viKyApay	vikhyāpay
3	verb-deriv	viSAtay	viśātay
3	verb-deriv	viSrAvay	viśrāvay
3	verb-deriv	viSvAsay	viśvāsay
3	verb-deriv	viboDay	vibodhay
3	verb-deriv	vicAlay	vicālay
3	verb-deriv	vidIpay	vidīpay
3	verb-deriv	vidarSay	vidarśay
3	prefixed-verb?	vidf	vidṛ
3	verb-deriv	vidrAvay	vidrāvay
3	verb-deriv	vidyotay	vidyotay
3	verb-deriv	vigaRay	vigaṇay
3	verb-deriv	vigarhay	vigarhay
3	verb-deriv	viheWay	viheṭhay
3	verb-deriv	vijYapay	vijñapay
3	verb-deriv	vikalpay	vikalpay
3	verb-deriv	vikampay	vikampay
3	verb-deriv	vikopay	vikopay
3	prefixed-verb?	vikzan	vikṣan
3	verb-deriv	vikzoBay	vikṣobhay
3	verb-deriv	vilApay	vilāpay
3	verb-deriv	vilakzay	vilakṣay
3	verb-deriv	vilepay	vilepay
3	verb-deriv	viloBay	vilobhay
3	verb-deriv	viloqay	viloḍay
3	verb-deriv	vimAnay	vimānay
3	verb-deriv	vimiSray	vimiśray
3	verb-deriv	vimocay	vimocay
3	verb-deriv	vimohay	vimohay
3	verb-deriv	vimokzay	vimokṣay
3	verb-deriv	vinAday	vināday
3	verb-deriv	vinipAtay	vinipātay
3	verb-deriv	vinivAray	vinivāray
3	verb-deriv	vinivartay	vinivartay
3	verb-deriv	viniveSay	viniveśay
3	verb-deriv	viniveday	viniveday
3	verb-deriv	viniyojay	viniyojay
3	verb-deriv	vinoday	vinoday
3	verb-deriv	vipAway	vipāṭay
3	verb-deriv	vipoTay	vipothay
3	verb-deriv	viqambay	viḍambay
3	verb-deriv	virAjay	virājay
3	verb-deriv	viracay	viracay
3	verb-deriv	virecay	virecay
3	prefixed-verb?	viriz	viriṣ
3	verb-deriv	viroDay	virodhay
3	verb-deriv	visPAray	visphāray
3	verb-deriv	visrAvay	visrāvay
3	verb-deriv	visraMsay	visraṃsay
3	verb-deriv	vistAray	vistāray
3	verb-deriv	vitarkay	vitarkay
3	verb-deriv	vitrAsay	vitrāsay
3	verb-deriv	vivAday	vivāday
3	verb-deriv	vivAhay	vivāhay
3	verb-deriv	vivAsay	vivāsay
3	prefixed-verb?	vivakz	vivakṣ
3	verb-deriv	vivarDay	vivardhay
3	verb-deriv	vivartay	vivartay
3	verb-deriv	vivecay	vivecay
3	prefixed-verb?	vivits	vivits
3	verb-deriv	viyojay	viyojay
3	verb-deriv	vizAday	viṣāday
3	verb-deriv	vizwamBay	viṣṭambhay
3	verb-deriv	vyApAday	vyāpāday
3	verb-deriv	vyApAray	vyāpāray
3	verb-deriv	vyAvartay	vyāvartay
3	verb-deriv	vyaMsay	vyaṃsay
3	verb-deriv	vyaTay	vyathay
3	verb-deriv	vyaYjay	vyañjay
3	verb-deriv	vyaparopay	vyaparopay
3	verb-deriv	vyarDay	vyardhay
3	verb-deriv	vyavalokay	vyavalokay
3	verb-deriv	vyavasTApay	vyavasthāpay
3	verb-deriv	vyutpAday	vyutpāday
3	bija/letter	wi	ṭi
3	bija/letter	y	y
3	verb-deriv	yAcay	yācay
3	verb-deriv	yAtay	yātay
3	verb-deriv	yAvay	yāvay
3	verb-deriv	yamay	yamay
3	verb?	yiyAs	yiyās
3	verb?	yuyuts	yuyuts
3	verb?	z	ṣ
2	nominal	ABAsaka	ābhāsaka
2	nominal	ABAzin	ābhāṣin
2	nominal	ABaraRavat	ābharaṇavat
2	nominal	AButi	ābhuti
2	nominal	ADUrtarajasa	ādhūrtarajasa
2	nominal	ADatta	ādhatta
2	nominal	ADikAraka	ādhikāraka
2	nominal	ADmAnaka	ādhmānaka
2	nominal	AKukarRikA	ākhukarṇikā
2	nominal	AKyaka	ākhyaka
2	nominal	ANa	āṅa
2	nominal	AQa	āḍha
2	nominal	AQyamAruta	āḍhyamāruta
2	nominal	ARImARqavya	āṇīmāṇḍavya
2	nominal	ARavopAya	āṇavopāya
2	nominal	ASAsaka	āśāsaka
2	nominal	ASOcaka	āśaucaka
2	nominal	AScaryatara	āścaryatara
2	nominal	ASramavat	āśramavat
2	nominal	ASupAkitA	āśupākitā
2	nominal	ASutara	āśutara
2	nominal	AcAravatI	ācāravatī
2	nominal	Acera	ācera
2	nominal	AdAha	ādāha
2	nominal	AdediS	ādediś
2	nominal	AdimAntya	ādimāntya
2	nominal	AdityaSarman	ādityaśarman
2	nominal	AdityaparRI	ādityaparṇī
2	nominal	AdityeSvara	ādityeśvara
2	nominal	AdityeSvaratIrTamAhAtmyavarRana	ādityeśvaratīrthamāhātmyavarṇana
2	nominal	AdizoqaSacakra	ādiṣoḍaśacakra
2	nominal	AdizoqaSacakraka	ādiṣoḍaśacakraka
2	nominal	AjYAsTAna	ājñāsthāna
2	nominal	Ajohav	ājohav
2	nominal	Ajyaka	ājyaka
2	nominal	AkAraka	ākāraka
2	nominal	Akallaka	ākallaka
2	nominal	AkarRapUrRa	ākarṇapūrṇa
2	nominal	AkarakozWaka	ākarakoṣṭhaka
2	nominal	AkrIqana	ākrīḍana
2	nominal	Akrazwu	ākraṣṭu
2	nominal	Akziptarecita	ākṣiptarecita
2	nominal	AlUka	ālūka
2	nominal	Alaktaka	ālaktaka
2	nominal	AlavAlaka	ālavālaka
2	nominal	AmAvasya	āmāvasya
2	nominal	AmalasAraka	āmalasāraka
2	nominal	AmapakvEzaRIya	āmapakvaiṣaṇīya
2	nominal	Amraka	āmraka
2	nominal	AnAhavarti	ānāhavarti
2	nominal	AnAhin	ānāhin
2	nominal	AnDraka	āndhraka
2	nominal	AnandeSvara	ānandeśvara
2	nominal	Anizad	āniṣad
2	nominal	AntaraSloka	āntaraśloka
2	nominal	Antika	āntika
2	nominal	AnyArTya	ānyārthya
2	nominal	ApUraka	āpūraka
2	nominal	AparamARu	āparamāṇu
2	nominal	AplAvana	āplāvana
2	nominal	ApohiraRya	āpohiraṇya
2	nominal	ApohizWA	āpohiṣṭhā
2	nominal	Apotaka	āpotaka
2	nominal	Aptatva	āptatva
2	nominal	ApyAyanaka	āpyāyanaka
2	nominal	AraRyakotpala	āraṇyakotpala
2	nominal	AraRyopalaka	āraṇyopalaka
2	nominal	AraRyotpalaka	āraṇyotpalaka
2	nominal	ArabDf	ārabdhṛ
2	nominal	AragvaDIya	āragvadhīya
2	nominal	ArakUwaka	ārakūṭaka
2	nominal	Araka	āraka
2	nominal	ArdrAnandakarI	ārdrānandakarī
