form_slp1	primary_lemma	primary_upos	primary_n	alt_lemma	alt_upos	alt_n
kzullaka	kzullaka	ADJ	1	kzullaka	NOUN	1
kzveqita	kzveqita	NOUN	21	kzveqay	VERB	2
lAlasA	lAlasa	ADJ	20	lAlasa	NOUN	1
lAlasa	lAlasa	ADJ	4	lAlasa	NOUN	1
lAva	lAva	NOUN	32	lAva	ADJ	1
lInA	lI	VERB	19	lInA	NOUN	1
lIna	lI	VERB	27	lIna	NOUN	1
lInaM	lI	VERB	19	lIna	NOUN	1
lInam	lI	VERB	11	lIna	NOUN	1
lUna	lU	VERB	21	lUna	NOUN	1
laBa	laBa	NOUN	2	laB	VERB	1
laByo	laB	VERB	3	alaBya	ADJ	1
laGu	laGu	ADJ	957	laGu	NOUN	2
laGuH	laGu	ADJ	184	laGu	NOUN	3
laGvI	laGu	ADJ	32	laGvI	NOUN	2
labDA	laB	VERB	42	labDf	ADJ	3
labDam	laB	VERB	59	alabDa	ADJ	1
lagna	lag	VERB	48	lagna	NOUN	16
lagnaH	lag	VERB	10	lagna	NOUN	4
lagnam	lag	VERB	52	lagna	NOUN	9
lakzmIvAn	lakzmIvat	ADJ	22	lakzmIvant	NOUN	1
lakzmaRAm	lakzmaRa	ADJ	3	lakzmaRa	NOUN	1
lakzya	lakzya	NOUN	61	lakzay	VERB	18
lakzyaH	lakzya	NOUN	8	lakzay	VERB	4
lakzyaM	lakzya	NOUN	54	lakzay	VERB	3
lakzyam	lakzya	NOUN	22	lakzay	VERB	1
lalAwa	lalAwa	NOUN	150	lalAwa	ADJ	1
lala	lala	ADJ	2	lal	VERB	1
lalitA	lalitA	NOUN	25	lal	VERB	4
lalitAm	lal	VERB	1	lalitA	NOUN	1
lalita	lal	VERB	46	lalita	ADJ	15
lalitaM	lal	VERB	9	lalita	NOUN	5
lalitam	lal	VERB	11	lalita	NOUN	7
lalite	lalitA	NOUN	5	lal	VERB	2
lambA	lambA	NOUN	14	lamba	ADJ	4
lamba	lamba	ADJ	62	lamba	NOUN	3
lampawa	lampawa	ADJ	4	lampawa	NOUN	1
lava	lava	NOUN	50	alavaH	ADV	1
lavaRa	lavaRa	NOUN	304	lavaRa	ADJ	233
lavaRaH	lavaRa	ADJ	53	lavaRa	NOUN	18
lavaRaM	lavaRa	NOUN	189	lavaRa	ADJ	48
lavaRam	lavaRa	NOUN	96	lavaRa	ADJ	59
lavaRena	lavaRa	NOUN	57	lavaRa	ADJ	2
lehya	lehya	NOUN	11	lehay	VERB	4
lehyam	lehay	VERB	7	lehya	NOUN	6
lelihAnam	lelih	VERB	2	lelihAna	NOUN	1
liKita	liK	VERB	20	liKita	NOUN	6
liKitaH	liKita	NOUN	9	liK	VERB	6
liNgI	liNgin	ADJ	8	liNgin	NOUN	5
liNga	liNga	NOUN	592	aliNga	ADJ	1
liNginaH	liNgin	ADJ	8	liNgin	NOUN	1
liptA	lip	VERB	15	liptA	NOUN	6
lohAH	loha	NOUN	12	loha	ADJ	1
loha	loha	NOUN	1079	loha	ADJ	1
loham	loha	NOUN	121	loha	ADJ	2
lohitA	lohita	ADJ	16	lohitA	NOUN	7
lohita	lohita	ADJ	203	lohita	NOUN	88
lohitaH	lohita	ADJ	27	lohita	NOUN	15
lohitaka	lohitaka	ADJ	4	lohitaka	NOUN	1
lohitam	lohita	ADJ	53	lohita	NOUN	48
lohitasya	lohita	NOUN	9	lohita	ADJ	7
lokataH	loka	NOUN	7	lokatas	ADV	1
lolA	lola	ADJ	7	lolA	NOUN	4
lolupA	lolupa	ADJ	3	lolupA	NOUN	2
lomaSa	lomaSa	NOUN	79	lomaSa	ADJ	5
lomaSena	lomaSa	NOUN	7	lomaSa	ADJ	1
lubDa	luB	VERB	28	lubDa	NOUN	3
lulita	lul	VERB	19	lulita	NOUN	1
luptA	lup	VERB	3	lupta	ADJ	1
lupta	lup	VERB	43	lupta	NOUN	2
mA	mA	PART	4259	mad	PRON	2152
mADavIm	mADavI	NOUN	7	mADava	ADJ	1
mADava	mADava	NOUN	249	mADava	ADJ	1
mADave	mADava	NOUN	28	mADava	ADJ	1
mADvI	mADvI	ADJ	24	mADvI	NOUN	16
mADyaMdinaM	mADyaMdina	ADJ	70	mADyaMdina	NOUN	2
mADyandina	mADyaMdina	ADJ	2	mADyaMdina	NOUN	1
mADyandinaM	mADyaMdina	ADJ	46	mADyaMdina	NOUN	2
mADyandine	mADyaMdina	ADJ	44	mADyaMdina	NOUN	12
mAM	mad	PRON	2831	mAM	ADV	1
mANgalya	mANgalya	NOUN	13	mANgalya	ADJ	2
mAgaDAnAM	mAgaDa	NOUN	6	mAgaDa	ADJ	1
mAgaDa	mAgaDa	NOUN	53	mAgaDa	ADJ	2
mAgaDaH	mAgaDa	NOUN	48	mAgaDa	ADJ	2
mAgaDaM	mAgaDa	NOUN	15	mAgaDa	ADJ	6
mAheSvarI	mAheSvarI	NOUN	14	mAheSvara	ADJ	11
mAheSvara	mAheSvara	ADJ	3	mAheSvara	NOUN	1
mAhendrI	mAhendrI	NOUN	6	mAhendra	ADJ	2
mAhendra	mAhendra	ADJ	8	mAhendra	NOUN	3
mAhendram	mAhendra	ADJ	12	mAhendra	NOUN	2
mAheyI	mAheyI	NOUN	3	mAheya	ADJ	1
mAhiza	mAhiza	ADJ	26	mAhiza	NOUN	1
mAlinI	mAlin	ADJ	38	mAlinI	NOUN	34
mAlinIm	mAlin	ADJ	39	mAlinI	NOUN	4
mAlinaH	mAlin	ADJ	33	mAlin	NOUN	1
mAm	mad	PRON	2335	m	NOUN	1
mAnI	mAnin	ADJ	93	mAnin	NOUN	1
mAnasA	mAnasa	NOUN	52	mAnasa	ADJ	9
mAnasAH	mAnasa	NOUN	95	mAnasa	ADJ	47
mAnasAn	mAnasa	ADJ	27	mAnasa	NOUN	1
mAnasI	mAnasa	ADJ	29	mAnasI	NOUN	4
mAnasIm	mAnasa	ADJ	2	mAnasI	NOUN	1
mAnasa	mAnasa	NOUN	54	mAnasa	ADJ	22
mAnasaH	mAnasa	NOUN	281	mAnasa	ADJ	40
mAnasaM	mAnasa	ADJ	73	mAnasa	NOUN	55
mAnasam	mAnasa	NOUN	112	mAnasa	ADJ	30
mAnasasya	mAnasa	NOUN	15	mAnasa	ADJ	10
mAnase	mAnasa	NOUN	29	mAnasa	ADJ	12
mAnasena	mAnasa	NOUN	10	mAnasa	ADJ	9
mAnasezu	mAnasa	ADJ	2	mAnasa	NOUN	2
mAnaso	mAnasa	ADJ	49	mAnasa	NOUN	3
mAnavA	mAnava	NOUN	43	mAnava	ADJ	5
mAnavAH	mAnava	NOUN	244	mAnava	ADJ	1
mAnavAn	mAnava	NOUN	39	mAnavat	ADJ	3
mAnavAnAm	mAnava	NOUN	6	mAnava	ADJ	1
mAnavI	mAnava	ADJ	9	mAnavI	NOUN	6
mAnava	mAnava	NOUN	29	mAnava	ADJ	2
mAnavaH	mAnava	NOUN	334	mAnava	ADJ	6
mAnavaM	mAnava	NOUN	12	mAnava	ADJ	10
mAnavam	mAnava	NOUN	45	mAnava	ADJ	5
mAnavena	mAnava	NOUN	3	mAnava	ADJ	1
mAnavo	mAnava	NOUN	27	mAnava	ADJ	2
mAninI	mAninI	NOUN	20	mAnin	ADJ	8
mAnini	mAnin	ADJ	14	mAninI	NOUN	12
mAnitA	mAnay	VERB	8	mAnitA	NOUN	2
mAnuzA	mAnuza	ADJ	31	mAnuza	NOUN	20
mAnuzAH	mAnuza	NOUN	55	mAnuza	ADJ	27
mAnuzARAM	mAnuza	NOUN	36	mAnuza	ADJ	3
mAnuzARAm	mAnuza	NOUN	34	mAnuza	ADJ	2
mAnuzAn	mAnuza	NOUN	43	mAnuza	ADJ	32
mAnuzAsaH	mAnuza	ADJ	2	mAnuza	NOUN	2
mAnuzAt	mAnuza	ADJ	7	mAnuza	NOUN	7
mAnuzI	mAnuza	ADJ	40	mAnuzI	NOUN	24
mAnuzIM	mAnuza	ADJ	39	mAnuzI	NOUN	4
mAnuzIRAM	mAnuzI	NOUN	7	mAnuza	ADJ	2
mAnuzIRAm	mAnuza	ADJ	7	mAnuzI	NOUN	3
mAnuzIm	mAnuza	ADJ	25	mAnuzI	NOUN	5
mAnuza	mAnuza	ADJ	128	mAnuza	NOUN	92
mAnuzaH	mAnuza	ADJ	62	mAnuza	NOUN	45
mAnuzaM	mAnuza	ADJ	123	mAnuza	NOUN	20
mAnuzam	mAnuza	ADJ	81	mAnuza	NOUN	39
mAnuzas	mAnuza	ADJ	4	mAnuza	NOUN	2
mAnuzasya	mAnuza	NOUN	15	mAnuza	ADJ	7
mAnuzayoH	mAnuza	ADJ	3	mAnuza	NOUN	2
mAnuze	mAnuza	ADJ	63	mAnuza	NOUN	27
mAnuzeByaH	mAnuza	NOUN	6	mAnuza	ADJ	3
mAnuzeRa	mAnuza	ADJ	29	mAnuza	NOUN	16
mAnuzezu	mAnuza	NOUN	63	mAnuza	ADJ	4
mAnuzo	mAnuza	ADJ	44	mAnuza	NOUN	22
mAnuzya	mAnuzya	NOUN	9	mAnuzya	ADJ	8
mAnuzyaka	mAnuzyaka	ADJ	3	mAnuzyaka	NOUN	1
mAnyAn	man	VERB	7	mAnay	VERB	4
mAnya	man	VERB	7	mAnay	VERB	6
mAnyaH	man	VERB	24	mAnay	VERB	12
mAnyasya	mAnya	NOUN	7	man	VERB	1
mArI	mArI	NOUN	4	mArin	ADJ	1
mArIcaM	mArIca	NOUN	22	mArIca	ADJ	1
mAra	mAra	NOUN	110	mAra	ADJ	1
mArgAt	mArga	NOUN	42	mArga	ADJ	1
mArga	mArga	NOUN	413	mArga	ADJ	7
mArgaM	mArga	NOUN	127	mArga	ADJ	3
mArgam	mArga	NOUN	192	mArga	ADJ	1
mArutAH	mAruta	NOUN	29	mAruta	ADJ	6
mArutAya	mAruta	ADJ	4	mAruta	NOUN	2
mAruta	mAruta	NOUN	306	mAruta	ADJ	7
mArutaH	mAruta	NOUN	137	mAruta	ADJ	9
mArutaM	mAruta	ADJ	68	mAruta	NOUN	33
mArutam	mAruta	NOUN	42	mAruta	ADJ	39
mArutas	mAruta	ADJ	1	mAruta	NOUN	1
mArutasya	mAruta	NOUN	33	mAruta	ADJ	13
mArute	mAruta	NOUN	35	mAruta	ADJ	1
mArutena	mAruta	NOUN	45	mAruta	ADJ	6
mArzwi	mfj	VERB	8	mArzwi	NOUN	1
mAsaS	mAsa	NOUN	2	mAs	NOUN	1
mAsi	mAs	NOUN	409	mA	VERB	5
mAso	mAsa	NOUN	22	mAs	NOUN	12
mAsy	mAs	NOUN	20	mA	VERB	1
mAtfkaM	mAtfka	ADJ	2	mAtfka	NOUN	1
mAtftas	mAtftas	ADV	2	mAtf	NOUN	1
mAtrA	mAtrA	NOUN	389	mAtf	NOUN	218
mAtrAH	mAtrA	NOUN	37	mAtra	NOUN	36
mAtrAm	mAtrA	NOUN	60	mAtra	NOUN	30
mAtsya	mAtsya	ADJ	7	mAtsya	NOUN	3
mAyUra	mAyUra	ADJ	16	mAyUra	NOUN	1
mAyinAm	mAyin	ADJ	4	mAyin	NOUN	1
mAyinaH	mAyin	ADJ	16	mAyin	NOUN	1
mI	adas	PRON	22	mI	NOUN	1
mIQuze	mIQvas	ADJ	13	mih	VERB	1
mUQAH	muh	VERB	64	mUQa	ADJ	3
mUQa	muh	VERB	244	mUQa	ADJ	3
mUQaH	muh	VERB	88	mUQa	ADJ	2
mUQam	muh	VERB	16	mUQa	ADJ	1
mUQena	muh	VERB	13	mUQa	ADJ	1
mUQo	muh	VERB	77	mUQa	ADJ	4
mUkasya	mUka	ADJ	1	mUka	NOUN	1
mUlA	mUla	NOUN	26	amUla	ADJ	2
mUla	mUla	NOUN	1114	amUla	ADJ	4
mUrKa	mUrKa	ADJ	30	mUrKa	NOUN	1
mUra	amUra	ADJ	1	mUra	ADJ	1
ma	mad	PRON	361	ma	NOUN	9
maDoH	maDu	NOUN	37	maDu	ADJ	1
maDor	maDu	NOUN	24	maDu	ADJ	9
maDu	maDu	NOUN	2007	maDu	ADJ	103
maDuH	maDu	NOUN	31	maDu	ADJ	2
maDumantaH	maDumat	ADJ	8	maDumant	NOUN	1
maDumantam	maDumat	ADJ	40	maDumanta	NOUN	2
maDumatI	maDumat	ADJ	6	maDumatI	NOUN	6
maDumati	maDumat	ADJ	2	maDumati	NOUN	1
maDunA	maDu	NOUN	381	maDu	ADJ	6
maDuno	maDu	NOUN	20	maDu	ADJ	2
maDurA	maDura	ADJ	217	maDurA	NOUN	18
maDurAM	maDura	ADJ	30	maDurA	NOUN	4
maDurAm	maDura	ADJ	7	maDurA	NOUN	1
maDura	maDura	ADJ	582	maDura	NOUN	6
maDuraH	maDura	ADJ	180	maDura	NOUN	8
maDuraM	maDura	ADJ	402	maDura	NOUN	4
maDuram	maDura	ADJ	173	maDura	NOUN	1
maDureRa	maDura	ADJ	22	maDura	NOUN	5
maDv	maDu	NOUN	53	maDu	ADJ	2
maDvaH	maDu	NOUN	41	maDu	ADJ	21
maDvo	maDu	NOUN	28	maDu	ADJ	6
maDyA	maDya	NOUN	13	maDya	ADJ	9
maDyAH	maDya	ADJ	14	maDya	NOUN	8
maDyAd	maDya	NOUN	23	maDya	ADJ	1
maDyAn	maDya	NOUN	4	maDya	ADJ	2
maDyAni	maDya	NOUN	12	maDya	ADJ	5
maDyAt	maDya	NOUN	186	maDya	ADJ	4
maDya	maDya	NOUN	731	maDya	ADJ	239
maDyaH	maDya	ADJ	22	maDya	NOUN	14
maDyaM	maDya	NOUN	135	maDya	ADJ	39
maDyam	maDya	NOUN	190	maDya	ADJ	13
maDyamA	maDyama	ADJ	74	maDyamA	NOUN	32
maDyamAH	maDyama	ADJ	35	maDyama	NOUN	1
maDyama	maDyama	ADJ	101	maDyama	NOUN	6
maDyamaH	maDyama	ADJ	112	maDyama	NOUN	3
maDyamaM	maDyama	ADJ	144	maDyama	NOUN	2
maDyame	maDyama	ADJ	108	maDyama	NOUN	9
maDyamezWA	maDyamezWa	ADJ	1	maDyamezWA	ADJ	1
maDyata	maDyatas	ADV	31	maDya	NOUN	27
maDyataH	maDyatas	ADV	58	maDya	NOUN	54
maDyatas	maDyatas	ADV	56	maDya	NOUN	1
maDyato	maDyatas	ADV	74	maDya	NOUN	44
maDye	maDya	NOUN	2306	maDye	ADV	532
maDyena	maDya	NOUN	66	maDya	ADJ	2
maGavA	maGavan	NOUN	85	maGavan	ADJ	36
maGavAn	maGavan	NOUN	55	maGavan	ADJ	1
maGavAnam	maGavan	NOUN	22	maGavan	ADJ	3
maGavan	maGavan	NOUN	136	maGavan	ADJ	25
maGavann	maGavan	NOUN	49	maGavan	ADJ	16
maGavant	maGavan	ADJ	2	maGavan	NOUN	2
maGonAm	maGavan	ADJ	15	maGavan	NOUN	1
maGonI	maGavan	ADJ	15	maGonI	NOUN	1
maGonaH	maGavan	ADJ	16	maGavan	NOUN	7
maKAya	maKa	NOUN	12	maKa	ADJ	3
maKa	maKa	NOUN	44	maKa	ADJ	2
maKaH	maKa	NOUN	26	maKa	ADJ	2
maKasya	maKa	NOUN	38	maKa	ADJ	1
maNgalA	maNgalA	NOUN	15	maNgala	ADJ	9
maNgalAnAM	maNgala	NOUN	10	maNgala	ADJ	1
maNgalAni	maNgala	NOUN	27	maNgala	ADJ	4
maNgala	maNgala	NOUN	181	maNgala	ADJ	40
maNgalaM	maNgala	NOUN	32	maNgala	ADJ	8
maNgalam	maNgala	NOUN	50	maNgala	ADJ	25
maNgalyAni	maNgalya	ADJ	3	maNgalya	NOUN	3
maNgalya	maNgalya	ADJ	19	maNgalya	NOUN	9
maRimat	maRimant	NOUN	5	maRimat	ADJ	1
maRqalAni	maRqala	NOUN	105	maRqala	ADJ	2
maRqalI	maRqalin	NOUN	8	maRqala	NOUN	6
maRqala	maRqala	NOUN	298	maRqala	ADJ	7
maRqalaM	maRqala	NOUN	151	maRqala	ADJ	6
maRqalam	maRqala	NOUN	408	maRqala	ADJ	3
maRqale	maRqala	NOUN	219	maRqala	ADJ	1
maRqane	maRqana	ADJ	2	maRqana	NOUN	2
maRqita	maRqay	VERB	23	maRqita	NOUN	1
maTana	maTana	NOUN	14	maTana	ADJ	2
maTita	maT	VERB	16	maTita	NOUN	4
maTitam	maT	VERB	10	maTita	NOUN	1
maYju	maYju	ADJ	19	maYju	NOUN	1
maYjula	maYjula	ADJ	3	maYjula	NOUN	1
madanA	madanA	NOUN	2	madana	NOUN	1
madann	mad	VERB	1	mad	VERB	1
madantI	mad	VERB	4	madantI	NOUN	1
madantIH	mad	VERB	3	madantI	NOUN	3
madantIm	mad	VERB	1	madantI	NOUN	1
madanti	mad	VERB	46	madantI	NOUN	1
madrakA	madraka	NOUN	1	madrakA	NOUN	1
madyaM	madya	NOUN	106	mad	VERB	4
madyam	madya	NOUN	39	mad	VERB	9
mahABAgA	mahABAga	ADJ	187	mahABAgA	NOUN	2
mahABAga	mahABAga	ADJ	238	mahABAga	NOUN	2
mahADana	mahADana	ADJ	4	mahADana	NOUN	2
mahADane	mahADana	ADJ	14	mahADana	NOUN	1
mahAMs	mahat	ADJ	20	mahant	NOUN	2
mahAmanA	mahAmanas	NOUN	4	mahAmanas	ADJ	3
mahAmanAH	mahAmanas	ADJ	84	mahAmanas	NOUN	5
mahAmatI	mahAmati	ADJ	5	mahAmatI	NOUN	2
mahAmate	mahAmati	NOUN	385	mahAmati	ADJ	114
mahAmateH	mahAmati	ADJ	5	mahAmati	NOUN	1
mahAmati	mahAmati	ADJ	2	mahAmati	NOUN	1
mahAmatiH	mahAmati	ADJ	135	mahAmati	NOUN	28
mahAmatim	mahAmati	ADJ	15	mahAmati	NOUN	2
mahAmfDe	mahat	ADJ	1	mfDa	NOUN	1
mahAn	mahat	ADJ	1463	mahant	NOUN	65
mahAntaM	mahat	ADJ	96	mahant	NOUN	6
mahAntam	mahat	ADJ	57	mahant	NOUN	3
mahArAja	mahArAja	NOUN	2	mahArAjan	NOUN	2
mahArhaM	mahArha	ADJ	4	mahArha	NOUN	3
mahAtmA	mahAtman	ADJ	364	mahAtman	NOUN	6
mahAtmAnaH	mahAtman	ADJ	140	mahAtman	NOUN	3
mahAtmAnaM	mahAtman	ADJ	248	mahAtman	NOUN	1
mahAtmAno	mahAtman	ADJ	146	mahAtman	NOUN	1
mahAtmanA	mahAtman	ADJ	505	mahAtman	NOUN	3
mahAtmanAm	mahAtman	ADJ	297	mahAtman	NOUN	1
mahAtmanaH	mahAtman	ADJ	968	mahAtman	NOUN	12
mahAtmane	mahAtman	ADJ	103	mahAtman	NOUN	8
mahAtmani	mahAtman	ADJ	39	mahAtman	NOUN	3
mahAvrata	mahAvrata	NOUN	13	mahAvrata	ADJ	5
mahAvrataH	mahAvrata	ADJ	2	mahAvrata	NOUN	1
mahI	mahI	NOUN	578	mah	ADJ	90
mahIBiH	mah	ADJ	1	mahI	NOUN	1
mahIH	mahi	ADJ	17	mahI	NOUN	1
mahIM	mahI	NOUN	248	mah	ADJ	13
mahIm	mahI	NOUN	225	mah	ADJ	51
mahInAM	mahi	ADJ	19	mahI	NOUN	2
mahInAm	mahi	ADJ	16	mahI	NOUN	3
mahIr	mahi	ADJ	26	mahI	NOUN	3
mahIyA	mahIyA	NOUN	3	mahIy	VERB	1
maha	mah	ADJ	19	mahas	NOUN	15
mahaH	mah	ADJ	57	mahas	NOUN	49
mahaS	mah	ADJ	10	mahas	NOUN	5
mahad	mahat	ADJ	645	mahant	NOUN	1
mahanti	mahat	ADJ	29	mahant	NOUN	1
mahas	mahat	ADJ	18	mahas	NOUN	14
mahat	mahat	ADJ	1778	mahant	NOUN	110
mahatA	mahat	ADJ	836	mahant	NOUN	7
mahatI	mahat	ADJ	177	mahatI	NOUN	21
mahata	mahat	ADJ	11	mahant	NOUN	1
mahataH	mahat	ADJ	125	mahant	NOUN	22
mahatas	mahat	ADJ	8	mahant	NOUN	4
mahate	mahat	ADJ	122	mahant	NOUN	3
mahati	mahat	ADJ	205	mahant	NOUN	5
mahato	mahat	ADJ	184	mahant	NOUN	10
mahattaram	mahattara	ADJ	20	mahattara	NOUN	2
mahaty	mahat	ADJ	16	mahant	NOUN	1
mahatyA	mahat	ADJ	67	mahatI	NOUN	1
mahe	mah	ADJ	128	maha	NOUN	10
mahitaH	mahita	ADJ	4	mahita	NOUN	3
mahizaH	mahiza	NOUN	39	mahiza	ADJ	2
mahizaM	mahiza	NOUN	22	mahiza	ADJ	1
mahizasya	mahiza	NOUN	28	mahiza	ADJ	2
maho	mah	ADJ	82	mahas	NOUN	47
mahy	mahi	ADJ	10	mah	ADJ	8
mahyA	mahi	ADJ	19	mahI	NOUN	4
mahyam	mad	PRON	197	mahya	ADJ	1
malA	mala	NOUN	30	amala	ADJ	2
mala	mala	NOUN	530	mala	ADJ	1
malaM	mala	NOUN	124	mala	ADJ	1
malam	mala	NOUN	140	amala	ADJ	3
malinA	malina	ADJ	12	malinA	NOUN	3
mama	mad	PRON	6934	mA	VERB	3
man	man	NOUN	4	mad	PRON	3
manIziBiH	manIzin	ADJ	66	manIzin	NOUN	1
manIziRA	manIzin	ADJ	9	manIzin	NOUN	1
manIzitam	manIzita	NOUN	6	manIzita	ADJ	3
manTa	manTa	NOUN	43	maT	VERB	4
manTarA	manTarA	NOUN	14	manTara	ADJ	6
manTarAm	manTarA	NOUN	5	manTara	ADJ	2
manTara	manTara	ADJ	13	manTara	NOUN	8
mananA	mananA	NOUN	4	manana	NOUN	2
manas	manas	NOUN	841	manas	ADV	1
manasA	manas	NOUN	1838	Iq	VERB	1
manasaH	manas	NOUN	539	amanas	ADJ	3
manasvI	manasvin	ADJ	38	manasvin	NOUN	1
manasvinA	manasvin	ADJ	2	manasvin	NOUN	1
manasvinI	manasvin	ADJ	50	manasvinI	NOUN	6
manasvinIm	manasvin	ADJ	8	manasvinI	NOUN	2
manasvini	manasvin	ADJ	4	manasvinI	NOUN	2
manavaH	manu	NOUN	36	manu	ADJ	2
mandA	manda	ADJ	44	mandA	NOUN	3
manda	manda	ADJ	671	manda	NOUN	14
mandaH	manda	ADJ	45	manda	NOUN	3
mandaM	manda	ADJ	102	manda	NOUN	2
mandam	manda	ADJ	62	manda	NOUN	1
mandase	mad	VERB	4	mand	VERB	3
mandasya	manda	ADJ	14	manda	NOUN	4
mandayA	manda	ADJ	4	manday	VERB	2
mande	manda	ADJ	25	mand	VERB	1
mandraH	mandra	ADJ	10	mandra	NOUN	2
manoharA	manohara	ADJ	18	manoharA	NOUN	6
manoharAH	manohara	ADJ	18	manoharA	NOUN	1
manohara	manohara	ADJ	24	manohara	NOUN	1
manoharaH	manohara	ADJ	23	manohara	NOUN	13
manoharaM	manohara	ADJ	14	manohara	NOUN	1
manoharam	manohara	ADJ	85	manohara	NOUN	3
manojYA	manojYA	NOUN	13	manojYa	ADJ	5
manojavA	manojavA	NOUN	8	manojava	ADJ	3
manojavAH	manojava	ADJ	7	manojava	NOUN	1
manojava	manojava	NOUN	3	manojava	ADJ	2
manojavaH	manojava	ADJ	14	manojava	NOUN	11
manojavaM	manojava	ADJ	2	manojava	NOUN	1
manoramA	manorama	ADJ	25	manoramA	NOUN	6
manoramAm	manorama	ADJ	24	manoramA	NOUN	1
mantA	mantf	NOUN	23	mantf	ADJ	1
mantrI	mantrin	NOUN	164	mantrin	ADJ	18
mantrataH	mantra	NOUN	22	mantratas	ADV	2
mantravat	mantravat	ADV	18	mantravat	ADJ	4
mantriRaH	mantrin	NOUN	106	mantrin	ADJ	2
mantriRe	mantrin	NOUN	4	mantrin	ADJ	1
mantritaH	mantray	VERB	4	mantrin	NOUN	2
mantritam	mantray	VERB	25	mantrita	NOUN	3
manuza	manus	NOUN	3	manuza	NOUN	2
manuzyA	manuzya	NOUN	200	manuzya	ADJ	8
manuzyAH	manuzya	NOUN	263	manuzya	ADJ	1
manuzyAn	manuzya	NOUN	145	manuzya	ADJ	1
manuzyaH	manuzya	NOUN	66	manuzya	ADJ	2
manuzyam	manuzya	NOUN	34	manuzya	ADJ	1
manuzye	manuzya	NOUN	10	manuzya	ADJ	1
manuzyeRa	manuzya	NOUN	27	manuzya	ADJ	1
manyA	manyA	NOUN	34	man	VERB	1
manya	man	VERB	13	manya	NOUN	2
manyanta	man	VERB	8	man	VERB	5
manyata	man	VERB	33	man	VERB	25
manye	man	VERB	620	manyA	NOUN	14
manyo	manyu	NOUN	41	man	VERB	3
manyumAn	manyumat	ADJ	14	manyumant	NOUN	1
marA	amara	NOUN	1	mf	VERB	1
marAla	marAla	NOUN	3	marAla	ADJ	1
mara	mf	VERB	2	mara	NOUN	1
mardanam	mardana	NOUN	38	mardana	ADJ	18
martyA	martya	NOUN	35	martya	ADJ	5
martyAH	martya	NOUN	33	martya	ADJ	7
martyAn	martya	NOUN	21	martya	ADJ	4
martyAnAm	martya	NOUN	48	martya	ADJ	3
martyAsaH	martya	ADJ	2	martya	NOUN	2
martyAso	martya	ADJ	2	martya	NOUN	2
martyAya	martya	NOUN	31	martya	ADJ	1
martya	martya	NOUN	142	martya	ADJ	16
martyaH	martya	NOUN	130	martya	ADJ	11
martyaM	martya	NOUN	26	martya	ADJ	13
martyam	martya	ADJ	40	martya	NOUN	33
martyasya	martya	NOUN	38	martya	ADJ	7
martye	martya	NOUN	26	martya	ADJ	2
martyeByaH	martya	NOUN	4	martya	ADJ	2
martyena	martya	NOUN	5	martya	ADJ	3
martyezu	martya	NOUN	50	martya	ADJ	3
martyo	martya	NOUN	70	martya	ADJ	9
marutvAn	marutvat	ADJ	30	marutvant	NOUN	5
marutvantaM	marutvat	ADJ	10	marutvant	NOUN	8
marutvantam	marutvat	ADJ	4	marutvant	NOUN	1
marutvat	marutvat	ADJ	3	marutvant	NOUN	1
marutvatA	marutvat	ADJ	5	marutvant	NOUN	2
marutvatI	marutvatI	NOUN	9	marutvat	ADJ	3
marutvataH	marutvat	ADJ	3	marutvant	NOUN	2
marutvate	marutvat	ADJ	44	marutvant	NOUN	3
maryAH	marya	NOUN	18	marya	ADJ	2
maryAda	maryAda	NOUN	1	maryAdA	NOUN	1
marya	marya	NOUN	12	marya	ADJ	1
mata	mata	NOUN	48	man	VERB	8
mataM	mata	NOUN	74	man	VERB	59
matam	man	VERB	290	mata	NOUN	145
matimAn	matimat	ADJ	183	matimant	NOUN	2
matsarA	matsara	NOUN	3	matsara	ADJ	2
matsarAH	matsara	NOUN	18	matsara	ADJ	4
matsarI	matsarin	ADJ	11	matsarI	NOUN	4
matsara	matsara	NOUN	14	matsara	ADJ	5
matsaraH	matsara	NOUN	42	matsara	ADJ	23
matsaram	matsara	ADJ	10	matsara	NOUN	7
mattA	mad	VERB	39	mattA	NOUN	3
matta	mad	VERB	284	mad	PRON	10
mattaH	mad	PRON	92	mad	VERB	48
mattena	mad	VERB	18	matta	NOUN	1
mayA	mad	PRON	5022	maya	ADJ	162
maya	maya	ADJ	202	maya	NOUN	41
mayaH	maya	ADJ	701	maya	NOUN	50
mayaS	mayas	NOUN	4	maya	NOUN	3
mayam	maya	ADJ	987	maya	NOUN	20
mayas	mayas	NOUN	7	maya	NOUN	4
mayena	maya	ADJ	70	maya	NOUN	34
mayi	mad	PRON	1214	maya	ADJ	1
mayo	mayas	NOUN	34	maya	NOUN	30
me	mad	PRON	10979	ama	NOUN	1
meDAH	meDa	NOUN	6	meDA	NOUN	6
meDAvI	meDAvin	ADJ	141	meDAvin	NOUN	22
meDe	meDA	NOUN	9	meDa	NOUN	6
meDyA	meDya	ADJ	50	meDyA	NOUN	17
meDyaH	meDya	ADJ	32	meDya	NOUN	3
meDye	meDya	ADJ	4	meDya	NOUN	3
meDyena	meDya	ADJ	17	ameDya	NOUN	1
mecaka	mecaka	ADJ	7	mecaka	NOUN	6
mecake	mecaka	NOUN	2	mecaka	ADJ	1
