slp1	iast
nirmUlatA	nirmūlatā
nirmajA	nirmajā
nirmalatA	nirmalatā
nirmamatA	nirmamatā
nirmanaskatA	nirmanaskatā
nirmatsyatA	nirmatsyatā
nirmimitsA	nirmimitsā
nirnATatA	nirnāthatā
nirnidratA	nirnidratā
nirupaDijIvanatA	nirupadhijīvanatā
nirupadravatA	nirupadravatā
nirupajIvitA	nirupajīvitā
nirutsAhatA	nirutsāhatā
niruzRatA	niruṣṇatā
niruzRatAMnI	niruṣṇatāṃnī
nirvA	nirvā
nirvARapriyA	nirvāṇapriyā
nirvAhakatA	nirvāhakatā
nirvAhikA	nirvāhikā
nirvEratA	nirvairatā
nirvIratA	nirvīratā
nirvIryatA	nirvīryatā
nirvaSatA	nirvaśatā
nirvaruRatA	nirvaruṇatā
nirviSezatA	nirviśeṣatā
nirvikAratA	nirvikāratā
nirvinDyA	nirvindhyā
nirvivaratA	nirvivaratā
nirvivekatA	nirvivekatā
nirvlI	nirvlī
nirvlayanI	nirvlayanī
nirvyAjatA	nirvyājatā
nirvyAkulatA	nirvyākulatā
niryA	niryā
niryAmaRA	niryāmaṇā
niryAsyA	niryāsyā
niryatnatA	niryatnatā
nistanI	nistanī
nistandrI	nistandrī
nistandratA	nistandratā
nistriMSapattrikA	nistriṃśapattrikā
nistruwI	nistruṭī
nitambasTalI	nitambasthalī
nitambatA	nitambatā
nitambavatI	nitambavatī
nitatnI	nitatnī
nityArTasAmAnyapaYcapaWI	nityārthasāmānyapañcapaṭhī
nityaSrI	nityaśrī
nityadA	nityadā
nityakarmalatA	nityakarmalatā
nityakarmaprakASikA	nityakarmaprakāśikā
nityakriyA	nityakriyā
nityapUjA	nityapūjā
nityasvADyAyitA	nityasvādhyāyitā
nityatA	nityatā
nityayAtrA	nityayātrā
nivAnyA	nivānyā
nivAnyavatsA	nivānyavatsā
nivApamAlyatA	nivāpamālyatā
nivAsaracanA	nivāsaracanā
nivAvarI	nivāvarī
nivI	nivī
nivanA	nivanā
nivatA	nivatā
nivezI	niveṣī
nivfttadakziRA	nivṛttadakṣiṇā
niyA	niyā
niyAmakatA	niyāmakatā
niyamanizWA	niyamaniṣṭhā
niyamavatI	niyamavatī
niyamopamA	niyamopamā
niyatI	niyatī
niyojanI	niyojanī
niyojikA	niyojikā
niyutsA	niyutsā
nizAdastrI	niṣādastrī
nizWIvikA	niṣṭhīvikā
nizWuratA	niṣṭhuratā
nizadyA	niṣadyā
nizekasvarA	niṣekasvarā
niziktapA	niṣiktapā
nizkaRwikA	niṣkaṇṭikā
nizkampatA	niṣkampatā
nizkaruRatA	niṣkaruṇatā
nizkrI	niṣkrī
nizkriyAtmatA	niṣkriyātmatā
nizkriyatA	niṣkriyatā
nizkulatA	niṣkulatā
nizkuwI	niṣkuṭī
nizkuwikA	niṣkuṭikā
nizpA	niṣpā
nizpAvI	niṣpāvī
nizpatisutA	niṣpatisutā
nizpattrikA	niṣpattrikā
nizprARatA	niṣprāṇatā
nizpraBatA	niṣprabhatā
nizpraRayatA	niṣpraṇayatā
nizpratigrahatA	niṣpratigrahatā
nizpratikriyatA	niṣpratikriyatā
nizpratipakzatA	niṣpratipakṣatā
nizprayojanatA	niṣprayojanatā
nizwigrI	niṣṭigrī
noDA	nodhā
nowI	noṭī
nyADA	nyādhā
nyAnI	nyānī
nyAsatUlikA	nyāsatūlikā
nyAyADvadIpikA	nyāyādhvadīpikā
nyAyAmftataraMgiRI	nyāyāmṛtataraṃgiṇī
nyAyArTadIpikA	nyāyārthadīpikā
nyAyArTalaGusuboDinI	nyāyārthalaghusubodhinī
nyAyAvakrAkramaRatA	nyāyāvakrākramaṇatā
nyAyaSikzA	nyāyaśikṣā
nyAyabinduwIkA	nyāyabinduṭīkā
nyAyaboDinI	nyāyabodhinī
nyAyacUqAmaRipraBA	nyāyacūḍāmaṇiprabhā
nyAyacandrikA	nyāyacandrikā
nyAyadIpAvalI	nyāyadīpāvalī
nyAyadIpavyAKyA	nyāyadīpavyākhyā
nyAyadIpikA	nyāyadīpikā
nyAyakASikA	nyāyakāśikā
nyAyakOmudI	nyāyakaumudī
nyAyakaRikA	nyāyakaṇikā
nyAyakalikA	nyāyakalikā
nyAyakalpalatA	nyāyakalpalatā
nyAyakalpalatikA	nyāyakalpalatikā
nyAyakandalI	nyāyakandalī
nyAyakiraRAvalI	nyāyakiraṇāvalī
nyAyakusumAYjalikArikA	nyāyakusumāñjalikārikā
nyAyakusumamaYjarI	nyāyakusumamañjarī
nyAyalIlAvatI	nyāyalīlāvatī
nyAyamAlA	nyāyamālā
nyAyamAlAvEyAsikI	nyāyamālāvaiyāsikī
nyAyamAlikA	nyāyamālikā
nyAyamAtfkA	nyāyamātṛkā
nyAyamUlapariBAzA	nyāyamūlaparibhāṣā
nyAyamaYjUzA	nyāyamañjūṣā
nyAyamaYjarI	nyāyamañjarī
nyAyamakarandavivarDinI	nyāyamakarandavivardhinī
nyAyamakarandavivecinI	nyāyamakarandavivecinī
nyAyamanoramA	nyāyamanoramā
nyAyamuktAvalI	nyāyamuktāvalī
nyAyapaYcADyAyI	nyāyapañcādhyāyī
nyAyapadArTamAlA	nyāyapadārthamālā
nyAyapradIpikA	nyāyapradīpikā
nyAyaprakASikA	nyāyaprakāśikā
nyAyapramARamaYjarIwIkA	nyāyapramāṇamañjarīṭīkā
nyAyaratnAvalI	nyāyaratnāvalī
nyAyaratnamAlA	nyāyaratnamālā
nyAyaratnaprakASikA	nyāyaratnaprakāśikā
nyAyaratnawIkA	nyāyaratnaṭīkā
nyAyasArAvalI	nyāyasārāvalī
nyAyasAradIpikA	nyāyasāradīpikā
nyAyasArapadapaYjikA	nyāyasārapadapañjikā
nyAyasArawIkA	nyāyasāraṭīkā
nyAyasAriRI	nyāyasāriṇī
nyAyasaMgrahadIpikA	nyāyasaṃgrahadīpikā
nyAyasaMketatilakA	nyāyasaṃketatilakā
nyAyasidDAntacandrikA	nyāyasiddhāntacandrikā
nyAyasidDAntamAlA	nyāyasiddhāntamālā
nyAyasidDAntamaYjarI	nyāyasiddhāntamañjarī
nyAyasidDAntamaYjarIBUzA	nyāyasiddhāntamañjarībhūṣā
nyAyasidDAntamaYjarIdIpikA	nyāyasiddhāntamañjarīdīpikā
nyAyasidDAntamuktAvalI	nyāyasiddhāntamuktāvalī
nyAyasuDA	nyāyasudhā
nyAyatA	nyāyatā
nyAyatAtparyadIpikA	nyāyatātparyadīpikā
nyAyatantraboDinI	nyāyatantrabodhinī
nyAyataraMgiRI	nyāyataraṃgiṇī
nyAyatattvaparIkzA	nyāyatattvaparīkṣā
nyAyavArttikatAtparyawIkA	nyāyavārttikatātparyaṭīkā
nyAyavidyA	nyāyavidyā
nyAyavivekadIpikA	nyāyavivekadīpikā
nyUnI	nyūnī
nyUnapadatA	nyūnapadatā
nyUnatA	nyūnatā
nyaNkusAriRI	nyaṅkusāriṇī
nyaYcanI	nyañcanī
nyaYjalikA	nyañjalikā
nyagBUtvA	nyagbhūtvā
nyagroDaparimaRqalatA	nyagrodhaparimaṇḍalatā
nyocanI	nyocanī
oGavatI	oghavatī
odanAhvA	odanāhvā
odanAhvayA	odanāhvayā
odanI	odanī
odanaBojikA	odanabhojikā
odanapAkI	odanapākī
odatI	odatī
ojasvitA	ojasvitā
ojobalA	ojobalā
ojodA	ojodā
ojomAnI	ojomānī
okkaRI	okkaṇī
okodanI	okodanī
omAtrA	omātrā
omalA	omalā
omyA	omyā
oqikA	oḍikā
oqrAKyA	oḍrākhyā
orimikA	orimikā
ovA	ovā
ovilI	ovilī
ozWI	oṣṭhī
ozWaPalA	oṣṭhaphalā
ozWamudrA	oṣṭhamudrā
ozWopamaPalA	oṣṭhopamaphalā
ozaDI	oṣadhī
ozaDinAmAvalI	oṣadhināmāvalī
ozaRI	oṣaṇī
pAMsukrIqA	pāṃsukrīḍā
pAMsukulI	pāṃsukulī
pAMsuparRI	pāṃsuparṇī
pAMsurAgiRI	pāṃsurāgiṇī
pAMsusikatA	pāṃsusikatā
pANgulyahAriRI	pāṅgulyahāriṇī
pANktatA	pāṅktatā
pARihatA	pāṇihatā
pARikacCapikA	pāṇikacchapikā
pARimAnikA	pāṇimānikā
pARinIyaSIkzA	pāṇinīyaśīkṣā
pARinivyAkaraRadIpikA	pāṇinivyākaraṇadīpikā
pARireKA	pāṇirekhā
pARqalameGA	pāṇḍalameghā
pARqarapuzpikA	pāṇḍarapuṣpikā
pARqavagItA	pāṇḍavagītā
pARquPalI	pāṇḍuphalī
pARquSarkarA	pāṇḍuśarkarā
pARquSarmilA	pāṇḍuśarmilā
pARqugAtratA	pāṇḍugātratā
pARqukambalaSilA	pāṇḍukambalaśilā
pARqulomA	pāṇḍulomā
pARqulomaSA	pāṇḍulomaśā
pARqulomaparRI	pāṇḍulomaparṇī
pARqupatnI	pāṇḍupatnī
pARqupattrI	pāṇḍupattrī
pARqupattratA	pāṇḍupattratā
pARquputrI	pāṇḍuputrī
pARquraPalI	pāṇḍuraphalī
pARquratA	pāṇḍuratā
pARqutA	pāṇḍutā
pASABiDAnA	pāśābhidhānā
pASakakevalI	pāśakakevalī
pASakrIqA	pāśakrīḍā
pASyA	pāśyā
pATikftI	pāthikṛtī
pATojinI	pāthojinī
pAWamaYjarI	pāṭhamañjarī
pAWanAramBapIWikA	pāṭhanārambhapīṭhikā
pAWapraRAlI	pāṭhapraṇālī
pAYcAlI	pāñcālī
pAYcAlaputrikA	pāñcālaputrikā
pAYcajanI	pāñcajanī
pAYcaprasftikI	pāñcaprasṛtikī
pAYcarAtrarakzA	pāñcarātrarakṣā
pAcA	pācā
pAcI	pācī
pAcakastrI	pācakastrī
pAcanI	pācanī
pAcikA	pācikā
pAdANgadI	pādāṅgadī
pAdANguzWikA	pādāṅguṣṭhikā
pAdAlindI	pādālindī
pAdAnukramaRI	pādānukramaṇī
pAdAvanejanI	pādāvanejanī
pAdaDAvanikA	pādadhāvanikā
pAdaPalA	pādaphalā
pAdaSAKA	pādaśākhā
pAdaSuSruzA	pādaśuśruṣā
pAdadArI	pādadārī
pAdadArikA	pādadārikā
pAdakIlikA	pādakīlikā
pAdakuWArikA	pādakuṭhārikā
pAdamaYjarI	pādamañjarī
pAdamudrA	pādamudrā
pAdanAlikA	pādanālikā
pAdapASI	pādapāśī
pAdapAlikA	pādapālikā
pAdapIWikA	pādapīṭhikā
pAdaparuhA	pādaparuhā
pAdapavivakzA	pādapavivakṣā
pAdapuwI	pādapuṭī
pAdaraTI	pādarathī
pAdarakzikA	pādarakṣikā
pAdasaMhitA	pādasaṃhitā
pAdasevA	pādasevā
pAdavI	pādavī
pAdezwakA	pādeṣṭakā
pAdmasaMhitA	pādmasaṃhitā
pAdopaDAnI	pādopadhānī
pAdukAsahasraparIkzA	pādukāsahasraparīkṣā
pAhAqikA	pāhāḍikā
pAhiqA	pāhiḍā
pAkAvalI	pākāvalī
pAkaSAlA	pākaśālā
pAkaSuklA	pākaśuklā
pAkadUrvA	pākadūrvā
pAkajaprakriyA	pākajaprakriyā
pAkakriyA	pākakriyā
pAkakuwI	pākakuṭī
pAkalI	pākalī
pAkapuwI	pākapuṭī
pAkasaMsTA	pākasaṃsthā
pAkatrA	pākatrā
pAkavatI	pākavatī
pAlAgalI	pālāgalī
pAlaNkI	pālaṅkī
pAlakAKyA	pālakākhyā
pAlakyA	pālakyā
pAlavI	pālavī
pAlikA	pālikā
pAlinDI	pālindhī
pAlindI	pālindī
pAllavA	pāllavā
pAmaGnI	pāmaghnī
pAmarodDArA	pāmaroddhārā
pAmpAlI	pāmpālī
pAmpI	pāmpī
pAnIyASrA	pānīyāśrā
pAnIyaSAlA	pānīyaśālā
pAnIyaSAlikA	pānīyaśālikā
pAnIyacUrRikA	pānīyacūrṇikā
pAnIyakAkikA	pānīyakākikā
pAnIyavarRikA	pānīyavarṇikā
pAnTadevatA	pānthadevatā
pAnaBUmI	pānabhūmī
pAnagozWI	pānagoṣṭhī
pAnagozWikA	pānagoṣṭhikā
pApAKyA	pāpākhyā
pApANkuSA	pāpāṅkuśā
pApAntikA	pāpāntikā
pApApurI	pāpāpurī
pApaDI	pāpadhī
pApaGnI	pāpaghnī
pApaSamanI	pāpaśamanī
pApacelI	pāpacelī
pApacelikA	pāpacelikā
pApadeSanA	pāpadeśanā
pApamocanI	pāpamocanī
pApapurI	pāpapurī
pAparAkzasI	pāparākṣasī
pApatA	pāpatā
pApayAmuyA	pāpayāmuyā
pAqinI	pāḍinī
pArASarIhorA	pārāśarīhorā
pArASarIvyAKyA	pārāśarīvyākhyā
pArASaraSikzA	pārāśaraśikṣā
pArASarahorA	pārāśarahorā
pArApatapadI	pārāpatapadī
pArAvadaGnI	pārāvadaghnī
pArAvatI	pārāvatī
pArAvataGnI	pārāvataghnī
pArAvatapadI	pārāvatapadī
pArAyaRI	pārāyaṇī
pArI	pārī
pArSukA	pārśukā
pArSvEkAdaSI	pārśvaikādaśī
pArSvamAnI	pārśvamānī
pArSvanATagItA	pārśvanāthagītā
pArTastutiwIkA	pārthastutiṭīkā
pArTivAtmajA	pārthivātmajā
pArTivI	pārthivī
pArTivaliNgapUjA	pārthivaliṅgapūjā
pArTivanandinI	pārthivanandinī
pArTivapUjA	pārthivapūjā
pArTivasutA	pārthivasutā
pArTivatA	pārthivatā
pArameSvarasaMhitA	pārameśvarasaṃhitā
pAramparI	pāramparī
pArasI	pārasī
pArasIkayamAnI	pārasīkayamānī
pArasInAmamAlA	pārasīnāmamālā
pArdAkI	pārdākī
pArdAyanI	pārdāyanī
pArebaqavA	pārebaḍavā
pAriSikzA	pāriśikṣā
pArihAriRI	pārihāriṇī
pArihArikI	pārihārikī
pArikzitI	pārikṣitī
pAriplavatA	pāriplavatā
pAritaTyA	pāritathyā
pArucCepI	pārucchepī
pArvaRacandrikA	pārvaṇacandrikā
pArvatI	pārvatī
pArvateyI	pārvateyī
pArzI	pārṣī
pArzadatA	pārṣadatā
pArzadavyAKyA	pārṣadavyākhyā
pArzadawIkA	pārṣadaṭīkā
pArzatI	pārṣatī
pAsI	pāsī
pAtAlagaNgA	pātālagaṅgā
pAtAlagaruqI	pātālagaruḍī
pAtAlanagarI	pātālanagarī
pAtaYjalasUtraBAzyavyaKyA	pātañjalasūtrabhāṣyavyakhyā
pAtaYjalasUtravfttiBAzyacCAyAvyAKyA	pātañjalasūtravṛttibhāṣyacchāyāvyākhyā
pAtanikA	pātanikā
pAtasAriRI	pātasāriṇī
pAtilI	pātilī
pAtnI	pātnī
pAtratA	pātratā
pAvApurI	pāvāpurī
pAvIravI	pāvīravī
pAvakI	pāvakī
pAvamAnI	pāvamānī
pAvanI	pāvanī
pAvikA	pāvikā
pAvinI	pāvinī
pAwAvalI	pāṭāvalī
pAwIkOmudI	pāṭīkaumudī
pAwIlilAvatI	pāṭīlilāvatī
pAwahikA	pāṭahikā
pAwalAvatI	pāṭalāvatī
pAwanakriyA	pāṭanakriyā
pAwikA	pāṭikā
pAyukzAlanaBUmitA	pāyukṣālanabhūmitā
pAzARI	pāṣāṇī
pAzARaSilA	pāṣāṇaśilā
pAzARacaturdaSI	pāṣāṇacaturdaśī
pAzI	pāṣī
pAzaRqAsyacapewikA	pāṣaṇḍāsyacapeṭikā
pAzaRqacapewikA	pāṣaṇḍacapeṭikā
pAzaRqamuKacapewikA	pāṣaṇḍamukhacapeṭikā
pAzaRqatA	pāṣaṇḍatā
pESAcI	paiśācī
pEluSIrzyA	pailuśīrṣyā
pEtA	paitā
pEtfkazvaseyI	paitṛkaṣvaseyī
pEtfkriyA	paitṛkriyā
pEtfzvaseyI	paitṛṣvaseyī
pEzwI	paiṣṭī
pI	pī
pIWamardikA	pīṭhamardikā
pIWanAyikA	pīṭhanāyikā
pIWikA	pīṭhikā
pIdArI	pīdārī
pIlA	pīlā
pIlumatI	pīlumatī
pIlunI	pīlunī
pIluparRI	pīluparṇī
pInanitambA	pīnanitambā
pInatA	pīnatā
pInoDnI	pīnodhnī
pInottuNgastanI	pīnottuṅgastanī
pIqayA	pīḍayā
pIqitatA	pīḍitatā
pItAvaBAsatA	pītāvabhāsatā
pItaGozA	pītaghoṣā
pItabIjA	pītabījā
pItadIptA	pītadīptā
pItadugDA	pītadugdhā
pItakIlA	pītakīlā
pItakadalI	pītakadalī
pItamustA	pītamustā
pItapAdA	pītapādā
pItaparRI	pītaparṇī
pItapratibadDavatsA	pītapratibaddhavatsā
pItapuzpI	pītapuṣpī
pItaramBA	pītarambhā
pItarohiRI	pītarohiṇī
pItatA	pītatā
pItavAlukA	pītavālukā
pItayUTI	pītayūthī
pItikA	pītikā
pItvA	pītvā
pItvI	pītvī
pIvarI	pīvarī
pIvarastanI	pīvarastanī
pIyUkzA	pīyūkṣā
pIyUzaDArA	pīyūṣadhārā
pIyUzakaRikA	pīyūṣakaṇikā
pIyUzalaharI	pīyūṣalaharī
pIyUzatA	pīyūṣatā
pOMScalIyavidyA	pauṃścalīyavidyā
pORqarIkakArikA	pauṇḍarīkakārikā
pOlastI	paulastī
pOlikA	paulikā
pOlomI	paulomī
pOmpA	paumpā
pOrANganA	paurāṅganā
pOrI	paurī
pOrRamAsI	paurṇamāsī
pOrRamI	paurṇamī
pOraRI	pauraṇī
pOrakanyA	paurakanyā
pOrakutsI	paurakutsī
pOrastrI	paurastrī
pOravI	pauravī
pOruzI	pauruṣī
pOruzatA	pauruṣatā
pOrvikI	paurvikī
pOtikI	pautikī
pOtimAzyAyaRI	pautimāṣyāyaṇī
pOzI	pauṣī
pOzkarasaMhitA	pauṣkarasaṃhitā
pOzkariRI	pauṣkariṇī
pOzpI	pauṣpī
pOzwI	pauṣṭī
pUTikA	pūthikā
pUgI	pūgī
pUgIlatA	pūgīlatā
pUgapuzpikA	pūgapuṣpikā
pUjA	pūjā
pUjApaTyamAlA	pūjāpathyamālā
pUjanI	pūjanī
pUjanamAlikA	pūjanamālikā
pUjitapattraPalA	pūjitapattraphalā
pUjyapUjA	pūjyapūjā
pUjyatA	pūjyatā
pUnAdevI	pūnādevī
pUpAlI	pūpālī
pUpAzwakA	pūpāṣṭakā
pUpaSAlA	pūpaśālā
pUpalA	pūpalā
pUpalI	pūpalī
pUpalikA	pūpalikā
pUpikA	pūpikā
pUrRASA	pūrṇāśā
pUrRAnadI	pūrṇānadī
pUrRaBedinI	pūrṇabhedinī
pUrRaSrI	pūrṇaśrī
pUrRacandrapraBA	pūrṇacandraprabhā
pUrRakAmatA	pūrṇakāmatā
pUrRakoSA	pūrṇakośā
pUrRakozWA	pūrṇakoṣṭhā
pUrRamA	pūrṇamā
pUrRamAsI	pūrṇamāsī
pUrRapAtravfttyA	pūrṇapātravṛttyā
pUrRapurI	pūrṇapurī
pUrRatA	pūrṇatā
pUrRikA	pūrṇikā
pUrRimA	pūrṇimā
pUrRimArAtriSarvarI	pūrṇimārātriśarvarī
pUrRimAsI	pūrṇimāsī
pUrRodarA	pūrṇodarā
pUrRopamA	pūrṇopamā
pUraRI	pūraṇī
pUraRavyAKyA	pūraṇavyākhyā
pUrayitvA	pūrayitvā
pUrdevI	pūrdevī
pUrikA	pūrikā
pUrtamAlA	pūrtamālā
pUruzatvatA	pūruṣatvatā
pUrvABAdrapadA	pūrvābhādrapadā
pUrvABirAmA	pūrvābhirāmā
pUrvASA	pūrvāśā
pUrvAcAryavfttAntadIpikA	pūrvācāryavṛttāntadīpikā
pUrvApaharaRA	pūrvāpaharaṇā
pUrvAzAQA	pūrvāṣāḍhā
pUrvaBakzikA	pūrvabhakṣikā
pUrvaBikzikA	pūrvabhikṣikā
pUrvaPalgunI	pūrvaphalgunī
pUrvaTA	pūrvathā
pUrvacitI	pūrvacitī
pUrvacittI	pūrvacittī
pUrvacittikA	pūrvacittikā
pUrvadIkzA	pūrvadīkṣā
pUrvadevikA	pūrvadevikā
pUrvagaNgA	pūrvagaṅgā
pUrvakAlatA	pūrvakālatā
pUrvakAzWA	pūrvakāṣṭhā
pUrvakftvarI	pūrvakṛtvarī
pUrvakriyA	pūrvakriyā
pUrvamImAMsA	pūrvamīmāṃsā
pUrvamImAMsAkArikA	pūrvamīmāṃsākārikā
pUrvanagarI	pūrvanagarī
pUrvapA	pūrvapā
pUrvapIWikA	pūrvapīṭhikā
pUrvapUrRamAsI	pūrvapūrṇamāsī
pUrvapUrvAnugaRqikA	pūrvapūrvānugaṇḍikā
pUrvapakzAvalI	pūrvapakṣāvalī
pUrvapakzagranTawIkA	pūrvapakṣagranthaṭīkā
pUrvaprajYA	pūrvaprajñā
pUrvarUpatA	pūrvarūpatā
pUrvasArasArAsvAdinI	pūrvasārasārāsvādinī
pUrvasaMDyA	pūrvasaṃdhyā
pUrvasaMhitA	pūrvasaṃhitā
pUrvasevA	pūrvasevā
pUrvasidDAntapakzatA	pūrvasiddhāntapakṣatā
pUrvatA	pūrvatā
pUrvatApinI	pūrvatāpinī
pUrvatApinIdIpikA	pūrvatāpinīdīpikā
pUrvavartitA	pūrvavartitā
pUrvezukAmaSamI	pūrveṣukāmaśamī
pUtAtmatA	pūtātmatā
pUtakratA	pūtakratā
pUtakratAyI	pūtakratāyī
pUtanAkeSI	pūtanākeśī
pUtanikA	pūtanikā
pUtapattrI	pūtapattrī
pUtiPalA	pūtiphalā
pUtiPalI	pūtiphalī
pUtiSArijA	pūtiśārijā
pUtiSaParI	pūtiśapharī
pUtikarRatA	pūtikarṇatā
pUtimayUrikA	pūtimayūrikā
pUtipuzpikA	pūtipuṣpikā
pUtitElA	pūtitailā
pUtivaktratA	pūtivaktratā
pUtkArI	pūtkārī
pUzaBAsA	pūṣabhāsā
paNgutA	paṅgutā
paNgutAhAriRI	paṅgutāhāriṇī
paNkAvalI	paṅkāvalī
paNkagaRqI	paṅkagaṇḍī
paNkajAkzI	paṅkajākṣī
paNkajAvalI	paṅkajāvalī
paNkajanayanA	paṅkajanayanā
paNkapraBA	paṅkaprabhā
paNkaruhiRI	paṅkaruhiṇī
paNkatA	paṅkatā
paNkeruhAkzI	paṅkeruhākṣī
paNkeruhiRI	paṅkeruhiṇī
paNktI	paṅktī
paNktikA	paṅktikā
paNktimAlA	paṅktimālā
paNktyuttarA	paṅktyuttarā
paRANganA	paṇāṅganā
paRaDA	paṇadhā
paRakriyA	paṇakriyā
paRastrI	paṇastrī
paRasundarI	paṇasundarī
paRatA	paṇatā
paRqitAhlAdinI	paṇḍitāhlādinī
paRqitasaBA	paṇḍitasabhā
paRqitatA	paṇḍitatā
paRyANganA	paṇyāṅganā
paRyAnDA	paṇyāndhā
paRyaSAlA	paṇyaśālā
paRyadAsI	paṇyadāsī
paRyapariRItA	paṇyapariṇītā
paRyastrI	paṇyastrī
paRyatA	paṇyatā
paRyavITI	paṇyavīthī
paRyavITikA	paṇyavīthikā
paRyavikrayaSAlA	paṇyavikrayaśālā
paRyavilAsinI	paṇyavilāsinī
paSAnupUrvI	paśānupūrvī
paSUKA	paśūkhā
paSUdBavA	paśūdbhavā
paSubanDakArikA	paśubandhakārikā
paSucaryA	paśucaryā
paSugAyatrI	paśugāyatrī
paSuharItakI	paśuharītakī
paSukriyA	paśukriyā
paSumohanikA	paśumohanikā
paSupAlikA	paśupālikā
paSupuroqASamimaMsA	paśupuroḍāśamimaṃsā
paSusaMsTA	paśusaṃsthā
paSutA	paśutā
paSvaNgatA	paśvaṅgatā
paSvekAdaSinI	paśvekādaśinī
paSvijyA	paśvijyā
paSviqA	paśviḍā
paSvizwakA	paśviṣṭakā
paSyanA	paśyanā
paSyantI	paśyantī
paTakalpanA	pathakalpanā
paTezWA	patheṣṭhā
paTipA	pathipā
paTizWA	pathiṣṭhā
paWahaMsikA	paṭhahaṃsikā
paWamaYjarI	paṭhamañjarī
paWasamaYjarI	paṭhasamañjarī
paYcADyAyI	pañcādhyāyī
paYcANgI	pañcāṅgī
paYcANgakOmudI	pañcāṅgakaumudī
paYcANgaratnAvalI	pañcāṅgaratnāvalī
paYcANgasADanasAraRI	pañcāṅgasādhanasāraṇī
paYcANgasAraRI	pañcāṅgasāraṇī
paYcANgasaralI	pañcāṅgasaralī
paYcANgulI	pañcāṅgulī
paYcASadDA	pañcāśaddhā
paYcASadgATA	pañcāśadgāthā
paYcASadvarzatA	pañcāśadvarṣatā
paYcASatsahasrImahAkAlasaMhitA	pañcāśatsahasrīmahākālasaṃhitā
paYcASikA	pañcāśikā
paYcAgnividyA	pañcāgnividyā
paYcAkzarI	pañcākṣarī
paYcAlI	pañcālī
paYcAlikA	pañcālikā
paYcAnanI	pañcānanī
paYcApaYcInA	pañcāpañcīnā
paYcArI	pañcārī
paYcArTaBAzyadIpikA	pañcārthabhāṣyadīpikā
paYcAtapA	pañcātapā
paYcAvattatA	pañcāvattatā
paYcAyuDaratnamAlA	pañcāyudharatnamālā
paYcIkaraRAnandAKyA	pañcīkaraṇānandākhyā
paYcIkaraRaprakriyA	pañcīkaraṇaprakriyā
paYcIkaraRatAtparyacandrikA	pañcīkaraṇatātparyacandrikā
paYcIkftawIkA	pañcīkṛtaṭīkā
paYcaBUryABimuKA	pañcabhūryābhimukhā
paYcaDA	pañcadhā
paYcaKawvI	pañcakhaṭvī
paYcaSaravyAKyA	pañcaśaravyākhyā
paYcaSatI	pañcaśatī
paYcaSlokI	pañcaślokī
paYcabARI	pañcabāṇī
paYcacoqA	pañcacoḍā
paYcadaSIvyAKyA	pañcadaśīvyākhyā
paYcadaSaDA	pañcadaśadhā
paYcadaSavarRamAlikA	pañcadaśavarṇamālikā
paYcagavI	pañcagavī
paYcagrAmI	pañcagrāmī
paYcagranTI	pañcagranthī
paYcajanI	pañcajanī
paYcakArukI	pañcakārukī
paYcakAvalI	pañcakāvalī
paYcakalpI	pañcakalpī
paYcakamAlA	pañcakamālā
paYcakarmI	pañcakarmī
paYcakramawippanI	pañcakramaṭippanī
paYcakroSI	pañcakrośī
paYcakroSamaYjarI	pañcakrośamañjarī
paYcakroSayAtrA	pañcakrośayātrā
paYcalakzaRI	pañcalakṣaṇī
paYcalakzaRIwIkA	pañcalakṣaṇīṭīkā
paYcamIkramakalpalatA	pañcamīkramakalpalatā
paYcamasArasaMhitA	pañcamasārasaṃhitā
paYcamiTyAtvawIkA	pañcamithyātvaṭīkā
paYcamuKI	pañcamukhī
paYcamudrA	pañcamudrā
paYcamuzwI	pañcamuṣṭī
paYcanAmAvalI	pañcanāmāvalī
paYcanI	pañcanī
paYcapAdI	pañcapādī
paYcapAdikA	pañcapādikā
paYcapAdikADyAsaBAzyavyAKyA	pañcapādikādhyāsabhāṣyavyākhyā
paYcapAdikAvivaraRaprakASikA	pañcapādikāvivaraṇaprakāśikā
paYcapAdikAvyAKyA	pañcapādikāvyākhyā
paYcapAdikAwIkA	pañcapādikāṭīkā
paYcapUlI	pañcapūlī
paYcapadArTI	pañcapadārthī
paYcapadI	pañcapadī
paYcapakzIwIkA	pañcapakṣīṭīkā
paYcapalI	pañcapalī
paYcaparRI	pañcaparṇī
paYcaparRikA	pañcaparṇikā
paYcapawalikA	pañcapaṭalikā
paYcaprakaraRI	pañcaprakaraṇī
paYcaqAkinI	pañcaḍākinī
paYcarAtradIpikA	pañcarātradīpikā
paYcarAtrakadIpikA	pañcarātrakadīpikā
paYcarAtrakarakzA	pañcarātrakarakṣā
paYcarAtrarakzA	pañcarātrarakṣā
paYcarakzA	pañcarakṣā
paYcarasA	pañcarasā
paYcaratnakalA	pañcaratnakalā
paYcaratnamAlikA	pañcaratnamālikā
paYcasUnA	pañcasūnā
paYcasahasrI	pañcasahasrī
paYcasidDAntikA	pañcasiddhāntikā
paYcasidDOzaDI	pañcasiddhauṣadhī
paYcaskanDI	pañcaskandhī
paYcastavI	pañcastavī
paYcastavavyAKyA	pañcastavavyākhyā
paYcasvarA	pañcasvarā
paYcatA	pañcatā
