k1	hom	lemma_iast	total_occ	cooccur	collocates
agniparvata		agniparvata	2	2	agni:1|udvāsay:1
agnipurARa		agnipurāṇa	1	1	jval:1
agnipraveSana		agnipraveśana	3	3	śastra:1|jala:1|abhāva:1
agnibAhu		agnibāhu	8	16	āgnīdhra:3|agnīdhra:3|vapuṣmant:3|putra:3|kṛ:1|saha:1|medhas:1|māgadha:1
agniBU		agnibhū	3	3	senānī:1|pūjay:1|śara:1
agniBUti		agnibhūti	2	2	indrabhūti:1|śuci:1
agnimanTa		agnimantha	54	79	bilva:5|śyonāka:5|jaya:3|mātuluṅga:3|vacā:3|tarkārī:2|prayoga:2|rasa:2|śvayathu:2|saptacchada:2|pathyā:2|guñjā:2
agnimanTana		agnimanthana	1	1	dvitīya:1
agnimAWara		agnimāṭhara	2	2	baudhya:1|tarkārī:1
agnimAndya		agnimāndya	26	29	hara:2|kāla:2|kapha:2|pitta:1|yājñavalkya:1|grahaṇī:1|atisārin:1|mahat:1|aruci:1|jīrṇajvara:1|guḍa:1|kāsa:1
agnimitra		agnimitra	1	1	ātmaja:1
agniminDa		agnimindha	2	2	āvayas:1|kṛ:1
agnimuKa		agnimukha	7	8	nāga:2|bhallāta:1|grāvagrābha:1|koṭi:1|dhanu:1|tāraka:1|parvata:1
agnivarcas		agnivarcas	2	2	sumati:1|prāyaścitti:1
agnivarRa		agnivarṇa	21	28	śīghraga:4|sudarśana:4|vāra:2|mitrāyu:1|āyasa:1|mūtra:1|jambvoṣṭha:1|aṇu:1|ap:1|śalākā:1|āsic:1|kṣāra:1
agnivallaBa		agnivallabha	4	5	yakṣadhūpa:2|susiddhaka:1|śīghraga:1|sarjarasa:1
agniveSa		agniveśa	96	163	ātreya:21|tantra:17|bhagavat:16|śiṣya:4|pramukha:3|vyākhyāna:2|buddhimat:2|viśeṣa:2|śaradvasu:2|pracch:2|śarīra:2|janapada:2
agniSAlA		agniśālā	6	6	homa:1|bhūyiṣṭha:1|vadhū:1|mṛd:1|hetu:1|prāṅmukha:1
agniSiKa		agniśikha	2	2	taṇḍu:1|nāman:1
agniSiKA		agniśikhā	9	11	niṣka:2|netra:2|viśalyā:1|kanda:1|lāṅgalikī:1|anantā:1|kāśmīrajanman:1|as:1|vara:1
agnizwut		agniṣṭut	10	13	atirātra:3|yajña:2|trivṛt:1|asṛj:1|purīṣī:1|muni:1|varṣa:1|yaj:1|yājay:1|anta:1
agnizwoma		agniṣṭoma	136	225	phala:24|atirātra:11|sāman:11|deva:6|stotra:5|saṁvatsara:5|atyagniṣṭoma:4|rājan:4|uktha:4|vāravantīya:3|ukthya:3|pākayajña:2
agnizWa		agniṣṭha	8	8	śarāva:1|devatā:1|agni:1|kāca:1|bheda:1|prathama:1|gārhapatya:1|uddhṛ:1
agnizvAtta		agniṣvātta	14	30	barhiṣad:7|pitṛ:4|saumya:3|yajvan:3|kāvya:3|ādi:2|anas:1|deva:1|ātmajā:1|smṛ:1|ārtava:1|mahābhāga:1
agnisaMskAra		agnisaṁskāra	3	3	pitṛ:1|udaka:1|brahman:1
agnisahAya		agnisahāya	2	2	dahana:1|jñā:1
agnisAra		agnisāra	3	5	rasanābha:2|dvādaśan:2|hṛd:1
agnihotra	1	agnihotra	200	312	māna:6|bhū:6|agni:5|phala:5|devatā:5|bhagavat:5|samrāj:5|pracch:5|dāra:4|upās:4|vaiśvadeva:4|vrata:4
agnihotra	2	agnihotra	200	312	māna:6|bhū:6|agni:5|phala:5|devatā:5|bhagavat:5|samrāj:5|pracch:5|dāra:4|upās:4|vaiśvadeva:4|vrata:4
agnihotrin		agnihotrin	22	26	agni:2|ṛṣi:2|ās:2|brāhmaṇa:2|parīśeṣa:1|indra:1|nara:1|tapas:1|go:1|gārhasthya:1|jan:1|sthā:1
agnID		agnīdh	7	8	yajña:2|atithi:1|abhiṣotṛ:1|preṣaṇa:1|tejas:1|āśir:1|mukha:1
agnIDra		agnīdhra	19	23	agnibāhu:3|putra:2|rājan:2|pravāhaṇa:1|as:1|abhimānin:1|dhiṣṇu:1|prāñc:1|nṛpa:1|dvijaśreṣṭha:1|mahāmati:1|navan:1
agnIzoma		agnīṣoma	77	111	ātmaka:10|dravya:4|mahat:3|mantra:3|indra:3|avadya:3|havis:3|yama:2|agni:2|ājya:2|jagant:2|vṛṣan:2
agnIzomIya		agnīṣomīya	21	25	paśu:5|āgneya:1|vicāra:1|pañcāśat:1|tva:1|div:1|visra:1|varṣavardhana:1|bṛhaspati:1|ādhāna:1|aindrāgna:1|śāstra:1
agnIzomIyatva		agnīṣomīyatva	9	12	jagant:3|garbha:2|prādhānya:1|varuṇa:1|śoṇita:1|grāhaka:1|rāga:1|śīta:1|krama:1
agnyagAra		agnyagāra	5	5	nirūpay:1|arka:1|go:1|ardha:1|samāhita:1
agnyADeya		agnyādheya	23	31	aśva:5|agni:3|pākayajña:2|dakṣiṇā:2|paśu:1|krama:1|vidhāna:1|agnihotra:1|guru:1|varaṇa:1|soma:1|prabhṛti:1
agnyAhita		agnyāhita	1	1	loka:1
agnyutpAta		agnyutpāta	2	2	upaplava:1|vipra:1
agnyupasTAna		agnyupasthāna	2	2	amāvāsyā:1|upāhita:1
agra	1	agra	1516	3602	tīkṣṇa:56|nāsā:45|parvata:44|dhvaja:41|jihvā:33|kuśa:31|hasta:30|deva:29|vṛkṣa:29|aṅguli:28|śūla:27|śaila:27
agra	2	agra	1516	3602	tīkṣṇa:56|nāsā:45|parvata:44|dhvaja:41|jihvā:33|kuśa:31|hasta:30|deva:29|vṛkṣa:29|aṅguli:28|śūla:27|śaila:27
agraga		agraga	10	15	senā:6|caraṇa:1|saptan:1|śūra:1|bhīma:1|pāṇḍava:1|prabhu:1|tulya:1|kaliṅga:1|vīra:1
agragaRya		agragaṇya	4	4	ādhi:1|avanam:1|paura:1|anabhirūpa:1
agragAmin		agragāmin	2	2	praṣṭha:1|as:1
agraja		agraja	160	234	lakṣmaṇa:18|pāṇḍava:9|putra:5|bhrātṛ:5|brahman:4|śata:4|vac:4|brū:4|dṛś:3|bhū:3|jan:3|divya:3
agrajanman		agrajanman	27	32	dā:3|vedana:2|ādā:2|śāsana:2|dvijāti:1|smṛ:1|sakāśa:1|bhūdeva:1|sva:1|prasū:1|karman:1|muni:1
agrajA		agrajā	4	4	ekaparṇā:1|sureśvara:1|nadī:1|saumyā:1
agrajihva		agrajihva	2	2	sarasvatī:1|ādā:1
agraRI		agraṇī	49	55	gaṇa:3|sādhaka:2|prajap:2|śāṁtanava:2|śūra:2|purāṇa:1|agāra:1|viṣṇu:1|agra:1|bhīmasena:1|yuddha:1|dhṛṣṭadyumna:1
agraRIti		agraṇīti	2	2	vāyu:1|jihvā:1
agrataHsara		agrataḥsara	2	2	praṣṭha:1|hṛdaya:1
agrapeya		agrapeya	2	2	rājan:1|pā:1
agraBaRa		agrabhaṇa	2	2	anāsthāna:1|muni:1
agraBuj		agrabhuj	3	3	prathama:1|bhṛgu:1|tāta:1
agramahizI		agramahiṣī	20	28	bhū:3|kālagata:3|kukṣi:3|rājan:3|bhadra:1|dvija:1|samaya:1|cintā:1|deva:1|rāja:1|pratisāmāntaka:1|lumbini:1
agramAMsa		agramāṁsa	2	2	bukkan:1|maṅgala:1
agrayAyin		agrayāyin	2	2	senā:1|bhū:1
agrayoDin		agrayodhin	1	1	krudh:1
agrasArA		agrasārā	3	4	gaṇanā:2|uttarin:1|yojana:1
agraha		agraha	10	10	samudra:1|niyama:1|hastin:1|ghora:1|ramaṇī:1|graha:1|kopa:1|asaṁdhyā:1|sva:1|śaṭha:1
agrahAra		agrahāra	25	29	putra:2|grāma:2|brāhmaṇa:2|brahman:2|nivāsa:1|kālī:1|brahmadeya:1|nāmadheya:1|kuru:1|parihāra:1|kulyā:1|dakṣiṇa:1
agrAdvan		agrādvan	2	2	havis:1|kālindī:1
agrAyaRIya		agrāyaṇīya	2	2	utpāda:1|namas:1
agrAhin		agrāhin	5	5	anyedyuṣka:1|saṁkula:1|hrasva:1|tṛtīyaka:1|viṣama:1
agrAhya		agrāhya	63	72	adṛśya:3|amṛta:3|anumāna:2|tva:2|devī:2|nirarthaka:2|tā:2|alpa:1|vibhu:1|nirmālya:1|bhāva:1|liṅga:1
agrima		agrima	13	18	śloka:3|bandhana:2|sva:2|saṁyuta:2|puraḥsara:1|ṣaṣ:1|yoga:1|prakāra:1|prakaraṇa:1|vahni:1|sūta:1|kanaka:1
agriya		agriya	39	52	vāc:6|mukhya:3|savana:2|śūṣa:2|tvaṣṭṛ:2|svarṣā:2|madhu:2|pṛśni:2|yajamāna:1|madhya:1|mukha:1|pratipad:1
agrIya		agrīya	2	2	kuśa:1|adhvaryu:1
agru		agru	9	10	svasṛ:2|sakhī:1|samyañc:1|janivat:1|putra:1|nabhanu:1|niveśana:1|keśin:1|bākura:1
agrega		agrega	1	1	buddhi:1
agrediDizu		agredidhiṣu	6	7	pati:2|dvija:1|ayas:1|kartṛ:1|kuṭumbinī:1|han:1
agrevaDa		agrevadha	1	1	as:1
agresara		agresara	19	21	mahat:3|puroga:1|namas:1|praṣṭha:1|sattama:1|jambha:1|parispanda:1|bhū:1|rudra:1|sampatti:1|sārtha:1|hari:1
agropaharaRIya		agropaharaṇīya	7	8	vidhāna:2|vikāra:1|cūrṇa:1|adhyāya:1|asaṁbādha:1|sambhāra:1|svastivācana:1
agrya		agrya	408	701	nara:16|puruṣa:14|dharma:14|vipra:12|bhārata:12|ratha:11|dvija:10|buddhi:10|karman:8|yaśas:8|rasāyana:8|gati:8
aGa		agha	247	414	śaṁsa:24|ogha:17|śośuc:17|nāśana:8|nāśin:8|aśeṣa:7|stena:6|vināśana:6|kāma:6|kevala:5|agni:5|agha:5
aGana		aghana	7	8	pada:2|pā:1|ghana:1|jāta:1|majj:1|sampad:1|grah:1
aGamarzaRa		aghamarṣaṇa	39	51	sūkta:6|jala:3|sravantī:2|gāyatrī:2|udaka:2|han:2|vidvas:2|japya:1|go:1|pātaka:1|muc:1|grahaṇī:1
aGarud		agharud	3	3	śvan:1|keśa:1|vikeśa:1
aGahAra		aghahāra	2	2	vadha:1|avadhyā:1
aGAtin		aghātin	2	2	akhaṭva:1|prahlāda:1
aGArin		aghārin	1	1	paśupati:1
aGAsura		aghāsura	2	2	deva:1|arpay:1
aGora		aghora	140	243	hṛdaya:12|ghora:11|mantra:9|īśa:8|cakṣus:7|tatpuruṣa:5|bhairava:5|astra:5|namas:5|anta:4|rūpa:4|ādi:4
aGoraGorarUpa		aghoraghorarūpa	1	1	namas:1
aGoza	1	aghoṣa	2	2	ghoṣa:1|vāmadeva:1
aGoza	2	aghoṣa	2	2	ghoṣa:1|vāmadeva:1
aGnya		aghnya	7	8	go:2|śravaṇa:1|mūrdhan:1|vyenas:1|krīḍa:1|pati:1|śūna:1
aGnya		aghnya	7	8	go:2|śravaṇa:1|mūrdhan:1|vyenas:1|krīḍa:1|pati:1|śūna:1
aGreya		aghreya	3	4	madya:2|ghrāti:1|payas:1
aNka		aṅka	413	601	pitṛ:12|śrīvatsa:10|mātṛ:8|stha:8|nāman:7|rāvaṇa:7|bhū:6|bāla:6|triśūla:6|vaidehī:5|śiras:5|dhātrī:5
aNkana		aṅkana	5	5	vatsa:1|guru:1|śastrapada:1|prāp:1|nirvāsana:1
aNkaloqya		aṅkaloḍya	2	2	śṛṅgāṭaka:1|phala:1
aNkas		aṅkas	2	2	pathin:1|lakṣman:1
aNkin		aṅkin	4	4	paṅka:1|āpanīphaṇ:1|phala:1|nirlajja:1
aNkura		aṅkura	253	379	bīja:27|māṁsa:10|cūta:6|arka:5|tṛṇa:5|vaṭa:5|dūrvā:5|nyagrodha:5|ādi:4|puṣpa:4|nakha:4|pattra:4
aNkurita		aṅkurita	11	11	māṣa:1|harita:1|śuddha:1|hāra:1|manobhū:1|iṣu:1|gharma:1|kiraṇa:1|candra:1|pulaka:1|ānana:1
aNkuSa		aṅkuśa	170	271	pāśa:11|tomara:8|dhara:5|graha:5|aṅguṣṭha:5|dhvaja:4|akṣamālā:4|kānta:4|gaja:4|siddhi:4|tottra:4|patākā:4
aNkuSin		aṅkuśin	2	2	pāśin:1|akṣa:1
aNkUra		aṅkūra	14	15	rākṣasa:2|kuśa:1|nitodin:1|pañcavidha:1|kṛ:1|aṅkura:1|ja:1|pravālaka:1|jñā:1|nibha:1|prasaṅga:1|cūta:1
aNkowa		aṅkoṭa	10	10	nikocaka:1|āliṅgya:1|viṣṭambhin:1|phala:1|bandhūka:1|bīja:1|śveta:1|kāray:1|jaṭā:1|taila:1
aNkoWa		aṅkoṭha	16	22	mūla:3|viśālā:2|śveta:2|cūrṇa:2|jaṭā:2|śaṅkhinī:1|aruṣkara:1|sumanas:1|saptaparṇa:1|sindhuvāra:1|śleṣmātaka:1|madana:1
aNkola		aṅkola	1	1	poṣay:1
aNkolaka		aṅkolaka	3	3	atasī:1|madana:1|taila:1
aNkya	1	aṅkya	2	2	bheda:1|surata:1
aNkya	2	aṅkya	2	2	bheda:1|surata:1
aNga	1	aṅga	2094	5095	sva:68|cāru:51|ṣaṣ:50|anavadya:41|veda:40|pratyaṅga:40|rudhira:40|parus:37|ādi:32|śara:30|aṣṭan:28|mahat:28
aNga	2	aṅga	2094	5095	sva:68|cāru:51|ṣaṣ:50|anavadya:41|veda:40|pratyaṅga:40|rudhira:40|parus:37|ādi:32|śara:30|aṣṭan:28|mahat:28
aNga	3	aṅga	2094	5095	sva:68|cāru:51|ṣaṣ:50|anavadya:41|veda:40|pratyaṅga:40|rudhira:40|parus:37|ādi:32|śara:30|aṣṭan:28|mahat:28
aNga	4	aṅga	2094	5095	sva:68|cāru:51|ṣaṣ:50|anavadya:41|veda:40|pratyaṅga:40|rudhira:40|parus:37|ādi:32|śara:30|aṣṭan:28|mahat:28
aNgaka		aṅgaka	20	21	ṣaṣ:2|mati:1|vyañjaka:1|dhārmika:1|artha:1|kṛ:1|agni:1|troṭay:1|cala:1|tap:1|sthūla:1|saṁkṛ:1
aNgagraha		aṅgagraha	2	2	saraṇa:1|ārambha:1
aNgaja		aṅgaja	26	26	duhitṛ:1|jīvādāna:1|rūpa:1|prabhu:1|daśan:1|īśvara:1|ṣaṣṭi:1|pulaha:1|bhū:1|mada:1|dāyāda:1|śallaka:1
aNgaRa		aṅgaṇa	60	84	gṛha:9|raṇa:6|bhavana:3|uṭaja:3|raṅga:2|khala:2|yajña:2|mahat:2|gam:2|prakṣip:2|caitya:2|dehalī:1
aNgada		aṅgada	119	249	kuṇḍala:15|kanaka:11|keyūra:10|kāñcana:9|hāra:7|bhūṣaṇa:7|heman:7|niṣka:7|rukma:7|kirīṭa:6|dhara:6|śubha:6
aNgana		aṅgana	14	14	bhakti:1|karṇya:1|mandira:1|lip:1|sudhā:1|gam:1|anaṅga:1|dhavalay:1|yajña:1|toraṇa:1|samara:1|narapati:1
aNganApriya		aṅganāpriya	2	2	viṣvaksenā:1|yuvati:1
aNgamarda		aṅgamarda	71	106	jvara:7|jṛmbhā:6|avipāka:4|gulma:3|ūrdhvaśvāsa:3|tandrā:3|praśamana:3|kāsa:3|nāśa:2|asṛgdara:2|arocaka:2|śūla:2
aNgamardaka		aṅgamardaka	2	2	muṣka:1|hṛllāsa:1
aNgarAga		aṅgarāga	50	62	vastra:4|divya:3|ādi:3|pīta:2|vasana:2|ābharaṇa:2|rakta:2|sraj:2|vyatikara:1|as:1|samasyā:1|aruṇa:1
aNgaruha		aṅgaruha	6	6	mayūra:1|rakṣā:1|dayitā:1|upama:1|mṛdu:1|nārī:1
aNgavikfti		aṅgavikṛti	2	2	lolāṅga:1|kṣataja:1
aNgavikzepa		aṅgavikṣepa	2	2	aṅgahāra:1|vyañjaka:1
aNgavidyA		aṅgavidyā	8	9	kāmasūtra:2|citrakarman:1|abhinaya:1|artha:1|tūrya:1|kāla:1|catuḥṣaṣṭi:1|puruṣa:1
aNgahAra		aṅgahāra	22	28	karaṇa:3|prayoga:2|sthirahasta:2|nāman:2|saṁyuj:2|amṛta:1|sukṛta:1|aṅgavikṣepa:1|nṛtta:1|tejas:1|rasa:1|sura:1
aNgAra		aṅgāra	309	553	tuṣa:27|khadira:22|dṛḍha:13|bhasman:12|sattva:9|kiṭṭa:9|kapāla:8|kṛ:8|varṣa:7|yoga:6|akṣa:6|kokila:6
aNgAraka		aṅgāraka	93	136	budha:10|soma:8|caturthī:5|khadira:4|graha:4|kuja:3|skanda:3|śukra:3|cīra:2|kiṭṭa:2|dham:2|dṛḍha:2
aNgArakamaRi		aṅgārakamaṇi	4	5	vidruma:2|ambhodhipallava:1|caturthī:1|pravāla:1
aNgAraDAnikA		aṅgāradhānikā	3	3	taila:1|aṅgāraśakaṭī:1|hasantī:1
aNgAraDAnI		aṅgāradhānī	2	2	hasantikā:1|īśvara:1
aNgAraparRa		aṅgāraparṇa	10	11	tā:2|mṛdu:1|gaṅgā:1|gandharva:1|vana:1|pūrvaka:1|kārmuka:1|kṣaṇa:1|ākhyā:1|ratha:1
aNgAravallarI		aṅgāravallarī	3	3	phañjī:1|tā:1|markaṭī:1
aNgAravallI		aṅgāravallī	6	7	phañjī:2|śārṅgeṣṭā:1|brāhmaṇī:1|bāleyaśāka:1|kaṅgu:1|kharaśāka:1
aNgAraSakawI		aṅgāraśakaṭī	3	3	aṅgāradhānikā:1|śārṅgasthā:1|hasantī:1
aNgArAvakzayaRa		aṅgārāvakṣayaṇa	2	2	brāhmaṇa:1|hasanī:1
aNgAri		aṅgāri	2	2	vinaya:1|vidruma:1
aNgin		aṅgin	28	35	bhasman:4|tva:3|kāla:2|aṅga:2|sampīḍay:1|ratha:1|sasya:1|rūpaṇa:1|abhyadhika:1|anaṅga:1|brū:1|nāśa:1
aNgira		aṅgira	2	2	navagva:1|sthā:1
aNgiras		aṅgiras	319	687	bhṛgu:47|atri:26|pulastya:23|atharvan:17|deva:15|putra:15|ṛṣi:14|vara:12|suta:11|marīci:10|bhārgava:9|kratu:8
aNgirasa		aṅgirasa	13	13	abhimukha:1|viṣṇuvat:1|pitṛ:1|tāḍay:1|bhṛgu:1|muni:1|kaśyapa:1|vaṁśa:1|śiras:1|ādi:1|ayāsya:1|śrotra:1
aNgirastama		aṅgirastama	20	20	daśagva:1|vid:1|prathama:1|deva:1|kavi:1|aṅgiras:1|agni:1|go:1|vṛṣan:1|ajuṣṭa:1|siṣās:1|duhitṛ:1
aNgirasvat		aṅgirasvat	7	7	indra:1|havya:1|go:1|vartay:1|vājavat:1|vṛ:1|namas:1
aNgIkAra		aṅgīkāra	5	5	svānta:1|brahmacarya:1|abhyupagama:1|as:1|nīrājana:1
aNguri		aṅguri	10	15	bāhu:3|suṣūmā:2|pāda:2|kṛ:2|tiryañc:1|pṛthuṣṭu:1|pañcan:1|vakra:1|variman:1|varṣman:1
aNgurI		aṅgurī	2	2	vastra:1|yatna:1
aNgurIya		aṅgurīya	2	2	valaya:1|suṣūmā:1
aNgula		aṅgula	452	1487	aṣṭan:86|dvādaśan:81|ṣaṣ:59|daśan:54|ṣoḍaśan:44|vistāra:38|ardha:35|māna:32|navan:26|pramāṇa:26|utsedha:26|pañcan:23
aNgulaka		aṅgulaka	19	48	utsedha:7|dvādaśan:6|ṣoḍaśan:4|navan:4|ādhāra:4|ānana:4|ucchraya:3|vistāra:3|ṣaṣ:2|madhya:2|mardaka:1|devadeveśī:1
aNguli		aṅguli	441	768	agra:28|aṅguṣṭha:20|pāda:17|parvan:13|trāṇa:12|tala:11|nakha:10|pañcan:9|godhā:9|ādi:8|māna:7|sva:7
aNgulitra		aṅgulitra	8	10	tala:3|godhā:1|praṇejana:1|citra:1|samutpat:1|talatra:1|abhyucita:1|dhvaja:1
aNgulIka		aṅgulīka	2	2	mahat:1|dṛḍha:1
aNgulIya		aṅgulīya	22	26	abhijñāna:2|rāma:2|grah:2|lipi:2|punarbhava:1|sakaṭaka:1|pavitraka:1|ratna:1|śukla:1|prabhā:1|heman:1|śayanīya:1
aNgulIyaka		aṅgulīyaka	57	65	alaṁkṛ:2|ratna:2|vāsas:2|heman:2|pradā:2|aṅguli:2|sraj:2|kaṭisūtra:2|tulya:1|lipi:1|ṣaṣ:1|ūrmikā:1
aNguzWa		aṅguṣṭha	238	521	mūla:25|mātra:24|aṅguli:20|tarjanī:19|anāmikā:15|agra:15|dakṣiṇa:14|pāda:12|hasta:12|vāma:12|ādi:11|pradeśinī:10
aNgezWA		aṅgeṣṭhā	2	2	balāsa:1|udyam:1
aNgya		aṅgya	3	3	aṁsya:1|tva:1|sūcīka:1
aNGAri		aṅghāri	2	2	kavi:1|mātra:1
aNGri		aṅghri	195	297	padma:9|mūla:8|kṛṣṇa:8|pāṇi:7|hasta:6|paṅkaja:6|ghrāṇa:5|ūru:4|reṇu:4|śālmalī:4|kara:4|yuga:4
aNGripa		aṅghripa	18	18	druma:1|pat:1|saṁkulita:1|taru:1|bhuja:1|kūj:1|bhuvana:1|aṅghri:1|kāmadughā:1|indra:1|kalpaka:1|upe:1
aNGriparRI		aṅghriparṇī	2	3	citraparṇī:2|mad:1
aNGrivallikA		aṅghrivallikā	2	2	citraparṇī:1|tilaparṇī:1
acakra		acakra	8	10	pada:2|ratha:2|vīṇā:1|nāsikā:1|mahāmati:1|alāta:1|vīti:1|manas:1
acakzuzka		acakṣuṣka	4	4	arasa:1|dhṛtarāṣṭra:1|gandha:1|aśrotra:1
acakzus		acakṣus	13	17	viṣaya:3|akarṇa:3|marut:1|buddhi:1|abhimati:1|dṛś:1|tamas:1|cāra:1|kārpaṇya:1|ajñāna:1|aśrotra:1|anāyaka:1
acatura		acatura	1	1	vega:1
acara		acara	21	66	cara:30|bhūta:12|viṣa:3|anna:2|as:2|kha:2|niyamana:1|daṁṣṭrin:1|vihiṁs:1|dhṛ:1|vas:1|śarīra:1
acarama		acarama	5	5	ucita:1|bhū:1|caṇḍarocis:1|apūrva:1|aprācīna:1
acala		acala	465	913	mahat:26|uttama:23|vajra:21|giri:20|indra:19|upama:15|śṛṅga:12|vindhya:12|pat:12|kula:11|himavant:11|malaya:11
acit		acit	26	47	cit:13|tva:4|rūpa:3|lakṣaṇa:2|svabhāva:2|kārya:2|hetu:2|ayakṣman:1|svātantrya:1|vyakti:1|prathā:1|vibhāga:1
acitta		acitta	29	51	tā:9|citta:5|śāriputra:5|subhūti:3|tva:2|pada:2|vid:2|āyuṣmat:2|dhyātṛ:1|nyuṣ:1|śabda:1|mātrā:1
acitti		acitti	16	27	jāyā:6|nirudh:6|dharman:2|citti:1|śāriputra:1|yaviṣṭha:1|pṛṣṭha:1|sridh:1|āgas:1|dviṣ:1|puṁs:1|daivya:1
acitra		acitra	1	1	dharman:1
acintya		acintya	210	367	rūpa:14|nitya:13|karman:11|avyakta:7|prabhāva:6|tā:6|jñāna:6|apratisama:6|aprameya:5|bhagavat:5|anumodanā:5|subhūti:5
acira		acira	155	219	kāla:37|bhū:6|artha:4|jan:3|sītā:3|bhāva:2|tanmanas:2|vikrī:2|vac:2|pravṛt:2|rāma:2|acira:2
aciradyuti		aciradyuti	4	4	virahita:1|piśaṅga:1|vibhūti:1|tejas:1
acirarocis		acirarocis	2	2	sphuliṅga:1|abhibhū:1
acetana		acetana	157	248	cetana:25|tva:17|ādi:7|sattva:5|hāhā:5|guṇa:4|gam:3|jagant:3|sāmānya:3|saṁyoga:3|vyakta:3|svabhāva:2
acetas		acetas	70	77	kṛ:4|vaira:2|yathākāma:2|bhū:2|vac:2|deva:1|sucira:1|bhrāmay:1|ādā:1|śakta:1|pravṛt:1|kriyā:1
acetAna		acetāna	4	4	satya:1|nī:1|agni:1|pravṛtti:1
acezwa		aceṣṭa	11	11	nirmāṇa:1|sādhana:1|īśa:1|bhāva:1|tva:1|pratyāgamana:1|danuja:1|anūṣman:1|abhiniṣpū:1|nirāmarṣa:1|ghana:1
acEtanya		acaitanya	10	10	pathin:1|acetana:1|aneka:1|paṭa:1|saṁnipāta:1|pradhāna:1|vṛkṣa:1|supracetana:1|puruṣa:1|dṛś:1
acodas		acodas	1	1	pāṇḍu:1
acCa	1	accha	180	251	ghana:7|sneha:6|accha:4|pāna:4|bahu:4|jala:4|mala:3|manas:3|sphaṭika:3|phenila:3|picchila:3|salila:3
acCaBalla		acchabhalla	2	2	ṛkṣa:1|palāśa:1
acCAya		acchāya	15	16	aprabha:2|śaktidhāriṇī:1|upādeyetā:1|niṣphala:1|ityādi:1|pūti:1|akṣa:1|vādin:1|ānana:1|sneha:1|trapā:1|pippala:1
acCAvAka		acchāvāka	57	84	sāman:7|anuṣṭubh:6|hotṛ:3|ahar:3|vahnivat:3|ūru:2|uktha:2|aindrāgna:2|prātaḥsavana:2|aindrāvaiṣṇava:2|tṛtīyasavana:2|ahīna:2
acCidyamAna		acchidyamāna	2	2	śūla:1|acchidra:1
acCidra	1	acchidra	70	87	pavitra:5|śarman:4|acchidra:3|bhāṇḍa:2|ājya:2|gātra:2|chidra:2|ūrdhva:2|śaraṇa:2|prasava:2|retas:2|vasu:1
acCidra	2	acchidra	70	87	pavitra:5|śarman:4|acchidra:3|bhāṇḍa:2|ājya:2|gātra:2|chidra:2|ūrdhva:2|śaraṇa:2|prasava:2|retas:2|vasu:1
acCinna		acchinna	16	19	pattra:2|daśā:2|agra:2|aditi:1|as:1|ahata:1|śara:1|mūla:1|nābhi:1|lobha:1|amala:1|tṛṇaka:1
acCokti		acchokti	6	8	marut:2|mati:2|maṁhiṣṭha:1|savya:1|praśravas:1|dāś:1
acCoda		acchoda	7	10	candrabhāgā:2|viśru:2|divya:2|śivakāriṇī:1|loka:1|saras:1|nāmaka:1
acyuta	1	acyuta	525	848	bhrātṛ:12|kṛ:10|dhāyyā:10|arjuna:10|dṛś:9|tārkṣya:8|jātavedasya:8|dhruva:7|bhū:7|jū:7|artha:6|dharma:6
acyuta	2	acyuta	525	848	bhrātṛ:12|kṛ:10|dhāyyā:10|arjuna:10|dṛś:9|tārkṣya:8|jātavedasya:8|dhruva:7|bhū:7|jū:7|artha:6|dharma:6
acyutaja		acyutaja	2	2	āraṇa:1|aṁśa:1
acyutasTala		acyutasthala	4	4	dadhi:1|durbhara:1|payas:1|prāś:1
acyutAgraja		acyutāgraja	5	5	baladeva:1|pā:1|yāmuna:1|puraṁdara:1|nīlavastra:1
aja	1	aja	424	816	go:28|aśva:20|bhagavant:18|pañcan:13|nitya:12|aja:11|ātman:10|avyaya:10|puruṣa:10|vibhu:8|anta:8|mahat:8
aja	2	aja	424	816	go:28|aśva:20|bhagavant:18|pañcan:13|nitya:12|aja:11|ātman:10|avyaya:10|puruṣa:10|vibhu:8|anta:8|mahat:8
ajaka		ajaka	10	11	dilīpa:2|kṛṣṇa:1|kāpālin:1|go:1|bali:1|meṣa:1|vṛṣaparvan:1|pṛthagaśva:1|anuja:1|nīla:1
ajakarRa		ajakarṇa	13	15	kaṣāya:2|dhava:2|sāra:1|vatsaka:1|khadira:1|dāḍima:1|aśvakarṇa:1|harivṛkṣa:1|parisrāva:1|pālāśa:1|muṣkaka:1|tuṅgā:1
ajakarRaka		ajakarṇaka	3	3	bastakarṇa:1|sphūrjaka:1|cīraparṇa:1
ajakA		ajakā	6	7	sūci:2|pākātyaya:1|balākāśva:1|śastra:1|ākhyā:1|asādhya:1
ajakAjAta		ajakājāta	4	4	srāva:1|sūci:1|pracaya:1|śoṇita:1
ajakAva		ajakāva	3	3	ājagava:1|lohita:1|dhanus:1
ajaganDikA		ajagandhikā	2	2	kharapuṣpa:1|dāḍima:1
ajagara		ajagara	49	60	tāmrākṣa:3|ādi:2|grāha:2|nahuṣa:2|sarpa:2|ḍuṇḍubha:2|mahat:2|utsa:2|av:2|auṣadhī:2|tilitsa:1|nimloci:1
