s_kanda	s_sarga	s_verse	c_kanda	c_sarga	c_verse	score	class
6	70	21	6	70	21	1.0	matched
6	70	22	6	70	22	1.0	matched
6	70	23	6	70	23	1.0	matched
6	70	24	6	70	24	1.0	matched
6	70	25	6	70	25	1.0	matched
6	70	26	6	70	26	1.0	matched
6	70	27	6	70	27	1.0	matched
6	70	28	6	70	28	1.0	matched
6	70	29	6	70	29	1.0	matched
6	70	30	6	70	30	1.0	matched
6	70	31	6	70	31	1.0	matched
6	70	32	6	70	32	1.0	matched
6	70	33	6	70	33	1.0	matched
6	70	34	6	70	34	1.0	matched
6	70	35	6	70	35	1.0	matched
6	70	36	6	70	36	1.0	matched
6	70	37	6	70	37	1.0	matched
6	70	38	6	70	38	1.0	matched
6	70	39	6	70	39	1.0	matched
6	70	40	6	70	40	1.0	matched
6	70	41	6	70	41	1.0	matched
6	70	42	6	70	42	1.0	matched
6	71	1	6	71	1	1.0	matched
6	71	2	6	71	2	1.0	matched
6	71	3	6	71	3	1.0	matched
6	71	4	6	71	4	1.0	matched
6	71	5	6	71	5	1.0	matched
6	71	6	6	71	6	1.0	matched
6	71	7	6	71	7	1.0	matched
6	71	8	6	71	8	1.0	matched
6	71	9	6	71	9	1.0	matched
6	71	10	6	71	10	1.0	matched
6	71	11	6	71	11	1.0	matched
6	71	12	6	71	12	1.0	matched
6	71	13	6	71	13	1.0	matched
6	71	14	6	71	14	1.0	matched
6	71	15	6	71	15	1.0	matched
6	71	16	6	71	16	1.0	matched
6	71	17	6	71	17	1.0	matched
6	71	18	6	71	18	1.0	matched
6	71	19	6	71	19	1.0	matched
6	71	20	6	71	20	1.0	matched
6	71	21	6	71	21	0.932	matched
6	71	22	6	71	22	1.0	matched
6	72	1	6	72	1	1.0	matched
6	72	2	6	72	2	1.0	matched
6	72	3	6	72	3	1.0	matched
6	72	4	6	72	4	1.0	matched
6	72	5	6	72	5	1.0	matched
6	72	6	6	72	6	1.0	matched
6	72	7	6	72	7	0.907	matched
6	72	8	6	72	8	1.0	matched
6	72	9	6	72	9	1.0	matched
6	72	10	6	72	10	1.0	matched
6	72	11	6	72	11	1.0	matched
6	72	12	6	72	12	1.0	matched
6	72	13	6	72	13	1.0	matched
6	72	14	6	72	14	1.0	matched
6	72	15	6	72	15	1.0	matched
6	72	16	6	72	16	1.0	matched
6	72	17	6	72	17	1.0	matched
6	72	18	6	72	18	1.0	matched
6	72	19	6	72	19	1.0	matched
6	72	20	6	72	20	1.0	matched
6	72	21	6	72	21	1.0	matched
6	72	22	6	72	22	1.0	matched
6	72	23	6	72	23	1.0	matched
6	72	24	6	72	24	1.0	matched
6	72	25	6	72	25	1.0	matched
6	72	26	6	72	26	1.0	matched
6	72	27	6	72	27	1.0	matched
6	72	28	6	72	28	1.0	matched
6	72	29	6	72	29	1.0	matched
6	72	30	6	72	30	1.0	matched
6	72	31	6	72	31	1.0	matched
6	72	32	6	72	32	1.0	matched
6	72	33	6	72	33	1.0	matched
6	73	1	6	73	1	1.0	matched
6	73	2	6	73	2	1.0	matched
6	73	3	6	73	3	1.0	matched
6	73	4	6	73	4	1.0	matched
6	73	5	6	73	5	1.0	matched
6	73	6	6	73	6	1.0	matched
6	73	7	6	73	7	1.0	matched
6	73	8	6	73	8	1.0	matched
6	73	9	6	73	9	1.0	matched
6	73	10	6	73	10	1.0	matched
6	73	11	6	73	11	1.0	matched
6	73	12	6	73	12	1.0	matched
6	73	13	6	73	13	1.0	matched
6	73	14	6	73	14	1.0	matched
6	73	15	6	73	15	1.0	matched
6	73	16	6	73	16	1.0	matched
6	73	17	6	73	17	0.89	matched
6	73	18	6	73	18	1.0	matched
6	73	19	6	73	19	1.0	matched
6	73	20	6	73	20	1.0	matched
6	73	21	6	73	21	1.0	matched
6	73	22	6	73	22	1.0	matched
6	73	23	6	73	23	1.0	matched
6	73	24	6	73	24	1.0	matched
6	73	25	6	73	25	1.0	matched
6	73	26	6	73	26	1.0	matched
6	73	27	6	73	27	1.0	matched
6	73	28	6	73	28	0.903	matched
6	73	29	6	73	29	1.0	matched
6	73	30	6	73	30	1.0	matched
6	73	31	6	73	31	1.0	matched
6	73	32	6	73	32	1.0	matched
6	73	33	6	73	33	1.0	matched
6	73	34	6	73	34	1.0	matched
6	74	1	6	74	1	1.0	matched
6	74	2	6	74	2	1.0	matched
6	74	3	6	74	3	1.0	matched
6	74	4	6	74	4	0.907	matched
6	74	5	6	74	5	1.0	matched
6	74	6	6	74	6	1.0	matched
6	74	7	6	74	7	1.0	matched
6	74	8	6	74	8	1.0	matched
6	74	9	6	74	9	1.0	matched
6	74	10	6	74	10	1.0	matched
6	74	11	6	74	11	1.0	matched
6	74	12	6	74	12	1.0	matched
6	74	13	6	74	13	1.0	matched
6	74	14	6	74	14	1.0	matched
6	74	15	6	74	15	1.0	matched
6	74	16	6	74	16	1.0	matched
6	74	17	6	74	17	1.0	matched
6	74	18	6	74	18	1.0	matched
6	74	19	6	74	19	1.0	matched
6	74	20	6	74	20	0.917	matched
6	74	21	6	74	21	1.0	matched
6	74	22	6	74	22	1.0	matched
6	74	23	6	74	23	1.0	matched
6	74	24	6	74	24	1.0	matched
6	74	25	6	74	25	1.0	matched
6	74	26	6	74	26	1.0	matched
6	74	27	6	74	27	1.0	matched
6	75	1	6	75	1	1.0	matched
6	75	2	6	75	2	1.0	matched
6	75	3	6	75	3	1.0	matched
6	75	4	6	75	4	1.0	matched
6	75	5	6	75	5	1.0	matched
6	75	6	6	75	6	1.0	matched
6	75	7	6	75	7	1.0	matched
6	75	8	6	75	8	1.0	matched
6	75	9	6	75	9	1.0	matched
6	75	10	6	75	10	1.0	matched
6	75	11	6	75	11	1.0	matched
6	75	12	6	75	12	1.0	matched
6	75	13	6	75	13	1.0	matched
6	75	14	6	75	14	0.793	matched
6	75	15	6	75	15	1.0	matched
6	75	16	6	75	16	1.0	matched
6	75	17	6	75	17	1.0	matched
6	75	18	6	75	18	1.0	matched
6	75	19	6	75	19	1.0	matched
6	75	20	6	75	20	1.0	matched
6	75	21	6	75	21	1.0	matched
6	75	22	6	75	22	1.0	matched
6	75	23	6	75	23	1.0	matched
6	75	24	6	75	24	1.0	matched
6	75	25	6	75	25	1.0	matched
6	75	26	6	75	26	1.0	matched
6	75	27	6	75	27	1.0	matched
6	75	28	6	75	28	1.0	matched
6	75	29	6	75	29	1.0	matched
6	75	30	6	75	30	1.0	matched
6	75	31	6	75	31	1.0	matched
6	75	32	6	75	32	1.0	matched
6	75	33	6	75	33	1.0	matched
6	76	1	6	76	1	1.0	matched
6	76	2	6	76	2	1.0	matched
6	76	3	6	76	3	1.0	matched
6	76	4	6	76	4	1.0	matched
6	76	5	6	76	5	1.0	matched
6	76	6	6	76	6	1.0	matched
6	76	7	6	76	7	1.0	matched
6	76	8	6	76	8	1.0	matched
6	76	9	6	76	9	1.0	matched
6	76	10	6	76	10	1.0	matched
6	76	11	6	76	11	1.0	matched
6	76	12	6	76	12	1.0	matched
6	76	13	6	76	13	1.0	matched
6	76	14	6	76	14	1.0	matched
6	76	15	6	76	15	1.0	matched
6	76	16	6	76	16	1.0	matched
6	76	17	6	76	17	1.0	matched
6	76	18	6	76	18	1.0	matched
6	76	19	6	76	19	1.0	matched
6	76	20	6	76	20	1.0	matched
6	76	21	6	76	21	0.889	matched
6	76	22	6	76	22	1.0	matched
6	76	23	6	76	23	1.0	matched
6	76	24	6	76	24	1.0	matched
6	76	25	6	76	25	1.0	matched
6	76	26	6	76	26	0.939	matched
6	76	27	6	76	27	1.0	matched
6	76	28	6	76	28	0.841	matched
6	76	29	6	76	29	1.0	matched
6	76	30	6	76	30	1.0	matched
6	76	31	6	76	31	1.0	matched
6	76	32	6	76	32	1.0	matched
6	76	33	6	76	33	1.0	matched
6	76	34	6	76	34	1.0	matched
6	77	1	6	77	1	1.0	matched
6	77	2	6	77	2	1.0	matched
6	77	3	6	77	3	1.0	matched
6	77	4	6	77	4	0.855	matched
6	77	5	6	77	5	1.0	matched
6	77	6	6	77	6	1.0	matched
6	77	7	6	77	7	1.0	matched
6	77	8	6	77	8	1.0	matched
6	77	9	6	77	9	1.0	matched
6	77	10	6	77	10	1.0	matched
6	77	11	6	77	11	1.0	matched
6	77	12	6	77	12	1.0	matched
6	77	13	6	77	13	1.0	matched
6	77	14	6	77	14	1.0	matched
6	77	15	6	77	15	1.0	matched
6	77	16	6	77	16	1.0	matched
6	77	17	6	77	17	1.0	matched
6	77	18	6	77	18	1.0	matched
6	77	19	6	77	19	1.0	matched
6	77	20	6	77	20	1.0	matched
6	77	21	6	77	21	1.0	matched
6	77	22	6	77	22	1.0	matched
6	77	23	6	77	23	1.0	matched
6	77	24	6	77	24	1.0	matched
6	77	25	6	77	25	1.0	matched
6	77	26	6	77	26	1.0	matched
6	77	27	6	77	27	1.0	matched
6	77	28	6	77	28	0.942	matched
6	77	29	6	77	29	1.0	matched
6	77	30	6	77	30	1.0	matched
6	77	31	6	77	31	1.0	matched
6	77	32	6	77	32	1.0	matched
6	77	33	6	77	33	1.0	matched
6	77	34	6	77	34	1.0	matched
6	77	35	6	77	35	1.0	matched
6	77	36	6	77	36	1.0	matched
6	77	37	6	77	37	1.0	matched
6	77	38	6	77	38	1.0	matched
6	78	1	6	78	1	1.0	matched
6	78	2	6	78	2	1.0	matched
6	78	3	6	78	3	1.0	matched
6	78	4	6	78	4	1.0	matched
6	78	5	6	78	5	1.0	matched
6	78	6	6	78	6	0.913	matched
6	78	7	6	78	7	1.0	matched
6	78	8	6	78	8	0.914	matched
6	78	9	6	78	9	1.0	matched
6	78	10	6	78	10	1.0	matched
6	78	11	6	78	11	1.0	matched
6	78	12	6	78	12	1.0	matched
6	78	13	6	78	13	1.0	matched
6	78	14	6	78	14	1.0	matched
6	78	15	6	78	15	1.0	matched
6	78	16	6	78	16	1.0	matched
6	78	17	6	78	17	1.0	matched
6	78	18	6	78	18	1.0	matched
6	78	19	6	78	19	0.885	matched
6	78	20	6	78	20	0.919	matched
6	78	21	6	78	21	1.0	matched
6	78	22	6	78	22	1.0	matched
6	78	23	6	78	23	0.896	matched
6	78	24	6	78	24	1.0	matched
6	78	25	6	78	25	1.0	matched
6	78	26	6	78	26	1.0	matched
6	78	27	6	78	27	1.0	matched
6	78	28	6	78	28	1.0	matched
6	78	29	6	78	29	1.0	matched
6	78	30	6	78	30	1.0	matched
6	78	31	6	78	31	1.0	matched
6	78	32	6	78	32	1.0	matched
6	78	33	6	78	33	1.0	matched
6	78	34	6	78	34	1.0	matched
6	78	35	6	78	35	1.0	matched
6	78	36	6	78	36	1.0	matched
6	78	37	6	78	37	1.0	matched
6	78	38	6	78	38	1.0	matched
6	78	39	6	78	39	1.0	matched
6	78	40	6	78	40	1.0	matched
6	78	41	6	78	41	1.0	matched
6	78	42	6	78	42	1.0	matched
6	78	43	6	78	43	1.0	matched
6	78	44	6	78	44	0.904	matched
6	78	45	6	78	45	1.0	matched
6	78	46	6	78	46	1.0	matched
6	78	47	6	78	47	1.0	matched
6	78	48	6	78	48	1.0	matched
6	78	49	6	78	49	1.0	matched
6	78	50	6	78	50	1.0	matched
6	78	51	6	78	51	1.0	matched
6	78	52	6	78	52	1.0	matched
6	78	53	6	78	53	1.0	matched
6	78	54	6	78	54	1.0	matched
6	79	1	6	79	1	1.0	matched
6	79	2	6	79	2	1.0	matched
6	79	3	6	79	3	1.0	matched
6	79	4	6	79	4	1.0	matched
6	79	5	6	79	5	0.893	matched
6	79	6	6	79	6	1.0	matched
6	79	7	6	79	7	1.0	matched
6	79	8	6	79	8	1.0	matched
6	79	9	6	79	9	1.0	matched
6	79	10	6	79	10	1.0	matched
6	79	11	6	79	11	1.0	matched
6	79	12	6	79	12	0.965	matched
6	79	13	6	79	13	1.0	matched
6	79	14	6	79	14	1.0	matched
6	79	15	6	79	15	1.0	matched
6	79	16	6	79	16	1.0	matched
6	79	17	6	79	17	1.0	matched
6	79	18	6	79	18	1.0	matched
6	80	1	6	80	1	1.0	matched
6	80	2	6	80	2	1.0	matched
6	80	3	6	80	3	0.892	matched
6	80	4	6	80	4	1.0	matched
6	80	5	6	80	5	1.0	matched
6	80	6	6	80	6	1.0	matched
6	80	7	6	80	7	1.0	matched
6	80	8	6	80	8	1.0	matched
6	80	9	6	80	9	1.0	matched
6	80	10	6	80	10	1.0	matched
6	80	11	6	80	11	1.0	matched
6	80	12	6	80	12	0.923	matched
6	80	13	6	80	13	1.0	matched
6	80	14	6	80	14	1.0	matched
6	80	15	6	80	15	1.0	matched
6	80	16	6	80	16	1.0	matched
6	80	17	6	80	17	1.0	matched
6	80	18	6	80	18	1.0	matched
6	80	19	6	80	19	1.0	matched
6	80	20	6	80	20	1.0	matched
6	80	21	6	80	21	1.0	matched
6	80	22	6	80	22	1.0	matched
6	80	23	6	80	23	1.0	matched
6	80	24	6	80	24	1.0	matched
6	80	25	6	80	25	1.0	matched
6	80	26	6	80	26	1.0	matched
6	80	27	6	80	27	1.0	matched
6	80	28	6	80	28	1.0	matched
6	80	29	6	80	29	1.0	matched
6	80	30	6	80	30	1.0	matched
6	80	31	6	80	31	1.0	matched
6	80	32	6	80	32	1.0	matched
6	80	33	6	80	33	1.0	matched
6	80	34	6	80	34	1.0	matched
6	80	35	6	80	35	1.0	matched
6	80	36	6	80	36	1.0	matched
6	80	37	6	80	37	1.0	matched
6	80	38	6	80	38	1.0	matched
6	80	39	6	80	39	1.0	matched
6	80	40	6	80	40	1.0	matched
6	80	41	6	80	41	1.0	matched
6	80	42	6	80	42	0.893	matched
6	80	43	6	80	43	1.0	matched
6	80	44	6	80	44	1.0	matched
6	80	45	6	80	45	1.0	matched
6	80	46	6	80	46	1.0	matched
6	80	47	6	80	47	0.848	matched
6	80	48	6	80	48	1.0	matched
6	80	49	6	80	49	1.0	matched
6	80	50	6	80	50	1.0	matched
6	80	51	6	80	51	1.0	matched
6	80	52	6	80	52	1.0	matched
6	80	53	6	80	53	1.0	matched
6	80	54	6	80	54	1.0	matched
6	80	55	6	80	55	1.0	matched
6	80	56	6	80	56	1.0	matched
6	80	57	6	80	57	1.0	matched
6	81	1	6	81	1	1.0	matched
6	81	2	6	81	2	1.0	matched
6	81	3	6	81	3	1.0	matched
6	81	4	6	81	4	1.0	matched
6	81	5	6	81	5	0.906	matched
6	81	6	6	81	6	1.0	matched
6	81	7	6	81	7	1.0	matched
6	81	8	6	81	8	1.0	matched
6	81	9	6	81	9	0.9	matched
6	81	10	6	81	10	1.0	matched
6	81	11	6	81	11	1.0	matched
6	81	12	6	81	12	1.0	matched
6	81	13	6	81	13	1.0	matched
6	81	14	6	81	14	1.0	matched
6	81	15	6	81	15	1.0	matched
6	81	16	6	81	16	1.0	matched
6	81	17	6	81	17	1.0	matched
6	81	18	6	81	18	1.0	matched
6	81	19	6	81	19	1.0	matched
6	81	20	6	81	20	1.0	matched
6	81	21	6	81	21	1.0	matched
6	81	22	6	81	22	1.0	matched
6	81	23	6	81	23	1.0	matched
6	81	24	6	81	24	1.0	matched
6	81	25	6	81	25	1.0	matched
6	81	26	6	81	26	0.936	matched
6	81	27	6	81	27	1.0	matched
6	81	28	6	81	28	1.0	matched
6	81	29	6	81	29	1.0	matched
6	81	30	6	81	30	1.0	matched
6	81	31	6	81	31	1.0	matched
6	81	32	6	81	32	1.0	matched
6	81	33	6	81	33	1.0	matched
6	81	34	6	81	34	1.0	matched
6	81	35	6	81	35	1.0	matched
6	82	1	6	82	1	1.0	matched
6	82	2	6	82	2	1.0	matched
6	82	3	6	82	3	1.0	matched
6	82	4	6	82	4	1.0	matched
6	82	5	6	82	5	1.0	matched
6	82	6	6	82	6	1.0	matched
6	82	7	6	82	7	1.0	matched
6	82	8	6	82	8	1.0	matched
6	82	9	6	82	9	1.0	matched
6	82	10	6	82	10	1.0	matched
6	82	11	6	82	11	1.0	matched
6	82	12	6	82	12	1.0	matched
6	82	13	6	82	13	1.0	matched
6	82	14	6	82	14	1.0	matched
6	82	15	6	82	15	1.0	matched
6	82	16	6	82	16	1.0	matched
6	82	17	6	82	17	0.908	matched
6	82	18	6	82	18	1.0	matched
6	82	19	6	82	19	1.0	matched
6	82	20	6	82	20	1.0	matched
6	82	21	6	82	21	1.0	matched
6	82	22	6	82	22	1.0	matched
6	82	23	6	82	23	1.0	matched
6	82	24	6	82	24	1.0	matched
6	82	25	6	82	25	1.0	matched
6	82	26	6	82	26	1.0	matched
6	82	27	6	82	27	1.0	matched
6	82	28	6	82	28	1.0	matched
6	82	29	6	82	29	1.0	matched
6	82	30	6	82	30	1.0	matched
6	82	31	6	82	31	1.0	matched
6	82	32	6	82	32	1.0	matched
6	82	33	6	82	33	1.0	matched
6	82	34	6	82	34	1.0	matched
6	82	35	6	82	35	1.0	matched
6	82	36	6	82	36	1.0	matched
6	82	37	6	82	37	1.0	matched
6	82	38	6	82	38	1.0	matched
6	82	39	6	82	39	1.0	matched
6	83	1	6	83	1	1.0	matched
6	83	2	6	83	2	1.0	matched
6	83	3	6	83	3	1.0	matched
6	83	4	6	83	4	1.0	matched
6	83	5	6	83	5	1.0	matched
6	83	6	6	83	6	1.0	matched
6	83	7	6	83	7	1.0	matched
6	83	8	6	83	8	1.0	matched
6	83	9	6	83	9	1.0	matched
6	83	10	6	83	10	0.929	matched
6	83	11	6	83	11	1.0	matched
6	83	12	6	83	12	0.885	matched
6	83	13	6	83	13	1.0	matched
6	83	14	6	83	14	1.0	matched
6	83	15	6	83	15	0.915	matched
6	83	16	6	83	16	1.0	matched
6	83	17	6	83	17	0.907	matched
6	83	18	6	83	18	1.0	matched
6	83	19	6	83	19	1.0	matched
6	83	20	6	83	20	0.912	matched
6	83	21	6	83	21	1.0	matched
6	83	22	6	83	22	1.0	matched
6	83	23	6	83	23	1.0	matched
6	83	24	6	83	24	0.904	matched
6	83	25	6	83	25	1.0	matched
6	83	26	6	83	26	1.0	matched
6	83	27	6	83	27	1.0	matched
6	83	28	6	83	28	1.0	matched
6	83	29	6	83	29	0.923	matched
6	83	30	6	83	30	0.873	matched
6	83	31	6	83	31	1.0	matched
6	83	32	6	83	32	1.0	matched
6	83	33	6	83	33	1.0	matched
6	83	34	6	83	34	1.0	matched
6	83	35	6	83	35	1.0	matched
6	83	36	6	83	36	1.0	matched
6	83	37	6	83	37	1.0	matched
6	83	38	6	83	38	1.0	matched
6	83	39	6	83	39	1.0	matched
6	83	40	6	83	40	1.0	matched
6	83	41	6	83	41	1.0	matched
6	83	42	6	83	42	1.0	matched
6	84	1	6	84	1	1.0	matched
6	84	2	6	84	2	1.0	matched
6	84	3	6	84	3	1.0	matched
6	84	4	6	84	4	1.0	matched
6	84	5	6	84	5	1.0	matched
6	84	6	6	84	6	1.0	matched
6	84	7	6	84	7	1.0	matched
6	84	8	6	84	8	1.0	matched
6	84	9	6	84	9	1.0	matched
6	84	10	6	84	10	1.0	matched
6	84	11	6	84	11	1.0	matched
6	84	12	6	84	12	1.0	matched
6	84	13	6	84	13	1.0	matched
6	84	14	6	84	14	1.0	matched
6	84	15	6	84	15	0.922	matched
6	84	16	6	84	16	1.0	matched
6	84	17	6	84	17	1.0	matched
6	84	18	6	84	18	1.0	matched
6	84	19	6	84	19	1.0	matched
6	84	20	6	84	20	1.0	matched
6	84	21	6	84	21	1.0	matched
6	84	22	6	84	22	1.0	matched
6	84	23	6	84	23	1.0	matched
6	84	24	6	84	24	1.0	matched
6	84	25	6	84	25	1.0	matched
6	84	26	6	84	26	1.0	matched
6	84	27	6	84	27	1.0	matched
6	84	28	6	84	28	1.0	matched
6	84	29	6	84	29	1.0	matched
6	84	30	6	84	30	1.0	matched
6	84	31	6	84	31	0.895	matched
6	84	32	6	84	32	1.0	matched
6	84	33	6	84	33	1.0	matched
6	85	1	6	85	1	1.0	matched
6	85	2	6	85	2	1.0	matched
6	85	3	6	85	3	1.0	matched
6	85	4	6	85	4	1.0	matched
6	85	5	6	85	5	1.0	matched
6	85	6	6	85	6	1.0	matched
6	85	7	6	85	7	1.0	matched
6	85	8	6	85	8	1.0	matched
6	85	9	6	85	9	1.0	matched
6	85	10	6	85	10	1.0	matched
6	85	11	6	85	11	1.0	matched
6	85	12	6	85	12	1.0	matched
6	85	13	6	85	13	1.0	matched
6	85	14	6	85	14	1.0	matched
6	85	15	6	85	15	1.0	matched
6	85	16	6	85	16	1.0	matched
6	85	17	6	85	17	1.0	matched
6	85	18	6	85	18	1.0	matched
6	85	19	6	85	19	1.0	matched
6	85	20	6	85	20	1.0	matched
6	85	21	6	85	21	1.0	matched
6	85	22	6	85	22	1.0	matched
6	85	23	6	85	23	1.0	matched
6	85	24	6	85	24	1.0	matched
6	85	25	6	85	25	1.0	matched
6	85	26	6	85	26	1.0	matched
6	85	27	6	85	27	1.0	matched
6	85	28	6	85	28	1.0	matched
6	85	29	6	85	29	1.0	matched
6	86	1	6	86	1	1.0	matched
6	86	2	6	86	2	1.0	matched
6	86	3	6	86	3	1.0	matched
6	86	4	6	86	4	1.0	matched
6	86	5	6	86	5	1.0	matched
6	86	6	6	86	6	1.0	matched
6	86	7	6	86	7	1.0	matched
6	86	8	6	86	8	1.0	matched
6	86	9	6	86	9	1.0	matched
6	86	10	6	86	10	1.0	matched
6	86	11	6	86	11	1.0	matched
6	86	12	6	86	12	1.0	matched
6	86	13	6	86	13	1.0	matched
6	86	14	6	86	14	1.0	matched
6	86	15	6	86	15	1.0	matched
6	86	16	6	86	16	1.0	matched
6	86	17	6	86	17	1.0	matched
6	86	18	6	86	18	1.0	matched
6	86	19	6	86	19	1.0	matched
6	86	20	6	86	20	1.0	matched
6	86	21	6	86	21	1.0	matched
6	86	22	6	86	22	1.0	matched
6	86	23	6	86	23	1.0	matched
6	87	1	6	87	1	1.0	matched
6	87	2	6	87	2	1.0	matched
6	87	3	6	87	3	1.0	matched
6	87	4	6	87	4	1.0	matched
6	87	5	6	87	5	1.0	matched
6	87	6	6	87	6	1.0	matched
6	87	7	6	87	7	1.0	matched
6	87	8	6	87	8	1.0	matched
6	87	9	6	87	9	1.0	matched
6	87	10	6	87	10	1.0	matched
6	87	11	6	87	11	1.0	matched
6	87	12	6	87	12	1.0	matched
6	87	13	6	87	13	1.0	matched
6	87	14	6	87	14	1.0	matched
6	87	15	6	87	15	1.0	matched
6	87	16	6	87	16	1.0	matched
6	87	17	6	87	17	0.936	matched
6	87	18	6	87	18	1.0	matched
6	87	19	6	87	19	1.0	matched
6	87	20	6	87	20	1.0	matched
6	87	21	6	87	21	0.942	matched
6	87	22	6	87	22	1.0	matched
6	87	23	6	87	23	1.0	matched
6	87	24	6	87	24	1.0	matched
6	87	25	6	87	25	1.0	matched
6	87	26	6	87	26	0.904	matched
6	87	27	6	87	27	1.0	matched
6	87	28	6	87	28	1.0	matched
6	87	29	6	87	29	1.0	matched
6	87	30	6	87	30	1.0	matched
6	87	31	6	87	31	1.0	matched
6	87	32	6	87	32	1.0	matched
6	87	33	6	87	33	1.0	matched
6	87	34	6	87	34	1.0	matched
6	87	35	6	87	35	1.0	matched
6	87	36	6	87	36	1.0	matched
6	87	37	6	87	37	0.896	matched
6	87	38	6	87	38	1.0	matched
6	87	39	6	87	39	1.0	matched
6	87	40	6	87	40	1.0	matched
6	87	41	6	87	41	1.0	matched
6	87	42	6	87	42	1.0	matched
6	87	43	6	87	43	1.0	matched
6	87	44	6	87	44	1.0	matched
6	87	45	6	87	45	1.0	matched
6	87	46	6	87	46	1.0	matched
6	87	47	6	87	47	1.0	matched
6	88	1	6	88	1	1.0	matched
6	88	2	6	88	2	1.0	matched
6	88	3	6	88	3	1.0	matched
6	88	4	6	88	4	1.0	matched
6	88	5	6	88	5	1.0	matched
6	88	6	6	88	6	1.0	matched
6	88	7	6	88	7	1.0	matched
6	88	8	6	88	8	1.0	matched
6	88	9	6	88	9	0.932	matched
6	88	10	6	88	10	1.0	matched
6	88	11	6	88	11	1.0	matched
6	88	12	6	88	12	1.0	matched
6	88	13	6	88	13	1.0	matched
6	88	14	6	88	14	0.938	matched
6	88	15	6	88	15	1.0	matched
6	88	16	6	88	16	0.94	matched
6	88	17	6	88	17	1.0	matched
6	88	18	6	88	18	1.0	matched
6	88	19	6	88	19	1.0	matched
6	88	20	6	88	20	0.937	matched
6	88	21	6	88	21	1.0	matched
6	88	22	6	88	22	1.0	matched
6	88	23	6	88	23	1.0	matched
6	88	24	6	88	24	1.0	matched
6	88	25	6	88	25	1.0	matched
6	88	26	6	88	26	1.0	matched
6	88	27	6	88	27	1.0	matched
6	88	28	6	88	28	1.0	matched
6	88	29	6	88	29	1.0	matched
6	88	30	6	88	30	1.0	matched
6	88	31	6	88	31	1.0	matched
6	88	32	6	88	32	1.0	matched
6	88	33	6	88	33	1.0	matched
6	88	34	6	88	34	1.0	matched
6	88	35	6	88	35	1.0	matched
6	88	36	6	88	36	1.0	matched
6	88	37	6	88	37	1.0	matched
6	88	38	6	88	38	1.0	matched
6	88	39	6	88	39	1.0	matched
6	88	40	6	88	40	1.0	matched
6	88	41	6	88	41	1.0	matched
6	88	42	6	88	42	1.0	matched
6	88	43	6	88	43	1.0	matched
6	88	44	6	88	44	0.95	matched
6	88	45	6	88	45	1.0	matched
6	88	46	6	88	46	1.0	matched
6	88	47	6	88	47	1.0	matched
6	88	48	6	88	48	1.0	matched
6	88	49	6	88	49	1.0	matched
6	88	50	6	88	50	1.0	matched
6	88	51	6	88	51	1.0	matched
6	88	52	6	88	52	1.0	matched
6	88	53	6	88	53	1.0	matched
6	88	54	6	88	54	1.0	matched
6	88	55	6	88	55	1.0	matched
6	88	56	6	88	56	1.0	matched
6	88	57	6	88	57	1.0	matched
6	88	58	6	88	58	0.934	matched
6	88	59	6	88	59	1.0	matched
6	89	1	6	89	1	0.938	matched
6	89	2	6	89	2	1.0	matched
6	89	3	6	89	3	1.0	matched
6	89	4	6	89	4	1.0	matched
6	89	5	6	89	5	1.0	matched
6	89	6	6	89	6	1.0	matched
6	89	7	6	89	7	1.0	matched
6	89	8	6	89	8	1.0	matched
6	89	9	6	89	9	1.0	matched
6	89	10	6	89	10	1.0	matched
6	89	11	6	89	11	0.884	matched
6	89	12	6	89	12	1.0	matched
6	89	13	6	89	13	1.0	matched
6	89	14	6	89	14	1.0	matched
6	89	15	6	89	15	1.0	matched
6	89	16	6	89	16	1.0	matched
6	89	17	6	89	17	1.0	matched
6	89	18	6	89	18	1.0	matched
6	89	19	6	89	19	1.0	matched
6	89	20	6	89	20	1.0	matched
6	89	21	6	89	21	0.934	matched
6	89	22	6	89	22	1.0	matched
6	89	23	6	89	23	1.0	matched
6	89	24	6	89	24	1.0	matched
6	89	25	6	89	25	1.0	matched
6	89	26	6	89	26	1.0	matched
6	89	27	6	89	27	1.0	matched
6	89	28	6	89	28	1.0	matched
6	89	29	6	89	29	1.0	matched
6	89	30	6	89	30	1.0	matched
6	89	31	6	89	31	1.0	matched
6	89	32	6	89	32	1.0	matched
6	89	33	6	89	33	1.0	matched
6	89	34	6	89	34	1.0	matched
6	90	1	6	90	1	1.0	matched
6	90	2	6	90	2	1.0	matched
6	90	3	6	90	3	1.0	matched
6	90	4	6	90	4	1.0	matched
6	90	5	6	90	5	1.0	matched
6	90	6	6	90	6	1.0	matched
6	90	7	6	90	7	1.0	matched
6	90	8	6	90	8	1.0	matched
6	90	9	6	90	9	1.0	matched
6	90	10	6	90	10	1.0	matched
6	90	11	6	90	11	1.0	matched
6	90	12	6	90	12	1.0	matched
6	90	13	6	90	13	1.0	matched
6	90	14	6	90	14	1.0	matched
6	90	15	6	90	15	0.957	matched
6	90	16	6	90	16	1.0	matched
6	90	17	6	90	17	1.0	matched
6	90	18	6	90	18	1.0	matched
6	90	19	6	90	19	1.0	matched
6	90	20	6	90	20	1.0	matched
6	90	21	6	90	21	1.0	matched
