slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_grounded_verse	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
AtmasAt		2	2	11	17	0	0	0.0000	1	1	0	1	R4_grounded_alignment
AtmasaMBava		2	2	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
AtmavIra		4	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
AtmayAjin		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Atmayoni		3	3	10	18	1	1	0.0556	1	1	0	1	R4_grounded_alignment
AtmodBava		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Atmya		2	2	3	9	0	0	0.0000	1	1	0	1	R4_grounded_alignment
Atreya		9	9	74	305	2	11	0.0361	1	1	0	1	R4_grounded_alignment
AvAha		2	2	8	6	1	1	0.1667	1	0	0	1	R4_grounded_alignment
AvAhana		2	2	7	59	1	1	0.0169	0	0	0	1	R3_tagged_but_unaligned
AvApa		13	13	45	75	2	20	0.2667	1	1	0	1	R4_grounded_alignment
Avaha		2	2	33	417	4	51	0.1223	0	0	0	1	R3_tagged_but_unaligned
Avantika		2	2	12	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
Avantya		2	2	15	292	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
Avapana		5	5	15	12	1	1	0.0833	1	1	0	1	R4_grounded_alignment
AvaraRa		7	7	36	259	3	4	0.0154	1	1	0	1	R4_grounded_alignment
Avarta		10	10	52	230	14	26	0.1130	1	0	1	1	R4_grounded_alignment
Avartaka		3	3	10	14	1	1	0.0714	0	0	1	1	R3_tagged_but_unaligned
Avartana		9	8	14	22	1	1	0.0455	0	0	1	1	R3_tagged_but_unaligned
AvasaTa		3	3	35	96	2	8	0.0833	1	1	0	1	R4_grounded_alignment
AvasaTya		4	4	9	9	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Avawya		2	2	3	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
AveSa		5	5	24	72	3	10	0.1389	1	1	0	1	R4_grounded_alignment
AveSana		5	5	14	8	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
AveSika		3	3	4	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Avega		2	2	21	29	1	1	0.0345	0	0	0	1	R3_tagged_but_unaligned
Avft		4	4	34	226	10	21	0.0929	1	1	0	1	R4_grounded_alignment
Avftti		5	5	32	51	2	3	0.0588	1	1	0	1	R4_grounded_alignment
Avid		2	2	5	7	0	0	0.0000	2	2	0	1	R4_grounded_alignment
AvidDa		4	3	8	6	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Avika		3	3	22	73	2	8	0.1096	1	1	0	1	R4_grounded_alignment
Avis		2	2	52	55	2	4	0.0727	1	1	0	1	R4_grounded_alignment
Avya		2	2	4	0	0	0		1	1	0	1	R4_grounded_alignment
AwRAra		2	2	5		0	0		1	1	0	1	R4_grounded_alignment
Awavika		2	2	9	16	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Awika		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Awopa		3	3	25	61	3	10	0.1639	0	0	0	1	R3_tagged_but_unaligned
AyAma		4	4	39	136	3	21	0.1544	0	0	0	1	R3_tagged_but_unaligned
AyAmin		2	2	5	5	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
AyAna		2	2	5	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
AyAsa		2	2	39	162	3	19	0.1173	1	0	0	1	R4_grounded_alignment
AyAti		2	2	5	8	1	1	0.1250	0	0	1	1	R3_tagged_but_unaligned
Aya		7	7	31	68	5	12	0.1765	1	1	0	1	R4_grounded_alignment
Ayana		3	2	4	8	1	2	0.2500	1	1	0	1	R4_grounded_alignment
Ayasa		4	4	43	335	5	97	0.2896	1	1	0	1	R4_grounded_alignment
Ayatana		4	4	38	513	12	40	0.0780	1	1	0	1	R4_grounded_alignment
Ayati		6	6	48	77	2	7	0.0909	1	1	0	1	R4_grounded_alignment
Ayatti		9	5	13		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Ayavasa		2	2	3	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
AyoDana		3	3	14	73	3	6	0.0822	1	0	0	1	R4_grounded_alignment
Ayoga		5	5	13	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Ayogava		2	2	13	15	1	1	0.0667	1	1	0	1	R4_grounded_alignment
Ayu		5	5	67	161	2	6	0.0373	2	2	0	1	R4_grounded_alignment
AyuDa		4	4	48	839	2	159	0.1895	1	1	0	1	R4_grounded_alignment
Ayurveda		8	2	25	125	1	12	0.0960	1	0	0	1	R4_grounded_alignment
Ayus	2	5	5	118	1645	15	218	0.1325	1	1	0	1	R4_grounded_alignment
Ayuzmant		6	6	47	8	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
Ayuzya		3	3	28	199	4	24	0.1206	2	1	0	1	R4_grounded_alignment
AzAQa		7	7	46	71	4	12	0.1690	1	1	0	1	R4_grounded_alignment
AzAQaka		2	2	2	4	1	2	0.5000	0	0	0	1	R3_tagged_but_unaligned
BA	1	5	5	395	705	10	63	0.0894	2	1	0	1	R4_grounded_alignment
BA	2	2	2	4	705	10	63	0.0894	0	0	0	1	R3_tagged_but_unaligned
BARqIra		2	2	10	4	1	2	0.5000	0	0	1	1	R3_tagged_but_unaligned
BARqa		9	9	117	676	3	275	0.4068	1	1	0	1	R4_grounded_alignment
BARqaka		4	3	5	22	1	8	0.3636	0	0	0	1	R3_tagged_but_unaligned
BAdra		2	2	9	16	1	2	0.1250	0	0	1	1	R3_tagged_but_unaligned
BAdrapada		3	3	27	37	1	4	0.1081	0	0	1	1	R3_tagged_but_unaligned
BAga	1	10	10	161	2886	22	913	0.3164	1	1	1	1	R4_grounded_alignment
BAgaDeya		2	2	52	83	4	6	0.0723	1	1	0	1	R4_grounded_alignment
BAgavata		2	2	60	127	3	7	0.0551	1	1	0	1	R4_grounded_alignment
BAgika		2	2	11	49	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BAgya	2	5	5	54	142	3	11	0.0775	1	1	0	1	R4_grounded_alignment
BAj		7	7	84	400	2	11	0.0275	1	1	0	1	R4_grounded_alignment
BAjana		7	7	100	357	6	72	0.2017	2	1	0	1	R4_grounded_alignment
BAjin		2	2	5	10	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BAkta	1	2	2	2	9	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BAkta	2	2	2	12	9	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BAkuri		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAlANka		5	3	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAla		2	2	27	16	1	2	0.1250	0	0	0	1	R3_tagged_but_unaligned
BAlacandra		2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BAma	1	2	2	12	14	2	4	0.2857	1	1	0	1	R4_grounded_alignment
BAma	2	3	3	22	14	2	4	0.2857	1	1	0	1	R4_grounded_alignment
BAmin	1	2	2	29	2	2	2	1.0000	1	1	0	1	R4_grounded_alignment
BAnavIya		2	2	2	3	1	1	0.3333	0	0	0	1	R3_tagged_but_unaligned
BAnu		10	10	97	368	19	90	0.2446	1	1	1	1	R4_grounded_alignment
BAnumant		5	5	49	39	4	28	0.7179	1	0	0	1	R4_grounded_alignment
BArAkrAnta		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAra		6	6	72	625	12	78	0.1248	1	1	0	1	R4_grounded_alignment
BAradvAja		10	10	60	285	4	36	0.1263	1	1	0	1	R4_grounded_alignment
BAratItIrTa		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BArata		15	15	165	2581	5	155	0.0601	2	2	0	1	R4_grounded_alignment
BAravAha		2	2	6	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
BArava		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BArga		3	3	18	5	0	0	0.0000	1	0	0	1	R4_grounded_alignment
BArgava		9	9	128	385	12	41	0.1065	1	1	0	1	R4_grounded_alignment
BArika		2	2	11	12	1	1	0.0833	0	0	1	1	R3_tagged_but_unaligned
BAruRqa		3	3	7	12	0	0	0.0000	1	0	0	1	R4_grounded_alignment
BAryAwika		3	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BArya		3	3	49	4	0	0	0.0000	1	1	0	1	R4_grounded_alignment
BAs	1	3	3	67	244	5	11	0.0451	1	1	0	1	R4_grounded_alignment
BAs	2	2	2	177	244	5	11	0.0451	2	2	0	1	R4_grounded_alignment
BAsa		9	7	71	95	5	13	0.1368	1	1	1	1	R4_grounded_alignment
BAsaka		2	2	6	0	0	0		0	0	0	1	R2_no_wordsem_tag
BAsanta		6	6	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAskarIya		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAskara		7	7	72	567	9	120	0.2116	1	1	1	1	R4_grounded_alignment
BAskari		2	2	2	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BAsura		5	5	27	43	1	13	0.3023	0	0	0	1	R3_tagged_but_unaligned
BAsvant		6	6	68	41	3	13	0.3171	0	0	0	1	R3_tagged_but_unaligned
BAsvara		5	5	40	141	1	1	0.0071	1	0	1	1	R4_grounded_alignment
BAvAwa		4	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAva		17	17	238	2834	32	169	0.0596	1	1	0	1	R4_grounded_alignment
BAvaka		5	5	13	12	0	0	0.0000	1	0	0	1	R4_grounded_alignment
BAvamiSra		2	2	5	1	1	1	1.0000	0	0	0	1	R3_tagged_but_unaligned
BAvanIya		3	3	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAvana	1	18	16	98	90	2	2	0.0222	2	1	0	1	R4_grounded_alignment
BAvarUpa		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAvika		4	4	8	13	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BAvin		8	8	92	228	3	7	0.0307	1	0	1	1	R4_grounded_alignment
BAvuka		5	5	19	5	1	1	0.2000	1	1	0	1	R4_grounded_alignment
BAvya		8	8	50	17	2	2	0.1176	1	1	0	1	R4_grounded_alignment
BAwwa		2	2	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BAz	1	4	4	279	1325	11	66	0.0498	1	0	0	1	R4_grounded_alignment
BAzA		4	4	40	100	4	25	0.2500	1	0	0	1	R4_grounded_alignment
BAzaRa		2	2	28	60	1	3	0.0500	0	0	0	1	R3_tagged_but_unaligned
BAzya		4	4	34	51	1	3	0.0588	1	0	0	1	R4_grounded_alignment
BEkza		3	3	47	196	2	7	0.0357	1	1	0	1	R4_grounded_alignment
BEma		2	2	15	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
BErava	1	12	12	106	480	8	91	0.1896	1	0	1	1	R4_grounded_alignment
BErava	2	2	2	2	480	8	91	0.1896	0	0	1	1	R3_tagged_but_unaligned
BEzaja		3	3	5	4	2	2	0.5000	0	0	0	1	R3_tagged_but_unaligned
BEzajya		3	3	23	150	4	19	0.1267	0	0	0	1	R3_tagged_but_unaligned
BI	1	3	3	56	1161	5	96	0.0827	2	1	0	1	R4_grounded_alignment
BIluka		2	2	8	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BIma		11	11	116	2373	18	236	0.0995	2	1	0	1	R4_grounded_alignment
BImanAda	2	3	2	3	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
BImaparAkrama		3	3	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BImaraTa		3	3	31	19	0	0	0.0000	1	0	0	1	R4_grounded_alignment
BImasena		2	2	29	1295	3	112	0.0865	1	1	0	1	R4_grounded_alignment
BImavegarava		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BIru		5	5	70	302	7	24	0.0795	1	1	1	1	R4_grounded_alignment
BIruhfdaya		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BIruka		6	6	20	8	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BIzaRa		7	7	54	133	5	7	0.0526	1	0	1	1	R4_grounded_alignment
BIzaka		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BIzma		4	4	36	2339	1	280	0.1197	1	0	0	1	R4_grounded_alignment
BOjaMga		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BOma	1	9	9	94	165	7	20	0.1212	3	1	0	1	R4_grounded_alignment
BOta		6	6	24	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BOtika	1	2	2	21	51	2	3	0.0588	1	1	0	1	R4_grounded_alignment
BOtya		2	2	10	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BOvana		2	2	9	15	1	1	0.0667	2	2	0	1	R4_grounded_alignment
BU	1	21	20	1159	32612	64	3393	0.1040	2	1	0	1	R4_grounded_alignment
BU	2	10	10	89	32612	64	3393	0.1040	2	1	0	1	R4_grounded_alignment
BUBft		3	3	42	76	3	10	0.1316	1	1	0	1	R4_grounded_alignment
BUDAtrI		2	2	4	20	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BUDara		4	4	26	228	4	97	0.4254	0	0	1	1	R3_tagged_but_unaligned
BUdeva		3	3	8	5	2	3	0.6000	0	0	1	1	R3_tagged_but_unaligned
BUgfha		2	2	17	8	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BUjambu		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUka		3	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUkadamba		2	2	6	7	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BUkadambaka		2	2	3	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BUkampa		2	2	9	9	0	0	0.0000	1	1	0	1	R4_grounded_alignment
BUkeSa		4	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUman	2	3	3	66	95	8	14	0.1474	1	1	0	1	R4_grounded_alignment
BUmi		9	8	177	2592	26	338	0.1304	1	1	1	1	R4_grounded_alignment
BUmiDara		2	2	5	7	2	4	0.5714	1	1	0	1	R4_grounded_alignment
BUmiSaya		3	3	4	9	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BUmideva		2	2	9	5	1	2	0.4000	0	0	0	1	R3_tagged_but_unaligned
BUmija		7	7	16	10	4	6	0.6000	0	0	1	1	R3_tagged_but_unaligned
BUmikA		4	4	32	28	1	1	0.0357	0	0	0	1	R3_tagged_but_unaligned
BUmimaRqa		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUmiputra		2	2	2	7	1	2	0.2857	0	0	1	1	R3_tagged_but_unaligned
BUmispfS		6	5	9	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BUpAla		5	5	18	109	1	7	0.0642	0	0	1	1	R3_tagged_but_unaligned
BUpada		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUpati		5	5	34	265	1	28	0.1057	1	0	0	1	R4_grounded_alignment
BUrRi		3	3	16	15	2	3	0.2000	1	1	0	1	R4_grounded_alignment
BUri		4	4	83	480	10	61	0.1271	1	1	2	1	R4_grounded_alignment
BUriprayoga		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUritejas		2	2	5	4	1	2	0.5000	1	0	0	1	R4_grounded_alignment
BUruha		2	2	5	17	1	6	0.3529	0	0	1	1	R3_tagged_but_unaligned
BUspfS		3	2	3	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
BUsuta		2	2	6	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
BUtAdi		2	2	13	61	2	3	0.0492	0	0	1	1	R3_tagged_but_unaligned
BUtAdika		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUtAtman	1	3	3	23	71	4	9	0.1268	1	1	0	1	R4_grounded_alignment
BUtAtman	2	2	2	6	71	4	9	0.1268	0	0	0	1	R3_tagged_but_unaligned
BUtAvAsa		3	3	11	7	1	1	0.1429	1	1	0	1	R4_grounded_alignment
BUta		17	17	327	4215	16	320	0.0759	2	1	1	1	R4_grounded_alignment
BUtaBErava		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUtaGna		5	3	6	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
BUtagaRa		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUtanASana		5	4	7	4	1	1	0.2500	0	0	2	1	R3_tagged_but_unaligned
BUtapati		2	2	18	38	2	14	0.3684	1	1	0	1	R4_grounded_alignment
BUtapura		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUtasaMcAra		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BUteSa		2	2	13	35	2	11	0.3143	0	0	1	1	R3_tagged_but_unaligned
BUteSvara		2	2	5	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BUtfRa		2	2	3	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BUti		11	11	99	285	9	117	0.4105	1	1	1	1	R4_grounded_alignment
BUtida		2	2	3	0	0	0		0	0	0	1	R2_no_wordsem_tag
BUtikAma		3	2	11		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BUtikft		2	2	2	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BUz	1	2	2	8	40	3	5	0.1250	1	1	0	1	R4_grounded_alignment
BUz	2	3	3	98	40	3	5	0.1250	1	1	0	1	R4_grounded_alignment
BUzaRa		4	4	51	592	4	69	0.1166	1	0	0	1	R4_grounded_alignment
Ba	1	6	6	72	42	3	10	0.2381	0	0	0	1	R3_tagged_but_unaligned
BaNga		17	16	167	315	8	24	0.0762	2	2	0	1	R4_grounded_alignment
BaNgi		6	6	51	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BaNgin		2	2	7	13	1	1	0.0769	0	0	0	1	R3_tagged_but_unaligned
BaNgura		4	4	41	43	3	7	0.1628	0	0	0	1	R3_tagged_but_unaligned
BaNguray		2	2	3	0	0	0		0	0	0	1	R2_no_wordsem_tag
BaRqIra		4	3	10	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BaRqa		3	2	15		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BaRqila		5	4	7	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
BaRqira		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BaYjaka		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BaYjana		3	3	29	33	2	3	0.0909	1	0	0	1	R4_grounded_alignment
BadrASva		2	2	22	32	1	1	0.0312	1	0	0	1	R4_grounded_alignment
BadrAsana		2	2	19	26	2	4	0.1538	1	0	0	1	R4_grounded_alignment
Badra		26	25	312	1211	25	103	0.0851	2	2	0	1	R4_grounded_alignment
BadraMkara		3	3	6	22	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BadrabAhu		2	2	12	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BadrakAlI		3	3	29	22	0	0	0.0000	1	0	0	1	R4_grounded_alignment
BadrakAra		2	2	2	4	0	0	0.0000	1	0	0	1	R4_grounded_alignment
Badraka		13	13	26	36	0	0	0.0000	1	0	1	1	R4_grounded_alignment
Badrakalpa		2	2	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Badrakft		2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
BadramuKa		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BadrapIWa		2	2	5	9	1	1	0.1111	0	0	1	1	R3_tagged_but_unaligned
Badrapada		2	2	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Badravant		6	6	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BadreSvara		3	3	7	6	1	1	0.1667	0	0	1	1	R3_tagged_but_unaligned
BagIraTa		4	4	23	76	1	18	0.2368	1	0	0	1	R4_grounded_alignment
Baga		11	11	232	417	11	80	0.1918	1	1	0	1	R4_grounded_alignment
BagaMdara		2	2	21	116	1	54	0.4655	0	0	1	1	R3_tagged_but_unaligned
BagadEvata		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bagala		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bagavant		3	3	17	4488	8	137	0.0305	0	0	1	1	R3_tagged_but_unaligned
Bagin		3	3	49	6	0	0	0.0000	1	1	0	1	R4_grounded_alignment
Baj		9	9	580	1019	15	61	0.0599	1	1	0	1	R4_grounded_alignment
BajamAna		3	2	11	19	1	2	0.1053	0	0	0	1	R3_tagged_but_unaligned
Bakta		8	6	83	986	10	105	0.1065	1	1	0	1	R4_grounded_alignment
Bakti		7	7	120	1438	7	52	0.0362	1	1	0	1	R4_grounded_alignment
Bakz		2	2	18	140	2	33	0.2357	0	0	0	1	R3_tagged_but_unaligned
BakzaRa		3	2	37	268	4	67	0.2500	1	1	0	1	R4_grounded_alignment
Bakzaka		3	2	15	17	1	7	0.4118	0	0	0	1	R3_tagged_but_unaligned
BallAwa		5	5	7	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BallUka		4	4	18	17	3	11	0.6471	1	0	0	1	R4_grounded_alignment
Balla		6	5	42	281	2	55	0.1957	1	1	0	1	R4_grounded_alignment
Ballaka		2	2	6	4	1	1	0.2500	0	0	0	1	R3_tagged_but_unaligned
BamBa		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bandana		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Baqila		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bar	1	9	9	574		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bara		6	6	88	215	5	28	0.1302	1	1	0	1	R4_grounded_alignment
BaraRa		8	8	64	63	3	4	0.0635	1	1	0	1	R4_grounded_alignment
BaradvAja		4	4	90	312	4	74	0.2372	1	1	0	1	R4_grounded_alignment
BarahUti		2	2	2	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
Barata		8	8	136	2072	6	429	0.2070	1	1	0	1	R4_grounded_alignment
Barga		4	4	28	39	3	13	0.3333	1	1	1	1	R4_grounded_alignment
Barjana		3	3	7	8	2	6	0.7500	0	0	0	1	R3_tagged_but_unaligned
Barman		5	5	17	6	2	3	0.5000	1	1	0	1	R4_grounded_alignment
Barmas		2	2	13		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bartar		2	2	60		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bartavya		2	2	15		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BarukacCa		2	2	10	3	1	1	0.3333	0	0	1	1	R3_tagged_but_unaligned
BasmagarBa		2	2	5	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
Basmaka		3	3	9	24	2	13	0.5417	0	0	0	1	R3_tagged_but_unaligned
Basman		2	2	80	1442	4	592	0.4105	2	2	0	1	R4_grounded_alignment
BasmatUla		3	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BastrA		2	2	23	85	2	32	0.3765	1	1	0	1	R4_grounded_alignment
Bastrika		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BavAnI		3	3	28	84	2	7	0.0833	1	1	0	1	R4_grounded_alignment
BavAnanda		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bava		10	10	206	1206	22	182	0.1509	1	1	1	1	R4_grounded_alignment
Bavana		4	4	59	552	12	68	0.1232	1	1	0	1	R4_grounded_alignment
Bavant		5	5	81		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BaveSa		2	2	2	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
Bavila		3	3	3	14	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Bavya		19	18	138	93	7	13	0.1398	2	1	0	1	R4_grounded_alignment
Bawa		4	4	56	64	2	2	0.0312	1	1	0	1	R4_grounded_alignment
Bawwa		4	4	34	27	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BayAnaka		3	2	34	62	1	3	0.0484	1	0	1	1	R4_grounded_alignment
Baya		4	4	134	2983	9	177	0.0593	1	1	1	1	R4_grounded_alignment
BayaMkara		4	4	31	134	2	10	0.0746	2	0	0	1	R4_grounded_alignment
Bayada		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Baza		3	3	5	1	1	1	1.0000	0	0	0	1	R3_tagged_but_unaligned
BazaRa		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Beda		13	13	165	1796	20	142	0.0791	1	1	0	1	R4_grounded_alignment
Bedaka		4	4	22	42	2	2	0.0476	0	0	0	1	R3_tagged_but_unaligned
Bedakara		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bedana		10	9	50	138	8	10	0.0725	1	1	1	1	R4_grounded_alignment
Bedin		8	8	29	162	4	28	0.1728	1	1	0	1	R4_grounded_alignment
Bedya		4	4	38	10	1	5	0.5000	0	0	0	1	R3_tagged_but_unaligned
Beka		5	5	28	78	3	32	0.4103	0	0	0	1	R3_tagged_but_unaligned
Bela		6	6	22	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Beqa		5	5	16	5	2	5	1.0000	0	0	0	1	R3_tagged_but_unaligned
BeruRqa		7	7	13	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
Bettar		4	4	25		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bettavya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bezaja		2	2	69	527	10	98	0.1860	1	1	0	1	R4_grounded_alignment
BfNgAra		5	4	28	25	1	1	0.0400	1	0	1	1	R4_grounded_alignment
BfNga		11	8	51	238	6	64	0.2689	0	0	2	1	R3_tagged_but_unaligned
BfNgaja		2	2	4	10	1	3	0.3000	0	0	1	1	R3_tagged_but_unaligned
BfNgarAja		4	4	27	100	2	37	0.3700	1	0	0	1	R4_grounded_alignment
BfNgavallaBa		2	2	3	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
BfNgin		4	4	10	15	1	2	0.1333	0	0	1	1	R3_tagged_but_unaligned
Bfgu		3	3	171	587	6	46	0.0784	1	1	0	1	R4_grounded_alignment
Bfkuwi		4	4	22	0	0	0		0	0	0	1	R2_no_wordsem_tag
Bfmi	1	3	3	12	5	0	0	0.0000	1	1	0	1	R4_grounded_alignment
Bfti		4	4	38	50	3	4	0.0800	1	1	0	1	R4_grounded_alignment
Bfzwimant		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
Bid	1	11	11	300	1875	32	186	0.0992	2	1	0	1	R4_grounded_alignment
Bid	2	3	3	18	1875	32	186	0.0992	2	2	0	1	R4_grounded_alignment
BidA		3	3	19	37	0	0	0.0000	1	1	0	1	R4_grounded_alignment
Bidura		4	4	7	16	1	8	0.5000	0	0	0	1	R3_tagged_but_unaligned
BikzA		2	2	42	255	4	15	0.0588	1	1	0	1	R4_grounded_alignment
BikzAcara		2	2	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
BikzAwana		4	3	10	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Bikzu		4	4	37	903	3	9	0.0100	0	0	1	1	R3_tagged_but_unaligned
Billa		2	2	24	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
Bindu		3	3	4	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
