headword_iast	source_code	form_key
māllavāstava		māllavāstava
sauvāstava		sauvāstava
bālarakṣāstava	M	bālarakṣāstava
rucistava	M	rucistava
bṛhacchāntistava		bṛhacchāntistava
śāntistava		śāntistava
ajitaśāntistava		ajitaśāntistava
dakṣiṅāmūrtistava	M	dakṣināmūrtistava
haristava		haristava
kāruṅyalaharistava	M	kārunyalaharistava
rājñīstava	M	rājnīstava
mahārājñīstava		mahārājnīstava
sarasvatīstava	G	sarasvatīstava
sakalajananīstava	M	sakalajananīstava
pañcamīstava	M	pancamīstava
lakṣmīstava	M	lakṣmīstava
śrīstava	M	śrīstava
kālīstava	M	kālīstava
laghustava	M	laghustava
viṣṅustava	M	viṣnustava
gurustava		gurustava
sundarabāhustava		sundarabāhustava
nāthava		nāthava
māthava		māthava
pārthava		pārthava
sauśrutapārthava	M	sauśrutapārthava
sthava	M	sthava
dava		dava
apadava	A	apadava
pradava	G	pradava
yādava		yādava
dāyādava	M	dāyādava
niryādava		niryādava
svādava		svādava
mṛdava		mṛdava
sauvādumṛdava		sauvādumṛdava
aindava		aindava
bhalandava		bhalandava
kāndava	M	kāndava
nāgarabindava	H	nāgarabindava
śāśabindava		śāśabindava
anaindava	M	anaindava
baindava		baindava
vaindava	M	vaindava
mārdava		mārdava
samārdava		samārdava
anumārdava	R	anumārdava
sumārdava	M	sumārdava
dhava		dhava
ādhava		ādhava
madhava	I	madhava
girijādhava		girijādhava
vasudhādhava		vasudhādhava
menādhava		menādhava
mādhava		mādhava
umādhava	N	umādhava
sāyaṅamādhava		sāyanamādhava
pracaṅḍamādhava	M	pracanḍamādhava
lalitamādhava		lalitamādhava
saṃgītamādhava	M	sangītamādhava
śvetamādhava		śvetamādhava
vṛndamādhava	M	vṛndamādhava
māgadhamādhava	M	māgadhamādhava
vidagdhamādhava		vidagdhamādhava
jayamādhava		jayamādhava
vijayamādhava	M	vijayamādhava
matsyamādhava		matsyamādhava
ramādhava	S	ramādhava
gaṅgādharamādhava	M	gangādharamādhava
vyavahāramādhava		vyavahāramādhava
kālamādhava		kālamādhava
nīlamādhava		nīlamādhava
mūlamādhava		mūlamādhava
lalitāmādhava		lalitāmādhava
rādhāmādhava		rādhāmādhava
vidyāmādhava	M	vidyāmādhava
veṅimādhava		venimādhava
vibhūtimādhava	M	vibhūtimādhava
veṅīmādhava	I	venīmādhava
mālatīmādhava		mālatīmādhava
kanakāvatīmādhava		kanakāvatīmādhava
bindumādhava		bindumādhava
madhumādhava		madhumādhava
yaśomādhava		yaśomādhava
kāyādhava		kāyādhava
dharādhava		dharādhava
vasuṃdharādhava		vasundharādhava
vādhava		vādhava
sādhava		sādhava
vidhava	M	vidhava
strīdhava		strīdhava
vaidhava		vaidhava
uddhava		uddhava
auddhava	R	auddhava
vigatoddhava	M	vigatoddhava
mārddhava	B	mārddhava
kārkandhava		kārkandhava
manuṣyagandhava		manuṣyagandhava
naitandhava		naitandhava
brahmabandhava		brahmabandhava
bāndhava		bāndhava
abāndhava		abāndhava
pikabāndhava		pikabāndhava
lokabāndhava		lokabāndhava
arkabāndhava	S	arkabāndhava
rājabāndhava		rājabāndhava
ambujabāndhava		ambujabāndhava
abjabāndhava		abjabāndhava
hatabāndhava	M	hatabāndhava
kumudabāndhava	S	kumudabāndhava
janabāndhava		janabāndhava
padmavanabāndhava		padmavanabāndhava
kumudākarabāndhava		kumudākarabāndhava
kuberabāndhava		kuberabāndhava
cakrabāndhava		cakrabāndhava
sasuhṛnmitrabāndhava		sasuhṛnmitrabāndhava
kamalabāndhava		kamalabāndhava
svabāndhava	M	svabāndhava
sabāndhava	M	sabāndhava
sahabāndhava		sahabāndhava
saputrajñātibāndhava	M	saputrajnātibāndhava
giribāndhava		giribāndhava
subāndhava	M	subāndhava
mātṛbāndhava		mātṛbāndhava
pitṛbāndhava		pitṛbāndhava
dūrebāndhava		dūrebāndhava
aharbāndhava		aharbāndhava
pitṛvāndhava	G	pitṛvāndhava
aharvāndhava	S	aharvāndhava
sindhava	H	sindhava
marundhava	M	marundhava
saindhava		saindhava
lāvaṅasaindhava		lāvanasaindhava
pānasaindhava		pānasaindhava
saurasaindhava		saurasaindhava
sāktusaindhava		sāktusaindhava
nava		nava
anava	G	anava
ānava		ānava
siṃhikātanava	N	sinhikātanava
śāntanava	N	śāntanava
śāṃtanava		śāntanava
dhanava	M	dhanava
navanava		navanava
sanava		sanava
tānava		tānava
atitānava		atitānava
dānava		dānava
adānava	R	adānava
turagadānava		turagadānava
mayadānava	M	mayadānava
hayadānava		hayadānava
bhānava		bhānava
caitrabhānava	M	caitrabhānava
svarbhānava		svarbhānava
mānava		mānava
amānava		amānava
daṅḍamānava		danḍamānava
ardhamānava	M	ardhamānava
viśvamānava		viśvamānava
vaiśvamānava		vaiśvamānava
vānava		vānava
kārśānava		kārśānava
kārṣānava	A	kārṣānava
pratinava		pratinava
ādinava		ādinava
abhinava		abhinava
ādīnava		ādīnava
anādīnava	R	anādīnava
sādīnava		sādīnava
yajñasūnava	I	yajnasūnava
kenava		kenava
ādhenava		ādhenava
aupadhenava		aupadhenava
vaiśvadhenava		vaiśvadhenava
svadhenava		svadhenava
dhainava		dhainava
vaiśvadhainava		vaiśvadhainava
vainava		vainava
punarnava		punarnava
paunarnava		paunarnava
snava	B	snava
prasnava		prasnava
hnava	M	hnava
pahnava		pahnava
apahnava		apahnava
nirapahnava		nirapahnava
sāpahnava		sāpahnava
nyāsāpahnava	M	nyāsāpahnava
jāhnava		jāhnava
nihnava		nihnava
abhinihnava		abhinihnava
pava		pava
apava	H	apava
āpava		āpava
bava		bava
pārabava		pārabava
kālabava		kālabava
kābava		kābava
jāmbava		jāmbava
śāmbava	M	śāmbava
bhava		bhava
abhava		abhava
śākabhava		śākabhava
valmīkabhava	M	valmīkabhava
śaravaṅabhava	M	śaravanabhava
abjabhava		abjabhava
ghaṭabhava		ghaṭabhava
āṣāḍhabhava		āṣāḍhabhava
bhūtabhava		bhūtabhava
raktabhava		raktabhava
cittabhava	M	cittabhava
antabhava	M	antabhava
gaṅḍūpadabhava		ganḍūpadabhava
stanabhava		stanabhava
kalpabhava		kalpabhava
saṃkalpabhava		sankalpabhava
saṅkalpabhava	S	sankalpabhava
puṣpabhava		puṣpabhava
kumbhabhava		kumbhabhava
gandhadhūmabhava		gandhadhūmabhava
somabhava		somabhava
ātmabhava		ātmabhava
padmabhava		padmabhava
grīṣmabhava	G	grīṣmabhava
śleṣmabhava	M	śleṣmabhava
prāyabhava		prāyabhava
araṅyabhava		aranyabhava
ananyabhava	M	ananyabhava
upanagarabhava	R	upanagarabhava
kāntārabhava		kāntārabhava
adūrabhava		adūrabhava
tatrabhava	M	tatrabhava
netrabhava		netrabhava
samudrabhava	M	samudrabhava
prabhava		prabhava
aprabhava		aprabhava
mainākaprabhava		mainākaprabhava
bījaprabhava	M	bījaprabhava
amitaprabhava		amitaprabhava
naktaprabhava		naktaprabhava
ślīpadaprabhava		ślīpadaprabhava
ānandaprabhava		ānandaprabhava
vraścanaprabhava	M	vraścanaprabhava
pavanaprabhava	M	pavanaprabhava
saṃkalpaprabhava	M	sankalpaprabhava
nitambaprabhava	M	nitambaprabhava
dharmaprabhava	N	dharmaprabhava
trailokyaprabhava		trailokyaprabhava
prākpuṅyaprabhava	M	prākpunyaprabhava
jaghanyaprabhava	M	jaghanyaprabhava
sūryaprabhava	M	sūryaprabhava
antaraprabhava		antaraprabhava
śarīraprabhava		śarīraprabhava
atrinetraprabhava	M	atrinetraprabhava
indraprabhava	N	indraprabhava
mekalaprabhava	M	mekalaprabhava
anilaprabhava	N	anilaprabhava
svabhāvaprabhava		svabhāvaprabhava
tīkṣṅāṃśudehaprabhava		tīkṣnānśudehaprabhava
yamunāprabhava		yamunāprabhava
sparśamaṅiprabhava		sparśamaniprabhava
vidveṣiprabhava	M	vidveṣiprabhava
sindhuprabhava	P	sindhuprabhava
himavatprabhava	M	himavatprabhava
naktamprabhava	M	naktamprabhava
naktaṃprabhava		naktanprabhava
samprabhava	M	samprabhava
saṃprabhava		sanprabhava
kalabhava		kalabhava
kamalabhava		kamalabhava
akālabhava		akālabhava
samakālabhava	M	samakālabhava
kulabhava		kulabhava
mūlabhava		mūlabhava
arṅavabhava		arnavabhava
pūrvabhava	M	pūrvabhava
viśvabhava		viśvabhava
vaṃśabhava		vanśabhava
sabhava		sabhava
rasabhava		rasabhava
kṛtikābhava	S	kṛtikābhava
kṛttikābhava		kṛttikābhava
maghābhava		maghābhava
yathābhava		yathābhava
sadābhava		sadābhava
vinābhava		vinābhava
rumābhava	M	rumābhava
antarābhava		antarābhava
parābhava		parābhava
aparābhava	M	aparābhava
vijayendraparābhava		vijayendraparābhava
agniparābhava	N	agniparābhava
prābhava		prābhava
śilābhava		śilābhava
bhavābhava	M	bhavābhava
aśleṣābhava		aśleṣābhava
varṣābhava		varṣābhava
maṅibhava		manibhava
prāṅibhava		prānibhava
aprāṅibhava		aprānibhava
prakṛtibhava		prakṛtibhava
bhaktibhava	M	bhaktibhava
ādibhava		ādibhava
vārdhibhava		vārdhibhava
abhibhava		abhibhava
nirabhibhava		nirabhibhava
durabhibhava		durabhibhava
kalmāṣābhibhava		kalmāṣābhibhava
praṅayibhava	M	pranayibhava
śaṃkarakiṃkaribhava	M	śankarakinkaribhava
paribhava		paribhava
paraparibhava		paraparibhava
pracuraparibhava	M	pracuraparibhava
vāribhava		vāribhava
tribhava		tribhava
vibhava		vibhava
gatavibhava	M	gatavibhava
āttavibhava		āttavibhava
rājyavibhava	M	rājyavibhava
yathāvibhava		yathāvibhava
vāgvibhava	M	vāgvibhava
rohiṅībhava		rohinībhava
revatībhava		revatībhava
nadībhava		nadībhava
srotanadībhava		srotanadībhava
srotonadībhava	G	srotonadībhava
phalgunībhava		phalgunībhava
pūrbaphalgunībhava	S	pūrbaphalgunībhava
pūrvaphalgunībhava		pūrvaphalgunībhava
prākphalgunībhava		prākphalgunībhava
phālgunībhava	G	phālgunībhava
strībhava		strībhava
aṅgulībhava		angulībhava
śībhava		śībhava
laghubhava		laghubhava
anṛtubhava		anṛtubhava
anubhava		anubhava
tanubhava		tanubhava
sukhānubhava	M	sukhānubhava
satsukhānubhava		satsukhānubhava
bhūtārthānubhava	M	bhūtārthānubhava
svātmānubhava	M	svātmānubhava
ananyānubhava		ananyānubhava
ṣaṭsthalānubhava	M	ṣaṭsthalānubhava
vāsudevānubhava	G	vāsudevānubhava
svānubhava	M	svānubhava
aparokṣānubhava		aparokṣānubhava
ambubhava		ambubhava
marubhava		marubhava
subhava		subhava
pāṃsubhava		pānsubhava
tanūbhava		tanūbhava
atritanūbhava	G	atritanūbhava
tṛbhava	H	tṛbhava
mukhebhava		mukhebhava
vaibhava		vaibhava
bhaktavaibhava	M	bhaktavaibhava
buddhivaibhava	M	buddhivaibhava
arṅobhava		arnobhava
cetobhava		cetobhava
medobhava	M	medobhava
adhobhava	M	adhobhava
manobhava		manobhava
mayobhava		mayobhava
māyobhava		māyobhava
sadyobhava		sadyobhava
aṅgirobhava	P	angirobhava
śirobhava		śirobhava
rātraubhava	M	rātraubhava
saubhava		saubhava
udagbhava		udagbhava
apāgbhava		apāgbhava
prāgbhava		prāgbhava
durvāgbhava		durvāgbhava
viḍbhava	M	viḍbhava
udbhava		udbhava
tadbhava	B	tadbhava
kṣuttṛḍudbhava	M	kṣuttṛḍudbhava
samudbhava		samudbhava
mahāśiraḥsamudbhava		mahāśiraḥsamudbhava
anyabījasamudbhava	M	anyabījasamudbhava
majjasamudbhava		majjasamudbhava
madbandhanasamudbhava	M	madbandhanasamudbhava
carmasamudbhava		carmasamudbhava
girijvarasamudbhava		girijvarasamudbhava
kulasamudbhava		kulasamudbhava
sārthabhraṃśasamudbhava	M	sārthabhranśasamudbhava
mahāvaṃśasamudbhava	M	mahāvanśasamudbhava
vahnidāhasamudbhava	M	vahnidāhasamudbhava
kanyāsamudbhava		kanyāsamudbhava
hiṃsāsamudbhava	M	hinsāsamudbhava
tāpīsamudbhava		tāpīsamudbhava
śuktyudbhava	M	śuktyudbhava
vāryudbhava		vāryudbhava
sarudbhava		sarudbhava
sindhūdbhava		sindhūdbhava
tanūdbhava		tanūdbhava
ūrūdbhava	M	ūrūdbhava
marūdbhava	M	marūdbhava
amṛtāṃśūdbhava	N	amṛtānśūdbhava
asakṛdbhava		asakṛdbhava
girimṛdbhava	S	girimṛdbhava
mastakodbhava		mastakodbhava
kanakodbhava	I	kanakodbhava
śokodbhava	M	śokodbhava
mṛgodbhava		mṛgodbhava
hariharamanṅḍalaṣoḍaśaliṅgodbhava	M	hariharamannḍalaṣoḍaśalingodbhava
dvādaśaliṅgodbhava	M	dvādaśalingodbhava
laiṅgodbhava		laingodbhava
lingodbhava	I	lingodbhava
śaravaṅodbhava	B	śaravanodbhava
tṛṅodbhava		tṛnodbhava
hiraṅyakavacodbhava	N	hiranyakavacodbhava
kalalajodbhava		kalalajodbhava
yavajodbhava	S	yavajodbhava
ghaṭodbhava	B	ghaṭodbhava
nāḍodbhava	G	nāḍodbhava
nīḍodbhava		nīḍodbhava
garuḍodbhava		garuḍodbhava
khaṅḍodbhava		khanḍodbhava
yatodbhava	G	yatodbhava
kṣatodbhava		kṣatodbhava
meghastanitodbhava		meghastanitodbhava
sitodbhava		sitodbhava
mṛtodbhava		mṛtodbhava
amṛtodbhava		amṛtodbhava
srotodbhava	G	srotodbhava
kvāthodbhava		kvāthodbhava
dārvīkvāthodbhava		dārvīkvāthodbhava
gaṅḍūpadodbhava	M	ganḍūpadodbhava
gudodbhava		gudodbhava
magadhodbhava	G	magadhodbhava
sudhodbhava		sudhodbhava
ghanodbhava		ghanodbhava
sammūrchanodbhava	S	sammūrchanodbhava
nandanodbhava		nandanodbhava
vanodbhava		vanodbhava
śaravanodbhava	N	śaravanodbhava
śailāsanodbhava		śailāsanodbhava
harihariharivāhanodbhava	H	harihariharivāhanodbhava
ratnodbhava		ratnodbhava
mṛgasvapnodbhava	N	mṛgasvapnodbhava
bāṣpodbhava	M	bāṣpodbhava
puṣpodbhava		puṣpodbhava
daṃbhodbhava	P	danbhodbhava
dambhodbhava		dambhodbhava
kumbhodbhava		kumbhodbhava
prathamodbhava	M	prathamodbhava
kardamodbhava		kardamodbhava
sāmodbhava		sāmodbhava
somodbhava		somodbhava
ātmodbhava		ātmodbhava
padmodbhava		padmodbhava
grīṣmodbhava	G	grīṣmodbhava
gomayodbhava	S	gomayodbhava
malayodbhava		malayodbhava
māsadvayodbhava		māsadvayodbhava
sambharodbhava	M	sambharodbhava
purodbhava		purodbhava
pugrodbhava	M	pugrodbhava
trinetrodbhava	M	trinetrodbhava
prodbhava	R	prodbhava
kanakalodbhava		kanakalodbhava
galodbhava		galodbhava
jalodbhava		jalodbhava
lavaṅajalodbhava		lavanajalodbhava
dalodbhava		dalodbhava
palodbhava	M	palodbhava
phalodbhava		phalodbhava
kamalodbhava		kamalodbhava
yamalodbhava		yamalodbhava
salilodbhava		salilodbhava
śilodbhava		śilodbhava
kulodbhava		kulodbhava
nīcakulodbhava	M	nīcakulodbhava
mahākulodbhava	M	mahākulodbhava
satkulodbhava	M	satkulodbhava
arṅavodbhava		arnavodbhava
mādhavodbhava		mādhavodbhava
bhavodbhava	N	bhavodbhava
sarvabhūtabhavodbhava	N	sarvabhūtabhavodbhava
bhūtabhavyabhavodbhava	N	bhūtabhavyabhavodbhava
mālavodbhava	M	mālavodbhava
divodbhava	B	divodbhava
jihvodbhava		jihvodbhava
kalaśodbhava		kalaśodbhava
yavanadeśodbhava	M	yavanadeśodbhava
kīṭapakṣodbhava	M	kīṭapakṣodbhava
rasodbhava		rasodbhava
somarasodbhava	M	somarasodbhava
dehodbhava	M	dehodbhava
surājaṃbhava		surājanbhava
surājambhava	M	surājambhava
āśitambhava	S	āśitambhava
āśitaṃbhava		āśitanbhava
āṣitambhava	A	āṣitambhava
sāyaṃbhava		sāyanbhava
sāyambhava	M	sāyambhava
īṣadāḍhyaṃbhava	M	īṣadāḍhyanbhava
durāḍhyaṃbhava		durāḍhyanbhava
durāḍhyambhava	M	durāḍhyambhava
svāḍhyaṃbhava		svāḍhyanbhava
svāḍhyambhava	M	svāḍhyambhava
īṣadādyaṃbhava		īṣadādyanbhava
śayyaṃbhava	G	śayyanbhava
śayyambhava	M	śayyambhava
karambhava	I	karambhava
śambhava	M	śambhava
śaṃbhava		śanbhava
sambhava	N	sambhava
saṃbhava		sanbhava
asaṃbhava		asanbhava
asambhava	A	asambhava
tejaḥsaṃbhava		tejaḥsanbhava
tejaḥsambhava	M	tejaḥsambhava
punaḥsambhava	M	punaḥsambhava
punaḥsaṃbhava		punaḥsanbhava
apunaḥsaṃbhava		apunaḥsanbhava
lokasambhava	N	lokasambhava
śuṣkasambhava	M	śuṣkasambhava
śuṣkasaṃbhava		śuṣkasanbhava
khasambhava	M	khasambhava
mukhasambhava	S	mukhasambhava
mukhasaṃbhava		mukhasanbhava
nāgasambhava	S	nāgasambhava
nāgasaṃbhava		nāgasanbhava
meghasaṃbhava		meghasanbhava
meghasambhava	M	meghasambhava
śoṅasaṃbhava		śonasanbhava
śoṅasambhava	M	śonasambhava
karṅasambhava	N	karnasambhava
kācasaṃbhava		kācasanbhava
kācasambhava	S	kācasambhava
abjasaṃbhava		abjasanbhava
abjasambhava	M	abjasambhava
yajñasambhava	N	yajnasambhava
amṛtasambhava	M	amṛtasambhava
amṛtasaṃbhava		amṛtasanbhava
arthasambhava	M	arthasambhava
kandasaṃbhava		kandasanbhava
ānandasambhava	M	ānandasambhava
śabdasaṃbhava		śabdasanbhava
śabdasambhava	M	śabdasambhava
śrīpāśāyudhasambhava	I	śrīpāśāyudhasambhava
ratnasaṃbhava		ratnasanbhava
ratnasambhava	M	ratnasambhava
dvīpasaṃbhava		dvīpasanbhava
dvīpasambhava	M	dvīpasambhava
saṃkalpasambhava	M	sankalpasambhava
kaphasaṃbhava	M	kaphasanbhava
kumbhasambhava	N	kumbhasambhava
kumbhasaṃbhava		kumbhasanbhava
garbhasambhava	M	garbhasambhava
garbhasaṃbhava		garbhasanbhava
kusumasambhava	M	kusumasambhava
kusumasaṃbhava		kusumasanbhava
godhūmasambhava	S	godhūmasambhava
godhūmasaṃbhava		godhūmasanbhava
ātmasaṃbhava		ātmasanbhava
ātmasambhava	N	ātmasambhava
padmasambhava	N	padmasambhava
padmasaṃbhava		padmasanbhava
karmasaṃbhava	M	karmasanbhava
brahmasambhava	S	brahmasambhava
brahmasaṃbhava		brahmasanbhava
ubhayasaṃbhava		ubhayasanbhava
ubhayasambhava	M	ubhayasambhava
sarvendriyasambhava	M	sarvendriyasambhava
bhojyasaṃbhava		bhojyasanbhava
bhojyasambhava	S	bhojyasambhava
ādityasaṃbhava	H	ādityasanbhava
sūryasambhava	N	sūryasambhava
viśalyasambhava	M	viśalyasambhava
pāścātyākarasaṃbhava		pāścātyākarasanbhava
pāścātyākarasambhava	S	pāścātyākarasambhava
pāścāttyākarasaṃbhava	G	pāścāttyākarasanbhava
śaṃkarasaṃbhava	G	śankarasanbhava
śaṃkarasambhava	M	śankarasambhava
kumārasambhava	I	kumārasambhava
kumārasaṃbhava		kumārasanbhava
āhārasaṃbhava		āhārasanbhava
āhārasambhava	S	āhārasambhava
mālatītīrasambhava	S	mālatītīrasambhava
mālatītīrasaṃbhava		mālatītīrasanbhava
sindhutīrasambhava	M	sindhutīrasambhava
sindhutīrasaṃbhava		sindhutīrasanbhava
kāśmīrasambhava	M	kāśmīrasambhava
kāśmīrasaṃbhava		kāśmīrasanbhava
kṣīrasaṃbhava		kṣīrasanbhava
kṣīrasambhava	M	kṣīrasambhava
āśāpurasambhava	S	āśāpurasambhava
āśāpurasaṃbhava		āśāpurasanbhava
mahiṣāsurasambhava	S	mahiṣāsurasambhava
mahiṣāsurasaṃbhava		mahiṣāsurasanbhava
kṣetrasaṃbhava		kṣetrasanbhava
kṣetrasambhava	S	kṣetrasambhava
candrasambhava	M	candrasambhava
candrasaṃbhava		candrasanbhava
jalasaṃbhava		jalasanbhava
jalasambhava	M	jalasambhava
phalasambhava	M	phalasambhava
kamalasaṃbhava		kamalasanbhava
vimalasaṃbhava		vimalasanbhava
vimalasambhava	M	vimalasambhava
anilasambhava	N	anilasambhava
kulasambhava	S	kulasambhava
kulasaṃbhava	G	kulasanbhava
viśālakulasambhava	M	viśālakulasambhava
śailasambhava	M	śailasambhava
śailasaṃbhava		śailasanbhava
gālavasambhava	N	gālavasambhava
ruciraprabhāvasambhava	M	ruciraprabhāvasambhava
parvasambhava	M	parvasambhava
sarvasambhava	M	sarvasambhava
sarvasaṃbhava		sarvasanbhava
viśvasaṃbhava		viśvasanbhava
viśvasambhava	N	viśvasambhava
svasaṃbhava		svasanbhava
svasambhava	M	svasambhava
vināśasambhava	M	vināśasambhava
diśasaṃbhava	H	diśasanbhava
mānuṣasambhava	M	mānuṣasambhava
śoṣasambhava	S	śoṣasambhava
śoṣasaṃbhava		śoṣasanbhava
rasasaṃbhava	H	rasasanbhava
ruciraprabhāsasaṃbhava		ruciraprabhāsasanbhava
sahasaṃbhava		sahasanbhava
sahasambhava	M	sahasambhava
kṛttikāsambhava	M	kṛttikāsambhava
yathāsaṃbhava		yathāsanbhava
yathāsambhava	M	yathāsambhava
sarvāsambhava	M	sarvāsambhava
sarvāsaṃbhava		sarvāsanbhava
mahāsambhava	M	mahāsambhava
mahāsaṃbhava		mahāsanbhava
śucinetraratisaṃbhava		śucinetraratisanbhava
śucinetraratisambhava	M	śucinetraratisambhava
asthisaṃbhava		asthisanbhava
asthisambhava	M	asthisambhava
dadhisambhava	M	dadhisambhava
dadhisaṃbhava		dadhisanbhava
udadhisaṃbhava		udadhisanbhava
jaladhisambhava	M	jaladhisambhava
saṃdhisaṃbhava		sandhisanbhava
saṃdhisambhava	M	sandhisambhava
yonisaṃbhava		yonisanbhava
yonisambhava	M	yonisambhava
ayonisambhava	I	ayonisambhava
agnisaṃbhava		agnisanbhava
agnisambhava	P	agnisambhava
abhisaṃbhava		abhisanbhava
abhisambhava	M	abhisambhava
durabhisaṃbhava	H	durabhisanbhava
durabhisambhava	M	durabhisambhava
bhūmisambhava	M	bhūmisambhava
surārisambhava	M	surārisambhava
vārisambhava	S	vārisambhava
vārisaṃbhava		vārisanbhava
girisambhava	M	girisambhava
girisaṃbhava		girisanbhava
vālisambhava	M	vālisambhava
draupadīsambhava	N	draupadīsambhava
śrīsaṃbhava	H	śrīsanbhava
samantaśrīsaṃbhava	H	samantaśrīsanbhava
ratnaśrīsaṃbhava	H	ratnaśrīsanbhava
dhātusaṃbhava		dhātusanbhava
dhātusambhava	M	dhātusambhava
madhusaṃbhava		madhusanbhava
madhusambhava	M	madhusambhava
danusaṃbhava		danusanbhava
danusambhava	M	danusambhava
vāyusambhava	M	vāyusambhava
dyusambhava	M	dyusambhava
dyusaṃbhava		dyusanbhava
marusambhava	S	marusambhava
marusaṃbhava		marusanbhava
paśusambhava	M	paśusambhava
