headword_iast	source_code	form_key	in_union	union_dicts
vedāntarahasya	M	vedāntarahasya	1	MW
siddhāntarahasya	G	siddhāntarahasya	1	MW PWG PWK
vaiyākaraṅasiddhāntarahasya	M	vaiyākaranasiddhāntarahasya	1	MW
sūryasiddhāntarahasya	M	sūryasiddhāntarahasya	1	MW
parāmarśasiddhāntarahasya	M	parāmarśasiddhāntarahasya	1	MW
satpratipakṣasiddhāntarahasya	M	satpratipakṣasiddhāntarahasya	1	MW
vivāhasiddhāntarahasya	M	vivāhasiddhāntarahasya	1	MW
liṅgakāraṅatāsiddhāntarahasya	M	lingakāranatāsiddhāntarahasya	1	MW
vyatirekisiddhāntarahasya	M	vyatirekisiddhāntarahasya	1	MW
brahmavaivartarahasya	M	brahmavaivartarahasya	1	MW
viruddhasiddhāntagrantharahasya	M	viruddhasiddhāntagrantharahasya	1	MW
savyabhicārasiddhāntagrantharahasya	M	savyabhicārasiddhāntagrantharahasya	1	MW
viruddhagrantharahasya	M	viruddhagrantharahasya	1	MW
savyabhicāragrantharahasya	M	savyabhicāragrantharahasya	1	MW
parāmarśagrantharahasya	M	parāmarśagrantharahasya	1	MW
pūrvapakṣagrantharahasya	M	pūrvapakṣagrantharahasya	1	MW
satpratipakṣapūrvapakṣagrantharahasya	M	satpratipakṣapūrvapakṣagrantharahasya	1	MW
satpratipakṣagrantharahasya	M	satpratipakṣagrantharahasya	1	MW
yogyatāgrantharahasya	M	yogyatāgrantharahasya	1	MW
sāmānyaniruktigrantharahasya	M	sāmānyaniruktigrantharahasya	1	MW
sahacārigrantharahasya	M	sahacārigrantharahasya	1	MW
śabdārtharahasya	M	śabdārtharahasya	1	MW
veganāśyanāśakabhāvārtharahasya	M	veganāśyanāśakabhāvārtharahasya	1	MW
padmapādarahasya	M	padmapādarahasya	1	MW
lakṣaṅavādarahasya	G	lakṣanavādarahasya	1	PWG PWK
laukikabhānavādarahasya	M	laukikabhānavādarahasya	1	MW
prāmāṅyavādarahasya	M	prāmānyavādarahasya	1	MW PWK
mithyātvavādarahasya	M	mithyātvavādarahasya	1	MW
tattvavādarahasya		tattvavādarahasya	1	MW PWG PWK
śabdaparicchedarahasyepūrvavādarahasya	M	śabdaparicchedarahasyepūrvavādarahasya	1	MW
ratnakośavādarahasya	M	ratnakośavādarahasya	1	MW PWK
lakṣaṅāvādarahasya	M	lakṣanāvādarahasya	1	MW
śaktivādarahasya	M	śaktivādarahasya	1	MW
muktivādarahasya	M	muktivādarahasya	1	MW
vyutpattivādarahasya	M	vyutpattivādarahasya	1	MW
vyāptivādarahasya	M	vyāptivādarahasya	1	MW
śabdaparicchedarahasya	M	śabdaparicchedarahasya	1	MW
pratyakṣaparicchedarahasya	M	pratyakṣaparicchedarahasya	1	MW
vedarahasya		vedarahasya	1	CAE CCS MD MW PWG PWK
sāmavedarahasya		sāmavedarahasya	1	MW PWK
abdarahasya		abdarahasya	1	PWK
śabdarahasya	M	śabdarahasya	1	MW
bādharahasya	M	bādharahasya	1	MW PWK
viśiṣṭavaiśiṣṭyabodharahasya		viśiṣṭavaiśiṣṭyabodharahasya	1	MW PWG PWK
śrāddharahasya	M	śrāddharahasya	1	MW
sambandharahasya	M	sambandharahasya	1	MW
vṛndāvanarahasya	M	vṛndāvanarahasya	1	MW
vidhānarahasya	M	vidhānarahasya	1	MW
pradyumnarahasya	M	pradyumnarahasya	1	MW
praśnarahasya	M	praśnarahasya	1	MW
āgamarahasya	M	āgamarahasya	1	MW
vyāptyanugamarahasya	M	vyāptyanugamarahasya	1	MW
paramarahasya	M	paramarahasya	1	MW
rāmarahasya		rāmarahasya	1	MW PWG PWK
dharmarahasya	M	dharmarahasya	1	MW
samayarahasya	M	samayarahasya	1	MW
dāyarahasya		dāyarahasya	1	MW PWK
āmnāyarahasya		āmnāyarahasya	1	MW PWG PWK
vyāptigrahopāyarahasya	M	vyāptigrahopāyarahasya	1	MW
nyāyarahasya	M	nyāyarahasya	1	MW
vājapeyarahasya	M	vājapeyarahasya	1	MW
mahāvākyarahasya	M	mahāvākyarahasya	1	MW PWK
śabdāprāmāṅyarahasya	M	śabdāprāmānyarahasya	1	MW
sūryarahasya	M	sūryarahasya	1	MW
cidambararahasya		cidambararahasya	1	MW PWK
bauddhadhikkārarahasya	M	bauddhadhikkārarahasya	1	MW
smṛtisaṃskārarahasya		smṛtisanskārarahasya	1	MW PWG PWK
sahacārarahasya	M	sahacārarahasya	1	MW
viśiṣṭavaiśiṣṭyabodhavicārarahasya	M	viśiṣṭavaiśiṣṭyabodhavicārarahasya	1	MW
prāgabhāvavicārarahasya	M	prāgabhāvavicārarahasya	1	MW
vedasārarahasya	M	vedasārarahasya	1	MW
siṃhavyāghrarahasya	M	sinhavyāghrarahasya	1	MW PWK
pāñcarātrarahasya	M	pāncarātrarahasya	1	MW PWK
mīmāṃsāsūtrarahasya	M	mīmānsāsūtrarahasya	1	MW
yantrarahasya	M	yantrarahasya	1	MW
pātañjalarahasya	M	pātanjalarahasya	1	MW PWK
varṣaphalarahasya	M	varṣaphalarahasya	1	MW
ramalarahasya	M	ramalarahasya	1	MW
gopālarahasya		gopālarahasya	1	MW PWK
kaularahasya		kaularahasya	1	MW PWK
rāghavarahasya	M	rāghavarahasya	1	MW
veganāśyanāśakabhāvarahasya		veganāśyanāśakabhāvarahasya	1	PWG PWK
viṣayalaukikapratyakṣakāryakāraṅabhāvarahasya		viṣayalaukikapratyakṣakāryakāranabhāvarahasya	1	MW PWG PWK
vyadhikaraṅadharmāvacchinnābhāvarahasya	M	vyadhikaranadharmāvacchinnābhāvarahasya	1	MW
sāmānyābhāvarahasya	M	sāmānyābhāvarahasya	1	MW PWK
śivarahasya		śivarahasya	1	MW PWG PWK
devarahasya		devarahasya	1	MW PWG PWK VCP
vāsudevarahasya	M	vāsudevarahasya	1	MW
svatvarahasya	M	svatvarahasya	1	MW
śivatattvarahasya	M	śivatattvarahasya	1	MW PWK
viṣṅutattvarahasya	M	viṣnutattvarahasya	1	MW
sarvasvarahasya		sarvasvarahasya	1	MW PWK
svaprakāśarahasya	M	svaprakāśarahasya	1	MW PWK
nyāyalīlāvatīprakāśarahasya	M	nyāyalīlāvatīprakāśarahasya	1	MW
veṅkaṭeśarahasya	M	venkaṭeśarahasya	1	MW PWK
parāmarśarahasya	M	parāmarśarahasya	1	MW
pūrvapakṣarahasya	M	pūrvapakṣarahasya	1	MW
sādhāraṅapūrvapakṣarahasya	M	sādhāranapūrvapakṣarahasya	1	MW
viruddhagranthapūrvapakṣarahasya	M	viruddhagranthapūrvapakṣarahasya	1	MW
parāmarśapūrvapakṣarahasya	M	parāmarśapūrvapakṣarahasya	1	MW
liṅgakāraṅatāpūrvapakṣarahasya	M	lingakāranatāpūrvapakṣarahasya	1	MW
yogyatāpūrvapakṣarahasya	M	yogyatāpūrvapakṣarahasya	1	MW
vyatirekipūrvapakṣarahasya	M	vyatirekipūrvapakṣarahasya	1	MW
saṃśayakāraṅārthāpattipūrvapakṣarahasya	M	sanśayakāranārthāpattipūrvapakṣarahasya	1	MW
vyāptipūrvapakṣarahasya	M	vyāptipūrvapakṣarahasya	1	MW
sarahasya		sarahasya	1	AP CAE MD MW PWK SCH
rasarahasya	G	rasarahasya	1	MW PWG PWK
hetvābhāsarahasya	M	hetvābhāsarahasya	1	MW
liṅgopahitalaiṅgikabhānanirāsarahasya		lingopahitalaingikabhānanirāsarahasya	1	MW PWG PWK
kālikārahasya		kālikārahasya	1	MW PWK
pratiṣṭhārahasya		pratiṣṭhārahasya	1	MW PWK
tarkapratibandhakatārahasya	G	tarkapratibandhakatārahasya	1	PWG PWK
viṣayatārahasya	M	viṣayatārahasya	1	MW
yogyatārahasya	M	yogyatārahasya	1	MW
śabdānityatārahasya	G	śabdānityatārahasya	1	MW PWG PWK
pakṣatārahasya	M	pakṣatārahasya	1	MW
saṃśayapakṣatārahasya		sanśayapakṣatārahasya	1	MW PWG PWK
lalitārahasya	M	lalitārahasya	1	MW
kavitārahasya		kavitārahasya	1	MW PWG PWK
bhagavadgītārahasya	M	bhagavadgītārahasya	1	MW
vedāntasudhārahasya	M	vedāntasudhārahasya	1	MW
śyāmārahasya	M	śyāmārahasya	1	MW PWK
vijayārahasya	M	vijayārahasya	1	MW
bhārgavakalpavallīcakravidyārahasya		bhārgavakalpavallīcakravidyārahasya	1	MW PWK
varivasyārahasya		varivasyārahasya	1	MW PWK
pañcamīvarivasyārahasya	M	pancamīvarivasyārahasya	1	MW PWK
bhuvaneśvarīvarivasyārahasya	M	bhuvaneśvarīvarivasyārahasya	1	MW
parārahasya	M	parārahasya	1	MW
tārārahasya		tārārahasya	1	PWK
śyāmalārahasya	M	śyāmalārahasya	1	MW
kokilārahasya		kokilārahasya	1	MW PWK
bhāgavatalīlārahasya	G	bhāgavatalīlārahasya	1	PWG PWK
paribhāṣārahasya	M	paribhāṣārahasya	1	MW
nyāyamīmāṃsārahasya	M	nyāyamīmānsārahasya	1	MW
kauṣītakirahasya	M	kauṣītakirahasya	1	MW PWK SCH
vyatirekirahasya	M	vyatirekirahasya	1	MW
saṃskārapaddhatirahasya	M	sanskārapaddhatirahasya	1	MW
gaṅapatirahasya		ganapatirahasya	1	PWK
raghupatirahasya		raghupatirahasya	1	PWK
ratirahasya		ratirahasya	1	MW PWG PWK SCH
saṃśayānumitirahasya		sanśayānumitirahasya	1	MW PWK
saśayānumitirahasya	G	saśayānumitirahasya	1	PWG
smṛtirahasya	M	smṛtirahasya	1	MW
haribhaktirahasya	M	haribhaktirahasya	1	MW
viṣṅubhaktirahasya	M	viṣnubhaktirahasya	1	MW
saṃśayakāraṅārthāpattirahasya	M	sanśayakāranārthāpattirahasya	1	MW
vyutpattirahasya	M	vyutpattirahasya	1	MW
viśeṣavyāptirahasya	M	viśeṣavyāptirahasya	1	MW
yogyānupalabdhirahasya	M	yogyānupalabdhirahasya	1	MW
agnirahasya		agnirahasya	1	MW PD PWG PWK VCP
kavirahasya		kavirahasya	1	MW PWG PWK VCP
mātaṃgīrahasya	M	mātangīrahasya	1	MW
mantriṅīrahasya	M	mantrinīrahasya	1	MW
dhāṭīrahasya	M	dhāṭīrahasya	1	MW
caṅḍīrahasya		canḍīrahasya	1	MW PWG PWK
līlāvatīrahasya	M	līlāvatīrahasya	1	MW
nyāyalīlāvatīrahasya	M	nyāyalīlāvatīrahasya	1	MW
sarasvatīrahasya		sarasvatīrahasya	1	PWG PWK
daṅḍinīrahasya		danḍinīrahasya	1	PWK
bhuvaneśvarīrahasya	M	bhuvaneśvarīrahasya	1	MW PWK
gāyatrīrahasya	M	gāyatrīrahasya	1	MW PWK
kālīrahasya		kālīrahasya	1	MW PWG PWK
bhairavīrahasya		bhairavīrahasya	1	MW PWK
devīrahasya		devīrahasya	1	MW PWG PWK
yarādevīrahasya	M	yarādevīrahasya	1	MW
viṣṅurahasya		viṣnurahasya	1	MW PWG PWK
dhāturahasya	M	dhāturahasya	1	MW
śaṃbhurahasya		śanbhurahasya	1	PWG PWK
śambhurahasya	M	śambhurahasya	1	MW
kevalānvayinrahasya	M	kevalānvayinrahasya	0	
sahasya		sahasya	1	BUR CAE CCS GRA MD MW PWG PWK VCP
abhihasya	G	abhihasya	1	AP CAE MW PWG PWK SCH VCP
dāhojatugṛhasya	N	dāhojatugṛhasya	1	INM
ekāsya		ekāsya	1	MW PWK
khaṭakāsya		khaṭakāsya	1	MW PWG PWK
koṭikāsya		koṭikāsya	1	INM MW PWG PWK VCP
vṛkāsya		vṛkāsya	1	MW PWG PWK
aṅkāsya		ankāsya	1	MD MW PD PWG PWK
śuṣkāsya		śuṣkāsya	1	CAE MW PWK
saṃśuṣkāsya	M	sanśuṣkāsya	1	MW
śauṣkāsya		śauṣkāsya	1	MW PWG PWK
bhagāsya		bhagāsya	1	MW PWK
uragāsya		uragāsya	1	MD MW PWG PWK
mṛgāsya		mṛgāsya	1	MW PWG PWK
piṅgāsya		pingāsya	1	MW PWG PWK VCP
praghāsya	G	praghāsya	1	CAE MW PWG PWK
dīrghāsya		dīrghāsya	1	MW PWG PWK VCP
vīṅāsya		vīnāsya	1	MW PWG PWK
suparṅāsya	S	suparnāsya	1	SKD
vyādīrṅāsya		vyādīrnāsya	1	MW PWK
pañcāsya		pancāsya	1	AP CAE CCS MD MW PWG PWK VCP
prapañcāsya	M	prapancāsya	1	MW
nṛpañcāsya	G	nṛpancāsya	1	MW PWG PWK
mlecchāsya		mlecchāsya	1	MW PWG PWK
gajāsya		gajāsya	1	MW PWG PWK SCH VCP
jijñāsya		jijnāsya	1	MW PWG PWK
upajijñāsya		upajijnāsya	1	MW PWG PWK SCH
vijijñāsya		vijijnāsya	1	AP MW PWG PWK
vikaṭāsya	H	vikaṭāsya	1	BHS
markaṭāsya		markaṭāsya	1	AP MW PWG PWK VCP
ghaṭāsya	I	ghaṭāsya	0	
cipiṭāsya		cipiṭāsya	1	MW PWK
kroḍāsya		kroḍāsya	1	MW PWK
dṛḍhāsya	I	dṛḍhāsya	0	
vyāditāsya	M	vyāditāsya	1	MW
rohitāsya		rohitāsya	1	MW PWG PWK
lohitāsya		lohitāsya	1	MW PWG PWK
vivṛtāsya	M	vivṛtāsya	1	MW
śvetāsya		śvetāsya	1	MW PWG PWK
tiktāsya		tiktāsya	1	MW PWK
vyāttāsya	M	vyāttāsya	1	MW
vivṛttāsya	M	vivṛttāsya	1	MW
saptāsya		saptāsya	1	CAE CCS GRA MW PWG PWK
dīptāsya		dīptāsya	1	AP MW PWK
katitthāsya	G	katitthāsya	1	PWG
kapitthāsya		kapitthāsya	1	MW PWG PWK VCP
dāsya		dāsya	1	BUR CAE CCS MD MW PWG PWK VCP VEI
audāsya	S	audāsya	1	CAE MW PWG PWK VCP
dviradāsya		dviradāsya	1	MW PWK
mandāsya		mandāsya	1	BUR MW PWG PWK
īṣaddhāsya		īṣaddhāsya	1	MW PWK
nāsya		nāsya	1	CAE CCS MD MW PWG PWK VCP
chinnanāsya	M	chinnanāsya	1	CAE MW
sumanāsya		sumanāsya	1	MW PWG PWK
malināsya		malināsya	1	AP MW PWG PWK
dīnāsya		dīnāsya	1	MD MW PWK
apāsya	I	apāsya	1	CAE MW VCP
upāsya		upāsya	1	AP CAE CCS MW PWG PWK VCP
dvipāsya		dvipāsya	1	MW PWG PWK VCP
sudhyupāsya	M	sudhyupāsya	1	MW
suddhyupāsya		suddhyupāsya	1	MW PWK
paryupāsya	M	paryupāsya	1	MW PWK SCH
sarpāsya		sarpāsya	1	MW PWG PWK
bhāsya		bhāsya	1	CAE CCS MD MW PWG PWK
avabhāsya		avabhāsya	1	BHS MW PWK
mattebhāsya	M	mattebhāsya	1	MW
māsya		māsya	1	AP CAE CCS GRA MD MW PWG PWK
paurṅamāsya		paurnamāsya	1	CAE MW PWG PWK
pañcamāsya		pancamāsya	1	AP CAE CCS MW PWG PWK VCP
saptamāsya		saptamāsya	1	MW PWG PWK
upamāsya		upamāsya	1	AP MW PWG PWK VCP
ayamāsya	M	ayamāsya	1	MW
daśamāsya		daśamāsya	1	AP CAE CCS GRA MD MW PWG PWK VCP VEI
adaśamāsya		adaśamāsya	1	MW PD PWG PWK
samāsya	N	samāsya	1	INM
kṣāmāsya		kṣāmāsya	1	MW PWG PWK VCP
pratimāsya		pratimāsya	1	INM MW PWG PWK
traimāsya		traimāsya	1	MW PWG PWK VCP
dvaimāsya		dvaimāsya	1	CAE CCS MW PWK
ṣaṅmāsya		ṣanmāsya	1	BUR CAE CCS MW PWG PWK
ṣāṅmāsya		ṣānmāsya	1	CAE CCS MW PWG PWK
caturmāsya		caturmāsya	1	MW PWG PWK
cāturmāsya		cāturmāsya	1	CAE CCS MW PWG PWK SCH VCP VEI
acāturmāsya	R	acāturmāsya	1	PD PWK SCH
pāśukacāturmāsya	M	pāśukacāturmāsya	1	MW
aśmāsya		aśmāsya	1	AP GRA MW PWG PWK
brahmāsya		brahmāsya	1	MW PWG PWK SCH
ayāsya		ayāsya	1	AP CAE CCS GRA MW PWG PWK VCP
āyāsya		āyāsya	1	MW PWG PWK
hayāsya		hayāsya	1	MW PWG PWK
pāṅyāsya		pānyāsya	1	CAE MD MW PWG PWK
sūcyāsya		sūcyāsya	1	MW PWG PWK VCP
pūtyāsya	I	pūtyāsya	0	
upanyāsya	M	upanyāsya	1	MW
kapyāsya		kapyāsya	1	PWG PWK
surabhyāsya		surabhyāsya	1	MW PWG PWK
kartaryāsya		kartaryāsya	1	MW PWG PWK
śarāryāsya		śarāryāsya	1	MW PWG PWK
dvyāsya		dvyāsya	1	CAE CCS MD MW PWK
rāsya		rāsya	1	MW PWG PWK
vānarāsya		vānarāsya	1	MW PWG PWK
parāsya		parāsya	1	CAE CCS MW PWG PWK
śarāsya		śarāsya	1	CAE MW PWG PWK
caturāsya	P	caturāsya	0	
nairāsya		nairāsya	1	MW PWG PWK
gorāsya	M	gorāsya	1	MW PWK SCH
gaurāsya		gaurāsya	1	MW PWG PWK VCP
vyāghrāsya	S	vyāghrāsya	1	MW PWG VCP
mṛgendrāsya		mṛgendrāsya	1	MW PWG PWK
gajendrāsya	I	gajendrāsya	0	
saṃdhrāsya		sandhrāsya	1	PWG PWK
prāsya		prāsya	1	PWK
āśrāsya	G	āśrāsya	1	PWG
sahasrāsya		sahasrāsya	1	MW PWK
lāsya		lāsya	1	CAE CCS MW PWG PWK VCP
alāsya		alāsya	1	AP MD MW PWG PWK
ālāsya		ālāsya	1	BUR MW PWG PWK VCP
aṣṭakalāsya	P	aṣṭakalāsya	0	
kālāsya	G	kālāsya	1	PWG
hālāsya		hālāsya	1	MW PWG PWK
anulāsya	M	anulāsya	1	MW PD
sthūlāsya		sthūlāsya	1	MW PWG PWK VCP
sukapolāsya	M	sukapolāsya	1	MW
vāsya		vāsya	1	AP MW PWG PWK
āvāsya		āvāsya	1	AP MW PWG PWK
saṃvāsya		sanvāsya	1	BHS PWG PWK
asaṃvāsya	H	asanvāsya	1	BHS
vanavāsya		vanavāsya	1	MW PWG PWK
vānavāsya		vānavāsya	1	MW PWG PWK
aupavāsya	R	aupavāsya	1	MW PWG VCP
prathamavāsya		prathamavāsya	1	MW PWG PWK
vāravāsya	G	vāravāsya	1	MW PWG PWK
pravāsya		pravāsya	1	AP CAE CCS MW PWG PWK VCP
ūrdhvavāsya	M	ūrdhvavāsya	1	MW PWK SCH
vānāvāsya		vānāvāsya	1	MW PWG PWK
amāvāsya		amāvāsya	1	AP MW PWG PWK
āmāvāsya		āmāvāsya	1	AP CAE CCS MD MW PWG PWK VCP
ātmāvāsya		ātmāvāsya	1	MW PWK
śyāvāsya		śyāvāsya	1	MW PWG PWK
īśāvāsya		īśāvāsya	1	MW PWG PWK VCP
abhivāsya		abhivāsya	1	MW PWG PWK
vivāsya		vivāsya	1	CAE CCS MW PWG PWK
anuvāsya		anuvāsya	1	MW PD PWG PWK VCP
udvāsya		udvāsya	1	AP MW PWG PWK SCH VCP
sarvāsya		sarvāsya	1	MW PWG PWK
nirvāsya	G	nirvāsya	1	AP CAE MW PWG PWK VCP
aśvāsya	I	aśvāsya	0	
āśvāsya		āśvāsya	1	MW PWK VCP
samāśvāsya		samāśvāsya	1	MW PWG PWK
viśvāsya		viśvāsya	1	CAE CCS MW PWG PWK
svāsya	N	svāsya	1	INM
juhvāsya	G	juhvāsya	1	CAE CCS GRA MW PWG VCP
śāsya		śāsya	1	AP CAE CCS MD MW PWG PWK VCP
aśāsya		aśāsya	1	GRA MW PWK SCH VCP
āśāsya		āśāsya	1	AP CAE CCS MD MW PWG PWK VCP
daśāsya		daśāsya	1	BUR CAE CCS INM MW PWG PWK
praśāsya		praśāsya	1	MW PWK
anāśāsya		anāśāsya	1	MD PD PWK
anuśāsya	M	anuśāsya	1	MW PD
suśāsya		suśāsya	1	MW PWK
ṣāsya	A	ṣāsya	0	
āṣāsya	A	āṣāsya	0	
viṣāsya		viṣāsya	1	MW PWG PWK VCP
vṛṣāsya	I	vṛṣāsya	0	
meṣāsya		meṣāsya	1	MW PWK
doṣāsya		doṣāsya	1	MW PWG PWK VCP
yakṣāsya	I	yakṣāsya	0	
haṃsāsya		hansāsya	1	MW PWG PWK
kīkasāsya	S	kīkasāsya	1	MW PWG PWK VCP
hāsya		hāsya	1	AP BUR CAE CCS MD MW PWG PWK SCH VCP
siṃhāsya		sinhāsya	1	MW PWG PWK VCP
lokahāsya		lokahāsya	1	AP MW PWG PWK
aṭṭahāsya		aṭṭahāsya	1	MW PD PWG PWK
mandahāsya	B	mandahāsya	1	BUR MW
apahāsya		apahāsya	1	MW PWG PWK
upahāsya		upahāsya	1	AP CAE MW PWG PWK VCP
mahāsya		mahāsya	1	CAE CCS MW PWG PWK
kāvyahāsya	M	kāvyahāsya	1	MW
avahāsya		avahāsya	1	AP MW PWG PWK VCP
samavahāsya		samavahāsya	1	CAE MW PWG PWK
sarvahāsya		sarvahāsya	1	MW PWK
parihāsya	M	parihāsya	1	MW
pārihāsya		pārihāsya	1	MW PWG PWK
simhāsya	I	simhāsya	0	
dadhisya	M	dadhisya	1	MW VCP
nisya	A	nisya	0	
madhusya	M	madhusya	1	MW
masūsya		masūsya	1	CAE CCS MW PWG PWK VEI
kauṅḍīvṛsya	M	kaunḍīvṛsya	1	MW
bhūyosya	H	bhūyosya	1	BHS
utsya		utsya	1	AP MW PWG PWK
matsya		matsya	1	BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI
pākamatsya		pākamatsya	1	MW PWG PWK VCP
alīkamatsya		alīkamatsya	1	AP MW PWG PWK VCP
śuṣkamatsya	S	śuṣkamatsya	1	MW
kṛṣṅamatsya		kṛṣnamatsya	1	MW PWG PWK VCP
daṅḍamatsya		danḍamatsya	1	MW PWK VCP
āgatamatsya	M	āgatamatsya	1	MW PWK
rohitamatsya	M	rohitamatsya	1	MW
raktamatsya		raktamatsya	1	MW PWG PWK
paramārthamatsya	M	paramārthamatsya	1	MW
sapādamatsya		sapādamatsya	1	MW PWK
dagdhamatsya		dagdhamatsya	1	MW PWK
mīnamatsya	M	mīnamatsya	1	MW PWK SCH
kuḍyamatsya	S	kuḍyamatsya	1	MW PWG PWK VCP
pratisūryamatsya		pratisūryamatsya	1	MW PWG PWK
vīramatsya		vīramatsya	1	MW PWG PWK
tapasyāmatsya		tapasyāmatsya	1	MW PWG PWK VCP
mahāmatsya		mahāmatsya	1	CAE CCS MW PWG PWK VEI
pratimatsya		pratimatsya	1	MW PWG PWK
varmimatsya	M	varmimatsya	1	MW
cārumatsya	P	cārumatsya	0	
bahumatsya		bahumatsya	1	CAE MW PWG PWK
gomatsya		gomatsya	1	MW PWG PWK VCP
nirmatsya		nirmatsya	1	AP MW PWG PWK
vatsya		vatsya	1	MD MW PWG PWK SCH
mātsya		mātsya	1	AP CAE CCS INM MD MW PWG PWK SCH VEI
vātsya		vātsya	1	BUR CAE CCS INM MD MW PWG PWK VCP VEI
cikitsya		cikitsya	1	MW PWG PWK VCP
acikitsya		acikitsya	1	PD PWK
vicikitsya		vicikitsya	1	CAE MW PWG PWK
duścikitsya		duścikitsya	1	AP MW PWG PWK SCH VCP
ditsya		ditsya	1	MW PWG PWK
dhitsya		dhitsya	1	MW PWG PWK
kutsya		kutsya	1	CAE CCS GRA MW PWG PWK
kauṅakutsya		kaunakutsya	1	CAE CCS INM MD MW PWG PWK VCP
kauṅikutsya	P	kaunikutsya	0	
paurukutsya	G	paurukutsya	1	GRA MW PWG PWK
kautsya	H	kautsya	1	BHS
bhartsya	I	bhartsya	0	
vinirbhartsya	R	vinirbhartsya	0	
vartsya	G	vartsya	1	PWG
trapsya		trapsya	1	BUR MW PWG PWK VCP
drapsya		drapsya	1	MW PWG PWK
lipsya		lipsya	1	MW PWG PWK
jugupsya	M	jugupsya	1	MW PWK SCH
śamsya	I	śamsya	0	
hya	S	hya	1	MW SKD
ūhya		ūhya	1	AP CAE MD MW PWG PWK VCP
gahya	M	gahya	1	MW PWK SCH
pāriṅahya	M	pārinahya	0	
pārīṅahya		pārīnahya	1	MD MW PWG PWK VEI
pravijahya	M	pravijahya	1	MW PWK SCH
barjahya		barjahya	1	CAE CCS MW PWG PWK
aupānahya		aupānahya	1	AP MW PWG PWK VCP
pinahya	A	pinahya	1	AP MW
kapinahya	H	kapinahya	1	BHS
saṃnahya	H	sannahya	1	BHS
mahya		mahya	1	INM MD MW PWG PWK
grahya		grahya	1	MW PWG PWK VCP
drahya		drahya	1	MW PWG PWK
lahya		lahya	1	MW PWG PWK
vahya		vahya	1	BUR CAE CCS GRA MD MW PWG PWK VCP VEI
abhiṣahya	A	abhiṣahya	1	AP MW VCP
viṣahya		viṣahya	1	AP CAE CCS MD MW PWG PWK
aviṣahya		aviṣahya	1	AP BHS CAE CCS MD MW PWK SCH VCP
durviṣahya		durviṣahya	1	CAE PWG PWK
nṛṣahya		nṛṣahya	1	CAE CCS GRA MW PWG PWK
sahya		sahya	1	AP BHS BUR CCS INM MD MW PWG PWK SCH VCP
asahya		asahya	1	BHS BUR CAE CCS GRA INM MW PWG PWK SCH VCP
atyasahya	R	atyasahya	1	PD PWK SCH
prasahya		prasahya	1	AP CAE CCS MW PWG PWK SKD VCP
aprasahya		aprasahya	1	MW PWK
samprasahya	M	samprasahya	1	MW
visahya		visahya	1	PWG PWK
aikāhya		aikāhya	1	MW PWK
vārttikāhya		vārttikāhya	1	MW PWG PWK
gāhya		gāhya	1	MW PWG PWK
vagāhya	R	vagāhya	1	MW
avagāhya	A	avagāhya	1	AP VCP
anavagāhya	M	anavagāhya	1	MW PD
abhyavagāhya	H	abhyavagāhya	1	BHS
vigāhya		vigāhya	1	MW PWG PWK
durvigāhya		durvigāhya	1	AP CAE PWG PWK
durgāhya		durgāhya	1	AP CAE CCS MW PWG PWK
pāriṅāhya		pārināhya	1	MW PWG PWK VCP
dāhya		dāhya	1	AP CAE CCS MD PWG PWK VCP
adāhya		adāhya	1	AP BUR CAE MD MW PD PWK VCP
nināhya		nināhya	1	MW PWG PWK VCP VEI
saṃnāhya		sannāhya	1	MW PWG PWK
sannāhya	S	sannāhya	1	MW PWG PWK
bāhya		bāhya	1	AP CAE CCS MD MW PWG PWK VCP
abāhya		abāhya	1	AP MW PWG PWK
lokabāhya		lokabāhya	1	AP MW PWG PWK VCP
viyogabāhya	M	viyogabāhya	1	MW
saptabāhya		saptabāhya	1	MW PWG PWK
vedabāhya		vedabāhya	1	AP CAE MW PWK
mandabāhya	I	mandabāhya	0	
dharmabāhya	M	dharmabāhya	1	AP MW
nagarabāhya	M	nagarabāhya	1	MW
sarvabāhya		sarvabāhya	1	MW PWG PWK
vaṃśabāhya		vanśabāhya	1	AP MW PWK
kalābāhya		kalābāhya	1	MW PWK
śucibāhya	M	śucibāhya	1	MW
yuktibāhya		yuktibāhya	1	MW PWK
paribāhya	H	paribāhya	1	BHS
grāhya		grāhya	1	AP CAE CCS GRA MW PWG PWK SCH VCP
agrāhya		agrāhya	1	AP CAE CCS INM MD MW PD PWG PWK SCH VCP
sukhagrāhya		sukhagrāhya	1	CAE CCS MW PWG PWK
hastagrāhya	G	hastagrāhya	1	PWG SCH
upagrāhya		upagrāhya	1	AP MW PWG PWK VCP
dvīndriyagrāhya	S	dvīndriyagrāhya	1	MW VCP
duravagrāhya	G	duravagrāhya	1	PWG PWK
bhāvagrāhya		bhāvagrāhya	1	AP MW PWK
duravagrahagrāhya	M	duravagrahagrāhya	1	MW
saṃgrāhagrāhya	M	sangrāhagrāhya	0	
muṣṭigrāhya		muṣṭigrāhya	1	MW PWK
atigrāhya		atigrāhya	1	AP MW PD PWG PWK
pratigrāhya		pratigrāhya	1	AP MW PWG PWK
apratigrāhya		apratigrāhya	1	AP CAE MW PWG PWK VCP
bahupratigrāhya	M	bahupratigrāhya	1	MW
