key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml	in_master
kAlAtikrAnta	ka1la1tikra1nta	kālātikrānta	kālātikrānta	fiction	10524	145-2	SCH-fiction-3147_cases.xml	0
kAvAcikA	ka1va1cika1	kāvācikā	kāvācikā	fiction	10552	145-3	SCH-fiction-3147_cases.xml	0
kASmIrajanman	ka1s4mi1rajanman	kāśmīrajanman	kāśmīrajanman	fiction	10573	145-3	SCH-fiction-3147_cases.xml	0
kASyapeya	ka1s4yapeya	kāśyapeya	kāśyapeya	fiction	10579	146-1	SCH-fiction-3147_cases.xml	0
kiMkaraRIyatA	kim2karan2i1yata1	kiṃkaraṇīyatā	kinkaranīyatā	fiction	10609	146-2	SCH-fiction-3147_cases.xml	0
kiMdarA	kim2dara1	kiṃdarā	kindarā	fiction	10631	146-3	SCH-fiction-3147_cases.xml	0
kirikARa	kirika1n2a	kirikāṇa	kirikāna	fiction	10655	147-1	SCH-fiction-3147_cases.xml	0
kilAqa	kila1d2a	kilāḍa	kilāḍa	fiction	10663	147-1	SCH-fiction-3147_cases.xml	0
kilikilAyita	kilikila1yita	kilikilāyita	kilikilāyita	fiction	10668	147-1	SCH-fiction-3147_cases.xml	0
kiSora	kis4ora	kiśora	kiśora	fiction	10673	147-1	SCH-fiction-3147_cases.xml	0
kIkasaka	ki1kasaka	kīkasaka	kīkasaka	fiction	10679	147-2	SCH-fiction-3147_cases.xml	0
kISa	ki1s4a	kīśa	kīśa	fiction	10707	147-3	SCH-fiction-3147_cases.xml	0
kukkusa	kukkusa	kukkusa	kukkusa	fiction	10721	147-3	SCH-fiction-3147_cases.xml	0
kugaRa	kugan2a	kugaṇa	kugana	fiction	10728	148-1	SCH-fiction-3147_cases.xml	0
kuwakaRWa	kut2akan2t2ha	kuṭakaṇṭha	kuṭakanṭha	fiction	10750	148-2	SCH-fiction-3147_cases.xml	0
kuwimaha	kut2imaha	kuṭimaha	kuṭimaha	fiction	10752	148-2	SCH-fiction-3147_cases.xml	0
kuSAgrIya	kus4a1gri1ya	kuśāgrīya	kuśāgrīya	fiction	10993	151-3	SCH-fiction-3147_cases.xml	0
kUwaSAlmali	ku1t2as4a1lmali	kūṭaśālmali	kūṭaśālmali	fiction	11062	152-2	SCH-fiction-3147_cases.xml	0
kUwAgAraDAraRI	Ku1t2a1ga1radha1ran2i1	kūṭāgāradhāraṇī	kūṭāgāradhāranī	fiction	11066	152-2	SCH-fiction-3147_cases.xml	0
kUbari	ku1bari	kūbari	kūbari	fiction	11083	152-3	SCH-fiction-3147_cases.xml	0
kUrcasTAna	ku1rcastha1na	kūrcasthāna	kūrcasthāna	fiction	11090	153-1	SCH-fiction-3147_cases.xml	0
kUlavantI	ku1lavanti1	kūlavantī	kūlavantī	fiction	11109	153-1	SCH-fiction-3147_cases.xml	0
kfpIwajanman	kr2pi1t2ajanman	kṛpīṭajanman	kṛpīṭajanman	fiction	11186	154-1	SCH-fiction-3147_cases.xml	0
kekiSiKA	kekis4ikha1	kekiśikhā	kekiśikhā	fiction	11267	155-1	SCH-fiction-3147_cases.xml	0
keSabanDa	kes4abandha	keśabandha	keśabandha	fiction	11318	155-3	SCH-fiction-3147_cases.xml	0
keSahasta	kes4ahasta	keśahasta	keśahasta	fiction	11325	156-1	SCH-fiction-3147_cases.xml	0
kEkazeya	kaikas2eya	kaikaṣeya	kaikaṣeya	fiction	11334	156-1	SCH-fiction-3147_cases.xml	0
koSaka	kos4aka	kośaka	kośaka	fiction	11410	157-1	SCH-fiction-3147_cases.xml	0
koSADyakza	kos4a1dhyaks2a	kośādhyakṣa	kośādhyakṣa	fiction	11416	157-1	SCH-fiction-3147_cases.xml	0
kOSika	kaus4ika	kauśika	kauśika	fiction	11467	157-3	SCH-fiction-3147_cases.xml	0
kOSeya	kaus4eya	kauśeya	kauśeya	fiction	11472	157-3	SCH-fiction-3147_cases.xml	0
kriyAviSAla	Kriya1vis4a1la	kriyāviśāla	kriyāviśāla	fiction	11513	158-2	SCH-fiction-3147_cases.xml	0
kzveda	ks2veda	kṣveda	kṣveda	fiction	11766	162-1	SCH-fiction-3147_cases.xml	0
KageSvara	khages4vara	khageśvara	khageśvara	fiction	11773	162-1	SCH-fiction-3147_cases.xml	0
KawuNka	khat2un3ka	khaṭuṅka	khaṭunka	fiction	11786	162-2	SCH-fiction-3147_cases.xml	0
KaRqaPulla	khan2d2aphulla	khaṇḍaphulla	khanḍaphulla	fiction	11818	162-3	SCH-fiction-3147_cases.xml	0
Karvati	kharvati°	kharvati	kharvati	fiction	11873	163-2	SCH-fiction-3147_cases.xml	0
KalupaScAdBaktika	khalupas4ca1dbhaktika	khalupaścādbhaktika	khalupaścādbhaktika	fiction	11892	163-2	SCH-fiction-3147_cases.xml	0
KAtakA	kha1taka1	khātakā	khātakā	fiction	11908	163-3	SCH-fiction-3147_cases.xml	0
Keqqa	khed2d2a	kheḍḍa	kheḍḍa	fiction	11937	164-2	SCH-fiction-3147_cases.xml	0
gaNgezwikA	gan3ges2t2ika1	gaṅgeṣṭikā	gangeṣṭikā	fiction	11968	164a-2	SCH-fiction-3147_cases.xml	0
gaYjapati	gan5japati	gañjapati	ganjapati	fiction	12003	165-1	SCH-fiction-3147_cases.xml	0
gaRatiTi	gan2atithi	gaṇatithi	ganatithi	fiction	12017	165-1	SCH-fiction-3147_cases.xml	0
gaRqamasUra	gan2d2amasu1ra	gaṇḍamasūra	ganḍamasūra	fiction	12055	165-3	SCH-fiction-3147_cases.xml	0
gaRqIkowanaka	gan2d2i1kot2anaka	gaṇḍīkoṭanaka	ganḍīkoṭanaka	fiction	12062	165-3	SCH-fiction-3147_cases.xml	0
garvaBARqa	garvabha1n2d2a	garvabhāṇḍa	garvabhānḍa	fiction	12201	167-3	SCH-fiction-3147_cases.xml	0
galakandalI	galakandali1	galakandalī	galakandalī	fiction	12206	168-1	SCH-fiction-3147_cases.xml	0
guRastu	gun2astu	guṇastu	gunastu	fiction	12343	170-1	SCH-fiction-3147_cases.xml	0
guhyakeSvara	guhyakes4vara	guhyakeśvara	guhyakeśvara	fiction	12396	170-3	SCH-fiction-3147_cases.xml	0
gehAnupraveSanIya	geha1nupraves4ani1ya	gehānupraveśanīya	gehānupraveśanīya	fiction	12470	171-3	SCH-fiction-3147_cases.xml	0
gocarapariSudDa	Gocaraparis4uddha	gocarapariśuddha	gocarapariśuddha	fiction	12486	172-1	SCH-fiction-3147_cases.xml	0
gomayacCanna	gomayacchanna	gomayacchanna	gomayacchanna	fiction	12543	172-3	SCH-fiction-3147_cases.xml	0
goSAlIputra	Gos4a1li1putra	gośālīputra	gośālīputra	fiction	12567	173-1	SCH-fiction-3147_cases.xml	0
gOraKura	gaurakhura	gaurakhura	gaurakhura	fiction	12594	173-2	SCH-fiction-3147_cases.xml	0
gOrArdra	gaura1rdra	gaurārdra	gaurārdra	fiction	12599	173-3	SCH-fiction-3147_cases.xml	0
grAvaReya	Gra1van2eya	grāvaṇeya	grāvaneya	fiction	12662	174-3	SCH-fiction-3147_cases.xml	0
glaTamlaTa	glathamlatha	glathamlatha	glathamlatha	fiction	12680	174-3	SCH-fiction-3147_cases.xml	0
GarmapATas	gharmapa1thas	gharmapāthas	gharmapāthas	fiction	12739	175-3	SCH-fiction-3147_cases.xml	0
caturdant	caturdant	caturdant	caturdant	fiction	12961	178-3	SCH-fiction-3147_cases.xml	0
caturyoginIsaMpuwa	Caturyogini1sam2put2a	caturyoginīsaṃpuṭa	caturyoginīsampuṭa	fiction	12978	178-3	SCH-fiction-3147_cases.xml	0
catuzpaTakftASaya	catus2pathakr2ta1s4aya	catuṣpathakṛtāśaya	catuṣpathakṛtāśaya	fiction	12995	179-1	SCH-fiction-3147_cases.xml	0
candraSAlikA	candras4a1lika1	candraśālikā	candraśālikā	fiction	13043	179-3	SCH-fiction-3147_cases.xml	0
candrASma	candra1s4ma	candrāśma	candrāśma	fiction	13063	180-1	SCH-fiction-3147_cases.xml	0
cAturikA	ca1turika1	cāturikā	cāturikā	fiction	13184	181-3	SCH-fiction-3147_cases.xml	0
cAmarajju	ca1marajju	cāmarajju	cāmarajju	fiction	13220	182-1	SCH-fiction-3147_cases.xml	0
cittAnuparivartin	citta1nuparivartin	cittānuparivartin	cittānuparivartin	fiction	13285	183-1	SCH-fiction-3147_cases.xml	0
cIvariRI	ci1varin2i1	cīvariṇī	cīvarinī	fiction	13371	184-1	SCH-fiction-3147_cases.xml	0
cufI	cur2i1	cuṛī	cuṛī	fiction	13390	184-2	SCH-fiction-3147_cases.xml	0
cetaHparyAyajYAna	cetah2parya1yajn5a1na	cetaḥparyāyajñāna	cetaḥparyāyajnāna	fiction	13429	185-1	SCH-fiction-3147_cases.xml	0
copawa	copat2a	copaṭa	copaṭa	fiction	13466	185-3	SCH-fiction-3147_cases.xml	0
cyutisaMkrama	cyutisam2krama	cyutisaṃkrama	cyutisankrama	fiction	13491	186-3	SCH-fiction-3147_cases.xml	0
cyutyupapatti	cyutyupapatti°	cyutyupapatti	cyutyupapatti	fiction	13492	186-3	SCH-fiction-3147_cases.xml	0
CaRqikAvArika	chan2d2ika1va1rika	chaṇḍikāvārika	chanḍikāvārika	fiction	13503	186a-1	SCH-fiction-3147_cases.xml	0
CandadAyaka	chandada1yaka	chandadāyaka	chandadāyaka	fiction	13520	186a-2	SCH-fiction-3147_cases.xml	0
CandapariSudDi	chandaparis4uddhi	chandapariśuddhi	chandapariśuddhi	fiction	13521	186a-2	SCH-fiction-3147_cases.xml	0
CandapratyudDAra	chandapratyuddha1ra	chandapratyuddhāra	chandapratyuddhāra	fiction	13522	186a-2	SCH-fiction-3147_cases.xml	0
CandavAsin	chandava1sin	chandavāsin	chandavāsin	fiction	13523	186a-2	SCH-fiction-3147_cases.xml	0
Cinnaplotika	chinnaplotika	chinnaplotika	chinnaplotika	fiction	13570	187-2	SCH-fiction-3147_cases.xml	0
jaGanePala	jaghanephala	jaghanephala	jaghanephala	fiction	13605	188-1	SCH-fiction-3147_cases.xml	0
jawAmaha	jat2a1maha	jaṭāmaha	jaṭāmaha	fiction	13619	188-1	SCH-fiction-3147_cases.xml	0
janapadakalyARa	Janapadakalya1n2a	janapadakalyāṇa	janapadakalyāna	fiction	13661	188-3	SCH-fiction-3147_cases.xml	0
jamBam	jambham	jambham	jambham	fiction	13705	189-2	SCH-fiction-3147_cases.xml	0
javanaprajYa	javanaprajn5a	javanaprajña	javanaprajna	fiction	13805	190-3	SCH-fiction-3147_cases.xml	0
jANgalIvid	ja1n3gali1vid	jāṅgalīvid	jāngalīvid	fiction	13825	190-3	SCH-fiction-3147_cases.xml	0
jAli	ja1li	jāli	jāli	fiction	13885	191-3	SCH-fiction-3147_cases.xml	0
jihvAniScAraka	jihva1nis4ca1raka°	jihvāniścāraka	jihvāniścāraka	fiction	13919	192-1	SCH-fiction-3147_cases.xml	0
jihvAsPowakam	jihva1sphot2akam	jihvāsphoṭakam	jihvāsphoṭakam	fiction	13921	192-1	SCH-fiction-3147_cases.xml	0
jIviteSa	ji1vites4a	jīviteśa	jīviteśa	fiction	13959	192-3	SCH-fiction-3147_cases.xml	0
jYAnAnuparivartin	jn5a1na1nuparivartin	jñānānuparivartin	jnānānuparivartin	fiction	14006	193-2	SCH-fiction-3147_cases.xml	0
jyotirjyotizparAyaRa	jyotirjyotis2para1yan2a	jyotirjyotiṣparāyaṇa	jyotirjyotiṣparāyana	fiction	14031	193-3	SCH-fiction-3147_cases.xml	0
jyotizpraBaratna	jyotis2prabharatna	jyotiṣprabharatna	jyotiṣprabharatna	fiction	14037	193-3	SCH-fiction-3147_cases.xml	0
jyotismati	Jyotismati	jyotismati	jyotismati	fiction	14038	193-3	SCH-fiction-3147_cases.xml	0
jyotistamaHparAyaRa	jyotistamah2para1yan2a	jyotistamaḥparāyaṇa	jyotistamaḥparāyana	fiction	14039	193-3	SCH-fiction-3147_cases.xml	0
Jakawa	jhakat2a	jhakaṭa	jhakaṭa	fiction	14057	194a-1	SCH-fiction-3147_cases.xml	0
taNkaka	tan3kaka	taṅkaka	tankaka	fiction	14174	196-1	SCH-fiction-3147_cases.xml	0
taNkita	tan3kita	taṅkita	tankita	fiction	14175	196-1	SCH-fiction-3147_cases.xml	0
taRqulakusumavalivikAra	tan2d2ulakusumavalivika1ra	taṇḍulakusumavalivikāra	tanḍulakusumavalivikāra	fiction	14202	196-2	SCH-fiction-3147_cases.xml	0
taTAkArin	tatha1ka1rin	tathākārin	tathākārin	fiction	14229	196-3	SCH-fiction-3147_cases.xml	0
taTAgatacintyaguhyanirdeSa	Tatha1gatacintyaguhyanirdes4a	tathāgatacintyaguhyanirdeśa	tathāgatacintyaguhyanirdeśa	fiction	14231	196-3	SCH-fiction-3147_cases.xml	0
tamastamaHparAyaRa	tamastamah2para1yan2a	tamastamaḥparāyaṇa	tamastamaḥparāyana	fiction	14326	198-1	SCH-fiction-3147_cases.xml	0
tamojyotizparAyaRa	tamojyotis2para1yan2a	tamojyotiṣparāyaṇa	tamojyotiṣparāyana	fiction	14340	198-1	SCH-fiction-3147_cases.xml	0
tAwAvacara	ta1t2a1vacara	tāṭāvacara	tāṭāvacara	fiction	14428	199-2	SCH-fiction-3147_cases.xml	0
tAqinI	ta1d2ini1	tāḍinī	tāḍinī	fiction	14433	199-2	SCH-fiction-3147_cases.xml	0
tIrTikAvakrAntaka	ti1rthika1vakra1ntaka	tīrthikāvakrāntaka	tīrthikāvakrāntaka	fiction	14636	202-1	SCH-fiction-3147_cases.xml	0
tutAtita	Tuta1tita	tutātita	tutātita	fiction	14651	202-2	SCH-fiction-3147_cases.xml	0
tfRaSUlya	tr2n2as4u1lya	tṛṇaśūlya	tṛnaśūlya	fiction	14766	203-3	SCH-fiction-3147_cases.xml	0
trikARqaka	trika1n2d2aka	trikāṇḍaka	trikānḍaka	fiction	14849	205-1	SCH-fiction-3147_cases.xml	0
tridaSavaDU	tridas4avadhu1	tridaśavadhū	tridaśavadhū	fiction	14869	205-1	SCH-fiction-3147_cases.xml	0
tridaSAvAsa	tridas4a1va1sa	tridaśāvāsa	tridaśāvāsa	fiction	14874	205-1	SCH-fiction-3147_cases.xml	0
tripuraviDaMsaka	tripuravidham2saka	tripuravidhaṃsaka	tripuravidhansaka	fiction	14908	205-3	SCH-fiction-3147_cases.xml	0
trimaRqalapariSudDa	triman2d2alaparis4uddha	trimaṇḍalapariśuddha	trimanḍalapariśuddha	fiction	14927	205-3	SCH-fiction-3147_cases.xml	0
triskanDapaTadESika	triskandhapathadais4ika	triskandhapathadaiśika	triskandhapathadaiśika	fiction	14982	206-3	SCH-fiction-3147_cases.xml	0
daMSin	dam2s4in	daṃśin	danśin	fiction	15033	207a-1	SCH-fiction-3147_cases.xml	0
daMsera	dam2sera	daṃsera	dansera	fiction	15037	207a-1	SCH-fiction-3147_cases.xml	0
dantaSaWa	dantas4at2ha	dantaśaṭha	dantaśaṭha	fiction	15136	208-3	SCH-fiction-3147_cases.xml	0
daSanocCizwa	das4anocchis2t2a	daśanocchiṣṭa	daśanocchiṣṭa	fiction	15207	209-3	SCH-fiction-3147_cases.xml	0
daSapUlI	das4apu1li1	daśapūlī	daśapūlī	fiction	15213	210-1	SCH-fiction-3147_cases.xml	0
daSabala	das4abala	daśabala	daśabala	fiction	15217	210-1	SCH-fiction-3147_cases.xml	0
dARqAjinaka	da1n2d2a1jinaka	dāṇḍājinaka	dānḍājinaka	fiction	15261	210-3	SCH-fiction-3147_cases.xml	0
dAradaka	Da1radaka	dāradaka	dāradaka	fiction	15302	211-1	SCH-fiction-3147_cases.xml	0
didaridrAsati	didaridra1sati	didaridrāsati	didaridrāsati	fiction	15361	212-1	SCH-fiction-3147_cases.xml	0
dIkzya	di1ks2ya	dīkṣya	dīkṣya	fiction	15407	212-2	SCH-fiction-3147_cases.xml	0
duScyavana	dus4cyavana	duścyavana	duścyavana	fiction	15555	214-2	SCH-fiction-3147_cases.xml	0
duzWulapraticCAdana	dus2t2hulapraticcha1dana	duṣṭhulapraticchādana	duṣṭhulapraticchādana	fiction	15561	214-3	SCH-fiction-3147_cases.xml	0
duzWulArocana	dus2t2hula1rocana	duṣṭhulārocana	duṣṭhulārocana	fiction	15562	214-3	SCH-fiction-3147_cases.xml	0
dUrAdDi	du1ra1ddhi	dūrāddhi	dūrāddhi	fiction	15590	215-1	SCH-fiction-3147_cases.xml	0
deSika	des4ika	deśika	deśika	fiction	15699	216-2	SCH-fiction-3147_cases.xml	0
deSya	des4ya	deśya	deśya	fiction	15701	216-3	SCH-fiction-3147_cases.xml	0
dOHzWulya	dau(h2)s2t2hulya	dauḥṣṭhulya	dauḥṣṭhulya	fiction	15772	217-2	SCH-fiction-3147_cases.xml	0
dvipANganA	dvipa1n3gana1=hastini1	dvipāṅganā	dvipānganā	fiction	15925	219-3	SCH-fiction-3147_cases.xml	0
dviradantaka	dviradantaka	dviradantaka	dviradantaka	fiction	15938	220-1	SCH-fiction-3147_cases.xml	0
dviSarIra	dvis4ari1ra	dviśarīra	dviśarīra	fiction	15949	220-2	SCH-fiction-3147_cases.xml	0
DarmayaSas	Dharmayas4as	dharmayaśas	dharmayaśas	fiction	16076	222-1	SCH-fiction-3147_cases.xml	0
DavitrI	dhavitri1	dhavitrī	dhavitrī	fiction	16111	222-2	SCH-fiction-3147_cases.xml	0
DAnyA	dha1nya1	dhānyā	dhānyā	fiction	16128	223-1	SCH-fiction-3147_cases.xml	0
DUlIkadambAyate	dhu1li1kadamba1y(ate)	dhūlīkadambāyate	dhūlīkadambāyate	fiction	16212	224-1	SCH-fiction-3147_cases.xml	0
Doritika	dhoritika	dhoritika	dhoritika	fiction	16233	224-2	SCH-fiction-3147_cases.xml	0
DvanilAlA	dhvanila1la1	dhvanilālā	dhvanilālā	fiction	16261	225-1	SCH-fiction-3147_cases.xml	0
DvAjavata	Dhva1javata	dhvājavata	dhvājavata	fiction	16268	225-3	SCH-fiction-3147_cases.xml	0
DvAjavatAyani	Dhva1javata1yani	dhvājavatāyani	dhvājavatāyani	fiction	16269	225-3	SCH-fiction-3147_cases.xml	0
DvAjavadAyani	Dhva1javada1yani	dhvājavadāyani	dhvājavadāyani	fiction	16270	225-3	SCH-fiction-3147_cases.xml	0
naBaScara	nabhas4cara	nabhaścara	nabhaścara	fiction	16365	226-2	SCH-fiction-3147_cases.xml	0
narakavartman	narakavartman	narakavartman	narakavartman	fiction	16408	227-1	SCH-fiction-3147_cases.xml	0
narmAlI	narma1li1	narmālī	narmālī	fiction	16441	227-2	SCH-fiction-3147_cases.xml	0
nalinavyUha	nalinavyu1ha	nalinavyūha	nalinavyūha	fiction	16454	227-2	SCH-fiction-3147_cases.xml	0
naleSaya	nales4aya	naleśaya	naleśaya	fiction	16459	227-3	SCH-fiction-3147_cases.xml	0
navAlAbu	nava1la1bu	navālābu	navālābu	fiction	16486	228-1	SCH-fiction-3147_cases.xml	0
nApitaSAlikA	na1pitas4a1lika1	nāpitaśālikā	nāpitaśālikā	fiction	16622	230-1	SCH-fiction-3147_cases.xml	0
nASanIya	na1s4ani1ya	nāśanīya	nāśanīya	fiction	16672	230-3	SCH-fiction-3147_cases.xml	0
nASitasaMgraha	na1s4itasam2graha	nāśitasaṃgraha	nāśitasangraha	fiction	16675	230-3	SCH-fiction-3147_cases.xml	0
niGfzwA	nighr2s2t2a1	nighṛṣṭā	nighṛṣṭā	fiction	16726	231-2	SCH-fiction-3147_cases.xml	0
nidarSana	nidars4ana	nidarśana	nidarśana	fiction	16753	231-3	SCH-fiction-3147_cases.xml	0
nideSa	nides4a	nideśa	nideśa	fiction	16763	231-3	SCH-fiction-3147_cases.xml	0
nirgrahasTAna	nirgrahastha1na	nirgrahasthāna	nirgrahasthāna	fiction	16897	233-2	SCH-fiction-3147_cases.xml	0
nirdita	nirdita	nirdita	nirdita	fiction	16924	234-1	SCH-fiction-3147_cases.xml	0
nirbARasTiti	nirba1n2a(sthiti)	nirbāṇasthiti	nirbānasthiti	fiction	16938	234-1	SCH-fiction-3147_cases.xml	0
nirlvayinI	nirlvayini1	nirlvayinī	nirlvayinī	fiction	16982	234-3	SCH-fiction-3147_cases.xml	0
nilopam	nilopam	nilopam	nilopam	fiction	17023	235-1	SCH-fiction-3147_cases.xml	0
niSAjala	nis4a1jala	niśājala	niśājala	fiction	17045	235-2	SCH-fiction-3147_cases.xml	0
niSAdarSin	nis4a1dars4in	niśādarśin	niśādarśin	fiction	17047	235-2	SCH-fiction-3147_cases.xml	0
niSAnta	nis4a1nta	niśānta	niśānta	fiction	17052	235-2	SCH-fiction-3147_cases.xml	0
niSAraRa	nis4a1ran2a	niśāraṇa	niśārana	fiction	17058	235-3	SCH-fiction-3147_cases.xml	0
niSITinInATa	nis4i1thini1na1tha	niśīthinīnātha	niśīthinīnātha	fiction	17062	235-3	SCH-fiction-3147_cases.xml	0
niScikIrzA	nis4ciki1rs2a1	niścikīrṣā	niścikīrṣā	fiction	17071	235-3	SCH-fiction-3147_cases.xml	0
niSraya	nis4raya	niśraya	niśraya	fiction	17079	235-3	SCH-fiction-3147_cases.xml	0
niHSreRI	nih2s4ren2i1	niḥśreṇī	niḥśrenī	fiction	17090	236-1	SCH-fiction-3147_cases.xml	0
niHsaraDArA	nih2saradha1ra1	niḥsaradhārā	niḥsaradhārā	fiction	17201	237-2	SCH-fiction-3147_cases.xml	0
nIhArAyate	ni1ha1ra1yate	nīhārāyate	nīhārāyate	fiction	17283	238-3	SCH-fiction-3147_cases.xml	0
nEvaSEkzASEkza	naivas4aiks2a1s4aiks2a	naivaśaikṣāśaikṣa	naivaśaikṣāśaikṣa	fiction	17360	239-3	SCH-fiction-3147_cases.xml	0
pakzatI	paks2ati1	pakṣatī	pakṣatī	fiction	17429	240a-2	SCH-fiction-3147_cases.xml	0
paYcaviMSatisAhasrikA	Pan5cavim2s4atisa1hasrika1	pañcaviṃśatisāhasrikā	pancavinśatisāhasrikā	fiction	17526	242-1	SCH-fiction-3147_cases.xml	0
pawolA	pat2ola1	paṭolā	paṭolā	fiction	17571	242-3	SCH-fiction-3147_cases.xml	0
padmakoza	padmakos2a	padmakoṣa	padmakoṣa	fiction	17709	244-3	SCH-fiction-3147_cases.xml	0
padyAbanDa	padya1bandha	padyābandha	padyābandha	fiction	17744	245-1	SCH-fiction-3147_cases.xml	0
paramArTasaMvftisatyanirdeSa	Parama1rthasam2vr2tisatyanirdes4a	paramārthasaṃvṛtisatyanirdeśa	paramārthasanvṛtisatyanirdeśa	fiction	17813	246-1	SCH-fiction-3147_cases.xml	0
paraSu	paras4u	paraśu	paraśu	fiction	17828	246-2	SCH-fiction-3147_cases.xml	0
parAmarSana	para1mars4ana	parāmarśana	parāmarśana	fiction	17858	246-3	SCH-fiction-3147_cases.xml	0
pariSraya	paris4raya	pariśraya	pariśraya	fiction	18019	249-1	SCH-fiction-3147_cases.xml	0
palASa	pala1s4a	palāśa	palāśa	fiction	18123	250-2	SCH-fiction-3147_cases.xml	0
palASin	pala1s4in	palāśin	palāśin	fiction	18124	250-2	SCH-fiction-3147_cases.xml	0
palISa	pali1s4a	palīśa	palīśa	fiction	18131	250-3	SCH-fiction-3147_cases.xml	0
paSyatohara	pas4yatohara	paśyatohara	paśyatohara	fiction	18189	251-2	SCH-fiction-3147_cases.xml	0
pAMsanA	pa1m2sana1	pāṃsanā	pānsanā	fiction	18199	251-3	SCH-fiction-3147_cases.xml	0
pAMsusaMcAra	pa1m2susam2ca1ra	pāṃsusaṃcāra	pānsusancāra	fiction	18207	251-3	SCH-fiction-3147_cases.xml	0
pAjipakzin	pa1jipaks2in	pājipakṣin	pājipakṣin	fiction	18225	252-1	SCH-fiction-3147_cases.xml	0
pAtI	pa1ti1	pātī	pātī	fiction	18295	252-3	SCH-fiction-3147_cases.xml	0
pAtrAvalehakam	pa1tra1valehakam	pātrāvalehakam	pātrāvalehakam	fiction	18303	253-1	SCH-fiction-3147_cases.xml	0
pAnIyaSAlA	pa1ni1yas4a1la1	pānīyaśālā	pānīyaśālā	fiction	18342	253-2	SCH-fiction-3147_cases.xml	0
pAlIza	pa1li1s2a	pālīṣa	pālīṣa	fiction	18433	254-3	SCH-fiction-3147_cases.xml	0
pikapriya	pikapriya	pikapriya	pikapriya	fiction	18456	255-1	SCH-fiction-3147_cases.xml	0
piNgARaka	pin3ga1n2aka	piṅgāṇaka	pingānaka	fiction	18464	255-1	SCH-fiction-3147_cases.xml	0
piculikA	piculika1	piculikā	piculikā	fiction	18471	255-1	SCH-fiction-3147_cases.xml	0
piYculikA	pin5culika1	piñculikā	pinculikā	fiction	18477	255-2	SCH-fiction-3147_cases.xml	0
piRqISUra	pin2d2i1s4u1ra	piṇḍīśūra	pinḍīśūra	fiction	18511	255-3	SCH-fiction-3147_cases.xml	0
piSAcakin	pis4a1cakin	piśācakin	piśācakin	fiction	18549	256-1	SCH-fiction-3147_cases.xml	0
piSAcadIpikA	pis4a1cadi1pika1	piśācadīpikā	piśācadīpikā	fiction	18550	256-1	SCH-fiction-3147_cases.xml	0
pItapAda	pi1tapa1da	pītapāda	pītapāda	fiction	18585	256-3	SCH-fiction-3147_cases.xml	0
purudaMSas	purudam2s4as	purudaṃśas	purudanśas	fiction	18712	258-2	SCH-fiction-3147_cases.xml	0
puzpaSara	pus2pas4ara	puṣpaśara	puṣpaśara	fiction	18791	259-2	SCH-fiction-3147_cases.xml	0
pUgatiTi	pu1gatithi	pūgatithi	pūgatithi	fiction	18811	259-3	SCH-fiction-3147_cases.xml	0
pUraRadvitIyA	pu1ran2adviti1ya1	pūraṇadvitīyā	pūranadvitīyā	fiction	18832	260-1	SCH-fiction-3147_cases.xml	0
pUrowi	pu1rot2i	pūroṭi	pūroṭi	fiction	18837	260-1	SCH-fiction-3147_cases.xml	0
pfzatA	pr2s2ata1	pṛṣatā	pṛṣatā	fiction	18906	261-1	SCH-fiction-3147_cases.xml	0
pfzwimAMsAdana	pr2s2t2ima1msa1dana	pṛṣṭimāṃsādana	pṛṣṭimānsādana	fiction	18913	261-1	SCH-fiction-3147_cases.xml	0
pfzWI	pr2s2t2hi1	pṛṣṭhī	pṛṣṭhī	fiction	18923	261-2	SCH-fiction-3147_cases.xml	0
peSI	pes4i1	peśī	peśī	fiction	18942	261-3	SCH-fiction-3147_cases.xml	0
prakzepaRI	praks2epan2i1	prakṣepaṇī	prakṣepanī	fiction	19030	262-3	SCH-fiction-3147_cases.xml	0
pratideSanIya	pratides4ani1ya	pratideśanīya	pratideśanīya	fiction	19171	264-3	SCH-fiction-3147_cases.xml	0
pratipraSrabDi	pratipras4rabdhi	pratipraśrabdhi	pratipraśrabdhi	fiction	19214	265-2	SCH-fiction-3147_cases.xml	0
pratisaMvinniScayAvatArA	pratisam2vinnis4caya1vata1ra1	pratisaṃvinniścayāvatārā	pratisanvinniścayāvatārā	fiction	19303	266-2	SCH-fiction-3147_cases.xml	0
pratIpadarSinI	prati1padars4ini1	pratīpadarśinī	pratīpadarśinī	fiction	19340	267-1	SCH-fiction-3147_cases.xml	0
pravAritArTAtisevA	prava1rita1rtha1tiseva1	pravāritārthātisevā	pravāritārthātisevā	fiction	19550	270-1	SCH-fiction-3147_cases.xml	0
praSaWa	pras4at2ha	praśaṭha	praśaṭha	fiction	19594	270-3	SCH-fiction-3147_cases.xml	0
praSAntaviniScayaprAtihAryanirdeSa	Pras4a1ntavinis4cayapra1tiha1ryanirdes4a	praśāntaviniścayaprātihāryanirdeśa	praśāntaviniścayaprātihāryanirdeśa	fiction	19598	270-3	SCH-fiction-3147_cases.xml	0
prAdeSana	pra1des4ana	prādeśana	prādeśana	fiction	19766	272-3	SCH-fiction-3147_cases.xml	0
prAyaScittika	pra1yas4cittika	prāyaścittika	prāyaścittika	fiction	19788	273-1	SCH-fiction-3147_cases.xml	0
